"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718532,"2023-04-18",3,"2023-04-18T05:00:19.557Z","2023-04-18T05:00:27.654Z",TRUE,"pitch","9792a0ac-1613-4ecf-a109-07541c9cf601",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.53,1.67,NA,101.46,177.95,"ground_ball","medium","3",164.17,168.69,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Jason Heyward grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.",0,8,6,78,"bottom",9,"2023-04-18T04:59:47.127Z","2023-04-18T05:00:27.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,518792,"Jason Heyward","/api/v1/people/518792","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.6,6,2,0.4259,7.1128,23.8685,-26.5086,1.897,3.3767,0.4076,2.2531,7.1163,-128.0819,-2.7801,-2.6417,50.0044,5.4029,3.1845,9.6,6,24,2757,155,93.3,-23,6,NA,NA,NA,TRUE,-29.3,5.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",2,"2023-04-18T05:00:03.113Z","2023-04-18T05:00:09.844Z",TRUE,"pitch","e2ba04a9-5b0d-45f6-81d0-d1bc7a2003ba",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5871,1.7685,NA,93.42,211.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Jason Heyward grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.",0,8,6,78,"bottom",9,"2023-04-18T04:59:47.127Z","2023-04-18T05:00:27.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,518792,"Jason Heyward","/api/v1/people/518792","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88,81.4,14,0.92,0.4275,6.7507,24.2462,-29.9605,-10.4098,1.3275,0.6186,1.02,11.5464,-127.7164,-4.786,-2.5907,50.0024,5.2517,-17.3413,26.4,8.4,24,1905,243,NA,NA,NA,NA,NA,NA,FALSE,-33.7,1.6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",1,"2023-04-18T04:59:49.246Z","2023-04-18T04:59:52.371Z",TRUE,"pitch","b25c070f-fa30-4365-9d96-58b282bf8a3e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4702,1.6708,NA,97.23,178.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Jason Heyward grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.",0,8,6,78,"bottom",9,"2023-04-18T04:59:47.127Z","2023-04-18T05:00:27.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,518792,"Jason Heyward","/api/v1/people/518792","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.3,82.2,6,2,0.4236,7.1294,22.8564,-26.1531,1.1398,3.5426,0.5186,2.2494,7.703,-128.5591,-2.6666,-2.6459,50.002,5.2982,1.936,7.2,6,24,2742,168,NA,NA,NA,NA,NA,NA,FALSE,-28.6,6.1,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",0,"2023-04-18T04:59:48.601Z","2023-04-18T04:59:49.246Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jason Heyward replaces Austin Wynns.","Offensive Substitution",8,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,518792,"/api/v1/people/518792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","78","atBat","Groundout","field_out","Jason Heyward grounds out, first baseman Pete Alonso to pitcher Adam Ottavino.",0,8,6,78,"bottom",9,"2023-04-18T04:59:47.127Z","2023-04-18T05:00:27.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,518792,"Jason Heyward","/api/v1/people/518792","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,642851,"/api/v1/people/642851",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",7,"2023-04-18T04:59:09.916Z","2023-04-18T04:59:19.630Z",TRUE,"pitch","2b1c67ed-b17e-4278-8bb9-eeabf751ea0c",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.64,1.76,NA,156.92,163.1,"fly_ball","medium","8",85.04,53.4,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.7,11,0.89,0.407,7.0369,28.8435,-24.959,-9.4528,3.9333,-1.0473,2.8029,6.885,-134.524,-1.9699,-2.4101,50.0034,5.3117,-17.3473,32.4,7.2,24,2209,225,98.2,26,375,NA,NA,NA,TRUE,-25.1,7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",6,"2023-04-18T04:58:49.482Z","2023-04-18T04:58:53.945Z",TRUE,"pitch","bb8dc8fd-1ab6-4ae1-a97c-a0c7de36a582",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.64,1.76,NA,93.55,165.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,72.8,6,0.9,0.4733,7.0616,24.8233,-30.422,7.9026,1.2977,0.6153,2.7011,5.0784,-116.3806,0.462,-2.633,50.0042,5.4158,10.6811,21.6,9.6,24,2587,67,NA,NA,NA,NA,NA,NA,FALSE,-40.4,2.8,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",5,"2023-04-18T04:58:27.997Z","2023-04-18T04:58:31.362Z",TRUE,"pitch","7db619a2-0d05-4e6a-939b-cbbc47ceca8a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.64,1.76,NA,87.45,177.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,81.2,9,2,0.4275,7.063,24.9041,-26.807,1.1731,3.2268,0.7752,2.2785,8.2825,-127.838,-2.5834,-2.6514,50.0053,5.3937,1.953,7.2,7.2,24,2693,169,NA,NA,NA,NA,NA,NA,FALSE,-29.8,5.5,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",4,"2023-04-18T04:58:11.033Z","2023-04-18T04:58:16.391Z",TRUE,"pitch","75244cdb-a1ac-4a94-a982-ce2b1b5bab72",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5676,1.749,NA,127.12,214.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.2,13,0.9,0.4272,7.0619,25.4835,-28.8382,-9.1404,2.0018,-0.2655,0.9092,8.7964,-128.0194,-5.2957,-2.5522,50.0043,5.2516,-15.2317,24,8.4,24,2042,246,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.6,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",3,"2023-04-18T04:57:50.491Z","2023-04-18T04:57:54.413Z",TRUE,"pitch","82c3bc65-1ce8-498a-bb1b-ced200311b2b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.64,1.76,NA,133.12,186.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,79.7,7,0.92,0.4338,7.357,25.6635,-31.4357,-9.8186,0.4591,-0.4228,1.9241,8.7445,-126.2571,-2.0749,-2.6552,50.0046,5.286,-15.8566,24,8.4,24,1791,250,NA,NA,NA,NA,NA,NA,FALSE,-35.8,0.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718532,"2023-04-18",2,"2023-04-18T04:57:34.045Z","2023-04-18T04:57:37.382Z",TRUE,"pitch","87f58cff-5983-469b-9856-7685bdd8cde7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3923,1.5732,NA,107.24,157.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","David Peralta flies out to center fielder Brandon Nimmo.",0,8,6,77,"bottom",9,"2023-04-18T04:57:15.074Z","2023-04-18T04:59:19.630Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.1,80.3,2,2,0.4312,6.9979,24.8202,-26.5856,1.5782,3.417,0.2561,3.024,7.1205,-126.8138,-0.5985,-2.788,50.0049,5.3753,2.5809,8.4,7.2,24,2686,165,NA,NA,NA,NA,NA,NA,FALSE,-29.6,6.2,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
