"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745415,"2024-05-25",5,"2024-05-25T04:11:18.917Z","2024-05-25T04:11:22.524Z",TRUE,"pitch","9f910acf-4553-4ae4-8204-da48ced969b6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.54,1.73,NA,139.69,190.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,73.8,7,2,0.4668,6.637,26.9584,-40.8094,8.6498,-6.2273,-0.5953,1.7734,-0.3832,-118.2971,-0.0936,-1.5494,50.0008,5.6211,12.0013,16.8,12,24,2641,61,NA,NA,NA,NA,NA,NA,TRUE,-52.9,-10.9,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",3,"2024-05-25T04:10:52.760Z","2024-05-25T04:10:57.207Z",TRUE,"pitch","ce9f8db8-3638-4a43-8c7b-24d4d1a0510c",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.54,1.73,NA,119.14,164.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.4,5,2,0.407,6.8518,30.6348,-18.081,-2.6172,7.6885,-0.0561,2.7412,4.1893,-134.8351,-3.3264,-1.2932,50.0002,5.2743,-4.7958,12,4.8,24,2455,201,NA,NA,NA,NA,NA,NA,FALSE,-18.6,13.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",2,"2024-05-25T04:10:33.152Z","2024-05-25T04:10:37.969Z",TRUE,"pitch","1f255638-73fd-49d1-a365-a46a4d446fa1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.54,1.73,NA,146.13,165.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.2,4,2,0.4118,6.8851,31.1331,-15.7248,-1.541,9.2006,-0.7641,2.6989,2.5426,-133.4532,-3.8724,-1.5329,50.0009,5.3155,-2.7547,7.2,3.6,24,2339,199,NA,NA,NA,NA,NA,NA,FALSE,-16.8,16,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",1,"2024-05-25T04:10:16.405Z","2024-05-25T04:10:20.067Z",TRUE,"pitch","30b14d04-7e9c-4e61-985b-eb56bebce647",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.535,1.7254,NA,141.18,123.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.2,11,2,0.4112,6.8177,31.1285,-20.9087,1.0878,6.281,-0.6343,4.2778,2.0842,-133.6568,0.6857,-1.5681,50.0033,5.5294,1.9504,7.2,4.8,24,2459,193,NA,NA,NA,NA,NA,NA,FALSE,-20.9,11.8,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",0,"2024-05-25T04:09:53.692Z","2024-05-25T04:10:16.405Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter David Peralta replaces Manny Machado.","Offensive Substitution",8,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,444482,"/api/v1/people/444482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","401","69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,592518,"/api/v1/people/592518",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",4,"2024-05-25T04:11:03.578Z","2024-05-25T04:11:18.917Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",8,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,444482,"/api/v1/people/444482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","David Peralta strikes out swinging.",0,8,0,69,"bottom",9,"2024-05-25T04:10:14.069Z","2024-05-25T04:11:22.524Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,444482,"David Peralta","/api/v1/people/444482","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",4,"2024-05-25T04:09:41.947Z","2024-05-25T04:09:46.005Z",TRUE,"pitch","e8bf9b84-8826-4850-9944-81a55d377425",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.2451,1.5854,NA,137.78,179.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,8,0,68,"bottom",9,"2024-05-25T04:08:39.392Z","2024-05-25T04:09:46.005Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642180,"Tyler Wade","/api/v1/people/642180","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85,4,2,0.4037,6.8105,32.4828,-14.1625,-0.8212,9.68,-0.5452,2.1832,2.882,-136.1689,-6.2595,-1.5148,50.0008,5.5081,-1.5279,3.6,3.6,24,2454,195,NA,NA,NA,NA,NA,NA,TRUE,-15.2,16.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",3,"2024-05-25T04:09:17.432Z","2024-05-25T04:09:21.292Z",TRUE,"pitch","7b350241-bb44-4240-914e-796eeb98c3fe",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.2451,1.5854,NA,129.26,159.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,8,0,68,"bottom",9,"2024-05-25T04:08:39.392Z","2024-05-25T04:09:46.005Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642180,"Tyler Wade","/api/v1/people/642180","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,75.1,1,2,0.458,6.8774,25.6554,-33.5956,3.5692,-0.9803,-0.3216,2.9221,1.8162,-120.103,0.948,-1.5541,50.0044,5.5357,5.1574,9.6,9.6,24,2404,97,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-1.2,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",2,"2024-05-25T04:08:58.218Z","2024-05-25T04:09:02.965Z",TRUE,"pitch","f6736d23-68fd-4921-ae69-0b49f07ee25c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2451,1.5854,NA,152.7,155.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,8,0,68,"bottom",9,"2024-05-25T04:08:39.392Z","2024-05-25T04:09:46.005Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642180,"Tyler Wade","/api/v1/people/642180","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.2,71.8,11,2,0.479,6.7292,24.824,-41.981,5.9376,-7.4355,-0.9365,3.0852,-0.1114,-115.1089,3.375,-1.6563,50.0036,5.7132,7.8298,10.8,13.2,24,2575,55,NA,NA,NA,NA,NA,NA,FALSE,-56.4,-12.1,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745415,"2024-05-25",1,"2024-05-25T04:08:41.595Z","2024-05-25T04:08:45.525Z",TRUE,"pitch","0af911e5-6bc9-4436-b1e4-75d2b501b251",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2451,1.5854,NA,135.29,157.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tyler Wade called out on strikes.",0,8,0,68,"bottom",9,"2024-05-25T04:08:39.392Z","2024-05-25T04:09:46.005Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,642180,"Tyler Wade","/api/v1/people/642180","L","Left",672782,"Yoendrys Gómez","/api/v1/people/672782","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,1,2,0.4075,6.8189,31.9914,-17.2579,-3.4128,8.1719,-0.4799,3.0278,3.8352,-134.9124,-2.8033,-1.4831,50.0052,5.3109,-6.2316,16.8,3.6,24,2412,207,NA,NA,NA,NA,NA,NA,FALSE,-17.8,14.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
