"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718186,"2023-05-14",3,"2023-05-14T23:33:43.610Z","2023-05-14T23:33:48.196Z",TRUE,"pitch","1089271f-45d1-4907-97f5-bc9c1665670c",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.2462,1.5913,NA,112.29,186.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Dominic Smith called out on strikes.",0,8,2,82,"bottom",9,"2023-05-14T23:32:33.795Z","2023-05-14T23:33:48.196Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,82.4,8,0.9,0.4165,6.1306,30.2797,-11.554,4.1,11.7954,0.1234,1.9363,-6.2457,-131.9341,-7.1721,1.9979,50.002,5.5572,7.1672,24,3.6,24,2154,158,NA,NA,NA,NA,NA,NA,TRUE,-13.7,19.8,-5.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",2,"2023-05-14T23:33:26.841Z","2023-05-14T23:33:31.294Z",TRUE,"pitch","7e7ed8a1-6c93-4278-836b-14d7b9935539",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1583,1.5679,NA,137.81,153.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Dominic Smith called out on strikes.",0,8,2,82,"bottom",9,"2023-05-14T23:32:33.795Z","2023-05-14T23:33:48.196Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.5,75.9,1,0.91,0.4561,6.1979,22.6679,-32.3102,0.7421,-0.0904,-0.5459,3.1508,-7.3382,-119.9805,0.7442,2.4527,50.0047,5.7103,1.0855,0,8.4,24,2037,260,NA,NA,NA,NA,NA,NA,FALSE,-39.8,0.2,0.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",1,"2023-05-14T23:33:10.014Z","2023-05-14T23:33:15.519Z",TRUE,"pitch","75357a09-060a-4930-b810-e444b798f668",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3121,1.587,NA,126.99,199.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Dominic Smith called out on strikes.",0,8,2,82,"bottom",9,"2023-05-14T23:32:33.795Z","2023-05-14T23:33:48.196Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,82.7,13,0.88,0.4167,6.2002,28.4102,-13.0423,4.9733,10.9364,-0.262,1.459,-7.2849,-131.5468,-7.9032,1.8995,50.003,5.4733,8.7005,26.4,3.6,24,2141,158,NA,NA,NA,NA,NA,NA,FALSE,-15.4,18.2,-7.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",0,"2023-05-14T23:32:53.624Z","2023-05-14T23:32:57.748Z",TRUE,"pitch","a2b14cd9-2d13-43ce-8aa6-eda4341d6bfe",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2462,1.5679,NA,123.58,122.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Dominic Smith called out on strikes.",0,8,2,82,"bottom",9,"2023-05-14T23:32:33.795Z","2023-05-14T23:33:48.196Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.5,11,0.9,0.41,6.1322,31.3753,-13.4209,3.4019,10.397,-0.1727,4.3022,-6.8729,-134.0493,-1.3508,1.9928,50.0038,5.7799,6.1378,18,3.6,24,2209,153,NA,NA,NA,NA,NA,NA,FALSE,-13.8,18.7,-4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",2,"2023-05-14T23:32:15.151Z","2023-05-14T23:32:28.772Z",TRUE,"pitch","b651d7ac-3326-4fc9-bc57-f69ea5d6f7b1",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.44,1.72,NA,110.86,194.68,"fly_ball","medium","8",131.11,91.51,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Stone Garrett flies out to center fielder Tommy Pham.",0,8,2,81,"bottom",9,"2023-05-14T23:31:02.606Z","2023-05-14T23:32:28.772Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.6,78.2,8,0.9,0.4415,6.2584,26.061,-29.1295,9.2763,1.9512,0.161,1.6332,-8.029,-124.2965,-3.7298,2.2356,50.0002,5.5851,14.4416,22.8,8.4,24,1221,130,93.3,47,271,NA,NA,NA,TRUE,-34.8,2.9,-14.8,NA,NA,NA,NA,NA,TRUE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",608841,"Joey Meneses","/api/v1/people/608841",NA,NA,NA
718186,"2023-05-14",1,"2023-05-14T23:31:48.377Z","2023-05-14T23:31:53.909Z",TRUE,"pitch","41faa736-fa91-4873-a7bd-47c4cbf7ba45",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.44,1.72,NA,145.19,165.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Stone Garrett flies out to center fielder Tommy Pham.",0,8,2,81,"bottom",9,"2023-05-14T23:31:02.606Z","2023-05-14T23:32:28.772Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.4,4,0.9,0.4121,6.1461,29.8186,-12.83,3.5248,10.8271,-0.7394,2.7279,-8.3244,-133.1395,-5.1067,1.9763,50.0054,5.6067,6.2997,18,3.6,24,2105,157,NA,NA,NA,NA,NA,NA,FALSE,-14.2,18.6,-4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",0,"2023-05-14T23:31:19.218Z","2023-05-14T23:31:24.990Z",TRUE,"pitch","8cd7c940-26de-4b71-9918-a05c4ddaf346",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.44,1.72,NA,106.3,186.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Flyout","field_out","Stone Garrett flies out to center fielder Tommy Pham.",0,8,2,81,"bottom",9,"2023-05-14T23:31:02.606Z","2023-05-14T23:32:28.772Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.7,9,0.9,0.4412,6.156,22.804,-27.4739,7.5117,3.0013,0.2806,1.9204,-7.5096,-123.7493,-3.4624,2.3668,50,5.6189,11.7446,20.4,7.2,24,1172,128,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.9,-12,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",2,"2023-05-14T23:30:50.088Z","2023-05-14T23:30:55.143Z",TRUE,"pitch","8db8d7f1-c92c-4873-ba4b-d036c9124a52",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.27,1.62,NA,93.32,133.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,2,80,"bottom",9,"2023-05-14T23:29:58.125Z","2023-05-14T23:30:55.143Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.1,12,0.91,0.411,6.0014,32.4449,-10.0896,4.7161,12.316,0.6213,3.9032,-5.5911,-133.9341,-2.9515,2.1361,50.0012,5.755,8.4561,33.6,2.4,24,2136,156,NA,NA,NA,NA,NA,NA,TRUE,-10.9,21.7,-7.2,NA,NA,NA,NA,NA,TRUE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",608841,"Joey Meneses","/api/v1/people/608841",NA,NA,NA
718186,"2023-05-14",1,"2023-05-14T23:30:31.328Z","2023-05-14T23:30:37.455Z",TRUE,"pitch","ebadb93f-ac90-4f9f-9e29-f472a2af4184",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,0,NA,NA,3.27,1.62,NA,119.33,158.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,2,80,"bottom",9,"2023-05-14T23:29:58.125Z","2023-05-14T23:30:55.143Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.3,2,0.9,0.4113,6.0827,31.5367,-10.5293,3.3854,12.0774,-0.0612,2.9707,-6.8942,-133.6974,-4.9333,2.1227,50.0022,5.6098,6.0678,20.4,2.4,24,2118,154,NA,NA,NA,NA,NA,NA,FALSE,-11.8,20.9,-4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718186,"2023-05-14",0,"2023-05-14T23:30:13.124Z","2023-05-14T23:30:16.684Z",TRUE,"pitch","08603e5f-44b1-451b-9735-920afedf6f69",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.27,1.62,NA,97.59,209.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,2,80,"bottom",9,"2023-05-14T23:29:58.125Z","2023-05-14T23:30:55.143Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,600869,"Jeimer Candelario","/api/v1/people/600869","R","Right",669105,"Zach Muckenhirn","/api/v1/people/669105","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.6,14,0.89,0.4517,6.0149,24.7765,-26.3627,6.8086,3.9048,0.5093,1.0694,-6.6672,-121.4665,-5.3608,2.4108,50.0021,5.6098,10.1288,18,8.4,24,1311,139,NA,NA,NA,NA,NA,NA,FALSE,-33.4,6,-10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
