"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717795,"2023-06-11",2,"2023-06-11T20:48:47.034Z","2023-06-11T20:48:54.816Z",TRUE,"pitch","c1ddd397-2663-4432-b69c-cbd643eb0286",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.24,1.52,NA,96.24,182.05,"ground_ball","soft","1",122.18,194.5,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Clint Frazier grounds out softly, pitcher A. J. Puk to first baseman Garrett Cooper.",0,6,5,76,"bottom",9,"2023-06-11T20:48:10.871Z","2023-06-11T20:48:54.816Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640449,"Clint Frazier","/api/v1/people/640449","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.2,80.2,6,2,0.4321,7.6656,25.0825,-32.7231,8.4865,-0.3321,0.5446,2.1012,-9.6563,-126.6048,-1.4308,3.2999,50.0061,5.285,13.823,20.4,8.4,24,1117,130,63.4,-74,2,NA,NA,NA,TRUE,-36.7,-0.7,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",1,"2023-06-11T20:48:31.277Z","2023-06-11T20:48:34.425Z",TRUE,"pitch","9a1c5776-f1c4-4ed6-86c4-b6efea62389c",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.24,1.52,NA,89.2,172.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Clint Frazier grounds out softly, pitcher A. J. Puk to first baseman Garrett Cooper.",0,6,5,76,"bottom",9,"2023-06-11T20:48:10.871Z","2023-06-11T20:48:54.816Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640449,"Clint Frazier","/api/v1/people/640449","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.7,6,0.91,0.3983,8.2335,29.2994,-25.1489,10.1459,3.6626,0.7294,2.4457,-10.8849,-137.3078,-2.9306,3.4195,50.0012,5.2308,19.4475,33.6,6,24,2162,122,NA,NA,NA,NA,NA,NA,FALSE,-24.4,6.2,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",0,"2023-06-11T20:48:15.853Z","2023-06-11T20:48:19.733Z",TRUE,"pitch","d66bddcc-ce6c-4f67-a72d-a662788459fa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0914,1.4633,NA,163.53,180.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Clint Frazier grounds out softly, pitcher A. J. Puk to first baseman Garrett Cooper.",0,6,5,76,"bottom",9,"2023-06-11T20:48:10.871Z","2023-06-11T20:48:54.816Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,640449,"Clint Frazier","/api/v1/people/640449","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,77.4,13,0.91,0.4496,7.7496,22.9159,-28.2003,-3.3619,2.6401,-1.2208,2.1555,-9.7493,-121.6358,-1.659,3.2692,50.0032,5.2819,-5.0562,13.2,8.4,24,2319,279,NA,NA,NA,NA,NA,NA,FALSE,-34.3,4.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",4,"2023-06-11T20:47:42.179Z","2023-06-11T20:47:50.150Z",TRUE,"pitch","2cdd8ad0-5b35-4009-95d2-5ca57aaa3d55",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.17,1.48,NA,123.87,203.7,"ground_ball","soft","5",103.2,170.96,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out softly, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,75,"bottom",9,"2023-06-11T20:46:55.529Z","2023-06-11T20:47:50.150Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,77.3,13,0.91,0.4489,7.4484,24.9636,-28.0146,-5.6983,2.7588,-0.1802,1.2994,-6.8368,-122.2055,-3.7501,3.3979,50.0009,5.2705,-8.5832,19.2,8.4,24,2393,281,73.6,-33,4,NA,NA,NA,TRUE,-34.6,4.3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",3,"2023-06-11T20:47:27.220Z","2023-06-11T20:47:32.693Z",TRUE,"pitch","c5f5341e-f5ba-4283-8970-509538fc89b2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1307,1.4416,NA,80.22,145.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out softly, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,75,"bottom",9,"2023-06-11T20:46:55.529Z","2023-06-11T20:47:50.150Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.4,12,0.9,0.3975,8.0353,31.0783,-16.8254,7.5257,7.9847,0.965,3.4386,-9.3884,-137.877,-2.084,3.4388,50.0032,5.3415,14.4684,36,4.8,24,2101,124,NA,NA,NA,NA,NA,NA,FALSE,-16.3,14.2,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",2,"2023-06-11T20:47:11.853Z","2023-06-11T20:47:15.763Z",TRUE,"pitch","630e0967-4e46-47ea-a99f-c428e8e518cd",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.1307,1.4199,NA,105.5,186.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out softly, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,75,"bottom",9,"2023-06-11T20:46:55.529Z","2023-06-11T20:47:50.150Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.3,76.9,9,0.9,0.4513,7.374,22.8732,-27.9393,-2.08,2.834,0.3017,1.9343,-6.9506,-121.1879,-2.1367,3.4728,50.0013,5.2591,-3.1031,8.4,7.2,24,2388,272,NA,NA,NA,NA,NA,NA,FALSE,-34.4,4.9,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",1,"2023-06-11T20:46:57.902Z","2023-06-11T20:47:01.499Z",TRUE,"pitch","796e78d9-adf7-4876-a571-95e6be9995ee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2208,1.5066,NA,65.48,181.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Yasmani Grandal grounds out softly, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,75,"bottom",9,"2023-06-11T20:46:55.529Z","2023-06-11T20:47:50.150Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,86.3,14,0.91,0.3994,7.6448,30.6906,-24.0906,10.9013,4.2438,1.3516,2.1134,-9.5417,-137.2115,-3.9692,3.4598,50.0028,5.2226,20.7624,37.2,7.2,24,2069,123,NA,NA,NA,NA,NA,NA,FALSE,-23.8,7,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",0,"2023-06-11T20:46:47.082Z","2023-06-11T20:46:57.902Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Yasmani Grandal replaces Seby Zavala.","Offensive Substitution",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,518735,"/api/v1/people/518735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","75","atBat","Groundout","field_out","Yasmani Grandal grounds out softly, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,75,"bottom",9,"2023-06-11T20:46:55.529Z","2023-06-11T20:47:50.150Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,518735,"Yasmani Grandal","/api/v1/people/518735","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,664874,"/api/v1/people/664874",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",5,"2023-06-11T20:46:22.921Z","2023-06-11T20:46:31.516Z",TRUE,"pitch","1bc8afb2-c02d-4473-844b-09b28372a2ec",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.06,1.39,NA,134.18,166.12,"ground_ball","medium","5",97.48,164.11,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,74,"bottom",9,"2023-06-11T20:45:49.542Z","2023-06-11T20:46:31.516Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,76.4,1,0.91,0.4522,7.3773,24.5099,-22.9209,-3.5172,6.2331,-0.4508,2.691,-8.125,-121.2813,-1.503,3.4043,50.0016,5.3246,-5.2203,16.8,7.2,24,2403,267,83,-31,7,NA,NA,NA,TRUE,-28.3,11.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717795,"2023-06-11",4,"2023-06-11T20:46:06.737Z","2023-06-11T20:46:10.622Z",TRUE,"pitch","a8f4fd9b-7a87-474e-b3a7-2c53b8dea167",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,2.9836,1.3508,NA,131.36,202.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Elvis Andrus grounds out, third baseman Jean Segura to first baseman Garrett Cooper.",0,6,5,74,"bottom",9,"2023-06-11T20:45:49.542Z","2023-06-11T20:46:31.516Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.2,7,0.9,0.397,8.2326,29.5536,-16.1035,7.8524,8.3267,-0.3767,1.3267,-12.6582,-137.7841,-7.4521,3.2489,50.0021,5.147,15.1545,34.8,4.8,24,2191,127,NA,NA,NA,NA,NA,NA,FALSE,-16.8,13.7,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
