"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718367,"2023-04-30",6,"2023-04-30T22:42:52.177Z","2023-04-30T22:43:00.802Z",TRUE,"pitch","825f100b-5732-442e-a02a-86d8621e1a78",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.31,1.57,NA,111.98,151.23,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90,2,2,0.3831,6.5817,31.092,-11.262,-7.0128,10.0901,0.1316,3.2426,7.3258,-142.655,-4.5591,-1.5516,50.0047,5.5645,-14.5372,46.8,3.6,24,1938,215,NA,NA,NA,NA,NA,NA,TRUE,-10.8,17.6,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",5,"2023-04-30T22:42:30.562Z","2023-04-30T22:42:35.804Z",TRUE,"pitch","d36e9fcf-8eaa-4632-b009-e8f347f3adb8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2606,1.5674,NA,124.69,129.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.6,11,2,0.3833,6.6721,33.2937,-14.1632,-8.2847,8.7104,-0.2018,4.0582,6.4225,-142.9617,-2.2129,-1.4023,50.0026,5.7325,-17.1299,46.8,4.8,24,1859,215,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.5,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",4,"2023-04-30T22:42:09.660Z","2023-04-30T22:42:14.168Z",TRUE,"pitch","d9ae2d5c-7d37-4bb0-b444-f708fcc20f3c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.31,1.57,NA,122.02,153.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.4,2,2,0.3855,6.6002,30.7801,-14.0612,-5.0084,8.848,-0.1316,3.149,5.9492,-141.7814,-4.5313,-1.6011,50.0018,5.6576,-10.2515,31.2,3.6,24,1808,218,NA,NA,NA,NA,NA,NA,FALSE,-13.3,15.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",3,"2023-04-30T22:41:44.107Z","2023-04-30T22:41:48.774Z",TRUE,"pitch","c42870b0-f58b-4061-b240-42d14e530a1e",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.2372,1.5674,NA,56.11,223.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.6,14,0.91,0.4217,6.6589,26.4129,-27.1257,1.7229,2.9488,1.5975,0.5738,8.3768,-129.745,-7.3476,-1.8927,50.0007,5.5012,2.9431,8.4,7.2,24,2135,171,NA,NA,NA,NA,NA,NA,FALSE,-30.4,4,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",2,"2023-04-30T22:41:22.979Z","2023-04-30T22:41:27.810Z",TRUE,"pitch","5f267c36-1e14-418b-bc53-a5fb13a82bdc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2372,1.5674,NA,42.12,195.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.5,14,2,0.3808,6.8427,34.2656,-10.8307,-6.7334,10.1959,1.9645,1.6211,11.7918,-143.9646,-9.1641,-1.3147,50.0023,5.521,-14.0955,40.8,3.6,24,2006,215,NA,NA,NA,NA,NA,NA,FALSE,-11.4,16.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",1,"2023-04-30T22:41:03.508Z","2023-04-30T22:41:07.629Z",TRUE,"pitch","ce228555-05d7-48f1-94d7-32787184d09c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.31,1.57,NA,111.97,156.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.8,2,2,0.3834,6.6112,32.745,-15.8626,-7.9965,7.8916,0.132,3.0525,7.9209,-142.8378,-4.4928,-1.6374,50.006,5.6426,-16.5352,40.8,4.8,24,1924,217,NA,NA,NA,NA,NA,NA,FALSE,-14.9,13.6,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",0,"2023-04-30T22:40:37.743Z","2023-04-30T22:41:03.508Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Andrew McCutchen replaces Austin Hedges.","Offensive Substitution",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,457705,"/api/v1/people/457705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","77","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,7,77,"top",9,"2023-04-30T22:41:01.102Z","2023-04-30T22:43:00.802Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,595978,"/api/v1/people/595978",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",1,"2023-04-30T22:40:06.367Z","2023-04-30T22:40:14.139Z",TRUE,"pitch","641315aa-3cb9-4f0e-bdd1-8c3706f11a9e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,2.89,1.38,NA,128.49,208.56,"ground_ball","medium","1",129.54,176.01,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Kyle Finnegan to shortstop CJ Abrams. Tucupita Marcano out at 2nd. Ji Hwan Bae to 1st.",0,2,7,76,"top",9,"2023-04-30T22:39:32.215Z","2023-04-30T22:40:14.139Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.2,83.5,13,0.91,0.4163,6.9555,25.2827,-25.7294,-7.3699,3.67,-0.3015,1.1192,7.09,-131.0972,-6.4264,-2.0713,50.0044,5.4984,-12.9498,24,7.2,24,1021,230,62.1,-44,3,NA,NA,NA,TRUE,-28,5.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA
718367,"2023-04-30",0,"2023-04-30T22:39:48.574Z","2023-04-30T22:39:54.138Z",TRUE,"pitch","c6da88a4-63d7-4b47-bffc-d034f2724988",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.9107,1.3774,NA,125.19,212.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Kyle Finnegan to shortstop CJ Abrams. Tucupita Marcano out at 2nd. Ji Hwan Bae to 1st.",0,2,7,76,"top",9,"2023-04-30T22:39:32.215Z","2023-04-30T22:40:14.139Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.3,13,2,0.3853,6.708,34.4293,-11.654,-7.7491,10.0364,-0.2149,0.9771,7.0748,-142.4694,-10.3613,-1.7303,50.0014,5.4095,-15.8404,45.6,3.6,24,2079,217,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",4,"2023-04-30T22:39:06.521Z","2023-04-30T22:39:18.773Z",TRUE,"pitch","2833e8cb-b3b7-4ccf-ad96-f7bad1ee1a77",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,1,NA,NA,3.26,1.58,NA,117.77,192.58,"ground_ball","medium","8",132.9,106.94,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Tucupita Marcano singles on a ground ball to center fielder Victor Robles. Connor Joe scores.",1,2,7,75,"top",9,"2023-04-30T22:37:27.562Z","2023-04-30T22:39:18.773Z",TRUE,TRUE,FALSE,FALSE,33,1,2,1,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89,8,2,0.3883,6.8712,30.2013,-17.3341,-7.9488,7.3573,-0.0201,1.7112,8.1914,-140.7309,-7.1413,-1.9277,50.0042,5.3929,-16.0379,37.2,4.8,24,2006,218,98.3,2,60,NA,NA,NA,FALSE,-17,12.1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,672779,"Tucupita Marcano","/api/v1/people/672779",NA,NA,NA,NA,NA,NA
