"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718367,"2023-04-30",5,"2023-04-30T22:11:06.185Z","2023-04-30T22:11:18.806Z",TRUE,"pitch","02799b2d-ee4a-4924-b666-9c9c879d2511",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,0,NA,NA,3.15,1.53,NA,109.9,180.87,"ground_ball","medium","8",125.8,102.88,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87,5,2,0.3962,7.1655,30.8689,-26.0831,-10.4151,3.1445,0.1862,2.1447,9.8751,-138.249,-2.949,-2.0792,50,4.9762,-20.1546,33.6,7.2,24,2180,235,95,-10,13,NA,NA,NA,FALSE,-25.1,5.3,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,657041,"Lane Thomas","/api/v1/people/657041",NA,NA,NA,NA,NA,NA
718367,"2023-04-30",4,"2023-04-30T22:10:51.967Z","2023-04-30T22:10:57.444Z",TRUE,"pitch","16b04ac1-ccc2-49e9-ae10-020ac19d3775",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.0071,1.5274,NA,64.74,196.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.1,14,2,0.3964,7.3486,31.1076,-26.4599,-11.9072,2.9544,1.3709,1.5805,13.4922,-138.2368,-4.1883,-2.0284,50.0014,4.8936,-23.0201,36,7.2,24,2146,236,NA,NA,NA,NA,NA,NA,FALSE,-25.8,4.6,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",3,"2023-04-30T22:10:38.290Z","2023-04-30T22:10:43.018Z",TRUE,"pitch","daeade94-af55-44f1-b676-a81a4d0b56ea",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.0538,1.5274,NA,105.96,157.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.1,3,2,0.3997,7.2981,30.4124,-27.911,-10.9416,2.2418,0.2896,3.0152,10.5528,-137.0573,-0.2799,-2.1898,50.0027,5.0254,-20.8076,33.6,7.2,24,2167,233,NA,NA,NA,NA,NA,NA,FALSE,-26.6,4.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",2,"2023-04-30T22:10:22.479Z","2023-04-30T22:10:25.802Z",TRUE,"pitch","9c21fc5d-c039-405d-9aae-889299f21387",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.0304,1.5274,NA,59.17,170.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.3,12,2,0.3948,7.3048,30.4925,-23.9795,-10.969,4.2037,1.5171,2.5157,13.6044,-138.6256,-2.3766,-2.025,50.0029,4.982,-21.3857,37.2,6,24,2178,235,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7.3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",1,"2023-04-30T22:10:09.415Z","2023-04-30T22:10:14.332Z",TRUE,"pitch","7dafd929-d34b-458e-8238-240552293066",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0772,1.5274,NA,62.25,195.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.1,14,2,0.4014,7.2656,29.4359,-25.5759,-10.7632,3.4982,1.4365,1.5901,13.0592,-136.3381,-4.2294,-2.0128,50.0024,4.9225,-20.3013,33.6,7.2,24,2047,232,NA,NA,NA,NA,NA,NA,FALSE,-25.6,5.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",0,"2023-04-30T22:09:30.017Z","2023-04-30T22:10:09.415Z",FALSE,"action",NA,NA,"Pitching Change: Yohan Ramirez replaces Jose Hernandez.","Pitching Substitution",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670990,"/api/v1/people/670990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Single","single","Lane Thomas singles on a ground ball to center fielder Jack Suwinski.",0,1,7,61,"bottom",7,"2023-04-30T22:10:07.030Z","2023-04-30T22:11:18.806Z",TRUE,FALSE,FALSE,FALSE,33,3,1,0,657041,"Lane Thomas","/api/v1/people/657041","R","Right",670990,"Yohan Ramírez","/api/v1/people/670990","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",2,"2023-04-30T22:06:01.541Z","2023-04-30T22:06:10.767Z",TRUE,"pitch","d121332c-7b93-4997-90dc-0486a3f7ee17",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.13,1.5,NA,107.49,176.45,"fly_ball","medium","9",180.65,89.57,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Ke'Bryan Hayes flies out to right fielder Lane Thomas.",0,1,7,60,"top",7,"2023-04-30T22:05:12.798Z","2023-04-30T22:06:10.767Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.5,84.5,5,2,0.4097,7.0517,25.4928,-19.8028,-7.6018,6.8159,0.2495,2.3085,7.3432,-133.0974,-4.0877,-1.5424,50.0027,5.2774,-13.7959,31.2,4.8,24,1633,228,89.8,33,305,NA,NA,NA,TRUE,-20.6,11.8,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",1,"2023-04-30T22:05:41.473Z","2023-04-30T22:05:46.028Z",TRUE,"pitch","448de223-11e3-494f-96cb-57c329d52b64",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.13,1.5,NA,147.33,194.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Ke'Bryan Hayes flies out to right fielder Lane Thomas.",0,1,7,60,"top",7,"2023-04-30T22:05:12.798Z","2023-04-30T22:06:10.767Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.5,7,2,0.3909,6.8455,29.4654,-18.7504,-9.4949,6.74,-0.7957,1.6257,5.8291,-139.7632,-6.666,-1.6672,50.0059,5.2593,-18.9171,40.8,6,24,2063,220,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",0,"2023-04-30T22:05:22.840Z","2023-04-30T22:05:27.480Z",TRUE,"pitch","dd5ebdb4-cef9-402d-b70a-01983404837b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.13,1.5,NA,130.83,170.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Ke'Bryan Hayes flies out to right fielder Lane Thomas.",0,1,7,60,"top",7,"2023-04-30T22:05:12.798Z","2023-04-30T22:06:10.767Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,89.4,4,2,0.3861,7.0469,30.7842,-18.1249,-9.4125,6.8837,-0.3628,2.5214,6.8163,-141.5904,-4.5004,-1.5723,50.0014,5.2829,-19.2073,43.2,4.8,24,2193,227,NA,NA,NA,NA,NA,NA,FALSE,-17,11.8,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",5,"2023-04-30T22:04:56.713Z","2023-04-30T22:05:01.011Z",TRUE,"pitch","3e01bbb6-3ce2-4563-860d-f8e5d889692f",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.4,1.56,NA,94.29,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.8,9,2,0.3842,6.9676,31.3286,-17.0476,-9.052,7.3406,0.5957,2.0658,9.4591,-142.3294,-5.8379,-1.5877,50.0015,5.2153,-18.6515,42,4.8,24,2163,218,NA,NA,NA,NA,NA,NA,TRUE,-16.2,12.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA
718367,"2023-04-30",4,"2023-04-30T22:04:30.811Z","2023-04-30T22:04:34.977Z",TRUE,"pitch","0a0840cd-fc80-48c4-9d5c-014a90aa8cda",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.4,1.56,NA,127.35,173.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,82.1,5,2,0.4215,7.0794,25.2603,-27.3831,-7.2304,2.8008,-0.2716,2.4078,5.9791,-129.5906,-2.2048,-1.6612,50.0058,5.3463,-12.3883,21.6,7.2,24,1495,228,NA,NA,NA,NA,NA,NA,FALSE,-29.5,4.8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",3,"2023-04-30T22:04:12.955Z","2023-04-30T22:04:17.846Z",TRUE,"pitch","c7b26050-680a-4d96-be64-757f643dde58",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.257,1.5574,NA,145.51,211.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,81.8,13,0.9,0.4221,6.8206,28.56,-26.6428,2.5676,3.2481,-0.7479,1.0139,2.6024,-130.0081,-5.4177,-2.0973,50.0045,5.1603,4.3721,9.6,7.2,24,1997,181,NA,NA,NA,NA,NA,NA,FALSE,-29.5,4.8,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",2,"2023-04-30T22:03:55.878Z","2023-04-30T22:04:01.188Z",TRUE,"pitch","fdd36691-bcc0-4e58-a21b-67424cc0d663",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.3038,1.5574,NA,129.96,189.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.3,7,2,0.3955,6.9635,29.9823,-21.8341,-10.2215,5.3211,-0.3401,1.8151,7.0824,-138.3353,-5.3301,-1.6015,50.0049,5.2244,-19.8731,38.4,6,24,2085,224,NA,NA,NA,NA,NA,NA,FALSE,-21.5,8.8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",1,"2023-04-30T22:03:38.693Z","2023-04-30T22:03:43.943Z",TRUE,"pitch","fc27279f-2613-407c-b115-d9460ceaed0a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.1869,1.5574,NA,109.01,183.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.6,8,2,0.3865,7.1001,28.8801,-17.8792,-9.5148,7.0112,0.2096,2.0602,8.2703,-141.1468,-5.7248,-1.5068,50.0063,5.2468,-19.4095,43.2,4.8,24,2155,219,NA,NA,NA,NA,NA,NA,FALSE,-17,11.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",0,"2023-04-30T22:03:23.273Z","2023-04-30T22:03:28.984Z",TRUE,"pitch","5b2a9981-435f-4efb-861c-25a80ffb8fa0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3038,1.5574,NA,168.21,160.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Austin Hedges strikes out swinging.",0,1,7,59,"top",7,"2023-04-30T22:03:23.273Z","2023-04-30T22:05:01.011Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.9,11,2,0.3877,6.7945,30.7753,-17.7209,-9.7361,7.1441,-1.3434,2.9007,4.5383,-141.0366,-3.6149,-1.7046,50.0031,5.3354,-19.6993,45.6,4.8,24,2048,218,NA,NA,NA,NA,NA,NA,FALSE,-16.6,12.5,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718367,"2023-04-30",2,"2023-04-30T22:02:44.422Z","2023-04-30T22:02:51.719Z",TRUE,"pitch","d2058cd5-a9eb-449b-a3a9-6c0f711bcdcd",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,2.89,1.38,NA,125.84,189.09,"ground_ball","hard","1",127.83,182.57,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Andres Machado to third baseman Jeimer Candelario to shortstop CJ Abrams. Tucupita Marcano out at 2nd. Ji Hwan Bae to 1st.",0,1,7,58,"top",7,"2023-04-30T22:01:59.203Z","2023-04-30T22:02:51.719Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",600921,"Andrés Machado","/api/v1/people/600921","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Washington Nationals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,83.1,8,2,0.4175,6.8642,24.3804,-23.1503,-6.5821,5.1602,-0.232,1.8404,6.3681,-130.5984,-4.3282,-1.8327,50.0019,5.2346,-11.5076,24,6,24,1700,230,107.6,-5,17,NA,NA,NA,TRUE,-25,8.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA
