"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716880,"2023-08-23",4,"2023-08-24T01:28:18.452Z","2023-08-24T01:28:29.210Z",TRUE,"pitch","8c894965-28ad-4368-96f5-8611d17c408e",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.32,1.48,NA,81.77,154.77,"ground_ball","medium","9",176.08,116.54,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to right fielder Charlie Blackmon. Osleivis Basabe scores.",1,5,6,79,"bottom",10,"2023-08-24T01:27:38.493Z","2023-08-24T01:28:29.210Z",TRUE,TRUE,FALSE,FALSE,60,1,1,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",84.5,77.4,12,0.85,0.4458,7.2852,24.2095,-20.678,7.4142,7.5211,0.9242,3.1114,-7.4895,-122.8453,-2.6975,3.0484,50.0054,5.9804,11.3397,25.2,6,24,2134,162,102.2,6,109,NA,NA,NA,FALSE,-25.2,13.2,-11.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664040,"Brandon Lowe","/api/v1/people/664040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",3,"2023-08-24T01:28:00.905Z","2023-08-24T01:28:04.750Z",TRUE,"pitch","d53fc7dd-98af-402b-8a45-8cf8a1058edb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3388,1.5195,NA,164.14,186.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to right fielder Charlie Blackmon. Osleivis Basabe scores.",1,5,6,79,"bottom",10,"2023-08-24T01:27:38.493Z","2023-08-24T01:28:29.210Z",TRUE,TRUE,FALSE,FALSE,60,1,1,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77.4,71.9,13,0.9,0.4864,7.0342,19.891,-33.661,-2.0219,-1.1532,-1.2368,1.9472,-9.3413,-112.4828,-1.7844,3.2282,50.0043,6.1551,-2.5984,7.2,10.8,24,2218,278,NA,NA,NA,NA,NA,NA,FALSE,-47.9,-2.3,6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",2,"2023-08-24T01:27:40.723Z","2023-08-24T01:27:43.790Z",TRUE,"pitch","0482d448-9323-451d-b257-7950303ec710",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.32,1.48,NA,120.03,198.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to right fielder Charlie Blackmon. Osleivis Basabe scores.",1,5,6,79,"bottom",10,"2023-08-24T01:27:38.493Z","2023-08-24T01:28:29.210Z",TRUE,TRUE,FALSE,FALSE,60,1,1,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",84.9,78.2,8,0.9,0.4437,7.2819,23.6681,-16.2931,0.4495,10.2819,-0.0795,1.48,-8.5809,-123.2648,-7.1033,3.3829,50.0035,5.7663,0.6963,2.4,4.8,24,2235,161,NA,NA,NA,NA,NA,NA,FALSE,-20.8,17.2,1.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",0,"2023-08-24T01:26:42.993Z","2023-08-24T01:27:08.090Z",FALSE,"action",NA,NA,"Pitching Change: Brent Suter replaces Justin Lawrence.","Pitching Substitution",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608718,"/api/v1/people/608718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to right fielder Charlie Blackmon. Osleivis Basabe scores.",1,5,6,79,"bottom",10,"2023-08-24T01:27:38.493Z","2023-08-24T01:28:29.210Z",TRUE,TRUE,FALSE,FALSE,60,1,1,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",1,"2023-08-24T01:27:08.090Z","2023-08-24T01:27:40.723Z",FALSE,"action",NA,NA,"Osleivis Basabe starts inning at 2nd base.","Runner Placed On Base",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,678545,"/api/v1/people/678545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Brandon Lowe singles on a ground ball to right fielder Charlie Blackmon. Osleivis Basabe scores.",1,5,6,79,"bottom",10,"2023-08-24T01:27:38.493Z","2023-08-24T01:28:29.210Z",TRUE,TRUE,FALSE,FALSE,60,1,1,0,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",2,"2023-08-24T01:24:56.879Z","2023-08-24T01:25:00.412Z",TRUE,"pitch","2c4e0009-e83c-454b-b1f5-65b28eec2850",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.3779,1.5896,NA,140.13,153.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ryan McMahon called out on strikes.",0,5,5,78,"top",10,"2023-08-24T01:24:13.742Z","2023-08-24T01:25:00.412Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,91,1,0.91,0.3785,6.6527,33.3009,-9.2707,0.4872,10.7974,-0.6068,3.1427,-0.8189,-144.6342,-7.9935,-0.3834,50.0052,6.5086,1.0336,4.8,2.4,24,2429,191,NA,NA,NA,NA,NA,NA,TRUE,-9.5,18.1,-0.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",1,"2023-08-24T01:24:34.530Z","2023-08-24T01:24:37.592Z",TRUE,"pitch","e7b0fbcf-eb69-4b78-a488-1c89e056ecb7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4595,1.5896,NA,137.31,156.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ryan McMahon called out on strikes.",0,5,5,78,"top",10,"2023-08-24T01:24:13.742Z","2023-08-24T01:25:00.412Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,90.1,1,0.91,0.3827,6.4433,32.1718,-11.4978,1.1434,9.9605,-0.5328,3.0308,-0.6062,-142.9748,-7.8165,-0.4668,50.0019,6.5172,2.3732,9.6,2.4,24,2289,193,NA,NA,NA,NA,NA,NA,FALSE,-11.5,16.7,-1.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",0,"2023-08-24T01:24:15.446Z","2023-08-24T01:24:18.446Z",TRUE,"pitch","db053c1f-57d6-4fa1-b089-f28cd516a1c6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4799,1.6099,NA,135.96,167.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ryan McMahon called out on strikes.",0,5,5,78,"top",10,"2023-08-24T01:24:13.742Z","2023-08-24T01:25:00.412Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,90.4,4,0.91,0.3814,6.4501,32.3645,-9.4218,-0.2753,10.8852,-0.4974,2.6557,0.4803,-143.4643,-9.0145,-0.631,50.0026,6.421,-0.5755,2.4,2.4,24,2329,195,NA,NA,NA,NA,NA,NA,FALSE,-10,18.1,0.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",2,"2023-08-24T01:23:46.122Z","2023-08-24T01:23:49.623Z",TRUE,"pitch","972cc2ec-45a5-4f81-8748-740de94bb3d6",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.23,1.51,NA,138.25,176.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Ezequiel Tovar strikes out swinging.",0,5,5,77,"top",10,"2023-08-24T01:22:42.641Z","2023-08-24T01:23:49.623Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.7,4,0.91,0.3797,6.7141,33.8768,-8.2932,-0.0029,11.3309,-0.5574,2.2944,-0.3151,-144.3101,-10.271,-0.4464,50.0004,6.4123,-0.0061,0,2.4,24,2437,190,NA,NA,NA,NA,NA,NA,TRUE,-9.2,18.6,0.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,686668,"Brenton Doyle","/api/v1/people/686668",NA,NA,NA,NA,NA,NA,NA
716880,"2023-08-23",1,"2023-08-24T01:23:21.673Z","2023-08-24T01:23:24.673Z",TRUE,"pitch","48e68fc1-2156-4190-bd8c-baee9a4c14a7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.23,1.51,NA,139.52,184.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Ezequiel Tovar strikes out swinging.",0,5,5,77,"top",10,"2023-08-24T01:22:42.641Z","2023-08-24T01:23:49.623Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.5,7,0.91,0.4379,5.8719,25.3075,-39.745,2.3284,-4.7738,-0.5907,2.0063,-1.8602,-125.105,-3.8368,-0.1399,50.0044,6.8184,3.6901,4.8,10.8,24,2566,47,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-9.2,-3.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
