"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716829,"2023-08-27",6,"2023-08-27T18:35:58.272Z","2023-08-27T18:36:06.661Z",TRUE,"pitch","09f619c5-0954-415d-8d50-e922690c569f",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.31,1.57,NA,122.04,178.51,"line_drive","medium","9",187.29,120.92,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,79.1,5,0.9,0.4355,6.0925,28.3249,-33.6207,4.8317,-0.9102,-0.1322,2.2322,2.81,-126.2916,-1.6123,-1.8908,50.0006,5.6108,7.7174,13.2,8.4,24,2513,88,88.7,19,248,NA,NA,NA,FALSE,-38.4,-1.8,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",668901,"Mark Vientos","/api/v1/people/668901",621466,"DJ Stewart","/api/v1/people/621466",NA,NA,NA,NA
716829,"2023-08-27",4,"2023-08-27T18:35:12.202Z","2023-08-27T18:35:16.566Z",TRUE,"pitch","f6748978-3780-4cdc-a499-a8ab2f1a9bbb",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.31,1.57,NA,115.47,170.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89.6,5,0.9,0.3833,6.4022,34.7069,-12.4504,-5.7622,9.5461,0.0401,2.5218,6.5056,-143.2046,-6.2548,-1.5182,50.0022,5.5215,-11.9048,36,3.6,24,2124,211,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",3,"2023-08-27T18:34:49.111Z","2023-08-27T18:34:54.276Z",TRUE,"pitch","60f8b109-63ba-4ad1-9238-a53904c3aa15",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.31,1.57,NA,108.41,186.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.1,8,0.89,0.3893,6.3645,34.8362,-12.0985,-5.6646,10.0349,0.2252,1.9339,6.9038,-141.1737,-8.1262,-1.5264,50.0028,5.6454,-11.3319,34.8,3.6,24,2160,213,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",2,"2023-08-27T18:34:31.325Z","2023-08-27T18:34:36.740Z",TRUE,"pitch","c8bcd3d4-0996-4b71-a5aa-feb229607ed7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.3477,1.4816,NA,164.8,191.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.4,13,0.89,0.3911,6.4064,36.9032,-12.003,-5.1977,10.196,-1.254,1.7521,2.9842,-140.9171,-8.2412,-1.6607,50.0031,5.5211,-10.2825,33.6,3.6,24,2153,211,NA,NA,NA,NA,NA,NA,FALSE,-13,16.7,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",1,"2023-08-27T18:34:14.474Z","2023-08-27T18:34:19.312Z",TRUE,"pitch","33f66e2f-07d7-4edf-a6d0-bf88ad09ae3d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3094,1.5103,NA,168.74,187.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,86.6,13,0.89,0.3928,6.4271,39.785,-13.3211,-6.2769,9.6346,-1.3574,1.9053,3.0981,-140.8584,-7.6023,-1.6719,50.0041,5.55,-12.2844,36,3.6,24,2001,210,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.6,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",0,"2023-08-27T18:33:32.415Z","2023-08-27T18:34:14.474Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",5,"2023-08-27T18:35:32.823Z","2023-08-27T18:35:58.272Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,0,542364,"/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Rafael Ortega singles on a line drive to right fielder Hunter Renfroe. Tim Locastro scores. DJ Stewart to 3rd. Mark Vientos to 2nd.",1,2,3,69,"bottom",9,"2023-08-27T18:34:12.150Z","2023-08-27T18:36:06.661Z",TRUE,TRUE,FALSE,FALSE,60,2,2,0,542364,"Rafael Ortega","/api/v1/people/542364","L","Left",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542364,"Rafael Ortega","/api/v1/people/542364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",3,"2023-08-27T18:33:07.049Z","2023-08-27T18:33:12.816Z",TRUE,"pitch","2706ff75-567a-44c2-b42d-8e6645e82f2c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.7496,1.6822,NA,171.78,171.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Mark Vientos walks. Tim Locastro to 3rd. DJ Stewart to 2nd.",0,2,2,68,"bottom",9,"2023-08-27T18:31:41.317Z","2023-08-27T18:33:12.816Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,668901,"Mark Vientos","/api/v1/people/668901","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,85.5,13,0.86,0.3988,6.1828,36.3398,-14.1582,-4.6643,9.4704,-1.4372,2.4874,2.2124,-138.3601,-6.0546,-1.6497,50.0011,5.6859,-8.8703,27.6,3.6,24,2099,206,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668901,"Mark Vientos","/api/v1/people/668901",621466,"DJ Stewart","/api/v1/people/621466",641796,"Tim Locastro","/api/v1/people/641796",NA,NA,NA,NA
716829,"2023-08-27",2,"2023-08-27T18:32:44.677Z","2023-08-27T18:32:50.585Z",TRUE,"pitch","241597cd-067f-48db-b12e-2b40ca6403fc",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.6347,1.7395,NA,178.61,153.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Mark Vientos walks. Tim Locastro to 3rd. DJ Stewart to 2nd.",0,2,2,68,"bottom",9,"2023-08-27T18:31:41.317Z","2023-08-27T18:33:12.816Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,668901,"Mark Vientos","/api/v1/people/668901","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.6,11,0.88,0.3946,6.2989,35.2411,-13.5562,-3.8912,9.5726,-1.6163,3.1755,2.0358,-139.5047,-4.5719,-1.8551,50.003,5.7483,-7.5688,25.2,3.6,24,2117,212,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668901,"Mark Vientos","/api/v1/people/668901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716829,"2023-08-27",1,"2023-08-27T18:32:26.359Z","2023-08-27T18:32:31.955Z",TRUE,"pitch","e5a7892c-926f-4717-b67e-69df6cfb1981",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.5993,1.7395,NA,157.26,150.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Mark Vientos walks. Tim Locastro to 3rd. DJ Stewart to 2nd.",0,2,2,68,"bottom",9,"2023-08-27T18:31:41.317Z","2023-08-27T18:33:12.816Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,668901,"Mark Vientos","/api/v1/people/668901","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,85.9,11,0.87,0.3981,6.2527,34.2906,-12.6008,-5.0881,10.2396,-1.0561,3.2842,3.5019,-138.2348,-4.4542,-1.6861,50.0051,5.7792,-9.7294,32.4,3.6,24,2147,212,NA,NA,NA,NA,NA,NA,FALSE,-13,17.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668901,"Mark Vientos","/api/v1/people/668901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
