"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717924,"2023-06-03",3,"2023-06-03T02:44:08.780Z","2023-06-03T02:44:16.319Z",TRUE,"pitch","9b967fe9-5896-4baf-8824-4cb958b42f08",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.27,1.5,NA,136.19,168.59,"ground_ball","medium","5",102.4,166.03,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Royce Lewis to first baseman Alex Kirilloff.",0,0,1,67,"top",9,"2023-06-03T02:43:46.121Z","2023-06-03T02:44:16.319Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.8,79.7,4,2,0.4344,6.1716,27.0384,-42.8623,2.4919,-6.6486,-0.5034,2.5995,3.0427,-126.3566,-0.1558,-2.0493,50.0012,6.1215,4.0068,6,10.8,24,2688,47,91.5,-3,33,NA,NA,NA,TRUE,-48.2,-11.8,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",2,"2023-06-03T02:43:48.164Z","2023-06-03T02:43:51.692Z",TRUE,"pitch","0cbe4a30-7dac-46a8-92de-920a72f90619",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.27,1.5,NA,142.22,165.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Royce Lewis to first baseman Alex Kirilloff.",0,0,1,67,"top",9,"2023-06-03T02:43:46.121Z","2023-06-03T02:44:16.319Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.6,81.9,1,2,0.4236,6.2151,25.8726,-38.6227,1.5359,-3.8063,-0.6615,2.7264,3.0452,-129.1178,-1.0499,-2.0539,50.0025,6.0998,2.6025,4.8,9.6,24,2616,55,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-7,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",0,"2023-06-03T02:42:46.197Z","2023-06-03T02:42:51.276Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Gabriel Arias replaces David Fry.","Offensive Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,672356,"/api/v1/people/672356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","903","67","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Royce Lewis to first baseman Alex Kirilloff.",0,0,1,67,"top",9,"2023-06-03T02:43:46.121Z","2023-06-03T02:44:16.319Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,681807,"/api/v1/people/681807",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",1,"2023-06-03T02:42:51.276Z","2023-06-03T02:43:48.164Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Gabriel Arias grounds out, third baseman Royce Lewis to first baseman Alex Kirilloff.",0,0,1,67,"top",9,"2023-06-03T02:43:46.121Z","2023-06-03T02:44:16.319Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",2,"2023-06-03T02:42:21.032Z","2023-06-03T02:42:31.413Z",TRUE,"pitch","17bf369a-a1f2-4d43-a8c0-bc82718247e3",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.35,1.59,NA,138.81,165.84,"ground_ball","medium","7",81.75,107.24,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Myles Straw singles on a ground ball to left fielder Willi Castro.",0,0,1,66,"top",9,"2023-06-03T02:41:51.973Z","2023-06-03T02:42:31.413Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.7,94.6,4,2,0.3653,6.5528,33.2764,-16.1764,-6.8008,7.0141,-0.5721,2.7016,6.0486,-149.4568,-6.8599,-1.7304,50.0026,5.9416,-15.5106,38.4,3.6,24,2084,218,101.2,4,86,NA,NA,NA,FALSE,-14.2,11.6,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,664702,"Myles Straw","/api/v1/people/664702",NA,NA,NA
717924,"2023-06-03",1,"2023-06-03T02:42:05.461Z","2023-06-03T02:42:09.330Z",TRUE,"pitch","8fb1c28b-9abc-4f04-8251-f2f64b8b10b2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2279,1.5731,NA,106.13,213.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Myles Straw singles on a ground ball to left fielder Willi Castro.",0,0,1,66,"top",9,"2023-06-03T02:41:51.973Z","2023-06-03T02:42:31.413Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",104.5,96.1,14,2,0.3603,6.4779,34.8805,-10.5828,-5.3992,9.2103,0.2851,0.9228,8.0318,-151.6433,-12.7473,-1.6885,50.0026,5.7572,-12.6555,38.4,2.4,24,2136,221,NA,NA,NA,NA,NA,NA,FALSE,-10.6,14.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",0,"2023-06-03T02:41:52.426Z","2023-06-03T02:41:56.357Z",TRUE,"pitch","48ca3178-7fec-4123-8db6-89cb8ad32760",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3575,1.544,NA,123.35,189.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Myles Straw singles on a ground ball to left fielder Willi Castro.",0,0,1,66,"top",9,"2023-06-03T02:41:51.973Z","2023-06-03T02:42:31.413Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",104.6,96.3,8,2,0.3594,6.6329,34.6558,-13.9988,-6.3423,7.7126,-0.1667,1.8219,7.3559,-151.9607,-9.7024,-1.7862,50.0026,5.8193,-14.9434,39.6,3.6,24,2134,222,NA,NA,NA,NA,NA,NA,FALSE,-12.5,12.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",4,"2023-06-03T02:41:17.828Z","2023-06-03T02:41:26.190Z",TRUE,"pitch","ada6d962-6265-42d3-bbff-c448869abcb2",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.38,1.56,NA,128.35,221.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan strikes out swinging, catcher Ryan Jeffers to first baseman Alex Kirilloff.",0,0,1,65,"top",9,"2023-06-03T02:40:02.576Z","2023-06-03T02:41:26.190Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89,82.7,13,2,0.4221,6.5008,26.3287,-37.4342,2.762,-3.0783,-0.2978,0.6309,2.9319,-129.6021,-6.4333,-1.8014,50.0052,5.9942,4.7136,7.2,9.6,24,2706,26,NA,NA,NA,NA,NA,NA,TRUE,-41.2,-6.7,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",3,"2023-06-03T02:40:58.668Z","2023-06-03T02:41:02.331Z",TRUE,"pitch","58b0f15b-1a23-40af-bca6-d135e7e27b1c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3875,1.6602,NA,133.96,247.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan strikes out swinging, catcher Ryan Jeffers to first baseman Alex Kirilloff.",0,0,1,65,"top",9,"2023-06-03T02:40:02.576Z","2023-06-03T02:41:26.190Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",90.8,84.9,13,2,0.4133,6.4476,25.3932,-35.6537,1.6394,-1.9504,-0.445,-0.3244,3.2439,-132.0189,-9.3248,-1.8977,50.003,5.8401,2.9236,4.8,8.4,24,2688,54,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-5.2,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717924,"2023-06-03",2,"2023-06-03T02:40:31.780Z","2023-06-03T02:40:35.281Z",TRUE,"pitch","1c94a560-32aa-48d8-bf9d-d016020369ff",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.38,1.56,NA,142.62,137.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Will Brennan strikes out swinging, catcher Ryan Jeffers to first baseman Alex Kirilloff.",0,0,1,65,"top",9,"2023-06-03T02:40:02.576Z","2023-06-03T02:41:26.190Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,686823,"Will Brennan","/api/v1/people/686823","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.8,94.5,11,2,0.3648,6.3395,33.7355,-15.9234,-5.6639,7.1085,-0.6722,3.763,6.0641,-149.7181,-4.0004,-1.9811,50.0041,6.0185,-12.951,34.8,3.6,24,2148,220,NA,NA,NA,NA,NA,NA,FALSE,-13.3,12.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
