"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
746307,"2024-05-20",5,"2024-05-21T02:02:37.406Z","2024-05-21T02:02:41.869Z",TRUE,"pitch","2e2222e2-9189-4662-9943-93431f3924b1",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.5016,1.659,NA,142.74,197.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.8,13,0.88,0.413,6.6492,27.6462,-23.5416,-8.2098,4.8448,-0.6753,1.5189,5.1298,-132.5,-6.2146,-1.5673,50.0058,5.6091,-14.6368,28.8,6,24,2330,220,NA,NA,NA,NA,NA,NA,FALSE,-25.3,7.7,13.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",4,"2024-05-21T02:02:20.998Z","2024-05-21T02:02:24.599Z",TRUE,"pitch","85d78833-17bd-40ca-abc5-19fe3940a3e3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.6161,1.6845,NA,49.19,179.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,86.1,14,0.92,0.4026,6.639,27.2827,-14.1972,-3.2054,9.5721,1.7789,2.2134,9.9978,-135.6061,-6.5614,-1.5256,50.0059,5.6394,-6.023,14.4,3.6,24,2547,214,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.2,3.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",3,"2024-05-21T02:02:03.812Z","2024-05-21T02:02:07.181Z",TRUE,"pitch","039a1a45-1d9e-4d89-8f76-b6752e0fb090",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.39,1.53,NA,106.67,166.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,83.9,5,0.9,0.4128,6.6375,25.4915,-16.4037,-3.328,8.8214,0.271,2.6623,6.123,-132.1881,-4.7638,-1.6323,50.0039,5.6745,-5.9509,15.6,3.6,24,2418,222,NA,NA,NA,NA,NA,NA,FALSE,-17.6,15.2,4.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",2,"2024-05-21T02:01:46.137Z","2024-05-21T02:01:51.644Z",TRUE,"pitch","3a323108-d05d-4be4-aa47-3756965a4adf",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5906,1.6917,NA,99.11,209.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.4,71.9,14,2,0.4826,6.4921,23.9679,-37.9199,8.2281,-4.4209,0.4692,1.0957,2.4505,-114.1564,-2.1999,-1.6912,50.0023,5.8583,10.6952,15.6,12,24,3120,51,NA,NA,NA,NA,NA,NA,FALSE,-53.3,-8.3,-15.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",0,"2024-05-21T01:59:40.049Z","2024-05-21T02:00:21.878Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",1,"2024-05-21T02:00:21.878Z","2024-05-21T02:01:46.137Z",FALSE,"action",NA,NA,"Pitching Change: Chris Stratton replaces Tyler Duffey.","Pitching Substitution",3,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,608717,"/api/v1/people/608717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Groundout","field_out","Spencer Torkelson grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",0,3,8,66,"top",8,"2024-05-21T02:01:43.880Z","2024-05-21T02:03:21.923Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",608717,"Chris Stratton","/api/v1/people/608717","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",4,"2024-05-21T01:59:12.670Z","2024-05-21T01:59:17.882Z",TRUE,"pitch","cbf6a54d-1d42-4b83-ba37-848854bcac52",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.5831,1.7165,NA,78.69,165.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Gio Urshela walks. Wenceel Pérez to 2nd.",0,3,8,65,"top",8,"2024-05-21T01:57:57.869Z","2024-05-21T01:59:17.882Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.8,82.6,12,0.87,0.4215,6.4781,22.5172,-21.3258,-2.2397,6.3159,1.005,2.7121,9.8438,-129.1108,-3.5349,-2.5377,50.0034,5.7071,-3.8489,6,4.8,24,2318,210,NA,NA,NA,NA,NA,NA,FALSE,-23.3,11,2.3,NA,NA,NA,FALSE,TRUE,672761,"Wenceel Pérez","/api/v1/people/672761",592192,"Mark Canha","/api/v1/people/592192",570482,"Gio Urshela","/api/v1/people/570482"
746307,"2024-05-20",3,"2024-05-21T01:58:53.143Z","2024-05-21T01:58:57.656Z",TRUE,"pitch","1ff35ba6-6c12-461e-9cc7-cfa32c27b79a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.5563,1.722,NA,134.26,157.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Gio Urshela walks. Wenceel Pérez to 2nd.",0,3,8,65,"top",8,"2024-05-21T01:57:57.869Z","2024-05-21T01:59:17.882Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.2,80.7,1,0.78,0.4296,6.8416,23.0665,-21.1893,-2.6945,6.6524,-0.4527,3.0107,6.3415,-126.9246,-2.9341,-2.6202,50.0035,5.8468,-4.4504,8.4,4.8,24,2208,216,NA,NA,NA,NA,NA,NA,FALSE,-23.9,11.6,3.6,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",2,"2024-05-21T01:58:35.515Z","2024-05-21T01:58:40.213Z",TRUE,"pitch","8af9575d-1bb4-4881-aa20-c52129a12114",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.5058,1.7364,NA,89.63,142.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Gio Urshela walks. Wenceel Pérez to 2nd.",0,3,8,65,"top",8,"2024-05-21T01:57:57.869Z","2024-05-21T01:59:17.882Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.8,82.7,3,0.84,0.4209,6.2435,21.8323,-23.8209,-1.8797,4.8466,0.718,3.5752,9.1301,-129.1512,-0.9745,-2.5884,50.0021,5.7562,-3.2403,4.8,6,24,2246,212,NA,NA,NA,NA,NA,NA,FALSE,-25.3,8.9,1.8,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",1,"2024-05-21T01:58:16.650Z","2024-05-21T01:58:21.017Z",TRUE,"pitch","399f3e19-2ecf-4e01-bcfe-dc4e27e075ca",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6486,1.8143,NA,157.2,166.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Gio Urshela walks. Wenceel Pérez to 2nd.",0,3,8,65,"top",8,"2024-05-21T01:57:57.869Z","2024-05-21T01:59:17.882Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.9,74.3,13,0.9,0.4684,5.9934,19.6854,-31.6039,3.8198,0.4134,-1.0546,2.6842,3.3883,-116.4577,-0.1488,-3.0192,50.0047,5.7118,5.3027,10.8,9.6,24,2437,58,NA,NA,NA,NA,NA,NA,FALSE,-41.4,1,-7.7,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",0,"2024-05-21T01:57:59.229Z","2024-05-21T01:58:02.600Z",TRUE,"pitch","bb6da69f-6315-4930-9d90-d5e2c9499800",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.6544,1.8204,NA,86.89,223.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Gio Urshela walks. Wenceel Pérez to 2nd.",0,3,8,65,"top",8,"2024-05-21T01:57:57.869Z","2024-05-21T01:59:17.882Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80,74.1,14,0.89,0.4712,6.2768,22.348,-34.6167,3.3825,-1.7907,0.7899,0.5573,7.0392,-116.3665,-3.7817,-2.7165,50.0009,5.4917,4.6245,9.6,10.8,24,2400,46,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-4,-7.9,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",2,"2024-05-21T01:57:11.264Z","2024-05-21T01:57:27.469Z",TRUE,"pitch","dfc3f514-138c-48c8-b240-22e90bdfbef9",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.45,1.6,NA,130.83,152.38,"fly_ball","medium","8",90.67,46.64,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Sac Fly","sac_fly","Kerry Carpenter out on a sacrifice fly to center fielder Kyle Isbel. Riley Greene scores. Mark Canha to 3rd.",1,3,8,64,"top",8,"2024-05-21T01:56:01.148Z","2024-05-21T01:57:27.469Z",TRUE,TRUE,FALSE,TRUE,0,1,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,75.3,1,0.88,0.4597,6.7221,20.5329,-23.3842,-7.0399,6.0975,-0.3629,3.2002,5.9511,-118.6975,-0.7833,-1.9755,50.0037,5.6443,-10.1496,21.6,7.2,24,1617,229,101.6,36,394,NA,NA,NA,TRUE,-29.6,11.2,11.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,592192,"Mark Canha","/api/v1/people/592192",672761,"Wenceel Pérez","/api/v1/people/672761"
746307,"2024-05-20",1,"2024-05-21T01:56:50.225Z","2024-05-21T01:56:54.393Z",TRUE,"pitch","f8c3ef3b-1018-4759-b4bc-f5725f577fd6",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.5719,1.6813,NA,88.66,235.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Sac Fly","sac_fly","Kerry Carpenter out on a sacrifice fly to center fielder Kyle Isbel. Riley Greene scores. Mark Canha to 3rd.",1,3,8,64,"top",8,"2024-05-21T01:56:01.148Z","2024-05-21T01:57:27.469Z",TRUE,TRUE,FALSE,TRUE,0,1,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",81,75,14,0.9,0.4663,6.9326,23.9872,-40.7213,5.4686,-6.1295,0.7434,0.1281,5.095,-117.8101,-4.1335,-2.1638,50.0019,5.6991,7.6268,12,12,24,2589,39,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-11.9,-11.3,NA,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",0,"2024-05-21T01:56:01.148Z","2024-05-21T01:56:06.148Z",FALSE,"stepoff","6c00e1c2-2c23-4cce-beea-4ec8fdd727c8",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Sac Fly","sac_fly","Kerry Carpenter out on a sacrifice fly to center fielder Kyle Isbel. Riley Greene scores. Mark Canha to 3rd.",1,3,8,64,"top",8,"2024-05-21T01:56:01.148Z","2024-05-21T01:57:27.469Z",TRUE,TRUE,FALSE,TRUE,0,1,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",6,"2024-05-21T01:55:25.233Z","2024-05-21T01:55:35.329Z",TRUE,"pitch","cf994ec3-2e69-4f38-8120-dad37a787c4f",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.15,1.44,NA,149.87,161.12,"line_drive","medium","7",76.63,117.58,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Wenceel Pérez singles on a line drive to left fielder MJ Melendez. Riley Greene to 3rd. Mark Canha to 2nd.",0,2,8,63,"top",8,"2024-05-21T01:53:52.435Z","2024-05-21T01:55:35.329Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672761,"Wenceel Pérez","/api/v1/people/672761","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,83,11,0.71,0.4169,6.515,25.2101,-21.6384,-6.0701,6.0153,-0.8623,2.8762,5.1417,-130.9081,-3.0172,-2.0543,50.0045,5.6466,-10.6351,24,6,24,2218,226,95.8,8,176,NA,NA,NA,FALSE,-23,10.6,10,NA,NA,NA,FALSE,TRUE,592192,"Mark Canha","/api/v1/people/592192",682985,"Riley Greene","/api/v1/people/682985",672761,"Wenceel Pérez","/api/v1/people/672761"
746307,"2024-05-20",5,"2024-05-21T01:55:07.040Z","2024-05-21T01:55:10.948Z",TRUE,"pitch","38e823a9-e557-4845-844f-398a46679e74",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,1,NA,NA,3.15,1.44,NA,141.42,204.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Wenceel Pérez singles on a line drive to left fielder MJ Melendez. Riley Greene to 3rd. Mark Canha to 2nd.",0,2,8,63,"top",8,"2024-05-21T01:53:52.435Z","2024-05-21T01:55:35.329Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672761,"Wenceel Pérez","/api/v1/people/672761","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.1,74.3,13,0.91,0.4683,6.7303,20.2293,-24.8265,-8.471,5.2986,-0.6406,1.257,4.8585,-116.5834,-5.0234,-1.6422,50.0058,5.7596,-11.7588,22.8,8.4,24,1555,222,NA,NA,NA,NA,NA,NA,FALSE,-33.6,8.8,14.3,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746307,"2024-05-20",4,"2024-05-21T01:54:51.049Z","2024-05-21T01:54:55.395Z",TRUE,"pitch","03344b98-2e37-41fc-ba4d-03c3cd9da874",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.2014,1.5375,NA,126.71,167.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Wenceel Pérez singles on a line drive to left fielder MJ Melendez. Riley Greene to 3rd. Mark Canha to 2nd.",0,2,8,63,"top",8,"2024-05-21T01:53:52.435Z","2024-05-21T01:55:35.329Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672761,"Wenceel Pérez","/api/v1/people/672761","L","Left",608648,"Tyler Duffey","/api/v1/people/608648","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.2,82.3,5,0.87,0.4207,6.6781,25.2395,-19.9024,-3.0597,7.1349,-0.2547,2.6544,5.4938,-129.8311,-3.9945,-1.9934,50.0047,5.7133,-5.2644,12,4.8,24,2222,213,NA,NA,NA,NA,NA,NA,FALSE,-21.8,12.4,4.4,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
