"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716377,"2023-09-30",5,"2023-10-01T02:10:27.387Z","2023-10-01T02:10:35.003Z",TRUE,"pitch","26187c73-f35a-48b2-a6ea-bc8cb59775e2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.34,1.54,NA,101.19,191.96,"ground_ball","soft","1",126.02,180.76,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,78.3,9,0.9,0.4438,6.306,24.2356,-30.7054,7.877,0.9501,0.4147,1.7341,5.4755,-123.3543,-2.5272,-2.8559,50.001,5.3571,12.1534,22.8,8.4,24,2590,45,55.9,-57,4,NA,NA,NA,TRUE,-36.6,1.4,-15.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",4,"2023-10-01T02:10:07.596Z","2023-10-01T02:10:10.596Z",TRUE,"pitch","c7fc96bd-7266-4475-b02e-9e0aed685f2b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3873,1.5878,NA,39.64,185.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.9,79.4,14,0.89,0.4386,6.387,25.0965,-29.6411,6.7154,1.605,2.0296,1.9913,9.119,-124.8813,-2.5034,-2.5416,50.0042,5.4444,10.6086,21.6,8.4,24,2583,47,NA,NA,NA,NA,NA,NA,FALSE,-34.6,2.5,-14.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",2,"2023-10-01T02:09:31.813Z","2023-10-01T02:09:34.958Z",TRUE,"pitch","c2ae223b-2f97-4123-a622-c1eda67fae24",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.34,1.54,NA,68.33,188.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.8,78.2,14,0.9,0.4446,6.4179,25.1111,-31.3933,7.5225,0.5063,1.2767,1.8455,7.2857,-123.3129,-2.1799,-2.696,50.0019,5.3961,11.5524,21.6,9.6,24,2504,45,NA,NA,NA,NA,NA,NA,FALSE,-37.6,0.6,-15.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",1,"2023-10-01T02:09:12.645Z","2023-10-01T02:09:15.765Z",TRUE,"pitch","199181d5-9131-4f14-a93a-873dc2a4c4f1",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.34,1.54,NA,79.89,187.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,78.6,14,0.9,0.4414,6.4063,25.8046,-34.6067,5.4523,-1.5572,0.9737,1.8964,7.1977,-124.2723,-1.62,-2.6731,50.0055,5.4418,8.4958,15.6,9.6,24,2633,45,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-3,-11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",0,"2023-10-01T02:08:30.878Z","2023-10-01T02:09:12.645Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",3,"2023-10-01T02:09:50.064Z","2023-10-01T02:10:07.596Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,594807,"/api/v1/people/594807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Adam Duvall grounds out softly, pitcher Jacob Webb to first baseman Ramon Urias.",0,2,5,73,"top",9,"2023-10-01T02:09:10.298Z","2023-10-01T02:10:35.003Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,594807,"Adam Duvall","/api/v1/people/594807","R","Right",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",3,"2023-10-01T02:07:37.970Z","2023-10-01T02:07:50.992Z",TRUE,"pitch","4df47052-78e7-4d55-9a26-5dd349cc2217",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.24,1.44,NA,151.59,202.69,"fly_ball","medium","4",142.28,107.86,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Masataka Yoshida doubles (33) on a fly ball to second baseman Jordan Westburg. Pablo Reyes scores. Justin Turner to 3rd.",1,2,5,72,"top",9,"2023-10-01T02:06:13.008Z","2023-10-01T02:07:50.992Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,77.9,13,0.9,0.4411,6.5112,28.204,-23.2909,-11.015,5.7087,-0.9075,1.3368,7.9104,-124.8089,-5.1686,-2.7078,50.0052,5.3855,-17.1515,32.4,7.2,24,2132,244,68.8,37,228,NA,NA,NA,FALSE,-28.4,9.1,17.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,457759,"Justin Turner","/api/v1/people/457759",NA,NA,NA,807799,"Masataka Yoshida","/api/v1/people/807799"
716377,"2023-09-30",2,"2023-10-01T02:07:15.480Z","2023-10-01T02:07:18.543Z",TRUE,"pitch","7a59239c-3255-4700-9bf4-30d037566405",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.24,1.44,NA,150.03,163.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Masataka Yoshida doubles (33) on a fly ball to second baseman Jordan Westburg. Pablo Reyes scores. Justin Turner to 3rd.",1,2,5,72,"top",9,"2023-10-01T02:06:13.008Z","2023-10-01T02:07:50.992Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.3,11,0.91,0.3969,6.2761,32.92,-11.6875,-6.0819,10.6388,-0.8665,2.785,7.077,-138.3784,-4.7047,-2.6755,50.0024,5.3,-11.7116,38.4,3.6,24,2596,223,NA,NA,NA,NA,NA,NA,FALSE,-12,18.4,9.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",1,"2023-10-01T02:06:53.874Z","2023-10-01T02:06:58.253Z",TRUE,"pitch","605f9d50-a6de-4019-9f4c-669d0ec42c1a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.24,1.44,NA,87.56,150.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Masataka Yoshida doubles (33) on a fly ball to second baseman Jordan Westburg. Pablo Reyes scores. Justin Turner to 3rd.",1,2,5,72,"top",9,"2023-10-01T02:06:13.008Z","2023-10-01T02:07:50.992Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.1,3,0.91,0.3982,6.5004,32.9501,-10.9604,-6.048,11.0941,0.7724,3.2542,10.9712,-137.9491,-3.8455,-2.4847,50.0006,5.4146,-11.5633,37.2,3.6,24,2612,222,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.3,8.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716377,"2023-09-30",0,"2023-10-01T02:06:35.700Z","2023-10-01T02:06:39.034Z",TRUE,"pitch","c8c2c531-1bd3-4f1a-8287-0dcd54ae0767",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.24,1.44,NA,140.83,183.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Masataka Yoshida doubles (33) on a fly ball to second baseman Jordan Westburg. Pablo Reyes scores. Justin Turner to 3rd.",1,2,5,72,"top",9,"2023-10-01T02:06:13.008Z","2023-10-01T02:07:50.992Z",TRUE,TRUE,FALSE,FALSE,34,0,2,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",657097,"Jacob Webb","/api/v1/people/657097","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,78.1,4,0.9,0.4398,6.4354,27.093,-20.6583,-11.5224,7.343,-0.625,2.0464,8.2976,-124.9422,-4.0995,-2.5057,50.003,5.4235,-18.0688,37.2,7.2,24,2269,241,NA,NA,NA,NA,NA,NA,FALSE,-24.8,12.5,18.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
