"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717029,"2023-08-13",4,"2023-08-13T03:50:17.309Z","2023-08-13T03:50:23.331Z",TRUE,"pitch","a7f7af59-0357-4fac-a523-6b5804c4e905",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.41,1.7,NA,120.01,129.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Thairo Estrada strikes out swinging.",0,9,3,81,"bottom",9,"2023-08-13T03:48:57.874Z","2023-08-13T03:50:23.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.9,11,0.91,0.393,7.0189,28.2075,-14.7757,4.1856,8.8247,-0.079,4.0355,-6.2712,-138.8397,-3.2971,1.6549,50.0043,6.2089,8.2539,24,3.6,24,2238,90,NA,NA,NA,NA,NA,NA,TRUE,-14.3,15.6,-6.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",3,"2023-08-13T03:49:54.848Z","2023-08-13T03:49:58.920Z",TRUE,"pitch","f948240c-f821-41d6-aa53-5e7f80a8139b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.41,1.7,NA,137.71,149.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Thairo Estrada strikes out swinging.",0,9,3,81,"bottom",9,"2023-08-13T03:48:57.874Z","2023-08-13T03:50:23.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.7,1,0.9,0.4015,7.0024,30.1699,-14.6273,5.5499,9.3145,-0.5434,3.2966,-7.4754,-136.4328,-5.176,1.5118,50.0063,6.2275,10.4596,28.8,3.6,24,2270,132,NA,NA,NA,NA,NA,NA,FALSE,-15.2,16,-8.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",1,"2023-08-13T03:49:37.745Z","2023-08-13T03:49:43.596Z",TRUE,"pitch","6c74950b-db03-4f9f-afca-f2bc027820d9",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.41,1.7,NA,161.95,199.91,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Thairo Estrada strikes out swinging.",0,9,3,81,"bottom",9,"2023-08-13T03:48:57.874Z","2023-08-13T03:50:23.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.1,13,0.9,0.4339,6.9345,25.2367,-26.9996,1.6079,3.2022,-1.1793,1.4397,-7.3006,-126.1547,-6.1893,1.5409,50.001,6.0961,2.5969,2.4,7.2,24,2030,157,NA,NA,NA,NA,NA,NA,FALSE,-31.7,4.6,-1.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",0,"2023-08-13T03:49:15.178Z","2023-08-13T03:49:19.136Z",TRUE,"pitch","c81fced3-0d4f-436e-9cf9-e05d68d1e59c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.41,1.7,NA,153.4,147.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Thairo Estrada strikes out swinging.",0,9,3,81,"bottom",9,"2023-08-13T03:48:57.874Z","2023-08-13T03:50:23.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.3,11,0.89,0.4005,7.0227,28.108,-15.917,5.3891,8.5663,-0.955,3.3841,-8.6282,-136.4183,-4.3848,1.5388,50.0003,6.0987,10.2251,26.4,3.6,24,2153,131,NA,NA,NA,NA,NA,NA,FALSE,-16.1,14.9,-8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",2,"2023-08-13T03:49:51.399Z","2023-08-13T03:49:54.848Z",FALSE,"action",NA,NA,"Mark Mathias advances to 2nd on defensive indifference.","Defensive Indiff",9,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,664029,"/api/v1/people/664029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6c74950b-db03-4f9f-afca-f2bc027820d9","defensive_indiff",NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Thairo Estrada strikes out swinging.",0,9,3,81,"bottom",9,"2023-08-13T03:48:57.874Z","2023-08-13T03:50:23.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",3,"2023-08-13T03:48:47.417Z","2023-08-13T03:48:52.556Z",TRUE,"pitch","35b590f9-aafb-42c9-b4a3-706d21598995",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3604,1.6043,NA,148.46,167.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,9,3,80,"bottom",9,"2023-08-13T03:47:33.460Z","2023-08-13T03:48:52.556Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88,4,0.9,0.394,7.1318,27.6127,-15.4218,4.901,8.5341,-0.8252,2.6304,-8.2401,-138.4254,-6.5217,1.538,50.0027,6.0287,9.6206,25.2,3.6,24,2215,144,NA,NA,NA,NA,NA,NA,TRUE,-15.5,14.4,-7.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,664029,"Mark Mathias","/api/v1/people/664029",NA,NA,NA
717029,"2023-08-13",2,"2023-08-13T03:48:32.373Z","2023-08-13T03:48:36.928Z",TRUE,"pitch","912d3798-8292-48a3-8239-e10612c82375",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4521,1.6344,NA,160.78,159.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,9,3,80,"bottom",9,"2023-08-13T03:47:33.460Z","2023-08-13T03:48:52.556Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,79.9,11,0.9,0.4373,6.8543,19.4964,-26.5881,1.1135,3.4977,-1.1487,2.9381,-6.969,-124.1562,-2.7536,1.5226,50.0022,6.2222,1.7785,1.2,7.2,24,2000,195,NA,NA,NA,NA,NA,NA,FALSE,-30.8,6.1,-0.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",1,"2023-08-13T03:48:06.094Z","2023-08-13T03:48:11.445Z",TRUE,"pitch","41947f78-5f20-4f79-b62a-da8a6d274657",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.52,1.7,NA,137.48,182.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,9,3,80,"bottom",9,"2023-08-13T03:47:33.460Z","2023-08-13T03:48:52.556Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,81.1,7,0.9,0.431,7.0106,21.197,-27.1374,0.6619,3.0646,-0.5373,2.0814,-5.5329,-126.1942,-4.841,1.5803,50.0022,6.1626,1.0881,0,7.2,24,1953,173,NA,NA,NA,NA,NA,NA,FALSE,-31,4.8,-0.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",0,"2023-08-13T03:47:49.804Z","2023-08-13T03:47:54.483Z",TRUE,"pitch","a51df4c3-d05c-4e31-825e-5d1a04921290",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4847,1.654,NA,110.2,140.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Blake Sabol called out on strikes.",0,9,3,80,"bottom",9,"2023-08-13T03:47:33.460Z","2023-08-13T03:48:52.556Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,666165,"Blake Sabol","/api/v1/people/666165","L","Left",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,78.3,12,0.9,0.4435,6.9368,21.286,-26.1101,1.5384,3.9165,0.1783,3.6301,-4.0796,-122.8634,-1.3075,1.6507,50.0051,6.3606,2.3842,3.6,7.2,24,2031,132,NA,NA,NA,NA,NA,NA,FALSE,-31,7.1,-1.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717029,"2023-08-13",1,"2023-08-13T03:47:13.855Z","2023-08-13T03:47:23.720Z",TRUE,"pitch","96fe1cb9-4ad9-40ec-a02d-4912a5c73df1",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.32,1.58,NA,144.95,179.98,"ground_ball","medium","7",75.12,119.36,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Mark Mathias singles on a ground ball to left fielder J. P. Martinez.",0,9,3,79,"bottom",9,"2023-08-13T03:46:45.455Z","2023-08-13T03:47:23.720Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,664029,"Mark Mathias","/api/v1/people/664029","R","Right",656271,"Brock Burke","/api/v1/people/656271","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86.4,4,0.89,0.4006,7.0029,28.0962,-14.9493,5.9168,9.0829,-0.7332,2.1778,-8.6048,-136.3789,-7.8321,1.6843,50.0035,6.1041,11.2218,30,3.6,24,2170,147,94.9,-1,41,NA,NA,NA,FALSE,-16,15,-9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,664029,"Mark Mathias","/api/v1/people/664029",NA,NA,NA
