"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717203,"2023-07-30",2,"2023-07-30T20:13:47.646Z","2023-07-30T20:13:53.707Z",TRUE,"pitch","b0614afa-a763-4762-bf4c-f5bd37d4c1ea",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,3,2,NA,NA,3.31,1.53,NA,134.76,204.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ildemaro Vargas strikes out on a foul tip.",0,2,5,75,"top",9,"2023-07-30T20:12:59.462Z","2023-07-30T20:13:53.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.6,73.7,13,0.91,0.4697,6.0435,25.0393,-28.145,-10.4499,2.9363,-0.466,1.2635,-5.3802,-117.2342,-3.056,3.2268,50.0041,5.2496,-14.3427,27.6,9.6,24,2881,299,NA,NA,NA,NA,NA,NA,TRUE,-37.8,4.8,20.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717203,"2023-07-30",1,"2023-07-30T20:13:29.910Z","2023-07-30T20:13:34.371Z",TRUE,"pitch","aace6ecf-b262-4faf-a24c-90c6b1b5360d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.31,1.53,NA,154.77,185.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ildemaro Vargas strikes out on a foul tip.",0,2,5,75,"top",9,"2023-07-30T20:12:59.462Z","2023-07-30T20:13:53.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.8,79.9,13,0.9,0.4341,5.774,25.6745,-27.0164,-2.7721,3.1973,-0.9908,1.9623,-8.4696,-126.1623,-3.6425,2.7698,50.0005,5.6022,-4.4671,12,7.2,24,2558,175,NA,NA,NA,NA,NA,NA,FALSE,-31.2,5.2,7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717203,"2023-07-30",0,"2023-07-30T20:13:15.223Z","2023-07-30T20:13:19.143Z",TRUE,"pitch","77d78d5d-f28e-4702-b2b5-6b6eafef353c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3383,1.5298,NA,129.86,162.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Ildemaro Vargas strikes out on a foul tip.",0,2,5,75,"top",9,"2023-07-30T20:12:59.462Z","2023-07-30T20:13:53.707Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,545121,"Ildemaro Vargas","/api/v1/people/545121","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.2,79.8,1,0.9,0.4352,6.2741,23.0353,-25.1842,-1.5068,4.3484,-0.3375,2.8083,-7.4087,-125.3904,-1.9702,2.8395,50.0032,5.6392,-2.4228,8.4,6,24,2539,172,NA,NA,NA,NA,NA,NA,FALSE,-28.9,7.7,4.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717203,"2023-07-30",6,"2023-07-30T20:12:47.316Z","2023-07-30T20:12:51.297Z",TRUE,"pitch","56345b1b-6e02-4813-8d21-7e7a3d56173f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.4847,1.7698,NA,42.73,169.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.9,74.9,14,0.89,0.4576,5.6666,27.0338,-30.112,10.6178,1.4273,1.9484,2.577,-5.1864,-120.4721,-0.925,2.7688,50.0031,5.6676,15.3478,25.2,9.6,24,1962,106,NA,NA,NA,NA,NA,NA,FALSE,-37.8,2.6,-17.6,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",4,"2023-07-30T20:11:59.899Z","2023-07-30T20:12:03.404Z",TRUE,"pitch","6c35a9c6-670e-414a-acf9-2623bf567b23",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5421,1.7698,NA,36.75,145.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.7,80.6,12,0.89,0.4257,5.7124,29.039,-28.7557,9.1636,2.0408,2.1053,3.461,-4.2708,-129.0953,0.0187,2.5984,50.0001,5.6831,15.3312,26.4,8.4,24,2247,135,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4,-15.5,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",3,"2023-07-30T20:11:37.235Z","2023-07-30T20:11:41.831Z",TRUE,"pitch","109f43eb-5564-4ff3-906b-2d9d2505dc93",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.456,1.7698,NA,91.93,214.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,77.5,14,0.9,0.4459,6.0354,26.5631,-31.5057,12.7056,0.4368,0.6578,0.8824,-8.7932,-123.2623,-4.5931,2.6368,50.0014,5.4572,19.3735,28.8,9.6,24,2114,112,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-0.1,-20.8,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",2,"2023-07-30T20:11:20.164Z","2023-07-30T20:11:24.268Z",TRUE,"pitch","b403ca89-bda7-4c55-976b-3e422ceac2d4",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.5996,1.7698,NA,76.57,197.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,77,14,0.9,0.4471,6.0407,27.3634,-27.9885,10.8096,2.7585,1.0608,1.516,-7.0798,-123.1261,-3.8194,2.5878,50.0008,5.4895,16.3829,27.6,8.4,24,1865,106,NA,NA,NA,NA,NA,NA,FALSE,-34.3,4.2,-17.6,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",1,"2023-07-30T20:10:55.121Z","2023-07-30T20:11:00.863Z",TRUE,"pitch","cc6e1bb9-6f15-4604-a26a-990b68ab09cb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5708,1.7698,NA,73.04,217.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,77.1,14,0.9,0.4474,5.8619,27.1476,-28.1646,10.9047,2.6485,1.1532,0.7742,-7.2549,-123.0004,-5.5284,2.7422,50.0037,5.4751,16.5078,27.6,8.4,24,1892,105,NA,NA,NA,NA,NA,NA,FALSE,-35,3.6,-17.8,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",0,"2023-07-30T20:10:36.564Z","2023-07-30T20:10:39.801Z",TRUE,"pitch","d1471df3-680d-4a41-9be1-0c9ef3ae6323",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.6,1.77,NA,77.61,163.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.5,81,12,0.9,0.4231,6.0983,30.5395,-28.5281,11.1738,2.1518,1.0333,2.7956,-7.9594,-130.0877,-1.3834,2.7007,50.0002,5.523,18.9038,31.2,8.4,24,2405,131,NA,NA,NA,NA,NA,NA,FALSE,-30.7,3.8,-18.1,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
717203,"2023-07-30",5,"2023-07-30T20:12:26.775Z","2023-07-30T20:12:47.316Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Stone Garrett walks.",0,2,5,74,"top",9,"2023-07-30T20:10:24.104Z","2023-07-30T20:12:51.297Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,656448,"Stone Garrett","/api/v1/people/656448","R","Right",548384,"Brooks Raley","/api/v1/people/548384","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA,NA,NA
