"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746482,"2024-04-26",3,"2024-04-26T19:41:22.744Z","2024-04-26T19:41:32.647Z",TRUE,"pitch","399f4f47-0e8d-46c6-a77c-c300a8fe2aba",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.57,1.68,NA,138.92,149.15,"fly_ball","medium","7",68.91,80.35,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Javier Báez flies out to left fielder Dairon Blanco.",0,8,0,73,"bottom",9,"2024-04-26T19:40:01.468Z","2024-04-26T19:41:32.647Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.5,1,0.9,0.4117,6.003,29.5694,-13.8393,2.9704,10.2376,-0.5751,3.3195,-5.0086,-133.2224,-5.0187,0.9464,50.0033,6.2338,5.3205,15.6,3.6,24,2121,153,98.8,32,327,NA,NA,NA,TRUE,-15.1,17.6,-4.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",2,"2024-04-26T19:41:06.054Z","2024-04-26T19:41:10.442Z",TRUE,"pitch","f5926019-a893-4d0e-8386-f133d5a7026e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.57,1.6617,NA,110.91,216.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Javier Báez flies out to left fielder Dairon Blanco.",0,8,0,73,"bottom",9,"2024-04-26T19:40:01.468Z","2024-04-26T19:41:32.647Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,78.4,14,0.98,0.44,6.0892,27.6077,-21.5,9.2677,6.8156,0.1597,0.8407,-5.246,-124.9642,-8.3571,1.0935,50.0002,6.0244,14.504,30,7.2,24,1870,145,NA,NA,NA,NA,NA,NA,FALSE,-27,10.4,-15.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",1,"2024-04-26T19:40:50.980Z","2024-04-26T19:40:54.869Z",TRUE,"pitch","343d6d1f-8e7a-40eb-b4b4-6e8b89aa761f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.624,1.7339,NA,108.13,147.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Javier Báez flies out to left fielder Dairon Blanco.",0,8,0,73,"bottom",9,"2024-04-26T19:40:01.468Z","2024-04-26T19:41:32.647Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,78.9,2,0.95,0.4355,6.0625,27.1221,-24.2402,8.5389,4.9619,0.2328,3.3931,-4.8218,-126.0642,-2.3277,1.0671,50.0032,6.2977,13.6582,27.6,7.2,24,1723,153,NA,NA,NA,NA,NA,NA,FALSE,-28,8.6,-14.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",0,"2024-04-26T19:40:24.713Z","2024-04-26T19:40:32.269Z",TRUE,"pitch","4446f646-5647-4753-b9c0-06598b46e653",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.57,1.68,NA,101.75,159.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Javier Báez flies out to left fielder Dairon Blanco.",0,8,0,73,"bottom",9,"2024-04-26T19:40:01.468Z","2024-04-26T19:41:32.647Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.6,6,0.9,0.4086,6.0209,27.1344,-15.8655,1.8358,8.9457,0.4002,2.925,-2.6671,-133.7383,-5.7525,1.1689,50.0012,6.23,3.3464,9.6,3.6,24,2144,151,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.2,-2.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",2,"2024-04-26T19:39:45.846Z","2024-04-26T19:39:55.806Z",TRUE,"pitch","b8baba50-7eae-454a-893d-676f66331b7d",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.44,1.7,NA,137.59,155.55,"line_drive","medium","9",164.33,128.73,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Colt Keith singles on a line drive to right fielder Hunter Renfroe.",0,8,0,72,"bottom",9,"2024-04-26T19:38:45.494Z","2024-04-26T19:39:55.806Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.4,1,0.9,0.4125,5.9723,29.3242,-13.9342,2.2815,10.2241,-0.5402,3.0824,-4.7468,-132.9445,-5.4627,0.9746,50.0062,6.1806,4.072,12,3.6,24,2125,146,72.4,19,178,NA,NA,NA,FALSE,-15.4,17.5,-3.1,NA,NA,NA,NA,FALSE,FALSE,690993,"Colt Keith","/api/v1/people/690993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",1,"2024-04-26T19:39:21.478Z","2024-04-26T19:39:25.677Z",TRUE,"pitch","60a542ee-eff0-4ab5-9437-5686864ab0c9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.44,1.6718,NA,149.83,213.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Colt Keith singles on a line drive to right fielder Hunter Renfroe.",0,8,0,72,"bottom",9,"2024-04-26T19:38:45.494Z","2024-04-26T19:39:55.806Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75.8,13,0.9,0.4604,5.9316,22.7938,-35.0546,-1.8635,-2.0076,-0.8613,0.9238,-4.7562,-118.9657,-4.5965,1.4059,50.0037,6.0579,-2.6713,6,9.6,24,2448,306,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-4.4,4.6,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",0,"2024-04-26T19:39:07.481Z","2024-04-26T19:39:10.875Z",TRUE,"pitch","e5e8e17b-4f2d-4d03-b742-37f3f8b890a3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5922,1.7401,NA,136.65,162.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Colt Keith singles on a line drive to right fielder Hunter Renfroe.",0,8,0,72,"bottom",9,"2024-04-26T19:38:45.494Z","2024-04-26T19:39:55.806Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,690993,"Colt Keith","/api/v1/people/690993","L","Left",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,73.8,4,0.88,0.4675,5.9063,24.598,-35.6196,-1.4784,-2.4889,-0.5154,2.8403,-3.9372,-117.6613,-0.2748,1.3789,50,6.29,-2.0494,4.8,10.8,24,2370,292,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-4.2,3.7,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",4,"2024-04-26T19:38:34.429Z","2024-04-26T19:38:44.529Z",TRUE,"pitch","839309e0-e15c-49da-96f1-84c04cbb0a3f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.52,1.66,NA,135.62,149.16,"fly_ball","medium","4",127.85,112.79,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Matt Vierling flies out to second baseman Garrett Hampson.",0,8,0,71,"bottom",9,"2024-04-26T19:37:44.182Z","2024-04-26T19:38:44.529Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.9,1,0.9,0.4076,5.9261,26.1252,-16.4017,2.1993,8.6057,-0.4886,3.3191,-4.6105,-133.8518,-4.7622,0.9626,50.0059,6.2784,4.0329,10.8,3.6,24,2239,152,88.5,52,220,NA,NA,NA,TRUE,-17.2,14.9,-3.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",3,"2024-04-26T19:38:14.460Z","2024-04-26T19:38:19.507Z",TRUE,"pitch","b2f814cf-3f53-4f2c-892d-cf2f667e9f77",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.52,1.66,NA,139.44,151.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Matt Vierling flies out to second baseman Garrett Hampson.",0,8,0,71,"bottom",9,"2024-04-26T19:37:44.182Z","2024-04-26T19:38:44.529Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.3,1,0.91,0.4055,5.9945,26.656,-14.6438,3.9555,9.4665,-0.5888,3.2231,-5.7173,-134.5946,-5.217,1.0399,50.0038,6.208,7.3261,21.6,3.6,24,2249,155,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.3,-6.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746482,"2024-04-26",2,"2024-04-26T19:37:59.543Z","2024-04-26T19:38:09.710Z",TRUE,"pitch","eeafa845-b724-4528-9c22-211a43a91cfe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.52,1.6552,NA,119.29,200.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Matt Vierling flies out to second baseman Garrett Hampson.",0,8,0,71,"bottom",9,"2024-04-26T19:37:44.182Z","2024-04-26T19:38:44.529Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663837,"Matt Vierling","/api/v1/people/663837","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.7,80.3,13,0.96,0.4328,6.1156,23.4157,-21.2432,8.1422,6.7252,-0.0601,1.4027,-5.5258,-126.113,-7.4456,1.0913,50.0048,6.0824,13.2388,28.8,6,24,2144,147,NA,NA,NA,NA,NA,NA,FALSE,-25.3,10.8,-13.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
