"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746646,"2024-04-25",4,"2024-04-25T19:59:42.794Z","2024-04-25T19:59:54.754Z",TRUE,"pitch","976082e2-e0a5-4cf9-9cc5-cf8a58bd130e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.55,1.59,NA,97.31,190.02,"popup","medium","5",82.81,158.38,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Rob Refsnyder pops out to third baseman Gabriel Arias.",0,4,6,73,"top",9,"2024-04-25T19:58:16.603Z","2024-04-25T19:59:54.754Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,81.9,9,0.9,0.4177,6.8739,33.7193,-19.4189,7.0202,7.3586,0.5165,1.8059,0.7504,-132.2029,-6.5702,-0.6822,50.0001,5.7964,12.162,30,6,24,2549,89,85.6,58,151,NA,NA,NA,TRUE,-22,11.8,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",3,"2024-04-25T19:59:21.760Z","2024-04-25T19:59:25.908Z",TRUE,"pitch","fa24ecdf-a8a9-4289-b486-d55e6cca2895",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.55,1.59,NA,158.87,167.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Rob Refsnyder pops out to third baseman Gabriel Arias.",0,4,6,73,"top",9,"2024-04-25T19:58:16.603Z","2024-04-25T19:59:54.754Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99,89.8,11,2,0.3818,6.62,36.7994,-19.9703,4.9485,5.8704,-1.0985,2.6292,-2.9048,-144.0326,-5.7681,-0.714,50.0003,5.9128,10.2842,24,4.8,24,2451,173,NA,NA,NA,NA,NA,NA,FALSE,-18.6,9.5,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",2,"2024-04-25T19:59:05.135Z","2024-04-25T19:59:09.677Z",TRUE,"pitch","1e960b7b-ea68-4bdb-9c52-13f7366c5d92",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5004,1.5903,NA,46.03,208.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Rob Refsnyder pops out to third baseman Gabriel Arias.",0,4,6,73,"top",9,"2024-04-25T19:58:16.603Z","2024-04-25T19:59:54.754Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.5,90,14,2,0.3858,6.869,30.6343,-19.4965,2.7716,6.2032,1.8619,1.1105,6.4134,-141.6527,-9.381,-0.7867,50.0054,5.6982,5.6631,18,4.8,24,2501,167,NA,NA,NA,NA,NA,NA,FALSE,-19.2,9.6,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",1,"2024-04-25T19:58:45.515Z","2024-04-25T19:58:48.756Z",TRUE,"pitch","8da20b03-cf47-4575-ac84-ea9de96a11c3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.55,1.59,NA,102.14,183.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Rob Refsnyder pops out to third baseman Gabriel Arias.",0,4,6,73,"top",9,"2024-04-25T19:58:16.603Z","2024-04-25T19:59:54.754Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,83.6,9,0.9,0.4143,6.6525,27.048,-25.8257,6.3305,3.5829,0.3898,2.0372,1.0233,-131.9952,-4.8513,-0.8253,50.002,5.7911,11.2139,22.8,7.2,24,2492,88,NA,NA,NA,NA,NA,NA,FALSE,-27.5,5.6,-11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",0,"2024-04-25T19:58:30.304Z","2024-04-25T19:58:34.402Z",TRUE,"pitch","8aac797a-07be-4272-8b4c-c9a9207b8a02",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6001,1.475,NA,155.56,163.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Pop Out","field_out","Rob Refsnyder pops out to third baseman Gabriel Arias.",0,4,6,73,"top",9,"2024-04-25T19:58:16.603Z","2024-04-25T19:59:54.754Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.6,92.1,11,2,0.3757,6.7869,30.5495,-18.4923,1.8354,6.3436,-1.0117,2.802,-1.2971,-145.1784,-5.7941,-0.8,50.0053,5.9302,3.9607,10.8,3.6,24,2601,169,NA,NA,NA,NA,NA,NA,FALSE,-16.6,10.7,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",6,"2024-04-25T19:58:01.733Z","2024-04-25T19:58:06.505Z",TRUE,"pitch","3cde94f1-8301-4e2e-a5ac-eb763d79cde1",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.34,1.54,NA,132.2,151.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,4,6,72,"top",9,"2024-04-25T19:55:59.896Z","2024-04-25T19:58:06.505Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.3,90.2,1,2,0.3841,6.5762,28.1254,-17.3535,2.5005,7.1701,-0.3988,3.2239,0.5919,-141.8391,-4.1078,-0.9345,50.0015,5.776,5.166,16.8,3.6,24,2430,170,NA,NA,NA,NA,NA,NA,TRUE,-16,12.5,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",5,"2024-04-25T19:57:42.939Z","2024-04-25T19:57:47.872Z",TRUE,"pitch","3d584a80-6ef5-4a06-b426-248558972452",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1909,1.5403,NA,137.13,143.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,4,6,72,"top",9,"2024-04-25T19:55:59.896Z","2024-04-25T19:58:06.505Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99,90.9,11,2,0.3793,6.6541,32.3499,-19.3232,4.1742,6.0814,-0.528,3.5143,-0.8285,-144.1881,-3.7962,-0.78,50.0041,6.0345,8.8226,22.8,4.8,24,2466,174,NA,NA,NA,NA,NA,NA,FALSE,-17.3,10.4,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",4,"2024-04-25T19:57:23.832Z","2024-04-25T19:57:30.480Z",TRUE,"pitch","ff488b42-799e-45c6-966f-d725cfe13747",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2904,1.5899,NA,79.62,234.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,4,6,72,"top",9,"2024-04-25T19:55:59.896Z","2024-04-25T19:58:06.505Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98,91.5,14,2,0.3821,6.7602,27.6095,-21.9326,3.4359,4.9031,0.9806,0.161,3.4223,-142.4404,-11.5718,-0.6759,50.0051,5.6161,7.1781,18,4.8,24,2528,177,NA,NA,NA,NA,NA,NA,FALSE,-21.1,7.1,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",3,"2024-04-25T19:57:02.774Z","2024-04-25T19:57:07.350Z",TRUE,"pitch","fb39eac4-8d24-488e-aaef-43ac49c43316",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.54,NA,106.56,216.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,4,6,72,"top",9,"2024-04-25T19:55:59.896Z","2024-04-25T19:58:06.505Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,83.8,14,0.9,0.4144,6.6394,28.5146,-33.3489,5.7372,-0.6687,0.2738,0.8137,0.8901,-132.2438,-6.5139,-0.8124,50.0007,5.7587,10.1471,16.8,8.4,24,2474,102,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-2.4,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746646,"2024-04-25",1,"2024-04-25T19:56:33.373Z","2024-04-25T19:56:37.275Z",TRUE,"pitch","aa0f7172-bb04-48be-8b6b-2dab17f89fb0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.34,1.54,NA,62.08,205.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Rafael Devers strikes out swinging.",0,4,6,72,"top",9,"2024-04-25T19:55:59.896Z","2024-04-25T19:58:06.505Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,646240,"Rafael Devers","/api/v1/people/646240","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.3,90.8,14,2,0.3823,6.7536,31.11,-19.0005,1.4745,6.3264,1.4409,1.2497,5.7348,-142.9569,-9.4309,-0.7778,50.0034,5.77,3.0691,10.8,3.6,24,2541,181,NA,NA,NA,NA,NA,NA,FALSE,-18.4,9.8,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
