"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716799,"2023-08-29",0,"2023-08-30T01:36:12.599Z","2023-08-30T01:36:20.618Z",TRUE,"pitch","74ff7eff-f29f-4516-932b-d860d5537e9a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.29,1.55,NA,102.29,160.86,"ground_ball","medium","6",113.88,151.47,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Danny Mendick grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",0,2,1,68,"bottom",9,"2023-08-30T01:35:34.251Z","2023-08-30T01:36:20.618Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.7,3,2,0.3785,7.0873,35.0775,-11.1731,1.8163,9.9127,0.3859,2.8859,-0.5269,-144.9113,-6.7107,0.3346,50.0054,5.9204,3.8483,16.8,2.4,24,2430,154,96.1,-25,7,NA,NA,NA,TRUE,-10.9,16.7,-3.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",2,"2023-08-30T01:35:22.168Z","2023-08-30T01:35:48.031Z",TRUE,"pitch","2e76572c-57e6-445f-9088-9f7c83277b45",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.6,1.65,NA,107.08,167.25,"fly_ball","medium","8",166.66,46.08,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Mark Vientos homers (3) on a fly ball to center field.",1,2,1,67,"bottom",9,"2023-08-30T01:34:24.184Z","2023-08-30T01:35:48.031Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,91.5,5,2,0.3747,7.2833,36.9126,-12.4286,6.9839,9.1394,0.2604,2.6492,-2.7245,-146.566,-6.9358,0.2986,50.0002,5.7998,15.0852,45.6,3.6,24,2303,149,108,29,392,NA,NA,NA,FALSE,-11.9,15.2,-12,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",1,"2023-08-30T01:35:01.332Z","2023-08-30T01:35:04.544Z",TRUE,"pitch","4b766290-4dab-4574-8958-2e279c785860",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.6,1.65,NA,139.72,183.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Mark Vientos homers (3) on a fly ball to center field.",1,2,1,67,"bottom",9,"2023-08-30T01:34:24.184Z","2023-08-30T01:35:48.031Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.4,85.9,7,2,0.4048,7.46,25.1224,-23.7221,0.8158,4.5412,-0.596,2.0336,-3.58,-134.5609,-5.8345,0.6371,50.0036,5.8767,1.5189,2.4,4.8,24,1541,157,NA,NA,NA,NA,NA,NA,FALSE,-24.2,7.3,-0.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",0,"2023-08-30T01:34:44.779Z","2023-08-30T01:34:49.289Z",TRUE,"pitch","ff0dd85f-6f89-494b-bc42-ee014c3b0b4e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.7115,1.7591,NA,138.38,170.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Mark Vientos homers (3) on a fly ball to center field.",1,2,1,67,"bottom",9,"2023-08-30T01:34:24.184Z","2023-08-30T01:35:48.031Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,89.9,4,2,0.3822,7.2523,34.4214,-11.7679,0.4365,9.822,-0.561,2.5471,-2.862,-143.508,-7.3604,0.3942,50.0018,5.8847,0.907,1.2,2.4,24,2401,156,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.4,-0.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",1,"2023-08-30T01:34:12.753Z","2023-08-30T01:34:21.792Z",TRUE,"pitch","ca09d194-2a71-4587-aac3-af99066eadd9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.26,1.53,NA,142.73,190.44,"line_drive","hard","8",135.77,50.62,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Francisco Alvarez lines out sharply to center fielder Leody Taveras.",0,2,0,66,"bottom",9,"2023-08-30T01:33:30.652Z","2023-08-30T01:34:21.792Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.9,7,2,0.3792,7.285,33.7847,-9.3634,1.8555,10.7929,-0.675,1.7905,-3.5025,-144.484,-9.8139,0.3121,50.0032,5.8074,3.922,15.6,2.4,24,2392,152,103.1,21,369,NA,NA,NA,TRUE,-10,17.8,-2.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",0,"2023-08-30T01:33:55.636Z","2023-08-30T01:34:00.235Z",TRUE,"pitch","eb64e158-a930-4ba9-b1ef-105827dc5eb7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4244,1.5299,NA,79.04,148.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Francisco Alvarez lines out sharply to center fielder Leody Taveras.",0,2,0,66,"bottom",9,"2023-08-30T01:33:30.652Z","2023-08-30T01:34:21.792Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,80.2,12,2,0.4289,7.2675,27.7404,-26.899,-6.8024,3.2005,0.9958,3.3504,3.3824,-127.9631,-1.8068,0.5368,50.0058,6.1843,-11.2217,21.6,7.2,24,2499,288,NA,NA,NA,NA,NA,NA,FALSE,-29.9,5.6,11.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",3,"2023-08-30T01:33:25.678Z","2023-08-30T01:33:29.673Z",TRUE,"pitch","642d406d-d2fc-42ad-9c1b-36fe0f203784",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.36,1.61,NA,85.23,166.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,2,0,65,"bottom",9,"2023-08-30T01:32:42.489Z","2023-08-30T01:33:29.673Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,624413,"Pete Alonso","/api/v1/people/624413","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,91.8,12,2,0.3737,7.296,37.7304,-12.8234,7.8236,8.9106,0.8335,2.6733,-1.6932,-147.0648,-7.1656,0.404,50.0007,5.9166,16.9841,48,3.6,24,2456,160,NA,NA,NA,NA,NA,NA,TRUE,-12.2,14.8,-13.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",2,"2023-08-30T01:33:07.275Z","2023-08-30T01:33:12.437Z",TRUE,"pitch","b8996c3b-7b09-4572-968e-497baf86eaa0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.3424,1.5913,NA,113.82,167.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,2,0,65,"bottom",9,"2023-08-30T01:32:42.489Z","2023-08-30T01:33:29.673Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,624413,"Pete Alonso","/api/v1/people/624413","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.5,5,2,0.4333,7.5485,27.3533,-27.3602,-4.9866,2.9763,0.0835,2.6436,0.5792,-126.7119,-3.11,0.4985,50.0019,6.0872,-8.0587,15.6,7.2,24,2356,286,NA,NA,NA,NA,NA,NA,FALSE,-31.3,4.9,8.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",1,"2023-08-30T01:32:44.913Z","2023-08-30T01:32:50.656Z",TRUE,"pitch","4ec395a9-80a7-4a75-8e82-6542d70a9f17",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.36,1.61,NA,126.65,165.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,2,0,65,"bottom",9,"2023-08-30T01:32:42.489Z","2023-08-30T01:33:29.673Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,624413,"Pete Alonso","/api/v1/people/624413","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.5,5,2,0.3838,7.111,34.3602,-11.159,3.6962,10.2021,-0.2533,2.7205,-3.3648,-142.9459,-6.8662,0.4615,50.0025,5.8614,7.614,27.6,2.4,24,2308,153,NA,NA,NA,NA,NA,NA,FALSE,-11.3,17.2,-6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716799,"2023-08-29",0,"2023-08-30T01:31:09.695Z","2023-08-30T01:32:44.913Z",FALSE,"action",NA,NA,"Pitching Change: Aroldis Chapman replaces Will Smith.","Pitching Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,547973,"/api/v1/people/547973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"65","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,2,0,65,"bottom",9,"2023-08-30T01:32:42.489Z","2023-08-30T01:33:29.673Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,624413,"Pete Alonso","/api/v1/people/624413","R","Right",547973,"Aroldis Chapman","/api/v1/people/547973","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
