"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717824,"2023-06-10",1,"2023-06-10T04:29:50.816Z","2023-06-10T04:29:59.223Z",TRUE,"pitch","3cf1a13b-e5d1-47ec-975c-a68c563df75e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.23,1.47,NA,104.32,192.28,"line_drive","medium","8",165.09,62.86,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Ty France lines out to center fielder Mike Trout.",0,4,5,71,"top",9,"2023-06-10T04:28:19.945Z","2023-06-10T04:29:59.223Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,664034,"Ty France","/api/v1/people/664034","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.9,9,0.9,0.4147,6.5038,25.2886,-28.4947,3.1641,2.0788,0.3327,1.7221,3.9188,-131.5793,-4.2952,-1.5815,50.0032,5.4625,5.6042,12,7.2,24,2358,157,95.7,23,352,NA,NA,NA,TRUE,-30.1,3.1,-6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",0,"2023-06-10T04:29:32.269Z","2023-06-10T04:29:36.310Z",TRUE,"pitch","1782bea1-ab34-440f-b8a2-b42802bd6cd6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0609,1.3248,NA,95.43,158.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Ty France lines out to center fielder Mike Trout.",0,4,5,71,"top",9,"2023-06-10T04:28:19.945Z","2023-06-10T04:29:59.223Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,664034,"Ty France","/api/v1/people/664034","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.3,3,0.91,0.3808,6.6537,33.5286,-8.6809,-4.2386,11.2157,0.5658,2.9627,6.557,-143.8543,-5.8248,-1.1929,50.005,5.5527,-8.8807,36,2.4,24,2236,197,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.3,6.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",4,"2023-06-10T04:27:58.525Z","2023-06-10T04:28:04.726Z",TRUE,"pitch","edd9af52-cfbf-4364-99c5-a99427f04155",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.259,1.55,NA,121.22,164.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Julio Rodriguez called out on strikes.",0,4,5,70,"top",9,"2023-06-10T04:26:21.221Z","2023-06-10T04:28:04.726Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90.2,2,0.91,0.3807,6.5879,34.0185,-8.3197,-4.5548,11.3848,-0.1108,2.7593,4.9908,-143.9754,-6.588,-1.2765,50.0027,5.5946,-9.5441,40.8,2.4,24,2326,206,NA,NA,NA,NA,NA,NA,TRUE,-8.5,19.4,7.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,676609,"José Caballero","/api/v1/people/676609",NA,NA,NA
717824,"2023-06-10",3,"2023-06-10T04:27:31.526Z","2023-06-10T04:27:35.810Z",TRUE,"pitch","55e68857-d989-4729-8536-6fbc8df3e233",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.36,1.52,NA,112.68,171.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Julio Rodriguez called out on strikes.",0,4,5,70,"top",9,"2023-06-10T04:26:21.221Z","2023-06-10T04:28:04.726Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.5,5,0.9,0.4251,6.5641,25.3505,-31.4556,2.1339,0.4217,0.1132,2.51,3.3945,-128.5929,-1.5984,-1.4983,50,5.568,3.5905,7.2,7.2,24,2345,102,NA,NA,NA,NA,NA,NA,FALSE,-34.2,0.6,-4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",2,"2023-06-10T04:27:14.296Z","2023-06-10T04:27:18.203Z",TRUE,"pitch","73e92713-a339-4a6f-b03b-770b0477b30e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.105,1.4375,NA,135.93,204.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Julio Rodriguez called out on strikes.",0,4,5,70,"top",9,"2023-06-10T04:26:21.221Z","2023-06-10T04:28:04.726Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.6,13,0.91,0.3813,6.5055,31.8196,-6.9246,-5.7297,12.0717,-0.4966,1.2642,4.341,-143.3982,-10.6689,-1.2823,50.0053,5.457,-11.9859,50.4,2.4,24,2293,212,NA,NA,NA,NA,NA,NA,FALSE,-8,20,9.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",1,"2023-06-10T04:26:53.937Z","2023-06-10T04:26:58.334Z",TRUE,"pitch","d650c871-b8f7-4aa2-bafa-1a84eaee6cad",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.36,1.52,NA,101.15,204.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Julio Rodriguez called out on strikes.",0,4,5,70,"top",9,"2023-06-10T04:26:21.221Z","2023-06-10T04:28:04.726Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.9,14,0.9,0.4242,6.4885,25.3851,-29.6513,2.8692,1.4933,0.4159,1.2562,3.8059,-128.8504,-4.8296,-1.45,50.0037,5.4311,4.851,10.8,7.2,24,2259,162,NA,NA,NA,NA,NA,NA,FALSE,-32.9,1.9,-6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",0,"2023-06-10T04:26:35.676Z","2023-06-10T04:26:38.835Z",TRUE,"pitch","45ffa604-f021-400a-b06e-8ce84bfcbf73",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.259,1.595,NA,73.16,216.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Julio Rodriguez called out on strikes.",0,4,5,70,"top",9,"2023-06-10T04:26:21.221Z","2023-06-10T04:28:04.726Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.9,14,0.91,0.3843,6.6483,32.0162,-6.5141,-5.7764,12.4672,1.1501,0.8237,8.498,-142.398,-11.7929,-1.1193,50.0044,5.4265,-11.8907,48,2.4,24,2243,203,NA,NA,NA,NA,NA,NA,FALSE,-8.2,20.4,8.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",7,"2023-06-10T04:25:55.651Z","2023-06-10T04:26:04.396Z",TRUE,"pitch","97df11cf-b2c7-4fa3-ba8a-dfc2b3608005",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.44,1.63,NA,116.3,153.1,"popup","medium","5",80.76,173.28,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Pop Out","field_out","J.P. Crawford pops out to third baseman Anthony Rendon in foul territory.",0,4,5,69,"top",9,"2023-06-10T04:23:58.100Z","2023-06-10T04:26:04.396Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.1,2,0.91,0.3849,6.5848,34.3955,-9.271,-5.166,11.1857,0.0183,3.1734,5.5721,-142.5768,-5.0101,-1.2952,50.0068,5.545,-10.5821,42,2.4,24,2043,206,66.4,63,141,NA,NA,NA,TRUE,-9.2,19.3,8.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,676609,"José Caballero","/api/v1/people/676609",NA,NA,NA
717824,"2023-06-10",6,"2023-06-10T04:25:36.222Z","2023-06-10T04:25:39.857Z",TRUE,"pitch","5d136157-eb8b-49bc-b1f8-952fab22e3d0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1711,1.55,NA,76.38,181.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Pop Out","field_out","J.P. Crawford pops out to third baseman Anthony Rendon in foul territory.",0,4,5,69,"top",9,"2023-06-10T04:23:58.100Z","2023-06-10T04:26:04.396Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,89,14,0.91,0.3843,6.4585,37.1675,-14.6587,-6.7255,8.5443,1.0655,2.1338,9.0743,-143.237,-6.4014,-1.2896,50.0065,5.3371,-13.7934,34.8,3.6,24,2167,207,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.2,10.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717824,"2023-06-10",5,"2023-06-10T04:25:14.677Z","2023-06-10T04:25:19.021Z",TRUE,"pitch","0a399800-3894-4506-9a41-94933a38fb04",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.44,1.63,NA,95.9,173.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Pop Out","field_out","J.P. Crawford pops out to third baseman Anthony Rendon in foul territory.",0,4,5,69,"top",9,"2023-06-10T04:23:58.100Z","2023-06-10T04:26:04.396Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.1,6,0.9,0.4321,6.3552,25.6372,-31.7812,3.2785,0.2398,0.5535,2.4108,3.8857,-126.7148,-1.5766,-1.4251,50.0024,5.5778,5.3356,10.8,8.4,24,2281,98,NA,NA,NA,NA,NA,NA,FALSE,-35.8,0.4,-6.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
