"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717299,"2023-07-22",4,"2023-07-23T02:21:00.978Z","2023-07-23T02:21:05.360Z",TRUE,"pitch","1181c9a4-917f-4485-811e-0d5d27a1d044",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4902,1.7186,NA,141.8,187.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Matt Vierling called out on strikes.",0,14,3,85,"bottom",9,"2023-07-23T02:19:36.657Z","2023-07-23T02:21:05.360Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.4,81.2,7,0.94,0.4258,6.4974,26.1692,-15.4067,-0.9261,10.0013,-0.6506,1.893,5.1082,-128.5327,-7.0149,-2.5417,50.0007,5.8497,-1.5527,2.4,3.6,24,1397,219,NA,NA,NA,NA,NA,NA,TRUE,-18.2,16.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",3,"2023-07-23T02:20:41.620Z","2023-07-23T02:20:49.104Z",TRUE,"pitch","fa8d0c18-c401-469b-afe6-fe021fe11f6a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.49,1.74,NA,123.24,163.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Matt Vierling called out on strikes.",0,14,3,85,"bottom",9,"2023-07-23T02:19:36.657Z","2023-07-23T02:21:05.360Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.2,74.7,5,2,0.4636,6.339,22.6735,-27.9161,7.0488,3.0099,-0.1637,2.8047,3.9455,-118.1861,-1.4778,-2.7708,50.0012,6.0036,9.9626,20.4,8.4,24,2621,76,NA,NA,NA,NA,NA,NA,FALSE,-36.1,5.4,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",2,"2023-07-23T02:20:21.911Z","2023-07-23T02:20:24.989Z",TRUE,"pitch","7543b244-0fcc-4b38-9d45-aee4ec146e5b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.49,1.74,NA,102.85,201.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Matt Vierling called out on strikes.",0,14,3,85,"bottom",9,"2023-07-23T02:19:36.657Z","2023-07-23T02:21:05.360Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.9,76.1,14,2,0.4587,6.4747,22.0183,-30.445,6.217,1.1955,0.3712,1.3653,5.4271,-119.2209,-4.2404,-2.7388,50.0021,5.9019,8.9863,18,9.6,24,2508,69,NA,NA,NA,NA,NA,NA,FALSE,-39.2,1.4,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",1,"2023-07-23T02:20:06.849Z","2023-07-23T02:20:11.165Z",TRUE,"pitch","84c062e3-8bb6-45eb-b5e7-b5873c1a9ed6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4902,1.6524,NA,97.26,197.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Matt Vierling called out on strikes.",0,14,3,85,"bottom",9,"2023-07-23T02:19:36.657Z","2023-07-23T02:21:05.360Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90.7,14,2,0.3834,6.7267,29.0266,-19.8105,-9.1929,5.9661,0.518,1.5182,11.5786,-142.2324,-8.7732,-2.3889,50.0042,5.8716,-19.058,38.4,4.8,24,2272,208,NA,NA,NA,NA,NA,NA,FALSE,-19.1,9.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",0,"2023-07-23T02:19:47.223Z","2023-07-23T02:19:51.173Z",TRUE,"pitch","3ee40aba-ed50-47cf-8e75-4394b73a1b94",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.74,NA,133.61,187.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Matt Vierling called out on strikes.",0,14,3,85,"bottom",9,"2023-07-23T02:19:36.657Z","2023-07-23T02:21:05.360Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.3,7,2,0.3859,6.6776,33.2916,-16.3437,-9.8358,7.7672,-0.4357,1.8888,9.0031,-142.0644,-8.3178,-2.3718,50.0067,5.8987,-20.0598,44.4,4.8,24,2369,208,NA,NA,NA,NA,NA,NA,FALSE,-16.3,12.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",2,"2023-07-23T02:19:21.590Z","2023-07-23T02:19:30.897Z",TRUE,"pitch","75cd4d6d-ff4e-4565-a473-33eaaac8d680",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.2873,1.542,NA,98.36,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Zack Short called out on strikes.",0,14,3,84,"bottom",9,"2023-07-23T02:18:34.695Z","2023-07-23T02:19:30.897Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,670097,"Zack Short","/api/v1/people/670097","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.5,74.9,9,2,0.4629,6.4577,24.0331,-27.6188,7.4968,3.2162,0.4891,1.7807,5.0925,-118.6283,-3.5559,-2.6642,50.0039,5.8343,10.6157,21.6,8.4,24,2706,69,NA,NA,NA,NA,NA,NA,TRUE,-36.2,5.2,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",1,"2023-07-23T02:19:06.069Z","2023-07-23T02:19:11.708Z",TRUE,"pitch","fabe1ba0-9848-4ffd-8940-4e424f3da01a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.21,1.52,NA,103.34,185.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Zack Short called out on strikes.",0,14,3,84,"bottom",9,"2023-07-23T02:18:34.695Z","2023-07-23T02:19:30.897Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,670097,"Zack Short","/api/v1/people/670097","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.7,74.2,9,2,0.4673,6.3275,23.5227,-29.1502,7.2004,2.1768,0.3584,1.9564,5.2318,-117.4782,-2.9309,-2.8376,50.0022,5.9467,10.0026,20.4,9.6,24,2549,62,NA,NA,NA,NA,NA,NA,FALSE,-38.8,3.5,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",0,"2023-07-23T02:18:51.237Z","2023-07-23T02:18:55.380Z",TRUE,"pitch","f1ecaf25-14b6-4806-bc27-bef67d34b7cf",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2873,1.5199,NA,128.27,195.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Zack Short called out on strikes.",0,14,3,84,"bottom",9,"2023-07-23T02:18:34.695Z","2023-07-23T02:19:30.897Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,670097,"Zack Short","/api/v1/people/670097","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.9,7,2,0.3843,6.5419,32.0126,-15.2041,-10.3115,8.2444,-0.2957,1.5934,9.6988,-142.4035,-9.3278,-2.4023,50.0048,5.8685,-21.2283,48,4.8,24,2278,208,NA,NA,NA,NA,NA,NA,FALSE,-15.4,13.2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",1,"2023-07-23T02:18:20.267Z","2023-07-23T02:18:27.036Z",TRUE,"pitch","ee77ebe0-5034-4d28-86dd-55e2c67b0278",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.37,1.55,NA,142.96,192.16,"ground_ball","medium","6",112.72,161.19,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Jake Rogers grounds out, shortstop Ha-Seong Kim to first baseman Alfonso Rivas.",0,14,3,83,"bottom",9,"2023-07-23T02:18:18.061Z","2023-07-23T02:18:27.036Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,668670,"Jake Rogers","/api/v1/people/668670","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.9,7,2,0.3888,6.6487,31.6098,-18.3751,-9.6211,6.8598,-0.6809,1.7266,8.372,-140.8233,-8.3497,-2.4406,50.0004,5.9159,-19.3452,40.8,4.8,24,2107,211,101.9,-5,17,NA,NA,NA,TRUE,-18.4,10.9,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717299,"2023-07-22",0,"2023-07-23T02:17:19.358Z","2023-07-23T02:18:20.267Z",FALSE,"action",NA,NA,"Pitching Change: Luis Garcia replaces Tim Hill.","Pitching Substitution",14,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,472610,"/api/v1/people/472610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"83","atBat","Groundout","field_out","Jake Rogers grounds out, shortstop Ha-Seong Kim to first baseman Alfonso Rivas.",0,14,3,83,"bottom",9,"2023-07-23T02:18:18.061Z","2023-07-23T02:18:27.036Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,668670,"Jake Rogers","/api/v1/people/668670","R","Right",472610,"Luis García","/api/v1/people/472610","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
