"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
746800,"2024-05-01",4,"2024-05-01T20:59:54.150Z","2024-05-01T20:59:57.561Z",TRUE,"pitch","885f0582-308e-46d9-91da-c887b0473926",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.4427,1.6717,NA,73.56,183.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Danny Mendick called out on strikes.",0,10,5,77,"bottom",9,"2024-05-01T20:58:21.943Z","2024-05-01T20:59:57.561Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.2,73.2,14,0.91,0.4741,6.3258,20.6962,-25.7474,-5.6917,4.7501,1.1396,2.056,-2.633,-115.3594,-2.4737,3.0338,50.0023,5.6146,-7.6999,16.8,8.4,24,2613,275,NA,NA,NA,NA,NA,NA,TRUE,-35.2,8.3,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",3,"2024-05-01T20:59:30.165Z","2024-05-01T20:59:34.348Z",TRUE,"pitch","0aa5e124-28d0-4894-b4ba-7e12f94be0a5",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.38,1.61,NA,114.56,203.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Danny Mendick called out on strikes.",0,10,5,77,"bottom",9,"2024-05-01T20:58:21.943Z","2024-05-01T20:59:57.561Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.8,71.9,14,0.9,0.4806,6.4299,24.3404,-30.2132,-6.1854,1.4949,0.0641,1.3213,-4.6862,-114.6571,-2.9925,2.9496,50.0014,5.6399,-8.1035,15.6,9.6,24,2702,282,NA,NA,NA,NA,NA,NA,FALSE,-42.5,2.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",2,"2024-05-01T20:59:15.447Z","2024-05-01T20:59:18.447Z",TRUE,"pitch","18cd732c-a74a-4705-b36c-439b4f436528",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3578,1.6248,NA,143.61,213.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Danny Mendick called out on strikes.",0,10,5,77,"bottom",9,"2024-05-01T20:58:21.943Z","2024-05-01T20:59:57.561Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,80.8,13,2,0.4296,6.6428,25.9828,-26.8923,10.2485,3.2099,-0.698,0.9382,-11.8158,-127.4441,-6.1511,2.665,50.0042,5.5048,16.8745,27.6,8.4,24,1849,131,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.6,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",1,"2024-05-01T20:58:56.115Z","2024-05-01T20:58:59.993Z",TRUE,"pitch","181bfc28-1292-45e4-a60b-277420321371",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3295,1.5668,NA,104.84,148.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Danny Mendick called out on strikes.",0,10,5,77,"bottom",9,"2024-05-01T20:58:21.943Z","2024-05-01T20:59:57.561Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.1,70.8,3,0.91,0.485,6.395,23.9051,-29.1871,-6.1605,2.3184,0.3191,3.3401,-3.9116,-113.6267,1.0065,2.8726,50.0002,5.8272,-7.9262,16.8,9.6,24,2617,272,NA,NA,NA,NA,NA,NA,FALSE,-40.6,4.8,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",0,"2024-05-01T20:58:41.554Z","2024-05-01T20:58:44.554Z",TRUE,"pitch","0e0b592f-2a26-4431-8573-1f6ff759502f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3464,1.6394,NA,67.16,141.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Danny Mendick called out on strikes.",0,10,5,77,"bottom",9,"2024-05-01T20:58:21.943Z","2024-05-01T20:59:57.561Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664901,"Danny Mendick","/api/v1/people/664901","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.1,72,12,0.91,0.4774,6.3209,23.4604,-27.056,-5.7026,3.8461,1.3075,3.5952,-2.2538,-115.177,0.9166,3.0425,50.0005,5.8295,-7.5803,16.8,8.4,24,2551,260,NA,NA,NA,NA,NA,NA,FALSE,-36.5,7.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",2,"2024-05-01T20:58:05.169Z","2024-05-01T20:58:13.342Z",TRUE,"pitch","34a3b404-3245-4956-b2c6-f600bef51ee5",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.31,1.57,NA,130.51,171.84,"ground_ball","medium","4",140.1,146.32,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Andrew Benintendi grounds out, second baseman Kyle Farmer to first baseman Carlos Santana.",0,10,5,76,"bottom",9,"2024-05-01T20:57:07.134Z","2024-05-01T20:58:13.342Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.8,72.8,4,0.92,0.477,6.4204,20.6441,-27.5535,-6.6052,3.4585,-0.3544,2.4792,-5.1573,-114.7045,-1.1573,2.779,50.0036,5.6697,-8.8263,19.2,8.4,24,2584,274,87.6,3,70,NA,NA,NA,TRUE,-37.7,6.2,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",1,"2024-05-01T20:57:45.677Z","2024-05-01T20:57:49.657Z",TRUE,"pitch","af23b18e-2cf4-4aa8-94ca-c8277e62b42e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.31,1.57,NA,114.17,182.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Andrew Benintendi grounds out, second baseman Kyle Farmer to first baseman Carlos Santana.",0,10,5,76,"bottom",9,"2024-05-01T20:57:07.134Z","2024-05-01T20:58:13.342Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.8,73.9,8,0.91,0.4707,6.425,20.8829,-27.709,-6.1604,3.2532,0.0743,2.0879,-4.7885,-116.1804,-2.1717,2.9593,50.0027,5.657,-8.4581,18,8.4,24,2508,264,NA,NA,NA,NA,NA,NA,FALSE,-37.1,5.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",0,"2024-05-01T20:57:30.793Z","2024-05-01T20:57:33.880Z",TRUE,"pitch","fb97c998-c46f-47dc-9b6f-66bc4beeabb5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2217,1.4571,NA,76.18,147.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Andrew Benintendi grounds out, second baseman Kyle Farmer to first baseman Carlos Santana.",0,10,5,76,"bottom",9,"2024-05-01T20:57:07.134Z","2024-05-01T20:58:13.342Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.9,12,0.91,0.4026,6.231,26.4154,-17.258,5.3776,7.9354,1.0709,3.3989,-6.9046,-135.4681,-3.1969,2.9404,50.0038,5.7837,10.1103,26.4,4.8,24,2088,142,NA,NA,NA,NA,NA,NA,FALSE,-17.3,14,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",6,"2024-05-01T20:56:56.451Z","2024-05-01T20:57:04.236Z",TRUE,"pitch","0cde4afc-c305-4990-815d-7a8f26865677",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.33,1.57,NA,127.72,161.7,"line_drive","medium","8",161.41,64.28,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Andrew Vaughn lines out to center fielder Willi Castro.",0,10,5,75,"bottom",9,"2024-05-01T20:55:36.674Z","2024-05-01T20:57:04.236Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.5,1,0.91,0.4054,6.3563,26.4344,-18.7018,4.6735,7.2699,-0.2813,2.8547,-9.6969,-134.5878,-3.9362,2.7447,50.002,5.6433,8.6606,19.2,4.8,24,2066,139,91.2,26,346,NA,NA,NA,TRUE,-19.1,12.6,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746800,"2024-05-01",5,"2024-05-01T20:56:39.702Z","2024-05-01T20:56:43.221Z",TRUE,"pitch","68d50a8b-57f2-4870-aa8f-5843d1e7213b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2877,1.492,NA,66.36,153.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Andrew Vaughn lines out to center fielder Willi Castro.",0,10,5,75,"bottom",9,"2024-05-01T20:55:36.674Z","2024-05-01T20:57:04.236Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",595345,"Steven Okert","/api/v1/people/595345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.6,73.1,12,0.88,0.476,6.2277,19.0432,-33.1954,-5.8747,-0.7586,1.3285,3.1459,-2.2721,-114.5935,1.1964,3.0931,50.0027,5.8334,-7.8972,14.4,10.8,24,2439,268,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-0.8,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
