"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745908,"2024-05-15",4,"2024-05-16T02:19:19.268Z","2024-05-16T02:19:26.906Z",TRUE,"pitch","b2ff1a4c-204b-4811-882c-68389186311e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.49,1.65,NA,86.1,172.6,"ground_ball","medium","5",113.37,166.49,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Manuel Margot grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",0,4,0,74,"bottom",9,"2024-05-16T02:18:22.113Z","2024-05-16T02:19:26.906Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,86,6,0.82,0.4021,6.7683,27.3027,-17.4976,6.8712,7.7919,0.8107,2.451,-6.0515,-135.7774,-4.6211,2.1663,50.001,5.3776,12.9399,32.4,4.8,24,2237,134,82,-45,3,NA,NA,NA,TRUE,-17.8,13.4,-11.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",3,"2024-05-16T02:19:01.305Z","2024-05-16T02:19:05.420Z",TRUE,"pitch","9930b462-ebf8-40c6-9a3e-221a6ea409a7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4444,1.605,NA,155.69,252.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Manuel Margot grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",0,4,0,74,"bottom",9,"2024-05-16T02:18:22.113Z","2024-05-16T02:19:26.906Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","SV","Slurve",81.7,76.7,13,2,0.4591,6.6953,20.6942,-36.1455,-3.2608,-2.7496,-1.0151,-0.5211,-6.4444,-118.8698,-6.2276,2.1443,50.0027,5.3772,-4.7109,8.4,10.8,24,2876,319,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-6.1,7.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",2,"2024-05-16T02:18:42.206Z","2024-05-16T02:18:45.699Z",TRUE,"pitch","004b0dfa-7b78-4023-af87-ca27d2fde064",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.49,1.65,NA,100.06,153.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Manuel Margot grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",0,4,0,74,"bottom",9,"2024-05-16T02:18:22.113Z","2024-05-16T02:19:26.906Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.1,3,0.93,0.4,6.6414,29.0771,-15.0922,5.7706,8.988,0.4444,3.1652,-6.9164,-136.7427,-3.3688,2.2523,50.0055,5.4434,10.9715,31.2,3.6,24,2239,140,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.8,-9.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",1,"2024-05-16T02:18:24.331Z","2024-05-16T02:18:27.935Z",TRUE,"pitch","c998f978-d82d-47f1-88fe-88e3da715f89",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.65,NA,155.71,206.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Manuel Margot grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",0,4,0,74,"bottom",9,"2024-05-16T02:18:22.113Z","2024-05-16T02:19:26.906Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","SV","Slurve",82.1,76.8,13,2,0.4561,6.5551,20.6965,-37.5672,-3.748,-3.6844,-1.0156,1.178,-6.0622,-119.5898,-2.5784,2.0283,50.0021,5.6046,-5.4871,9.6,10.8,24,2857,310,NA,NA,NA,NA,NA,NA,FALSE,-47.2,-7,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",0,"2024-05-16T02:17:51.048Z","2024-05-16T02:18:24.331Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Manuel Margot replaces Alex Kirilloff.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622534,"/api/v1/people/622534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","74","atBat","Groundout","field_out","Manuel Margot grounds out, third baseman Oswaldo Cabrera to first baseman Anthony Rizzo.",0,4,0,74,"bottom",9,"2024-05-16T02:18:22.113Z","2024-05-16T02:19:26.906Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622534,"Manuel Margot","/api/v1/people/622534","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,666135,"/api/v1/people/666135",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",5,"2024-05-16T02:17:28.572Z","2024-05-16T02:17:38.083Z",TRUE,"pitch","85dcaca0-f2f6-4ed9-b221-d761de78d55b",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.44,1.71,NA,124.25,153.11,"fly_ball","medium","7",63.89,62.76,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Carlos Santana flies out to left fielder Alex Verdugo.",0,4,0,73,"bottom",9,"2024-05-16T02:16:05.390Z","2024-05-16T02:17:38.083Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.5,2,0.92,0.3998,6.6399,27.2584,-15.0635,4.5211,8.9786,-0.1901,3.173,-7.7039,-136.4933,-3.446,2.0688,50.0002,5.4753,8.6142,24,3.6,24,2224,134,97.1,26,370,NA,NA,NA,TRUE,-15,15.8,-6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",4,"2024-05-16T02:17:11.363Z","2024-05-16T02:17:15.477Z",TRUE,"pitch","863b6f29-8466-47a2-9b0a-9c164a2e7c2b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.5357,1.71,NA,111.09,203.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Carlos Santana flies out to left fielder Alex Verdugo.",0,4,0,73,"bottom",9,"2024-05-16T02:16:05.390Z","2024-05-16T02:17:38.083Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85,14,0.89,0.4063,6.7312,29.1963,-15.618,7.1795,8.9905,0.155,1.3071,-7.9689,-134.804,-7.5453,2.216,50.0024,5.2443,13.2193,33.6,4.8,24,2134,134,NA,NA,NA,NA,NA,NA,FALSE,-17,14.9,-11.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",3,"2024-05-16T02:16:52.978Z","2024-05-16T02:16:56.481Z",TRUE,"pitch","5bac572f-6dae-475c-8cd4-114a1182fc7c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5729,1.7275,NA,49.77,150.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Carlos Santana flies out to left fielder Alex Verdugo.",0,4,0,73,"bottom",9,"2024-05-16T02:16:05.390Z","2024-05-16T02:17:38.083Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.7,12,0.92,0.404,6.5602,32.2104,-14.8832,7.2092,9.3071,1.7637,3.2792,-3.9619,-136.0233,-2.9608,2.3091,50.0037,5.4251,13.3946,38.4,4.8,24,2175,131,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.3,-12.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",2,"2024-05-16T02:16:35.145Z","2024-05-16T02:16:38.761Z",TRUE,"pitch","5b9ee692-40c0-4266-a8b7-12e459020553",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.44,1.71,NA,95.5,148.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Carlos Santana flies out to left fielder Alex Verdugo.",0,4,0,73,"bottom",9,"2024-05-16T02:16:05.390Z","2024-05-16T02:17:38.083Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.6,3,0.93,0.4014,6.5257,30.1079,-14.2829,5.2681,9.4906,0.564,3.3443,-6.4247,-136.4621,-3.2299,2.2647,50.0062,5.5277,9.9353,30,3.6,24,2197,137,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.7,-8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745908,"2024-05-15",1,"2024-05-16T02:16:20.219Z","2024-05-16T02:16:23.836Z",TRUE,"pitch","c843b420-9f0c-49e8-995b-094ef777694a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5693,1.71,NA,149.86,196.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Carlos Santana flies out to left fielder Alex Verdugo.",0,4,0,73,"bottom",9,"2024-05-16T02:16:05.390Z","2024-05-16T02:17:38.083Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",657571,"Caleb Ferguson","/api/v1/people/657571","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","New York Yankees","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.8,84.7,13,0.56,0.4117,6.7003,23.3197,-20.4333,0.9911,6.521,-0.8622,1.5823,-8.4026,-132.1184,-6.0166,2.2059,50.0004,5.3509,1.7841,1.2,4.8,24,2453,137,NA,NA,NA,NA,NA,NA,FALSE,-21.8,10.9,-0.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
