"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717744,"2023-06-16",3,"2023-06-16T21:07:31.522Z","2023-06-16T21:07:35.178Z",TRUE,"pitch","89090b04-bc85-4815-9fb9-36b1160a3592",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.37,1.65,NA,92.33,216.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jorge Mateo strikes out swinging.",0,3,10,76,"top",9,"2023-06-16T21:06:57.480Z","2023-06-16T21:07:35.178Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,77.3,14,2,0.4509,6.5703,22.8891,-28.9016,4.1903,2.1865,0.6471,0.8079,3.8151,-121.2956,-5.6819,-1.4884,50.0027,5.6893,6.2661,13.2,8.4,24,2309,68,NA,NA,NA,NA,NA,NA,TRUE,-36.4,2.9,-8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",2,"2023-06-16T21:07:12.427Z","2023-06-16T21:07:15.427Z",TRUE,"pitch","220757cd-cda7-40a8-8a39-e24610bc8a74",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.37,1.65,NA,95.37,175.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jorge Mateo strikes out swinging.",0,3,10,76,"top",9,"2023-06-16T21:06:57.480Z","2023-06-16T21:07:35.178Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,83.8,6,2,0.415,6.2004,24.4002,-24.3965,2.9784,4.3956,0.5674,2.3444,4.3494,-131.3404,-4.396,-1.4889,50.0046,5.8255,5.2716,13.2,6,24,2217,177,NA,NA,NA,NA,NA,NA,FALSE,-25.9,7.3,-6.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",1,"2023-06-16T21:06:59.869Z","2023-06-16T21:07:03.216Z",TRUE,"pitch","39f1b590-71bb-4553-9a4a-701374284463",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.262,1.5012,NA,83.41,179.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jorge Mateo strikes out swinging.",0,3,10,76,"top",9,"2023-06-16T21:06:57.480Z","2023-06-16T21:07:35.178Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.4,14,0.94,0.3997,6.2635,29.3361,-11.1152,-3.8916,11.0633,0.8813,2.2022,7.3528,-136.8835,-7.5671,-1.3303,50.0016,5.7578,-7.4073,25.2,2.4,24,2306,200,NA,NA,NA,NA,NA,NA,FALSE,-12.1,18.6,5.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",0,"2023-06-16T21:06:49.592Z","2023-06-16T21:06:59.869Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622761,"/api/v1/people/622761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jorge Mateo strikes out swinging.",0,3,10,76,"top",9,"2023-06-16T21:06:57.480Z","2023-06-16T21:07:35.178Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,622761,"Jorge Mateo","/api/v1/people/622761","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",0,"2023-06-16T21:06:10.305Z","2023-06-16T21:06:18.348Z",TRUE,"pitch","ec9f482d-229e-41f5-9be7-7c1c3394ca8f",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.14,1.5,NA,147.7,181.81,"fly_ball","medium","9",143.91,117.11,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Ramon Urias flies out to right fielder Seiya Suzuki.",0,3,10,75,"top",9,"2023-06-16T21:05:57.252Z","2023-06-16T21:06:18.348Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,602104,"Ramón Urías","/api/v1/people/602104","R","Right",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.2,4,0.92,0.4015,6.2858,27.6692,-18.4907,-7.9153,7.2466,-0.8054,2.11,4.6946,-136.0237,-6.5295,-1.5183,50.0056,5.8079,-14.9499,34.8,4.8,24,2038,206,82,52,214,NA,NA,NA,TRUE,-19.1,12,13.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",1,"2023-06-16T21:05:34.662Z","2023-06-16T21:05:41.117Z",TRUE,"pitch","5e69fba8-1643-4d76-94fe-11430b2ba69a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.13,1.45,NA,102.36,173.66,"line_drive","medium","9",166.56,103.85,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Adam Frazier lines out to right fielder Seiya Suzuki.",0,3,10,74,"top",9,"2023-06-16T21:05:14.160Z","2023-06-16T21:05:41.117Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,624428,"Adam Frazier","/api/v1/people/624428","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.4,6,0.88,0.4159,6.1957,24.54,-18.1532,0.0271,7.9609,0.384,2.4118,5.061,-131.0935,-5.3641,-1.5654,50.0065,5.8157,0.0474,2.4,4.8,24,2225,185,80.2,23,260,NA,NA,NA,TRUE,-19.8,13.6,-1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",0,"2023-06-16T21:05:21.981Z","2023-06-16T21:05:25.712Z",TRUE,"pitch","dd9116d5-fa1b-4e07-ac93-a28065df4021",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.053,1.377,NA,141.42,150.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Adam Frazier lines out to right fielder Seiya Suzuki.",0,3,10,74,"top",9,"2023-06-16T21:05:14.160Z","2023-06-16T21:05:41.117Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,624428,"Adam Frazier","/api/v1/people/624428","L","Left",665871,"Javier Assad","/api/v1/people/665871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.8,11,0.86,0.4016,6.3052,28.6937,-11.9734,-5.2929,10.7125,-0.6406,3.2723,4.6355,-136.1634,-4.6121,-1.6739,50.0022,5.8104,-9.9812,34.8,3.6,24,2287,207,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.7,8.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",5,"2023-06-16T21:03:05.511Z","2023-06-16T21:03:12.237Z",TRUE,"pitch","6c88caae-178b-4c18-aac7-4cf2495d6017",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.48,1.66,NA,72.46,175.05,"ground_ball","medium","3",157.64,166.49,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Mike Tauchman grounds out, first baseman Josh Lester to pitcher Keegan Akin.",0,3,10,73,"bottom",8,"2023-06-16T21:01:30.115Z","2023-06-16T21:03:12.237Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.5,14,0.9,0.3994,6.01,28.4204,-14.568,7.3294,9.2277,1.1684,2.3602,-5.4654,-136.8246,-6.2578,2.2334,50.0018,5.664,13.983,39.6,4.8,24,2257,136,66.5,-26,6,NA,NA,NA,TRUE,-15.1,15.7,-12.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",4,"2023-06-16T21:02:43.408Z","2023-06-16T21:02:47.718Z",TRUE,"pitch","d925f73e-0f9f-4bb5-8a03-a95539a5e91a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.48,1.66,NA,120.74,186.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Mike Tauchman grounds out, first baseman Josh Lester to pitcher Keegan Akin.",0,3,10,73,"bottom",8,"2023-06-16T21:01:30.115Z","2023-06-16T21:03:12.237Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.3,8,0.91,0.4366,5.892,25.4489,-29.3724,-0.1282,1.7623,-0.0981,1.9193,-5.9066,-125.4545,-3.3683,2.3038,50.0052,5.6741,-0.2046,2.4,7.2,24,2161,225,NA,NA,NA,NA,NA,NA,FALSE,-34.2,2.6,1.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717744,"2023-06-16",3,"2023-06-16T21:02:30.269Z","2023-06-16T21:02:35.850Z",TRUE,"pitch","08303e1e-4233-4847-a4e4-b44dd180a5e0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4405,1.6431,NA,137.47,140.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Mike Tauchman grounds out, first baseman Josh Lester to pitcher Keegan Akin.",0,3,10,73,"bottom",8,"2023-06-16T21:01:30.115Z","2023-06-16T21:03:12.237Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.3,11,0.91,0.4016,5.924,32.5103,-13.943,7.3213,9.6946,-0.537,3.6558,-9.5215,-136.8258,-3.5093,2.0502,50.0014,5.9215,13.7666,38.4,3.6,24,2242,141,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.9,-11,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
