"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
745829,"2024-05-01",4,"2024-05-02T01:43:28.615Z","2024-05-02T01:43:40.833Z",TRUE,"pitch","5f4d337e-2fcc-4a81-b01c-fc902b4ce7e9",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.48,1.7,NA,118.5,154.22,"fly_ball","medium","7",48.57,121.22,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double Play","double_play","Mets challenged (tag play), call on the field was upheld: Mets challenged (home-plate collision), call on the field was upheld: Jeff McNeil flies into a double play, left fielder Ian Happ to third baseman Nick Madrigal to catcher Miguel Amaya. Pete Alonso out at home.",0,1,0,66,"bottom",9,"2024-05-02T01:41:48.390Z","2024-05-02T01:43:40.833Z",TRUE,FALSE,TRUE,TRUE,25,1,2,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.1,2,0.9,0.4036,6.2764,30.8087,-14.4966,-5.9735,9.4816,-0.0393,3.1317,5.1837,-135.916,-4.6483,-1.1986,50.0005,5.8764,-11.1338,32.4,3.6,24,2443,214,80.2,39,272,NA,NA,NA,TRUE,-15.1,16.3,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MA",121
745829,"2024-05-01",3,"2024-05-02T01:43:02.534Z","2024-05-02T01:43:06.151Z",TRUE,"pitch","cfce057b-9dc4-467f-9bf5-27e736546446",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.48,1.7,NA,128.3,174.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double Play","double_play","Mets challenged (tag play), call on the field was upheld: Mets challenged (home-plate collision), call on the field was upheld: Jeff McNeil flies into a double play, left fielder Ian Happ to third baseman Nick Madrigal to catcher Miguel Amaya. Pete Alonso out at home.",0,1,0,66,"bottom",9,"2024-05-02T01:41:48.390Z","2024-05-02T01:43:40.833Z",TRUE,FALSE,TRUE,TRUE,25,1,2,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.4,77.8,4,0.9,0.4453,6.1977,24.0144,-32.4737,-5.5226,-0.1973,-0.2965,2.3933,4.0344,-122.9377,-2.4425,-1.2401,50.0011,6.1517,-8.4659,13.2,8.4,24,1237,260,NA,NA,NA,NA,NA,NA,FALSE,-39,-0.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",2,"2024-05-02T01:42:36.743Z","2024-05-02T01:42:40.150Z",TRUE,"pitch","932f4ee4-1ae6-45ec-adf1-e2668e59e503",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.48,1.7,NA,130.59,131.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double Play","double_play","Mets challenged (tag play), call on the field was upheld: Mets challenged (home-plate collision), call on the field was upheld: Jeff McNeil flies into a double play, left fielder Ian Happ to third baseman Nick Madrigal to catcher Miguel Amaya. Pete Alonso out at home.",0,1,0,66,"bottom",9,"2024-05-02T01:41:48.390Z","2024-05-02T01:43:40.833Z",TRUE,FALSE,TRUE,TRUE,25,1,2,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83,11,0.9,0.4113,6.1638,32.3405,-14.003,-5.2441,10.1451,-0.3565,3.9675,4.1375,-133.8429,-2.5122,-1.2509,50.0023,5.937,-9.3923,30,3.6,24,2387,218,NA,NA,NA,NA,NA,NA,FALSE,-14.8,17.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",1,"2024-05-02T01:42:17.237Z","2024-05-02T01:42:21.323Z",TRUE,"pitch","b8e6d244-73f8-4331-8662-1d4416525089",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4957,1.8202,NA,168.42,147.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double Play","double_play","Mets challenged (tag play), call on the field was upheld: Mets challenged (home-plate collision), call on the field was upheld: Jeff McNeil flies into a double play, left fielder Ian Happ to third baseman Nick Madrigal to catcher Miguel Amaya. Pete Alonso out at home.",0,1,0,66,"bottom",9,"2024-05-02T01:41:48.390Z","2024-05-02T01:43:40.833Z",TRUE,FALSE,TRUE,TRUE,25,1,2,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.7,11,0.9,0.4046,6.1367,31.7109,-13.1571,-5.1124,10.2646,-1.349,3.384,2.165,-135.7537,-4.1335,-1.4958,50.006,5.8525,-9.4754,32.4,3.6,24,2418,219,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.9,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",0,"2024-05-02T01:41:52.294Z","2024-05-02T01:41:57.218Z",TRUE,"pitch","2adb01c2-e79c-4265-847f-6a3e857365a6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.48,1.7,NA,102.16,185.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double Play","double_play","Mets challenged (tag play), call on the field was upheld: Mets challenged (home-plate collision), call on the field was upheld: Jeff McNeil flies into a double play, left fielder Ian Happ to third baseman Nick Madrigal to catcher Miguel Amaya. Pete Alonso out at home.",0,1,0,66,"bottom",9,"2024-05-02T01:41:48.390Z","2024-05-02T01:43:40.833Z",TRUE,FALSE,TRUE,TRUE,25,1,2,3,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.2,9,0.82,0.4032,6.1117,32.0063,-14.3204,-7.2123,9.573,0.3892,1.9829,7.1107,-136.2233,-7.4099,-1.3273,50.0049,5.7431,-13.4555,36,4.8,24,2384,223,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15.8,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",0,"2024-05-02T01:40:49.691Z","2024-05-02T01:41:02.311Z",TRUE,"pitch","80ad1513-1fc6-44c4-bf20-b72547f3593b",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.64,1.76,NA,139.53,178.04,"fly_ball","hard","8",169.17,51.54,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Double","double","J.D. Martinez doubles (2) on a sharp fly ball to right fielder Mike Tauchman, deflected by center fielder Pete Crow-Armstrong. Pete Alonso to 3rd.",0,1,0,65,"bottom",9,"2024-05-02T01:40:28.203Z","2024-05-02T01:41:02.311Z",TRUE,FALSE,FALSE,FALSE,34,0,0,1,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.3,84.7,7,0.91,0.4076,6.0778,28.8282,-19.2756,-8.3527,7.0511,-0.5912,2.2497,5.1872,-134.3209,-6.1911,-1.4612,50.0032,5.9531,-15.2777,34.8,6,24,2250,212,102.5,28,381,NA,NA,NA,FALSE,-20.4,11.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,502110,"J.D. Martinez","/api/v1/people/502110",NA,NA,NA,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA,NA
745829,"2024-05-01",0,"2024-05-02T01:40:12.722Z","2024-05-02T01:40:17.456Z",TRUE,"pitch","0dee662f-40ad-48db-b0d9-cc2f380b20f0",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,1,NA,NA,3.37,1.59,NA,177.86,135.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Hit By Pitch","hit_by_pitch","Pete Alonso hit by pitch.",0,1,0,64,"bottom",9,"2024-05-02T01:40:09.303Z","2024-05-02T01:40:17.456Z",TRUE,FALSE,FALSE,FALSE,11,1,0,1,624413,"Pete Alonso","/api/v1/people/624413","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.6,11,0.92,0.4024,6.0332,29.1406,-18.9488,-8.5967,7.0477,-1.5966,3.8413,3.1225,-135.9804,-2.4618,-1.6411,50.0068,6.0696,-16.1415,38.4,4.8,24,2316,208,NA,NA,NA,NA,NA,NA,FALSE,-18.8,12.5,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,502110,"J.D. Martinez","/api/v1/people/502110",624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",3,"2024-05-02T01:39:40.794Z","2024-05-02T01:39:48.424Z",TRUE,"pitch","637618c9-151c-4458-92c7-b6d36bc494c4",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.18,1.54,NA,146.86,199.82,"ground_ball","medium","4",148.22,149.88,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Joey Wendle grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",0,1,0,63,"bottom",9,"2024-05-02T01:39:06.671Z","2024-05-02T01:39:48.424Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.7,75.7,7,0.9,0.4566,6.1783,25.0488,-30.4177,-6.7132,1.2093,-0.7835,1.443,4.0569,-120.3295,-4.2196,-1.6258,50.0039,5.9376,-9.7683,15.6,9.6,24,1158,262,77.7,5,89,NA,NA,NA,TRUE,-38.9,1.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,502110,"J.D. Martinez","/api/v1/people/502110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",2,"2024-05-02T01:39:22.482Z","2024-05-02T01:39:26.618Z",TRUE,"pitch","36e17cf4-3ee2-44b4-a98f-ce57965f0d3b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.0058,1.5246,NA,76.49,222.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Joey Wendle grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",0,1,0,63,"bottom",9,"2024-05-02T01:39:06.671Z","2024-05-02T01:39:48.424Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.2,74.9,14,0.91,0.4621,6.2005,26.3209,-32.6764,-5.9257,-0.3531,1.0627,0.6043,7.8087,-119.2603,-5.3854,-1.5082,50.0041,5.8936,-8.402,12,9.6,24,1192,258,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-1.9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,502110,"J.D. Martinez","/api/v1/people/502110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745829,"2024-05-01",1,"2024-05-02T01:39:09.066Z","2024-05-02T01:39:13.323Z",TRUE,"pitch","90651a05-78e1-4105-91ac-4bf4769a9d2b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.9815,1.5246,NA,149.71,184.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","Joey Wendle grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",0,1,0,63,"bottom",9,"2024-05-02T01:39:06.671Z","2024-05-02T01:39:48.424Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,82.9,13,0.87,0.414,6.1614,31.1482,-14.2597,-6.8924,10.1297,-0.8583,2.0261,4.211,-132.8204,-7.2936,-1.5772,50.0013,5.8652,-12.1883,34.8,4.8,24,2372,218,NA,NA,NA,NA,NA,NA,FALSE,-16.3,16.8,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,502110,"J.D. Martinez","/api/v1/people/502110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
