"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746396,"2024-05-15",6,"2024-05-15T03:11:16.472Z","2024-05-15T03:11:24.648Z",TRUE,"pitch","4363aef6-deed-4abc-b936-3939e6be863f",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.39,1.56,NA,134.34,176.03,"ground_ball","medium","8",126.21,95.38,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,77.1,4,0.88,0.446,5.5736,28.6769,-35.2217,9.4996,-2.0066,-0.4548,2.3242,-1.0794,-123.6446,-2.1443,-1.2397,50.0005,6.2083,14.4489,21.6,10.8,24,2900,50,81.6,9,142,NA,NA,NA,FALSE,-42.4,-4,-16.8,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",5,"2024-05-15T03:10:51.208Z","2024-05-15T03:10:54.499Z",TRUE,"pitch","a6105d50-373c-40dd-90af-f2efe2089c08",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.39,1.56,NA,122.82,153.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.8,2,2,0.3928,6.1275,30.48,-19.9677,-4.1835,6.1939,-0.1528,3.146,3.5626,-139.2935,-4.829,-0.9031,50.0032,6.2174,-8.2439,19.2,4.8,24,2465,209,NA,NA,NA,NA,NA,NA,FALSE,-19.3,10.4,6.8,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",4,"2024-05-15T03:10:27.323Z","2024-05-15T03:10:30.893Z",TRUE,"pitch","9b51c8a5-bf95-4578-90ae-2dca6a3a0e21",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.39,1.56,NA,147.91,143.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.7,11,2,0.3968,5.4898,31.0055,-17.7469,-0.8685,7.479,-0.811,3.5341,1.2651,-138.0851,-4.204,-1.1625,50.0047,6.2718,-1.6758,4.8,3.6,24,2407,198,NA,NA,NA,NA,NA,NA,FALSE,-17.5,12.8,1.3,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",3,"2024-05-15T03:10:00.884Z","2024-05-15T03:10:06.021Z",TRUE,"pitch","049a40b0-5b0f-4343-8070-0908180fd85d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4192,1.5671,NA,136.12,161.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.2,1,0.88,0.4463,6.8953,26.6645,-33.7356,9.4226,-1.025,-0.5015,2.8764,-0.8944,-123.1801,-1.1487,-1.3545,50.004,6.226,14.3411,22.8,9.6,24,2820,56,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-1.9,-16.8,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",2,"2024-05-15T03:09:42.954Z","2024-05-15T03:09:47.215Z",TRUE,"pitch","bc4ffbf3-c12d-4dcd-9d0e-fef3d0b16ad0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5476,1.59,NA,141.8,169.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.9,4,0.91,0.4014,5.9705,29.744,-16.3653,-3.5674,8.3809,-0.6506,2.5568,2.0523,-136.4067,-6.8021,-0.9489,50.0014,6.2091,-6.7283,19.2,3.6,24,2139,209,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.9,6,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",0,"2024-05-15T03:09:04.972Z","2024-05-15T03:09:14.666Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Victor Caratini replaces Mauricio Dubón.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,605170,"/api/v1/people/605170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,643289,"/api/v1/people/643289",NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",1,"2024-05-15T03:09:14.666Z","2024-05-15T03:09:42.954Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Victor Caratini singles on a ground ball to center fielder Esteury Ruiz. Trey Cabbage scores.",1,1,2,74,"bottom",10,"2024-05-15T03:09:40.682Z","2024-05-15T03:11:24.648Z",TRUE,TRUE,FALSE,FALSE,60,0,2,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",12,"2024-05-15T03:08:25.273Z","2024-05-15T03:08:37.369Z",TRUE,"pitch","f8bb8955-c22e-46d4-b2e7-d02988431c73",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.3,1.5,NA,103.73,160.63,"fly_ball","medium","7",84.09,71.99,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Meyers flies out to left fielder Brent Rooker. Trey Cabbage to 3rd.",0,1,1,73,"bottom",10,"2024-05-15T03:06:18.239Z","2024-05-15T03:08:37.369Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.3,3,0.92,0.4575,6.3906,26.6795,-35.961,11.0638,-2.6147,0.348,2.8944,0.3082,-120.4311,-0.3729,-1.2164,50.0053,6.2736,16.0075,24,10.8,24,2666,53,92.7,29,350,NA,NA,NA,TRUE,-44.9,-4.6,-20,NA,NA,NA,NA,NA,TRUE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",663550,"Trey Cabbage","/api/v1/people/663550",NA,NA,NA
746396,"2024-05-15",11,"2024-05-15T03:07:57.432Z","2024-05-15T03:08:02.352Z",TRUE,"pitch","cb146281-9f7d-49d1-beb5-0f93d81451a6",5,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",3,2,0,NA,NA,3.3,1.5,NA,92.75,153.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Meyers flies out to left fielder Brent Rooker. Trey Cabbage to 3rd.",0,1,1,73,"bottom",10,"2024-05-15T03:06:18.239Z","2024-05-15T03:08:37.369Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.6,75.3,3,0.91,0.4575,6.6171,26.0788,-34.2866,9.756,-1.4585,0.6361,3.1475,1.2813,-120.297,-0.1398,-1.1712,50.0043,6.2783,14.1186,22.8,10.8,24,2660,50,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-2.4,-18,1,NA,NA,NA,NA,TRUE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
746396,"2024-05-15",10,"2024-05-15T03:07:35.173Z","2024-05-15T03:07:42.387Z",TRUE,"pitch","9f34cbc0-3575-4cfa-bd4f-252af08544ad",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2989,1.5679,NA,157.03,125.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Meyers flies out to left fielder Brent Rooker. Trey Cabbage to 3rd.",0,1,1,73,"bottom",10,"2024-05-15T03:06:18.239Z","2024-05-15T03:08:37.369Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",547184,"Michael Kelly","/api/v1/people/547184","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,74.7,11,0.92,0.4601,5.3689,25.4276,-35.6116,10.9267,-2.3967,-1.0501,4.1787,-2.5438,-119.5537,2.3407,-1.3844,50.0056,6.4082,15.6446,22.8,10.8,24,2721,55,NA,NA,NA,NA,NA,NA,FALSE,-44.3,-3.4,-19.1,1,NA,NA,NA,NA,TRUE,FALSE,605170,"Victor Caratini","/api/v1/people/605170",NA,NA,NA,NA,NA,NA
