"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718705,"2023-04-05",3,"2023-04-05T02:43:12.290Z","2023-04-05T02:43:20.846Z",TRUE,"pitch","4201d5b1-d041-4164-b277-aca12d9eeb9e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.57,1.75,NA,84.09,172.31,"ground_ball","medium","5",108.06,172.5,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Jonathan Schoop to first baseman Spencer Torkelson.",0,6,3,74,"bottom",9,"2023-04-05T02:42:00.337Z","2023-04-05T02:43:20.846Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.5,14,0.91,0.447,6.9751,24.906,-35.2387,0.174,-2.0115,0.8634,2.4618,7.5381,-122.6741,-0.6859,-2.2757,50.0052,5.7563,0.2649,2.4,9.6,24,2060,44,80.1,-43,3,NA,NA,NA,TRUE,-42.1,-3.6,-2.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",2,"2023-04-05T02:42:46.267Z","2023-04-05T02:42:50.699Z",TRUE,"pitch","a233afeb-65ce-4fb0-ae2a-5456031b3568",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.57,1.75,NA,136.5,162.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Jonathan Schoop to first baseman Spencer Torkelson.",0,6,3,74,"bottom",9,"2023-04-05T02:42:00.337Z","2023-04-05T02:43:20.846Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,4,0.89,0.3939,7.4325,33.2411,-17.1521,-5.5861,7.6812,-0.5117,2.8094,6.4027,-139.4,-4.8694,-2.1196,50.0012,5.7221,-10.9218,27.6,4.8,24,1965,217,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13,8.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",1,"2023-04-05T02:42:22.764Z","2023-04-05T02:42:26.999Z",TRUE,"pitch","6bcd8b01-194a-4212-a86e-3c6832ff257a",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.5706,1.75,NA,51.76,251.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Jonathan Schoop to first baseman Spencer Torkelson.",0,6,3,74,"bottom",9,"2023-04-05T02:42:00.337Z","2023-04-05T02:43:20.846Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.4,14,0.9,0.4442,7.1371,27.7168,-34.2367,-1.7776,-1.3409,1.7116,-0.4875,10.0831,-123.9145,-7.5717,-2.202,50.0046,5.5156,-2.7297,1.2,9.6,24,2187,34,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-4.2,0.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",0,"2023-04-05T02:42:05.732Z","2023-04-05T02:42:09.407Z",TRUE,"pitch","6942f8d7-f3ef-4971-9204-e17a963cfcef",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.57,1.75,NA,132.28,146.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Jeremy Pena grounds out, third baseman Jonathan Schoop to first baseman Spencer Torkelson.",0,6,3,74,"bottom",9,"2023-04-05T02:42:00.337Z","2023-04-05T02:43:20.846Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,76.9,1,0.89,0.4484,7.0447,24.7606,-30.5886,-0.7962,1.0534,-0.401,3.407,5.0337,-122.2902,0.3472,-2.3852,50.0047,5.8931,-1.2024,0,8.4,24,2002,126,NA,NA,NA,NA,NA,NA,FALSE,-36.6,2.3,0.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",1,"2023-04-05T02:41:26.653Z","2023-04-05T02:41:34.194Z",TRUE,"pitch","9664b167-afad-4bb3-b7e4-0f4a653a185c",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.24,1.5,NA,102.74,187.85,"ground_ball","medium","5",107.56,175.55,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Forceout","force_out","Martin Maldonado grounds into a force out, third baseman Jonathan Schoop to second baseman Ryan Kreidler. Corey Julks scores. Mauricio Dubon out at 2nd. Martin Maldonado to 1st.",1,6,3,73,"bottom",9,"2023-04-05T02:40:49.627Z","2023-04-05T02:41:34.194Z",TRUE,TRUE,FALSE,TRUE,0,0,1,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.7,9,0.9,0.4464,7.2655,24.6842,-33.6618,1.0705,-0.9773,0.3742,1.8864,6.1316,-122.7761,-2.3803,-2.2963,50.0015,5.7377,1.6313,4.8,9.6,24,2112,45,74.8,-3,28,NA,NA,NA,TRUE,-40.6,-2,-3.4,NA,NA,NA,TRUE,FALSE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",0,"2023-04-05T02:41:09.604Z","2023-04-05T02:41:13.806Z",TRUE,"pitch","5df6316e-33fd-409e-8067-6530cc9f3644",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2551,1.5,NA,116.28,164.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Forceout","force_out","Martin Maldonado grounds into a force out, third baseman Jonathan Schoop to second baseman Ryan Kreidler. Corey Julks scores. Mauricio Dubon out at 2nd. Martin Maldonado to 1st.",1,6,3,73,"bottom",9,"2023-04-05T02:40:49.627Z","2023-04-05T02:41:34.194Z",TRUE,TRUE,FALSE,TRUE,0,0,1,2,455117,"Martín Maldonado","/api/v1/people/455117","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,76.8,2,0.9,0.4486,6.8661,26.4107,-32.5063,-1.2373,-0.2211,0.019,2.7525,6.2989,-122.5395,-0.5785,-2.4348,50.0017,5.7922,-1.8632,1.2,8.4,24,2079,49,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-0.2,0.6,NA,NA,NA,TRUE,FALSE,455117,"Martín Maldonado","/api/v1/people/455117",NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",2,"2023-04-05T02:40:21.471Z","2023-04-05T02:40:30.662Z",TRUE,"pitch","c2717ccd-4e8f-467d-9fb6-7f13245b73d7",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,1,NA,NA,3.45,1.65,NA,131.04,199.57,"line_drive","medium","9",204.97,128.16,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Mauricio Dubon singles on a line drive to right fielder Matt Vierling. Corey Julks to 3rd.",0,6,2,72,"bottom",9,"2023-04-05T02:39:28.351Z","2023-04-05T02:40:30.662Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.8,13,0.91,0.3931,7.3622,31.4795,-15.2727,-7.1659,8.5932,-0.3682,1.4524,7.2204,-139.3781,-8.7576,-2.062,50.0006,5.6448,-14.0899,36,4.8,24,2113,211,94,11,216,NA,NA,NA,FALSE,-16,13.9,11.5,NA,NA,NA,FALSE,FALSE,643289,"Mauricio Dubón","/api/v1/people/643289",667452,"Corey Julks","/api/v1/people/667452",NA,NA,NA,NA,NA,NA
718705,"2023-04-05",1,"2023-04-05T02:40:02.634Z","2023-04-05T02:40:06.581Z",TRUE,"pitch","6ce30edc-5f49-42ab-bfa2-f62f731f9b64",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4559,1.6569,NA,105.72,146.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Mauricio Dubon singles on a line drive to right fielder Matt Vierling. Corey Julks to 3rd.",0,6,2,72,"bottom",9,"2023-04-05T02:39:28.351Z","2023-04-05T02:40:30.662Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.2,3,0.9,0.4473,6.9183,24.4876,-32.7161,0.0978,-0.357,0.296,3.4157,6.3641,-122.5194,0.9194,-2.3493,50.0032,5.8342,0.1474,2.4,8.4,24,2135,47,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-0.1,-1.7,NA,NA,NA,FALSE,FALSE,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",0,"2023-04-05T02:39:41.225Z","2023-04-05T02:39:45.762Z",TRUE,"pitch","9036db9e-192e-4c90-91f9-ddce89bf0092",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6178,1.65,NA,68.24,214.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Mauricio Dubon singles on a line drive to right fielder Matt Vierling. Corey Julks to 3rd.",0,6,2,72,"bottom",9,"2023-04-05T02:39:28.351Z","2023-04-05T02:40:30.662Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.1,14,0.91,0.3971,7.231,30.7974,-9.8602,-4.6127,11.5827,1.2793,0.8919,10.559,-137.9471,-10.9394,-1.9993,50.0018,5.5743,-8.886,28.8,2.4,24,2113,213,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.7,6.1,NA,NA,NA,FALSE,FALSE,643289,"Mauricio Dubón","/api/v1/people/643289",NA,NA,NA,NA,NA,NA,NA,NA,NA
718705,"2023-04-05",4,"2023-04-05T02:39:12.150Z","2023-04-05T02:39:16.661Z",TRUE,"pitch","d42da496-e510-4f43-a905-f106e7c9b322",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.12,1.44,NA,77.75,209.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jake Meyers strikes out swinging.",0,6,2,71,"bottom",9,"2023-04-05T02:37:30.404Z","2023-04-05T02:39:16.661Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",622259,"Trey Wingenter","/api/v1/people/622259","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.4,79.1,14,0.89,0.4403,7.1488,23.8308,-29.238,0.1394,1.8736,1.0298,1.0973,8.1299,-124.1731,-5.3728,-2.2987,50.0034,5.7085,0.2187,3.6,8.4,24,2158,39,NA,NA,NA,NA,NA,NA,TRUE,-35,2.4,-2,NA,NA,NA,TRUE,FALSE,667452,"Corey Julks","/api/v1/people/667452",NA,NA,NA,NA,NA,NA,NA,NA,NA
