"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717937,"2023-06-01",5,"2023-06-02T02:16:05.586Z","2023-06-02T02:16:17.351Z",TRUE,"pitch","c1da1ae7-0476-4fae-b321-2345077cb296",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,0,NA,NA,3.49,1.67,NA,125.6,163.91,"fly_ball","medium","9",157.7,82.14,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79,72.9,5,0.9,0.4751,6.3957,20.5259,-28.5971,-8.1598,2.6506,-0.2256,2.7728,2.3269,-115.1133,-0.6366,-0.187,50.0005,5.8113,-10.9952,20.4,9.6,24,1835,259,83.3,39,303,NA,NA,NA,TRUE,-38.6,4.9,14.3,NA,NA,NA,NA,NA,TRUE,FALSE,666135,"Alex Kirilloff","/api/v1/people/666135",NA,NA,NA,593871,"Jorge Polanco","/api/v1/people/593871"
717937,"2023-06-01",4,"2023-06-02T02:15:41.928Z","2023-06-02T02:15:45.950Z",TRUE,"pitch","728311c8-356b-4879-a983-d7c5468d6ecd",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.49,1.67,NA,108.08,171.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.5,5,0.91,0.4295,6.3194,25.3334,-27.559,0.4219,2.7975,0.2339,2.4841,0.8056,-127.3597,-2.891,-0.1409,50.0006,5.8057,0.6951,1.2,7.2,24,2339,122,NA,NA,NA,NA,NA,NA,FALSE,-31,4.7,-1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",3,"2023-06-02T02:15:23.247Z","2023-06-02T02:15:27.198Z",TRUE,"pitch","8f18cc59-9ca4-4569-89a5-ffef6543321e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5107,1.5942,NA,138.6,129.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.4,72.8,11,0.9,0.4738,6.2657,21.5639,-28.7472,-8.2277,2.5351,-0.5667,4.0539,1.846,-115.6124,1.7765,-0.3064,50.0049,6.0346,-11.1385,20.4,9.6,24,1983,253,NA,NA,NA,NA,NA,NA,FALSE,-38,5.3,14.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",2,"2023-06-02T02:15:03.475Z","2023-06-02T02:15:07.918Z",TRUE,"pitch","000bc687-078b-4a14-a0d2-665ae2e1ce2f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.49,1.67,NA,147.3,173.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.7,4,0.89,0.4693,6.2202,22.6368,-28.281,-9.7731,2.8207,-0.7949,2.4152,1.6058,-116.8509,-1.7399,-0.2229,50.0014,5.8342,-13.4723,25.2,9.6,24,1919,254,NA,NA,NA,NA,NA,NA,FALSE,-37.6,4.9,17.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",1,"2023-06-02T02:14:45.926Z","2023-06-02T02:14:50.712Z",TRUE,"pitch","1224c03d-7105-4837-9850-c4f651623d68",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4524,1.5361,NA,145.89,178.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.2,4,2,0.438,6.2993,22.9944,-28.0052,-0.5624,2.6291,-0.758,2.2161,-0.8665,-124.6242,-2.9716,-0.3339,50.0032,5.716,-0.8924,2.4,7.2,24,2172,150,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.3,1.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",0,"2023-06-02T02:13:59.096Z","2023-06-02T02:14:45.926Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Sac Fly","sac_fly","Willi Castro out on a sacrifice fly to right fielder Will Brennan. Ryan Jeffers scores. Jorge Polanco to 3rd. Alex Kirilloff to 2nd.",1,6,7,76,"bottom",9,"2023-06-02T02:14:43.675Z","2023-06-02T02:16:17.351Z",TRUE,TRUE,FALSE,TRUE,0,1,2,1,650489,"Willi Castro","/api/v1/people/650489","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",1,"2023-06-02T02:13:50.078Z","2023-06-02T02:13:50.117Z",FALSE,"no_pitch","07179376-0766-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Intent Walk","intent_walk","Eli Morgan intentionally walks Alex Kirilloff.",0,6,6,75,"bottom",9,"2023-06-02T02:13:23.305Z","2023-06-02T02:13:52.927Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",2,"2023-06-02T02:13:50.117Z","2023-06-02T02:13:50.118Z",FALSE,"no_pitch","07179376-0766-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Intent Walk","intent_walk","Eli Morgan intentionally walks Alex Kirilloff.",0,6,6,75,"bottom",9,"2023-06-02T02:13:23.305Z","2023-06-02T02:13:52.927Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",3,"2023-06-02T02:13:50.118Z","2023-06-02T02:13:50.119Z",FALSE,"no_pitch","07179376-0766-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Intent Walk","intent_walk","Eli Morgan intentionally walks Alex Kirilloff.",0,6,6,75,"bottom",9,"2023-06-02T02:13:23.305Z","2023-06-02T02:13:52.927Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717937,"2023-06-01",4,"2023-06-02T02:13:50.119Z","2023-06-02T02:13:52.927Z",FALSE,"no_pitch","07179376-0766-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Intent Walk","intent_walk","Eli Morgan intentionally walks Alex Kirilloff.",0,6,6,75,"bottom",9,"2023-06-02T02:13:23.305Z","2023-06-02T02:13:52.927Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,593871,"Jorge Polanco","/api/v1/people/593871",666135,"Alex Kirilloff","/api/v1/people/666135",680777,"Ryan Jeffers","/api/v1/people/680777"
