"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716747,"2023-09-03",2,"2023-09-03T02:18:45.286Z","2023-09-03T02:18:48.286Z",TRUE,"pitch","e9d687c7-8777-4618-aced-1ef7e7005908",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1151,1.4723,NA,111.4,126.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Corbin Carroll called out on strikes.",0,7,2,58,"bottom",7,"2023-09-03T02:17:54.854Z","2023-09-03T02:19:06.385Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,86.7,12,2,0.394,7.3498,34.9158,-14.0813,4.8104,9.2742,0.147,4.1707,-8.6004,-139.6404,-0.8166,2.6587,50.007,5.404,9.3892,26.4,3.6,24,2314,148,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.8,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T02:18:23.227Z","2023-09-03T02:18:26.917Z",TRUE,"pitch","23139efc-f716-4541-b7af-0e914ff6add5",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.0487,1.5382,NA,144.47,192.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Corbin Carroll called out on strikes.",0,7,2,58,"bottom",7,"2023-09-03T02:17:54.854Z","2023-09-03T02:19:06.385Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,79.8,7,2,0.434,6.5861,27.7378,-35.3697,-2.7258,-1.981,-0.7207,1.7288,-8.3734,-126.5787,-1.8925,2.9951,50.005,5.3392,-4.389,9.6,9.6,24,2478,285,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-3.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T02:18:01.631Z","2023-09-03T02:18:06.414Z",TRUE,"pitch","4a78ed1b-6120-4970-8c3c-94f271375929",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.15,1.54,NA,107.46,139.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Corbin Carroll called out on strikes.",0,7,2,58,"bottom",7,"2023-09-03T02:17:54.854Z","2023-09-03T02:19:06.385Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682998,"Corbin Carroll","/api/v1/people/682998","L","Left",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.5,12,2,0.3911,6.8455,34.4831,-14.0097,5.4371,9.1641,0.2504,3.6602,-9.2843,-140.5245,-1.9341,2.9042,50.0023,5.2768,10.7772,30,3.6,24,2218,135,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.3,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",4,"2023-09-03T02:17:15.473Z","2023-09-03T02:17:23.865Z",TRUE,"pitch","37b34116-2f8d-4b79-be9b-15e6d726f874",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.41,1.55,NA,135.4,167.57,"ground_ball","medium","6",114.36,149.22,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Geraldo Perdomo grounds into a force out, shortstop Gunnar Henderson to second baseman Adam Frazier. Nick Ahmed out at 2nd. Geraldo Perdomo to 1st.",0,7,2,57,"bottom",7,"2023-09-03T02:16:02.879Z","2023-09-03T02:17:23.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.9,4,2,0.3957,6.8882,32.0981,-13.9395,6.8852,9.4065,-0.4827,2.6374,-12.2966,-138.6168,-4.3753,3.124,50.0021,5.1724,13.3472,34.8,3.6,24,2269,135,78.6,-10,16,NA,NA,NA,TRUE,-14,16.2,-9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,672695,"Geraldo Perdomo","/api/v1/people/672695",NA,NA,NA
716747,"2023-09-03",3,"2023-09-03T02:16:58.653Z","2023-09-03T02:17:01.653Z",TRUE,"pitch","16a6c119-b76f-4196-9163-b1941bee0f7e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2753,1.4823,NA,134.51,207.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Geraldo Perdomo grounds into a force out, shortstop Gunnar Henderson to second baseman Adam Frazier. Nick Ahmed out at 2nd. Geraldo Perdomo to 1st.",0,7,2,57,"bottom",7,"2023-09-03T02:16:02.879Z","2023-09-03T02:17:23.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76,13,2,0.4546,6.7235,24.3275,-21.6967,9.6069,7.137,-0.4594,1.1701,-10.9722,-120.6564,-5.2189,2.9072,50.0059,5.283,14.1123,27.6,7.2,24,2225,114,NA,NA,NA,NA,NA,NA,FALSE,-28.1,11.8,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T02:16:28.462Z","2023-09-03T02:16:32.151Z",TRUE,"pitch","ab558c09-e6bf-48ff-abaf-9504a8b842e7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.1757,1.4164,NA,137.75,163.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Geraldo Perdomo grounds into a force out, shortstop Gunnar Henderson to second baseman Adam Frazier. Nick Ahmed out at 2nd. Geraldo Perdomo to 1st.",0,7,2,57,"bottom",7,"2023-09-03T02:16:02.879Z","2023-09-03T02:17:23.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.1,1,2,0.3994,7.1297,31.228,-15.2555,7.6893,8.893,-0.5443,2.7765,-12.4044,-137.2848,-3.6395,3.0398,50.0069,5.162,14.6369,36,4.8,24,2230,131,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.5,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T02:16:12.464Z","2023-09-03T02:16:16.317Z",TRUE,"pitch","8380814b-317d-4ca2-b750-3bd3eb5b4133",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1425,1.4823,NA,81.4,188.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Geraldo Perdomo grounds into a force out, shortstop Gunnar Henderson to second baseman Adam Frazier. Nick Ahmed out at 2nd. Geraldo Perdomo to 1st.",0,7,2,57,"bottom",7,"2023-09-03T02:16:02.879Z","2023-09-03T02:17:23.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,75.8,14,2,0.4548,6.5253,24.7983,-25.1834,10.0233,4.7664,0.9341,1.8766,-8.5638,-120.7064,-2.8933,3.2358,50.0042,5.3223,14.7045,26.4,8.4,24,2183,116,NA,NA,NA,NA,NA,NA,FALSE,-31.8,8.2,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",2,"2023-09-03T02:16:45.061Z","2023-09-03T02:16:58.653Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,0,672695,"/api/v1/people/672695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Geraldo Perdomo grounds into a force out, shortstop Gunnar Henderson to second baseman Adam Frazier. Nick Ahmed out at 2nd. Geraldo Perdomo to 1st.",0,7,2,57,"bottom",7,"2023-09-03T02:16:02.879Z","2023-09-03T02:17:23.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",5,"2023-09-03T02:15:35.275Z","2023-09-03T02:15:40.304Z",TRUE,"pitch","9f9b65ef-5584-4125-aa00-5d6611f8a575",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.6698,1.7864,NA,118.44,145.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.3,2,2,0.3972,6.8714,32.8369,-12.6448,4.3294,10.1579,-0.0378,3.4454,-9.5384,-138.2742,-2.7707,2.905,50.0054,5.3168,8.3262,24,3.6,24,2263,124,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,605113,"Nick Ahmed","/api/v1/people/605113",NA,NA,NA
716747,"2023-09-03",4,"2023-09-03T02:15:17.706Z","2023-09-03T02:15:21.400Z",TRUE,"pitch","7b2b1646-68f3-48da-af74-aff765c95de8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.5384,1.6892,NA,176.55,184.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.7,13,2,0.3979,7.0321,30.7285,-14.2948,6.8134,9.3181,-1.5623,2.0155,-14.0499,-137.6798,-5.7987,2.7229,50.0025,5.1173,13.0744,32.4,3.6,24,2228,129,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.7,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",3,"2023-09-03T02:15:04.734Z","2023-09-03T02:15:08.381Z",TRUE,"pitch","979668d0-f06a-4d58-b457-0ac17c2156fd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.5384,1.7222,NA,164.67,184.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.6,13,2,0.3935,7.0944,32.0119,-12.4801,5.106,10.0426,-1.2507,1.9974,-13.0366,-139.3242,-6.3547,2.8307,50.0022,5.1366,10.0131,26.4,3.6,24,2211,133,NA,NA,NA,NA,NA,NA,FALSE,-13,16.9,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",2,"2023-09-03T02:14:51.390Z","2023-09-03T02:14:55.512Z",TRUE,"pitch","e34add48-2a6c-4205-a29b-b308fb79b064",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5366,1.7204,NA,84.81,159.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.7,12,2,0.3919,7.0045,32.0885,-13.4758,5.4465,9.4575,0.8444,2.9344,-7.8342,-139.8476,-3.6295,2.9769,50.0023,5.1354,10.7683,32.4,3.6,24,2209,142,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.6,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",0,"2023-09-03T02:13:14.316Z","2023-09-03T02:14:24.383Z",FALSE,"action",NA,NA,"Pitching Change: DL Hall replaces Kyle Bradish.","Pitching Substitution",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669084,"/api/v1/people/669084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",1,"2023-09-03T02:14:24.383Z","2023-09-03T02:14:51.390Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Ahmed replaces Jace Peterson.","Offensive Substitution",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605113,"/api/v1/people/605113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","56","atBat","Walk","walk","Nick Ahmed walks.",0,7,2,56,"bottom",7,"2023-09-03T02:14:49.190Z","2023-09-03T02:15:40.304Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",669084,"DL Hall","/api/v1/people/669084","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,607054,"/api/v1/people/607054",NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",3,"2023-09-03T02:11:53.627Z","2023-09-03T02:11:58.316Z",TRUE,"pitch","085a10e0-d54b-4734-a787-8d2edf88257d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.5265,1.6615,NA,91.34,162.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Ryan O'Hearn called out on strikes.",0,7,2,55,"top",7,"2023-09-03T02:10:50.196Z","2023-09-03T02:11:58.316Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,6,0.9,0.4046,5.7833,29.0722,-13.2839,-6.3018,10.1708,0.6731,2.8149,6.5281,-135.3038,-5.4675,-0.9503,50.0003,5.7899,-11.7017,36,3.6,24,2186,215,NA,NA,NA,NA,NA,NA,TRUE,-14.2,17.4,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716747,"2023-09-03",2,"2023-09-03T02:11:32.675Z","2023-09-03T02:11:35.675Z",TRUE,"pitch","aeb2b525-1baa-4bb5-9bd8-4e312af888cb",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.47,1.69,NA,122.18,200.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Ryan O'Hearn called out on strikes.",0,7,2,55,"top",7,"2023-09-03T02:10:50.196Z","2023-09-03T02:11:58.316Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",543518,"Scott McGough","/api/v1/people/543518","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Arizona Diamondbacks","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.9,77.3,13,0.9,0.4485,5.7981,23.9462,-27.7727,-3.675,2.9161,-0.1358,1.4193,3.3176,-122.1119,-4.852,-1.0342,50.0046,5.8201,-5.553,9.6,8.4,24,1064,222,NA,NA,NA,NA,NA,NA,FALSE,-34.4,4.4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
