"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745515,"2024-04-20",5,"2024-04-20T22:08:11.796Z","2024-04-20T22:08:28.336Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,668804,"/api/v1/people/668804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Bryan Reynolds singles on a ground ball to center fielder Jarren Duran.",0,4,1,59,"bottom",7,"2024-04-20T22:06:27.802Z","2024-04-20T22:08:38.492Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",9,"2024-04-20T22:06:08.638Z","2024-04-20T22:06:16.153Z",TRUE,"pitch","bace3871-fa5f-4622-a298-81bdc7ec2979",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.63,1.75,NA,137.82,172.67,"ground_ball","medium","6",110.6,160.3,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.8,4,0.91,0.3901,6.758,28.6798,-17.409,-5.4857,7.3755,-0.5462,2.4487,7.5294,-139.8956,-6.5705,-2.5477,50.0021,5.9503,-10.9798,26.4,4.8,24,2143,216,75.3,-9,14,NA,NA,NA,TRUE,-17,12.4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",7,"2024-04-20T22:05:39.585Z","2024-04-20T22:05:43.590Z",TRUE,"pitch","4dfa6924-f20d-4911-8156-eb87d67262c2",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.63,1.75,NA,97.47,192.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,86.1,9,0.9,0.4039,6.785,26.8531,-18.5953,-0.6607,7.2698,0.5123,1.7323,8.7601,-135.1402,-7.527,-2.6723,50.0003,5.8387,-1.2357,1.2,4.8,24,2180,202,NA,NA,NA,NA,NA,NA,FALSE,-19.6,11.9,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",6,"2024-04-20T22:05:21.775Z","2024-04-20T22:05:25.564Z",TRUE,"pitch","f4467f3a-dc35-45ab-ac27-560c87613d20",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.588,1.6928,NA,168.44,168.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.6,13,0.84,0.3957,6.6331,26.9448,-13.8127,-7.4861,9.4355,-1.3495,2.6182,6.0846,-137.743,-6.8298,-2.6007,50.0023,6.0408,-14.568,42,4.8,24,2152,220,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",5,"2024-04-20T22:04:57.993Z","2024-04-20T22:05:01.647Z",TRUE,"pitch","f6c8ca77-7a11-4019-9229-7de597777d2b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.63,1.75,NA,111.94,163.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,86,5,0.88,0.4031,6.6889,27.1818,-19.8617,-1.6774,6.5748,0.1328,2.798,8.6097,-135.4149,-4.7567,-2.8582,50.004,5.9506,-3.1419,3.6,4.8,24,2261,202,NA,NA,NA,NA,NA,NA,FALSE,-20.2,11.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",4,"2024-04-20T22:04:42.919Z","2024-04-20T22:04:46.460Z",TRUE,"pitch","bb925bbc-8c39-476c-a78c-21c9661f9d3f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.6419,1.6643,NA,98.46,214.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.9,82,14,0.92,0.4267,6.9382,22.1816,-29.2417,-7.7547,1.7491,0.4864,0.9142,10.4342,-127.5592,-6.6839,-2.6187,50.0023,5.8247,-12.9907,20.4,8.4,24,1554,232,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",3,"2024-04-20T22:04:24.458Z","2024-04-20T22:04:27.502Z",TRUE,"pitch","72d77a70-f6c8-4991-8426-a77abe3613ac",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.63,1.75,NA,93.74,162.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,84.9,6,0.91,0.4086,6.576,26.5835,-21.2846,0.0223,5.9737,0.6101,2.8204,8.7441,-133.6367,-4.3577,-2.6961,50.005,5.9852,0.0403,4.8,4.8,24,2186,201,NA,NA,NA,NA,NA,NA,FALSE,-22.1,10.1,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",2,"2024-04-20T22:04:07.956Z","2024-04-20T22:04:11.671Z",TRUE,"pitch","f0a838a8-1344-418c-8b25-aea845b320d8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.6716,1.6528,NA,130.52,150.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,84.7,1,0.9,0.4086,6.6278,26.9463,-20.7891,-0.7296,6.2453,-0.3546,3.2717,6.9064,-133.7029,-3.4456,-2.8687,50.0032,6.0566,-1.3307,0,4.8,24,2154,198,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.8,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",1,"2024-04-20T22:03:52.001Z","2024-04-20T22:03:55.748Z",TRUE,"pitch","d2844635-030f-483d-9e13-777c382a72df",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6676,1.6894,NA,178.95,168.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,85.7,13,0.89,0.4023,6.7598,29.4723,-20.3039,-10.4603,6.3222,-1.6253,2.5897,7.0412,-136.0776,-4.9196,-2.8855,50.0042,5.825,-19.6459,40.8,6,24,2140,221,NA,NA,NA,NA,NA,NA,FALSE,-20.6,10.6,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",0,"2024-04-20T22:03:39.852Z","2024-04-20T22:03:52.001Z",FALSE,"action",NA,NA,"Pitching Change: Chris Martin replaces Kutter Crawford.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,455119,"/api/v1/people/455119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",8,"2024-04-20T22:05:58.260Z","2024-04-20T22:06:08.638Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,658668,"/api/v1/people/658668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Edward Olivares grounds out, shortstop Ceddanne Rafaela to first baseman Bobby Dalbec.",0,4,1,58,"bottom",7,"2024-04-20T22:03:49.618Z","2024-04-20T22:06:16.153Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,658668,"Edward Olivares","/api/v1/people/658668","R","Right",455119,"Chris Martin","/api/v1/people/455119","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",4,"2024-04-20T22:01:11.999Z","2024-04-20T22:01:19.955Z",TRUE,"pitch","c22df169-c715-4537-9690-6acad7de64f4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.38,1.66,NA,115.28,189.39,"ground_ball","medium","5",114.15,170.47,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Pablo Reyes grounds out, third baseman Ke'Bryan Hayes to first baseman Rowdy Tellez.",0,4,1,57,"top",7,"2024-04-20T21:59:26.008Z","2024-04-20T22:01:19.955Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",682847,"Luis L. Ortiz","/api/v1/people/682847","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.6,8,2,0.3948,6.7479,29.3886,-25.0253,-9.3634,3.6608,0.0452,1.8292,8.0019,-138.4742,-3.9894,-1.658,50.0019,4.9522,-18.2796,32.4,6,24,2373,228,75.2,-35,4,NA,NA,NA,TRUE,-24.1,6,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",3,"2024-04-20T22:00:51.484Z","2024-04-20T22:00:55.287Z",TRUE,"pitch","552b45b3-2273-4d43-b1dd-fe0cf1005cf1",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.3903,1.7431,NA,125.35,159.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Pablo Reyes grounds out, third baseman Ke'Bryan Hayes to first baseman Rowdy Tellez.",0,4,1,57,"top",7,"2024-04-20T21:59:26.008Z","2024-04-20T22:01:19.955Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",682847,"Luis L. Ortiz","/api/v1/people/682847","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.7,2,2,0.3973,6.7836,30.0297,-23.8185,-9.7418,4.3368,-0.2191,2.9216,7.5542,-137.7586,-1.2509,-1.7284,50.0015,4.9886,-18.76,36,6,24,2458,219,NA,NA,NA,NA,NA,NA,FALSE,-22.7,7.8,16.1,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",2,"2024-04-20T22:00:30.194Z","2024-04-20T22:00:33.742Z",TRUE,"pitch","e789b7da-4d00-4806-921e-ad1021a4f2f0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4271,1.6978,NA,95.38,219.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Pablo Reyes grounds out, third baseman Ke'Bryan Hayes to first baseman Rowdy Tellez.",0,4,1,57,"top",7,"2024-04-20T21:59:26.008Z","2024-04-20T22:01:19.955Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",682847,"Luis L. Ortiz","/api/v1/people/682847","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.6,14,2,0.3941,6.8956,32.373,-26.2896,-10.9548,3.0132,0.5673,0.7155,9.5893,-139.197,-6.6018,-1.5056,50.0052,4.8681,-21.4171,34.8,7.2,24,2325,231,NA,NA,NA,NA,NA,NA,FALSE,-25.8,4.2,17.8,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",0,"2024-04-20T21:59:44.927Z","2024-04-20T21:59:48.453Z",TRUE,"pitch","f59c3ae9-d43b-486c-bad1-3011d92d5ed2",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.3031,1.5359,NA,43.36,224.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Pablo Reyes grounds out, third baseman Ke'Bryan Hayes to first baseman Rowdy Tellez.",0,4,1,57,"top",7,"2024-04-20T21:59:26.008Z","2024-04-20T22:01:19.955Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",682847,"Luis L. Ortiz","/api/v1/people/682847","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,81.1,14,0.9,0.434,6.8967,18.6957,-26.7446,3.2347,3.3425,1.932,0.5135,7.2445,-124.918,-5.7441,-1.3949,50.0019,4.9665,5.2506,13.2,7.2,24,2488,62,NA,NA,NA,NA,NA,NA,FALSE,-31.1,5.3,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
745515,"2024-04-20",1,"2024-04-20T22:00:09.093Z","2024-04-20T22:00:14.093Z",FALSE,"stepoff","25cd935c-9d98-48e5-9e06-cee76449c92f",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Pablo Reyes grounds out, third baseman Ke'Bryan Hayes to first baseman Rowdy Tellez.",0,4,1,57,"top",7,"2024-04-20T21:59:26.008Z","2024-04-20T22:01:19.955Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",682847,"Luis L. Ortiz","/api/v1/people/682847","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",NA,NA,NA,NA,NA,NA
