"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745756,"2024-05-03",3,"2024-05-04T01:51:21.142Z","2024-05-04T01:51:31.131Z",TRUE,"pitch","45564f77-5c78-44f8-be21-61b85106accf",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.75,1.81,NA,154.01,198.99,"ground_ball","medium","9",167.21,102.99,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Rizzo singles on a ground ball to right fielder Mark Canha. Alex Verdugo scores. Taylor Trammell to 3rd.",1,1,2,70,"bottom",9,"2024-05-04T01:51:00.533Z","2024-05-04T01:51:31.131Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.6,83.7,13,0.93,0.4122,6.9326,30.0373,-28.2566,-9.1122,2.1951,-0.9709,1.4737,5.6252,-133.1681,-5.0505,-1.9326,50.0054,5.4526,-16.2801,27.6,7.2,24,1645,253,80.2,4,58,NA,NA,NA,FALSE,-29.8,3,15.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,519203,"Anthony Rizzo","/api/v1/people/519203",NA,NA,NA,666211,"Taylor Trammell","/api/v1/people/666211"
745756,"2024-05-03",2,"2024-05-04T01:51:02.955Z","2024-05-04T01:51:07.905Z",TRUE,"pitch","b3e3355c-dd70-4440-8bcf-ad4c3ed8554e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7516,1.8923,NA,124.96,144.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Rizzo singles on a ground ball to right fielder Mark Canha. Alex Verdugo scores. Taylor Trammell to 3rd.",1,1,2,70,"bottom",9,"2024-05-04T01:51:00.533Z","2024-05-04T01:51:31.131Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.2,2,0.9,0.3893,6.7987,33.8464,-28.8664,-10.008,1.6521,-0.2089,3.4797,7.6451,-141.0028,-0.9871,-1.6633,50.0024,5.707,-20.0316,32.4,7.2,24,1986,231,NA,NA,NA,NA,NA,NA,FALSE,-26.3,3,16.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",0,"2024-05-04T01:50:13.436Z","2024-05-04T01:50:18.824Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Taylor Trammell replaces Giancarlo Stanton.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666211,"/api/v1/people/666211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","70","atBat","Single","single","Anthony Rizzo singles on a ground ball to right fielder Mark Canha. Alex Verdugo scores. Taylor Trammell to 3rd.",1,1,2,70,"bottom",9,"2024-05-04T01:51:00.533Z","2024-05-04T01:51:31.131Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,519317,"/api/v1/people/519317",2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",1,"2024-05-04T01:50:18.824Z","2024-05-04T01:51:02.955Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Anthony Rizzo singles on a ground ball to right fielder Mark Canha. Alex Verdugo scores. Taylor Trammell to 3rd.",1,1,2,70,"bottom",9,"2024-05-04T01:51:00.533Z","2024-05-04T01:51:31.131Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",1,"2024-05-04T01:49:29.465Z","2024-05-04T01:49:41.542Z",TRUE,"pitch","e4712c47-7749-48f9-8541-168c023d5c86",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,0,NA,NA,3.58,1.76,NA,108.7,170.51,"line_drive","medium","9",192.05,109.65,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Giancarlo Stanton doubles (6) on a line drive to right fielder Mark Canha. Aaron Judge scores. Alex Verdugo to 3rd.",1,1,1,69,"bottom",9,"2024-05-04T01:49:05.728Z","2024-05-04T01:49:41.542Z",TRUE,TRUE,FALSE,FALSE,71,1,0,0,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.3,5,0.9,0.3891,6.91,33.8085,-22.2215,-10.6688,4.9643,0.2179,2.5286,8.5382,-141.0721,-4.734,-1.4706,50.0006,5.6717,-21.3781,39.6,6,24,1957,233,115.9,6,174,NA,NA,NA,FALSE,-21.1,8.2,17.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,519317,"Giancarlo Stanton","/api/v1/people/519317",657077,"Alex Verdugo","/api/v1/people/657077"
745756,"2024-05-03",0,"2024-05-04T01:49:13.018Z","2024-05-04T01:49:16.821Z",TRUE,"pitch","2f88fb96-0a28-4558-bbce-db15c312733a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5234,1.7618,NA,152.71,203.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Giancarlo Stanton doubles (6) on a line drive to right fielder Mark Canha. Aaron Judge scores. Alex Verdugo to 3rd.",1,1,1,69,"bottom",9,"2024-05-04T01:49:05.728Z","2024-05-04T01:49:41.542Z",TRUE,TRUE,FALSE,FALSE,71,1,0,0,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.7,13,0.88,0.3933,6.9302,32.7036,-22.1052,-10.3566,5.1297,-0.937,1.3049,5.1543,-139.5159,-7.8233,-1.4673,50.0034,5.6132,-20.3251,38.4,6,24,1883,238,NA,NA,NA,NA,NA,NA,FALSE,-22.1,7.8,17.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",3,"2024-05-04T01:48:34.942Z","2024-05-04T01:48:43.439Z",TRUE,"pitch","eadce46c-72cb-4aa8-b182-76ea0b315819",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,0,NA,NA,3.57,1.63,NA,141.94,142.89,"bunt_grounder","medium","5",114.48,182.98,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Alex Verdugo singles on a bunt ground ball to third baseman Zach McKinstry. Aaron Judge to 2nd.",0,1,0,68,"bottom",9,"2024-05-04T01:47:07.461Z","2024-05-04T01:48:43.439Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.1,1,0.81,0.3956,7.0509,30.2042,-25.8505,-9.0135,3.2554,-0.6542,3.5516,6.2629,-138.3442,-1.4899,-1.7737,50.0035,5.8261,-17.5123,31.2,6,24,1836,234,31.4,-25,8,NA,NA,NA,FALSE,-24.4,5.8,15.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA
745756,"2024-05-03",2,"2024-05-04T01:47:57.387Z","2024-05-04T01:48:04.398Z",TRUE,"pitch","8d2b95a5-a356-4e7f-bc22-f26350087a44",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,0,NA,NA,3.57,1.63,NA,74.96,174.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Alex Verdugo singles on a bunt ground ball to third baseman Zach McKinstry. Aaron Judge to 2nd.",0,1,0,68,"bottom",9,"2024-05-04T01:47:07.461Z","2024-05-04T01:48:43.439Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.7,14,0.9,0.436,7.1172,24.0941,-30.9562,1.0932,0.7607,1.1029,2.3962,6.0797,-125.365,-2.5596,-1.4904,50.0019,5.9438,1.749,4.8,8.4,24,2084,155,NA,NA,NA,NA,NA,NA,FALSE,-35.6,1.1,-3.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",1,"2024-05-04T01:47:36.303Z","2024-05-04T01:47:41.219Z",TRUE,"pitch","821d53c9-f745-4f37-94b3-7e892d6cb116",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2613,1.5791,NA,58.35,189.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Alex Verdugo singles on a bunt ground ball to third baseman Zach McKinstry. Aaron Judge to 2nd.",0,1,0,68,"bottom",9,"2024-05-04T01:47:07.461Z","2024-05-04T01:48:43.439Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.4,14,0.89,0.387,6.9885,30.7379,-20.7606,-10.0718,5.6191,1.5387,1.8205,11.8805,-141.2704,-6.8161,-1.4032,50.0017,5.5888,-20.4544,38.4,6,24,2071,233,NA,NA,NA,NA,NA,NA,FALSE,-19.9,9,16,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745756,"2024-05-03",0,"2024-05-04T01:47:18.962Z","2024-05-04T01:47:24.014Z",TRUE,"pitch","e5ade7c9-469c-455e-bbe1-99088cb9e82c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5716,1.6312,NA,72,168.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Alex Verdugo singles on a bunt ground ball to third baseman Zach McKinstry. Aaron Judge to 2nd.",0,1,0,68,"bottom",9,"2024-05-04T01:47:07.461Z","2024-05-04T01:48:43.439Z",TRUE,FALSE,FALSE,FALSE,33,2,1,0,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.4,14,0.89,0.3902,6.7619,31.507,-22.4321,-9.8981,4.8799,1.1805,2.5925,10.8753,-140.3173,-4.5549,-1.458,50.0018,5.6969,-19.7535,36,6,24,1991,234,NA,NA,NA,NA,NA,NA,FALSE,-21.4,8,15.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
