"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716750,"2023-09-02",1,"2023-09-03T02:09:27.374Z","2023-09-03T02:09:35.903Z",TRUE,"pitch","d7d22c43-ebf0-4b7a-9720-487e5eb197c9",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.57,1.72,NA,124.53,165.7,"line_drive","hard","9",185.49,105.05,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Lineout","field_out","Drew Waters lines out sharply to right fielder Alex Verdugo.",0,9,5,86,"bottom",9,"2023-09-03T02:09:25.072Z","2023-09-03T02:09:35.903Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,671221,"Drew Waters","/api/v1/people/671221","L","Left",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.6,72.9,5,2,0.4753,6.8467,24.3693,-46.3186,3.3354,-10.5545,-0.1976,2.7067,1.9774,-115.8447,1.1864,-1.4994,50.0012,6.6632,4.4709,6,14.4,24,2765,17,107.4,16,277,NA,NA,NA,TRUE,-61.9,-18.4,-6.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",0,"2023-09-03T02:08:46.664Z","2023-09-03T02:09:27.374Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"86","atBat","Lineout","field_out","Drew Waters lines out sharply to right fielder Alex Verdugo.",0,9,5,86,"bottom",9,"2023-09-03T02:09:25.072Z","2023-09-03T02:09:35.903Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,671221,"Drew Waters","/api/v1/people/671221","L","Left",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",1,"2023-09-03T02:08:11.697Z","2023-09-03T02:08:24.901Z",TRUE,"pitch","450db7a1-f6b6-437d-9bb4-55aae23c2d06",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,2,NA,NA,3.43,1.65,NA,97.46,196.78,"line_drive","hard","9",214.06,107.25,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Double","double","Michael Massey doubles (16) on a sharp line drive to right fielder Alex Verdugo.",0,9,5,85,"bottom",9,"2023-09-03T02:07:43.165Z","2023-09-03T02:08:24.901Z",TRUE,FALSE,FALSE,FALSE,34,1,0,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.7,82.5,9,2,0.4201,7.0047,28.1118,-25.9486,3.2684,3.6155,0.5126,1.5555,3.9354,-130.5004,-7.2179,-1.4409,50.0015,6.3189,5.621,13.2,7.2,24,2434,171,101.9,17,314,NA,NA,NA,FALSE,-28.9,5.2,-6.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA
716750,"2023-09-02",0,"2023-09-03T02:07:59.313Z","2023-09-03T02:08:05.073Z",TRUE,"pitch","9a678e95-4a10-4816-951d-b21c899e0f75",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7283,1.7564,NA,144.44,146.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Double","double","Michael Massey doubles (16) on a sharp line drive to right fielder Alex Verdugo.",0,9,5,85,"bottom",9,"2023-09-03T02:07:43.165Z","2023-09-03T02:08:24.901Z",TRUE,FALSE,FALSE,FALSE,34,1,0,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.7,74.7,1,2,0.4625,6.4746,25.0765,-46.3023,4.4451,-9.9693,-0.7198,3.4246,0.8875,-118.9057,2.4918,-1.6761,50.0046,6.5972,6.2975,8.4,13.2,24,2906,27,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-17,-8.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",6,"2023-09-03T02:07:29.139Z","2023-09-03T02:07:34.671Z",TRUE,"pitch","159dd8ce-5252-492e-b724-0df9b1078298",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,1,NA,NA,3.2,1.53,NA,132.16,150.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.7,1,2,0.3918,6.9902,32.7253,-9.8231,-1.0284,11.3055,-0.3977,3.2769,3.4197,-139.9897,-6.7288,-1.5035,50.0034,6.3607,-2.0333,6,2.4,24,2369,188,NA,NA,NA,NA,NA,NA,TRUE,-10.4,19.2,1.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",5,"2023-09-03T02:07:09.017Z","2023-09-03T02:07:14.800Z",TRUE,"pitch","3cbb04c5-c38b-497e-ba7f-d9af5fc1b3c0",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.53,NA,108.17,159.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,78.4,2,2,0.4407,6.6277,26.1744,-27.1525,8.1078,3.2135,0.2316,2.9337,2.2148,-124.5341,-2.6413,-1.7237,50.0039,6.2657,12.6708,25.2,8.4,24,2880,88,NA,NA,NA,NA,NA,NA,FALSE,-32,5.4,-15.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",4,"2023-09-03T02:06:51.997Z","2023-09-03T02:06:55.610Z",TRUE,"pitch","2f807ce7-e73f-4b08-bc65-329edddc9a58",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.204,1.5824,NA,124.93,136.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,78.6,11,2,0.4404,6.5497,24.0251,-27.5674,6.361,2.9417,-0.2079,3.7938,1.4809,-124.1926,-1.1647,-1.6381,50.0047,6.554,9.974,20.4,7.2,24,1761,27,NA,NA,NA,NA,NA,NA,FALSE,-32.2,5.3,-11.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",3,"2023-09-03T02:06:36.584Z","2023-09-03T02:06:39.904Z",TRUE,"pitch","b6862a38-d290-4734-bf51-bc3dfb97e61f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2344,1.5824,NA,115.62,110.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.2,12,2,0.3925,6.7845,33.5201,-10.1904,-0.5674,11.1644,0.0362,4.7612,3.289,-139.9085,-3.1901,-1.0843,50.0057,6.591,-1.1179,1.2,2.4,24,2445,191,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.7,0.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",2,"2023-09-03T02:06:18.301Z","2023-09-03T02:06:21.478Z",TRUE,"pitch","f5c4a1db-629c-44e1-a21e-3f82971cb4e3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.2,1.53,NA,134.34,167.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88,4,2,0.3918,6.9541,31.3137,-8.9555,-2.5118,11.7307,-0.4549,2.6286,3.1584,-139.7502,-9.1306,-1.273,50.0037,6.5254,-4.972,21.6,2.4,24,2477,183,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.6,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716750,"2023-09-02",1,"2023-09-03T02:05:59.666Z","2023-09-03T02:06:04.678Z",TRUE,"pitch","8c9308c9-cba3-4393-b7fb-4beba6d12303",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.2,1.53,NA,123.51,176.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Freddy Fermin strikes out on a foul tip.",0,9,5,84,"bottom",9,"2023-09-03T02:05:37.648Z","2023-09-03T02:07:34.671Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.8,79.3,5,2,0.4375,6.8378,24.5161,-27.7582,5.4528,2.7771,-0.1708,2.3206,2.2146,-125.0452,-4.1507,-1.7755,50.0013,6.2717,8.6585,18,7.2,24,2440,125,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.3,-10.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
