"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717767,"2023-06-14",2,"2023-06-14T20:08:01.935Z","2023-06-14T20:08:08.300Z",TRUE,"pitch","d895c7fc-dc17-43d2-8609-f10b9a9f80b6",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.79,1.82,NA,113.25,157.37,"line_drive","hard","9",184.79,83.16,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Jordan Walker lines out sharply to right fielder Michael Conforto.",0,8,5,83,"bottom",10,"2023-06-14T20:07:14.095Z","2023-06-14T20:08:08.300Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,691023,"Jordan Walker","/api/v1/people/691023","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.3,5,0.91,0.3868,6.4731,30.4324,-29.2872,-6.1703,1.4194,0.0985,3.0152,7.2973,-141.3048,-0.6568,-1.7086,50.0026,5.1226,-12.551,20.4,6,24,2520,224,106.2,14,323,NA,NA,NA,TRUE,-26.3,2.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717767,"2023-06-14",1,"2023-06-14T20:07:43.207Z","2023-06-14T20:07:46.772Z",TRUE,"pitch","4c8ad09a-4ba5-4afc-8deb-2e588d58b6e6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.79,1.8482,NA,56.24,141.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Jordan Walker lines out sharply to right fielder Michael Conforto.",0,8,5,83,"bottom",10,"2023-06-14T20:07:14.095Z","2023-06-14T20:08:08.300Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,691023,"Jordan Walker","/api/v1/people/691023","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,92.3,12,2,0.3741,6.576,32.0945,-18.8167,-5.2522,6.1418,1.594,3.6077,10.7021,-146.0324,-1.1998,-1.4241,50.0039,5.1479,-11.4259,25.2,3.6,24,2662,223,NA,NA,NA,NA,NA,NA,FALSE,-16,11,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717767,"2023-06-14",0,"2023-06-14T20:07:22.247Z","2023-06-14T20:07:26.277Z",TRUE,"pitch","2ceba029-97fe-426d-953f-74ab232c9f72",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.9024,1.9137,NA,82.05,190.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Jordan Walker lines out sharply to right fielder Michael Conforto.",0,8,5,83,"bottom",10,"2023-06-14T20:07:14.095Z","2023-06-14T20:08:08.300Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,691023,"Jordan Walker","/api/v1/people/691023","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.6,91.9,14,0.92,0.3771,6.5712,30.9598,-26.9822,-8.3009,2.4271,0.9168,1.7888,10.0792,-144.7417,-4.6425,-1.5174,50.0043,5.0476,-17.7717,28.8,6,24,2428,226,NA,NA,NA,NA,NA,NA,FALSE,-23.8,3.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717767,"2023-06-14",2,"2023-06-14T20:06:49.533Z","2023-06-14T20:06:54.371Z",TRUE,"pitch","4725cff1-7846-42ae-8410-99bda3975d06",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.36,1.67,NA,88.11,157.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,8,5,82,"bottom",10,"2023-06-14T20:06:05.191Z","2023-06-14T20:06:54.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101,92.9,3,0.92,0.3716,6.645,32.6636,-16.0489,-3.6742,7.3207,0.758,3.0092,7.8999,-146.9982,-3.6871,-1.4788,50.0038,5.2237,-8.0948,20.4,3.6,24,2615,220,NA,NA,NA,NA,NA,NA,TRUE,-13.9,12.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",680977,"Brendan Donovan","/api/v1/people/680977",NA,NA,NA
717767,"2023-06-14",1,"2023-06-14T20:06:31.879Z","2023-06-14T20:06:35.755Z",TRUE,"pitch","850653bf-d498-4478-9dcc-407a8249c637",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.6017,1.8762,NA,111.07,148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,8,5,82,"bottom",10,"2023-06-14T20:06:05.191Z","2023-06-14T20:06:54.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.8,92.6,2,0.91,0.3724,6.5068,32.375,-17.4916,-4.0847,6.6917,0.1555,3.3383,6.6669,-146.6958,-2.3522,-1.6086,50.007,5.1847,-8.9683,22.8,3.6,24,2612,221,NA,NA,NA,NA,NA,NA,FALSE,-14.9,11.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA
717767,"2023-06-14",0,"2023-06-14T20:06:13.538Z","2023-06-14T20:06:17.116Z",TRUE,"pitch","2874c948-472e-42ea-b1ae-77f944263a2f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.543,1.8466,NA,114.94,176.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Nolan Arenado strikes out swinging.",0,8,5,82,"bottom",10,"2023-06-14T20:06:05.191Z","2023-06-14T20:06:54.371Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.8,8,0.91,0.3813,6.4332,29.9106,-28.0119,-8.3755,1.9903,0.054,2.3249,7.9032,-143.1086,-2.7555,-1.6418,50.0066,5.0363,-17.5515,28.8,6,24,2411,221,NA,NA,NA,NA,NA,NA,FALSE,-24.8,3.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA
717767,"2023-06-14",6,"2023-06-14T20:05:35.071Z","2023-06-14T20:05:41.335Z",TRUE,"pitch","0fc2593b-aabf-42b1-b840-228a57857ab0",7,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,1,NA,NA,3.3636,1.6,NA,43.24,233.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Nolan Gorman walks.",0,8,5,81,"bottom",10,"2023-06-14T20:03:39.637Z","2023-06-14T20:05:41.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.9,14,0.9,0.4166,6.5919,25.6537,-32.6463,2.0755,-0.267,1.9351,0.2101,7.8075,-131.0758,-6.3866,-1.3424,50.0053,5.092,3.6393,8.4,8.4,24,2477,94,NA,NA,NA,NA,NA,NA,FALSE,-35.2,-1.7,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",680977,"Brendan Donovan","/api/v1/people/680977",NA,NA,NA
717767,"2023-06-14",5,"2023-06-14T20:05:16.013Z","2023-06-14T20:05:19.247Z",TRUE,"pitch","0cd43d3e-56eb-46f3-9c4d-dadc586da1e5",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.42,1.6,NA,92.81,192.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Nolan Gorman walks.",0,8,5,81,"bottom",10,"2023-06-14T20:03:39.637Z","2023-06-14T20:05:41.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,82.6,9,0.89,0.4166,6.5957,31.0384,-28.4495,0.8784,2.1292,0.6345,1.7218,5.1464,-132.0341,-3.7724,-1.4629,50.0004,5.289,1.5317,4.8,7.2,24,2582,111,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.1,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA
717767,"2023-06-14",4,"2023-06-14T20:04:57.437Z","2023-06-14T20:05:01.135Z",TRUE,"pitch","be577178-4891-48fe-a220-a4b118c9a355",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3664,1.6325,NA,50.86,207.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Nolan Gorman walks.",0,8,5,81,"bottom",10,"2023-06-14T20:03:39.637Z","2023-06-14T20:05:41.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.4,84.4,14,0.79,0.4093,6.541,31.194,-27.198,-0.1865,2.7503,1.7351,1.1645,8.4069,-134.2205,-5.5993,-1.424,50.0041,5.2343,-0.3383,2.4,6,24,2527,129,NA,NA,NA,NA,NA,NA,FALSE,-28.4,3.8,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA
717767,"2023-06-14",3,"2023-06-14T20:04:35.177Z","2023-06-14T20:04:38.843Z",TRUE,"pitch","e315a3b3-ddf5-4334-b6c0-caca744c8312",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,2,1,NA,NA,3.42,1.6,NA,69.88,228.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","Nolan Gorman walks.",0,8,5,81,"bottom",10,"2023-06-14T20:03:39.637Z","2023-06-14T20:05:41.335Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,669357,"Nolan Gorman","/api/v1/people/669357","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,83,14,0.9,0.4204,6.5026,24.7834,-28.1664,0.9997,2.3233,1.2361,0.3981,6.6301,-129.8203,-6.7911,-1.4708,50.0005,5.1649,1.7213,6,7.2,24,2471,101,NA,NA,NA,NA,NA,NA,FALSE,-31.1,3,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669357,"Nolan Gorman","/api/v1/people/669357",NA,NA,NA,NA,NA,NA
