"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718291,"2023-05-06",5,"2023-05-06T22:54:40.102Z","2023-05-06T22:54:48.824Z",TRUE,"pitch","2d0fe53f-2c9d-4162-9015-b07d1402fd51",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.14,1.51,NA,85.29,181.14,"fly_ball","medium","9",156.74,104.52,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.2,14,0.89,0.4263,5.8497,26.9355,-27.9767,-1.3235,2.5071,0.8318,2.1348,9.1201,-128.5552,-3.8141,-2.5914,50.0006,5.8121,-2.2144,1.2,7.2,24,1665,193,81.2,45,250,NA,NA,NA,TRUE,-31.2,3.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",3,"2023-05-06T22:54:12.627Z","2023-05-06T22:54:15.695Z",TRUE,"pitch","1b57d474-2ea8-4648-b8c8-b65d11acce87",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.14,1.51,NA,148.89,178.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.4,13,0.91,0.3979,5.8787,32.6571,-20.4009,-11.2383,6.148,-0.8367,2.2472,9.0305,-138.0032,-5.6015,-2.7023,50.0064,5.6912,-21.5344,42,6,24,2245,221,NA,NA,NA,NA,NA,NA,FALSE,-20.5,10,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",2,"2023-05-06T22:53:54.025Z","2023-05-06T22:53:57.046Z",TRUE,"pitch","39be0cb6-9fca-4e70-83f6-a3e5ca88ff05",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.078,1.5094,NA,101.23,175.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87,6,0.66,0.3949,6.0856,33.1681,-15.4436,-9.3773,8.5985,0.4138,2.3563,11.5041,-139.0712,-6.1701,-2.5713,50.0031,5.6404,-18.2455,43.2,4.8,24,2290,222,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",0,"2023-05-06T22:53:05.936Z","2023-05-06T22:53:46.900Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",1,"2023-05-06T22:53:46.900Z","2023-05-06T22:53:54.025Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Isaac Paredes replaces Christian Bethancourt.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,670623,"/api/v1/people/670623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,542194,"/api/v1/people/542194",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",4,"2023-05-06T22:54:21.931Z","2023-05-06T22:54:40.102Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,670623,"/api/v1/people/670623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Isaac Paredes flies out to right fielder Isiah Kiner-Falefa.",0,3,2,75,"bottom",9,"2023-05-06T22:53:51.734Z","2023-05-06T22:54:48.824Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",4,"2023-05-06T22:52:04.594Z","2023-05-06T22:52:16.544Z",TRUE,"pitch","154a398b-5d4d-481d-ae12-6c46ac68d238",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.38,1.55,NA,93.98,174.91,"ground_ball","hard","9",203.31,125.62,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double","double","Luke Raley doubles (5) on a sharp ground ball to right fielder Isiah Kiner-Falefa.",0,3,2,74,"bottom",9,"2023-05-06T22:50:41.973Z","2023-05-06T22:52:16.544Z",TRUE,FALSE,FALSE,FALSE,34,2,2,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,82.7,6,0.88,0.417,5.9122,30.2012,-28.1959,-0.3242,2.2769,0.604,2.3656,8.4276,-131.7791,-3.3767,-2.6046,50.0004,5.7658,-0.5679,2.4,7.2,24,1597,199,100.6,6,110,NA,NA,NA,FALSE,-30,3.5,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,670042,"Luke Raley","/api/v1/people/670042",NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",3,"2023-05-06T22:51:45.488Z","2023-05-06T22:51:48.488Z",TRUE,"pitch","70195744-98e7-4a83-9215-0bb862b4ce7f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.38,1.55,NA,88.74,207.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double","double","Luke Raley doubles (5) on a sharp ground ball to right fielder Isiah Kiner-Falefa.",0,3,2,74,"bottom",9,"2023-05-06T22:50:41.973Z","2023-05-06T22:52:16.544Z",TRUE,FALSE,FALSE,FALSE,34,2,2,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,79.9,14,0.9,0.4327,5.8945,28.8562,-29.6903,-0.4274,1.5373,0.7414,1.1599,8.4635,-127.1463,-5.247,-2.5913,50.0056,5.6392,-0.6929,2.4,7.2,24,1597,177,NA,NA,NA,NA,NA,NA,FALSE,-34.4,1.7,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",2,"2023-05-06T22:51:29.424Z","2023-05-06T22:51:32.534Z",TRUE,"pitch","c63012d0-1e24-4342-881f-3e464a9bca51",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3179,1.5494,NA,167.97,138.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double","double","Luke Raley doubles (5) on a sharp ground ball to right fielder Isiah Kiner-Falefa.",0,3,2,74,"bottom",9,"2023-05-06T22:50:41.973Z","2023-05-06T22:52:16.544Z",TRUE,FALSE,FALSE,FALSE,34,2,2,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.7,11,0.9,0.3905,5.8422,34.1698,-14.2876,-6.6407,8.9911,-1.3372,3.7075,5.6803,-140.6845,-3.592,-2.5272,50.0037,5.9369,-13.2117,38.4,3.6,24,2364,217,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718291,"2023-05-06",1,"2023-05-06T22:51:05.113Z","2023-05-06T22:51:08.113Z",TRUE,"pitch","549ef9ea-ae4c-4d61-bd4e-259dc499d88b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.38,1.55,NA,106.37,172.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double","double","Luke Raley doubles (5) on a sharp ground ball to right fielder Isiah Kiner-Falefa.",0,3,2,74,"bottom",9,"2023-05-06T22:50:41.973Z","2023-05-06T22:52:16.544Z",TRUE,FALSE,FALSE,FALSE,34,2,2,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",641656,"Ian Hamilton","/api/v1/people/641656","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.6,6,0.9,0.4234,5.8003,27.7509,-29.582,-0.2854,1.5308,0.2788,2.4482,7.5866,-129.511,-2.8324,-2.6549,50.0024,5.8249,-0.4833,2.4,7.2,24,1517,199,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.3,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
