"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718546,"2023-04-16",2,"2023-04-16T23:32:32.059Z","2023-04-16T23:32:39.509Z",TRUE,"pitch","b91b79a0-9eea-47c8-8959-9545ef728f15",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.02,1.48,NA,96.27,189.81,"ground_ball","medium","5",103.55,166.67,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Esteury Ruiz grounds out, third baseman Eduardo Escobar to first baseman Pete Alonso.",0,4,3,86,"bottom",10,"2023-04-16T23:31:16.612Z","2023-04-16T23:32:39.509Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.4,77.6,9,0.9,0.4475,6.777,26.2319,-43.3633,5.4888,-7.3866,0.5438,1.8138,5.1378,-122.8059,-0.813,-2.2951,50.0045,5.865,8.3121,12,12,24,2583,41,82.1,-26,4,NA,NA,NA,TRUE,-52,-13.3,-11.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",1,"2023-04-16T23:32:05.303Z","2023-04-16T23:32:09.867Z",TRUE,"pitch","ac554365-1bca-4c32-9432-7d5646bf686a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.02,1.48,NA,129.6,160.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Esteury Ruiz grounds out, third baseman Eduardo Escobar to first baseman Pete Alonso.",0,4,3,86,"bottom",10,"2023-04-16T23:31:16.612Z","2023-04-16T23:32:39.509Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,86.3,1,2,0.4014,6.7847,26.7144,-13.5901,-1.4317,9.8287,-0.3305,2.9079,5.9713,-135.8947,-5.3392,-2.3599,50.0029,5.8246,-2.7073,6,3.6,24,2658,189,NA,NA,NA,NA,NA,NA,FALSE,-14,17,1.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",0,"2023-04-16T23:31:45.371Z","2023-04-16T23:31:50.038Z",TRUE,"pitch","70978297-764d-49a7-9bf7-5c5fe8a26b66",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.02,1.48,NA,100.81,165.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Groundout","field_out","Esteury Ruiz grounds out, third baseman Eduardo Escobar to first baseman Pete Alonso.",0,4,3,86,"bottom",10,"2023-04-16T23:31:16.612Z","2023-04-16T23:32:39.509Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,84.6,3,2,0.4088,6.9195,27.1591,-12.4073,-1.1465,10.8569,0.4248,2.7253,7.7953,-133.6725,-5.6425,-2.3726,50.0039,5.7444,-2.0884,2.4,3.6,24,2643,188,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.7,0.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",6,"2023-04-16T23:31:03.046Z","2023-04-16T23:31:08.048Z",TRUE,"pitch","c9b69687-5ad8-4de3-a3c3-47fb45a4b719",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.39,1.67,NA,118.19,180.72,"ground_ball","medium","3",145.17,168.7,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.1,79,8,2,0.4385,6.5845,26.8076,-39.6758,1.4504,-4.7509,-0.0313,2.1504,5.8453,-125.2172,-0.9703,-2.5907,50.0055,5.8077,2.288,4.8,10.8,24,2597,44,87.8,-28,5,NA,NA,NA,TRUE,-45.7,-8.5,-4.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,676116,"Ryan Noda","/api/v1/people/676116",669127,"Shea Langeliers","/api/v1/people/669127"
718546,"2023-04-16",4,"2023-04-16T23:30:22.941Z","2023-04-16T23:30:27.889Z",TRUE,"pitch","02fd1db4-a73c-4fed-a048-42331f2e2b1e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.39,1.67,NA,122.18,202.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.8,79.5,13,2,0.4383,6.5669,25.0503,-43.1302,1.2708,-6.9282,-0.1358,1.3418,5.5651,-124.9349,-2.3247,-2.5568,50.0035,5.8276,2.0083,3.6,10.8,24,2637,43,NA,NA,NA,NA,NA,NA,FALSE,-49.9,-12.8,-3.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",3,"2023-04-16T23:29:54.778Z","2023-04-16T23:30:00.182Z",TRUE,"pitch","62d069c2-8267-4787-8265-030bd4556ebb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.39,1.67,NA,110.61,160.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,85.5,2,2,0.404,6.8885,27.5802,-13.24,-1.9198,10.1582,0.1675,2.8882,7.6587,-135.204,-5.1138,-2.444,50.0034,5.7225,-3.5789,8.4,3.6,24,2611,197,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.5,1.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",1,"2023-04-16T23:29:11.129Z","2023-04-16T23:29:19.572Z",TRUE,"pitch","0c8c66ce-df52-4759-8ccb-bcb2cdad7906",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3973,1.7524,NA,93.63,217.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,81.2,14,2,0.4308,6.7543,22.3628,-27.7667,1.4439,2.6787,0.6131,0.7932,6.8656,-126.4613,-6.7782,-2.3087,50.0003,5.6937,2.3695,7.2,7.2,24,2877,119,NA,NA,NA,NA,NA,NA,FALSE,-32.2,3.7,-4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",0,"2023-04-16T23:28:52.584Z","2023-04-16T23:29:11.129Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Conner Capel replaces Kevin Smith.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,668843,"/api/v1/people/668843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,675656,"/api/v1/people/675656",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",2,"2023-04-16T23:29:32.572Z","2023-04-16T23:29:54.778Z",FALSE,"action",NA,NA,"Wild pitch by pitcher David Robertson. Shea Langeliers to 3rd. Ryan Noda to 2nd.","Wild Pitch",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,669127,"/api/v1/people/669127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0c8c66ce-df52-4759-8ccb-bcb2cdad7906","wild_pitch",NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718546,"2023-04-16",5,"2023-04-16T23:30:42.570Z","2023-04-16T23:31:03.046Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,668843,"/api/v1/people/668843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Conner Capel grounds out to first baseman Pete Alonso.",0,4,3,85,"bottom",10,"2023-04-16T23:29:08.984Z","2023-04-16T23:31:08.048Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,668843,"Conner Capel","/api/v1/people/668843","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
