"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745824,"2024-05-26",1,"2024-05-26T19:57:30.551Z","2024-05-26T19:57:38.902Z",TRUE,"pitch","2b7b53e6-cc46-41ab-89d5-06d4ba250d7c",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.29,1.57,NA,111.04,179.01,"line_drive","medium","8",107.64,107.48,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Omar Narváez singles on a line drive to center fielder Luis Matos. Jeff McNeil scores. Harrison Bader to 3rd. Brett Baty to 2nd.",1,3,4,71,"bottom",9,"2024-05-26T19:56:29.872Z","2024-05-26T19:57:38.902Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.4,75.5,5,2,0.4555,5.9056,24.4436,-47.2362,-2.2659,-10.3027,0.1564,2.2137,8.8221,-120.4644,11.9784,-3.2663,50.0003,1.3594,-3.3157,2.4,12,24,1965,335,76.4,15,181,NA,NA,NA,FALSE,-55.2,-15.1,1.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,683146,"Brett Baty","/api/v1/people/683146",664056,"Harrison Bader","/api/v1/people/664056",553882,"Omar Narváez","/api/v1/people/553882",NA,NA,NA,NA
745824,"2024-05-26",0,"2024-05-26T19:57:12.306Z","2024-05-26T19:57:16.531Z",TRUE,"pitch","edb78311-495e-471b-9699-364737dfa62e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.29,1.57,NA,105.71,163.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Omar Narváez singles on a line drive to center fielder Luis Matos. Jeff McNeil scores. Harrison Bader to 3rd. Brett Baty to 2nd.",1,3,4,71,"bottom",9,"2024-05-26T19:56:29.872Z","2024-05-26T19:57:38.902Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.6,76.6,3,2,0.4518,6.1887,21.3478,-44.5942,1.5074,-8.326,0.2963,2.7864,7.8858,-120.7669,12.6698,-3.194,50.0026,1.3843,2.248,4.8,12,24,2000,316,NA,NA,NA,NA,NA,NA,FALSE,-51.4,-12,-4.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",1,"2024-05-26T19:56:26.625Z","2024-05-26T19:56:26.659Z",FALSE,"no_pitch","07458246-0716-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Tyler Rogers intentionally walks Brett Baty.",0,3,3,70,"bottom",9,"2024-05-26T19:55:44.317Z","2024-05-26T19:56:28.688Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",2,"2024-05-26T19:56:26.659Z","2024-05-26T19:56:26.660Z",FALSE,"no_pitch","07458246-0716-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Tyler Rogers intentionally walks Brett Baty.",0,3,3,70,"bottom",9,"2024-05-26T19:55:44.317Z","2024-05-26T19:56:28.688Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",3,"2024-05-26T19:56:26.660Z","2024-05-26T19:56:26.661Z",FALSE,"no_pitch","07458246-0716-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Tyler Rogers intentionally walks Brett Baty.",0,3,3,70,"bottom",9,"2024-05-26T19:55:44.317Z","2024-05-26T19:56:28.688Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",4,"2024-05-26T19:56:26.661Z","2024-05-26T19:56:28.688Z",FALSE,"no_pitch","07458246-0716-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Tyler Rogers intentionally walks Brett Baty.",0,3,3,70,"bottom",9,"2024-05-26T19:55:44.317Z","2024-05-26T19:56:28.688Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664056,"Harrison Bader","/api/v1/people/664056",643446,"Jeff McNeil","/api/v1/people/643446",683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA
745824,"2024-05-26",0,"2024-05-26T19:56:07.100Z","2024-05-26T19:56:26.625Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Intent Walk","intent_walk","Tyler Rogers intentionally walks Brett Baty.",0,3,3,70,"bottom",9,"2024-05-26T19:55:44.317Z","2024-05-26T19:56:28.688Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Loaded",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",2,"2024-05-26T19:55:28.902Z","2024-05-26T19:55:40.903Z",TRUE,"pitch","4e80a531-f8db-472c-a3f9-73a3a5185a8a",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.1,1.5,NA,98.02,137.21,"line_drive","medium","7",56,126,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Harrison Bader doubles (6) on a line drive to left fielder Heliot Ramos. Brandon Nimmo scores. Starling Marte scores. Jeff McNeil to 3rd.",2,3,3,69,"bottom",9,"2024-05-26T19:54:03.878Z","2024-05-26T19:55:40.903Z",TRUE,TRUE,FALSE,FALSE,71,1,1,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76,69.3,12,2,0.4975,5.9156,18.7439,-23.6324,2.1273,6.9529,0.498,3.762,7.799,-109.93,10.5713,-3.3662,50.0037,1.3991,2.6124,10.8,7.2,24,2375,119,74,15,163,NA,NA,NA,FALSE,-32,15.7,-5.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664056,"Harrison Bader","/api/v1/people/664056",643446,"Jeff McNeil","/api/v1/people/643446",NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",1,"2024-05-26T19:55:12.946Z","2024-05-26T19:55:17.245Z",TRUE,"pitch","6a4ee0bb-5aeb-46dd-a73b-9b4af4082341",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2124,1.5076,NA,75.67,187.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Harrison Bader doubles (6) on a line drive to left fielder Heliot Ramos. Brandon Nimmo scores. Starling Marte scores. Jeff McNeil to 3rd.",2,3,3,69,"bottom",9,"2024-05-26T19:54:03.878Z","2024-05-26T19:55:40.903Z",TRUE,TRUE,FALSE,FALSE,71,1,1,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",75.1,68.8,14,2,0.5024,5.8112,18.54,-22.7075,4.131,7.861,1.0842,1.9149,8.2568,-108.8919,6.6117,-3.2887,50.0051,1.2933,4.9765,16.8,7.2,24,2331,118,NA,NA,NA,NA,NA,NA,FALSE,-32.4,16.3,-9.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745824,"2024-05-26",0,"2024-05-26T19:54:35.687Z","2024-05-26T19:54:41.089Z",TRUE,"pitch","0739c81d-cc28-402e-93e8-db90ee0368d0",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.1,1.5,NA,88,169.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Harrison Bader doubles (6) on a line drive to left fielder Heliot Ramos. Brandon Nimmo scores. Starling Marte scores. Jeff McNeil to 3rd.",2,3,3,69,"bottom",9,"2024-05-26T19:54:03.878Z","2024-05-26T19:55:40.903Z",TRUE,TRUE,FALSE,FALSE,71,1,1,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",84.8,76.6,6,2,0.4486,6.0114,25.496,-45.1677,-1.663,-8.619,0.7608,2.5756,10.3113,-122.3788,12.1941,-3.3019,50.002,1.4039,-2.5088,0,12,24,1945,326,NA,NA,NA,NA,NA,NA,FALSE,-50.9,-12,0.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
