"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716603,"2023-09-13",8,"2023-09-14T01:03:30.615Z","2023-09-14T01:03:33.819Z",TRUE,"pitch","128361fe-f325-4fad-be5a-e840ab281686",9,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.14,1.51,NA,112.29,209.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87,80.6,14,0.91,0.4318,5.97,23.6865,-30.5406,-9.8519,0.9961,0.1235,1.0715,9.0208,-126.4381,-4.2017,-2.1957,50.0003,5.182,-16.0877,25.2,8.4,24,1327,264,NA,NA,NA,NA,NA,NA,TRUE,-34.9,1.1,16,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",7,"2023-09-14T01:03:05.781Z","2023-09-14T01:03:09.681Z",TRUE,"pitch","a7422cfa-4032-4548-8080-0a7337027373",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.51,NA,88.95,212.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.2,14,0.89,0.4308,6.0663,27.1566,-25.0415,-10.5387,4.3587,0.7359,0.9665,10.8619,-127.35,-5.4284,-2.2237,50.0009,5.1169,-17.2375,30,7.2,24,1377,253,NA,NA,NA,NA,NA,NA,FALSE,-29,6.7,16.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",6,"2023-09-14T01:02:43.750Z","2023-09-14T01:02:48.347Z",TRUE,"pitch","1ed952c9-f8f2-43b1-8e42-fc373a0510f6",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.51,NA,117.14,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.1,80.1,5,0.91,0.4346,5.9254,21.8925,-33.501,-8.6147,-0.8203,-0.0037,2.2957,8.2216,-125.3341,-0.8416,-2.1847,50.0047,5.3372,-13.9062,20.4,8.4,24,1393,266,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-1.4,14,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",5,"2023-09-14T01:02:21.113Z","2023-09-14T01:02:24.113Z",TRUE,"pitch","0c78c9d5-a699-4cd5-a9ad-c8e7fec86c8f",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.51,NA,111.59,146.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.4,12,0.93,0.3985,5.9991,29.3001,-14.4895,-8.5738,9.2347,0.1419,3.3998,9.8223,-137.2523,-2.5277,-2.3628,50.0036,5.3149,-16.4213,43.2,4.8,24,2501,231,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.4,13.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",4,"2023-09-14T01:01:59.269Z","2023-09-14T01:02:03.800Z",TRUE,"pitch","1726a557-198a-4e0a-811b-ca7deff0730c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.51,NA,98.55,211.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.7,79.2,14,0.91,0.4363,5.9763,27.0005,-31.1886,-8.99,0.622,0.4841,0.999,9.5665,-125.8239,-4.1768,-2.2104,50.0054,5.2252,-14.328,21.6,8.4,24,1300,261,NA,NA,NA,NA,NA,NA,FALSE,-36.5,0.4,13.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",3,"2023-09-14T01:01:38.403Z","2023-09-14T01:01:41.403Z",TRUE,"pitch","889f166a-8a2f-4b9b-af32-c5276bdb6c46",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.51,NA,124.18,156.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.8,2,0.92,0.3999,5.9722,31.6099,-16.0659,-9.6015,8.4867,-0.1884,3.0355,8.9351,-137.2068,-3.0353,-2.2466,50.0034,5.257,-18.2265,44.4,4.8,24,2528,229,NA,NA,NA,NA,NA,NA,FALSE,-16,14.9,15.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",2,"2023-09-14T01:01:21.029Z","2023-09-14T01:01:24.029Z",TRUE,"pitch","b1a7ad78-84d0-4fd1-a892-28ca9a467632",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.14,1.51,NA,107.99,152.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.7,2,0.92,0.4007,5.9117,31.1262,-17.8505,-10.0836,7.5753,0.2364,3.2103,10.2546,-136.8559,-2.1544,-2.255,50.0013,5.2347,-19.0637,42,4.8,24,2490,228,NA,NA,NA,NA,NA,NA,FALSE,-17.5,13.4,16,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",1,"2023-09-14T01:01:05.652Z","2023-09-14T01:01:11.247Z",TRUE,"pitch","9c8a786c-b5a2-4efc-9cf0-285e88196383",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2031,1.5091,NA,76.94,172.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86,12,0.91,0.4007,5.9802,29.8103,-17.8127,-10.9768,7.5849,1.0509,2.4544,12.3748,-136.6439,-4.1161,-2.1081,50.0007,5.2023,-20.7779,44.4,6,24,2529,230,NA,NA,NA,NA,NA,NA,FALSE,-18,13,17.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",0,"2023-09-14T01:00:50.993Z","2023-09-14T01:00:55.514Z",TRUE,"pitch","3734449e-7736-4699-929d-65f5d38d88d1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2289,1.5866,NA,81.13,158.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Marsh strikes out swinging.",0,4,1,70,"bottom",9,"2023-09-14T01:00:37.986Z","2023-09-14T01:03:33.819Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.4,12,0.92,0.3987,6.021,29.9926,-17.6076,-10.2389,7.6169,0.9409,2.9598,12.0201,-137.3034,-3.1714,-2.1604,50.0007,5.3258,-19.5758,43.2,4.8,24,2495,227,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.3,16.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716603,"2023-09-13",2,"2023-09-14T01:00:13.039Z","2023-09-14T01:00:22.725Z",TRUE,"pitch","e497e218-b779-4a3a-8608-29323714a511",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.23,1.53,NA,102.2,165.88,"fly_ball","medium","8",108.51,53.45,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Bryson Stott flies out to center fielder Michael Harris II.",0,4,1,69,"bottom",9,"2023-09-14T00:59:32.995Z","2023-09-14T01:00:22.725Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,681082,"Bryson Stott","/api/v1/people/681082","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.5,6,0.92,0.3987,6.0288,29.1592,-17.852,-10.1524,7.4856,0.3882,2.7001,10.8977,-137.1533,-3.5335,-2.3098,50.0003,5.2161,-19.4192,43.2,4.8,24,2533,228,98.2,34,364,NA,NA,NA,TRUE,-17.6,13,16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
