"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717413,"2023-07-14",4,"2023-07-15T01:10:19.462Z","2023-07-15T01:10:25.500Z",TRUE,"pitch","007466ef-359f-42ab-ad5a-175536321065",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.62,1.81,NA,85.01,140.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,4,0,51,"top",7,"2023-07-15T01:09:10.084Z","2023-07-15T01:10:25.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,12,0.89,0.4019,6.1232,30.4532,-16.9292,-4.0519,8.1063,0.8392,3.6536,9.8073,-136.3744,-1.3065,-2.2797,50.0013,5.3086,-7.6197,18,3.6,24,2112,222,NA,NA,NA,NA,NA,NA,TRUE,-16.6,14.6,5.3,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",3,"2023-07-15T01:10:04.290Z","2023-07-15T01:10:08.341Z",TRUE,"pitch","7ac6ebd0-fd9d-4f3f-96e1-27f9c4a4429b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.6197,1.7944,NA,144.09,163.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,4,0,51,"top",7,"2023-07-15T01:09:10.084Z","2023-07-15T01:10:25.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,80.3,4,0.85,0.4303,6.0136,24.7521,-31.2664,-8.7643,0.5554,-0.7108,2.7738,7.4133,-127.0321,0.293,-2.5208,50.0059,5.1321,-14.4015,22.8,8.4,24,1245,260,NA,NA,NA,NA,NA,NA,FALSE,-34.4,1.3,14.3,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",2,"2023-07-15T01:09:50.801Z","2023-07-15T01:09:55.084Z",TRUE,"pitch","8c29b80c-029c-4cdf-904f-eb4db6e2b92e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6325,1.8231,NA,140.34,133.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,4,0,51,"top",7,"2023-07-15T01:09:10.084Z","2023-07-15T01:10:25.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.4,11,0.9,0.4055,5.934,32.0178,-18.3297,-4.959,7.5091,-0.6124,3.8874,7.1056,-135.5317,-0.4569,-2.6344,50.006,5.3482,-9.1477,21.6,4.8,24,2086,226,NA,NA,NA,NA,NA,NA,FALSE,-18,13.7,7.3,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",1,"2023-07-15T01:09:28.443Z","2023-07-15T01:09:36.972Z",TRUE,"pitch","92514521-c088-4198-9329-28c7eb2db941",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.62,1.81,NA,130.04,183.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,4,0,51,"top",7,"2023-07-15T01:09:10.084Z","2023-07-15T01:10:25.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,73.7,7,0.91,0.4701,5.8886,23.8411,-43.5419,3.9217,-8.2824,-0.3421,2.0478,4.0256,-116.9147,1.7272,-2.6014,50.0039,5.4131,5.3812,8.4,13.2,24,1865,45,NA,NA,NA,NA,NA,NA,FALSE,-56.9,-14.2,-8.2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",0,"2023-07-15T01:09:17.443Z","2023-07-15T01:09:21.588Z",TRUE,"pitch","2444d02e-f415-40ad-9f48-87b9fb3e8087",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6197,1.7371,NA,57.38,188.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Freddie Freeman strikes out swinging.",0,4,0,51,"top",7,"2023-07-15T01:09:10.084Z","2023-07-15T01:10:25.500Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.2,14,0.9,0.4175,6.3281,25.4998,-22.327,-0.195,5.6381,1.564,1.876,10.0521,-130.782,-4.3239,-2.2909,50.0007,5.2084,-0.3407,3.6,4.8,24,2244,197,NA,NA,NA,NA,NA,NA,FALSE,-24.1,9.5,-1.7,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",3,"2023-07-15T01:08:47.184Z","2023-07-15T01:08:57.704Z",TRUE,"pitch","c8a05e1f-ffe3-49c5-ad20-21dc5ee0c04b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.16,1.5,NA,107.24,181.5,"fly_ball","medium","9",186.82,112.41,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,4,0,50,"top",7,"2023-07-15T01:08:21.037Z","2023-07-15T01:08:57.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.4,5,0.91,0.4001,6.0714,28.9326,-25.6096,-10.0478,3.4503,0.256,2.1217,10.9019,-136.6968,-3.4327,-2.4703,50.0004,5.1435,-19.095,32.4,7.2,24,1947,224,93.8,50,264,NA,NA,NA,TRUE,-25.2,5.8,16,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",2,"2023-07-15T01:08:33.856Z","2023-07-15T01:08:38.763Z",TRUE,"pitch","44e08607-f5ce-44ab-a8d7-7a9238cf435d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.0297,1.5078,NA,52.83,189.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,4,0,50,"top",7,"2023-07-15T01:08:21.037Z","2023-07-15T01:08:57.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.6,83.8,14,0.9,0.415,6.0948,25.6309,-21.6655,0.1586,5.9463,1.6834,1.8211,10.4826,-131.5421,-4.7821,-2.3595,50.0042,5.2507,0.2797,6,4.8,24,2121,202,NA,NA,NA,NA,NA,NA,FALSE,-23.3,10,-2.4,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",1,"2023-07-15T01:08:23.235Z","2023-07-15T01:08:27.165Z",TRUE,"pitch","196490c6-173a-43fe-b96b-3254789e0d14",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2594,1.4505,NA,91.64,154.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,4,0,50,"top",7,"2023-07-15T01:08:21.037Z","2023-07-15T01:08:57.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.4,82.1,3,0.91,0.4234,6.1689,23.178,-24.7624,0.965,4.3585,0.6652,3.1192,7.9735,-128.6897,-0.8234,-2.5809,50.0046,5.3374,1.6396,7.2,6,24,2182,181,NA,NA,NA,NA,NA,NA,FALSE,-26.6,7.9,-3.2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",0,"2023-07-15T01:06:24.143Z","2023-07-15T01:08:23.235Z",FALSE,"action",NA,NA,"Pitching Change: Trevor Gott replaces David Peterson.","Pitching Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,641627,"/api/v1/people/641627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"50","atBat","Flyout","field_out","Mookie Betts flies out to right fielder Starling Marte.",0,4,0,50,"top",7,"2023-07-15T01:08:21.037Z","2023-07-15T01:08:57.704Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,605141,"Mookie Betts","/api/v1/people/605141","R","Right",641627,"Trevor Gott","/api/v1/people/641627","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",5,"2023-07-15T01:05:32.945Z","2023-07-15T01:05:38.632Z",TRUE,"pitch","f208e5b7-619d-4d5d-bb62-90c34040229d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.43,1.66,NA,132.86,210.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.4,82.1,13,0.68,0.4218,5.7299,27.4424,-22.0972,0.1938,5.8989,-0.416,1.035,-4.3032,-129.9059,-7.9289,1.2373,50.0018,5.809,0.3319,1.2,6,24,2534,169,NA,NA,NA,NA,NA,NA,TRUE,-25.2,9.1,0.6,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",4,"2023-07-15T01:05:11.571Z","2023-07-15T01:05:16.532Z",TRUE,"pitch","35db907c-90b7-4506-aa05-c05ab202c462",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4299,1.6225,NA,134.17,138.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.8,11,0.9,0.4057,5.907,28.9242,-14.9706,3.0576,9.32,-0.4505,3.7164,-5.6433,-134.919,-3.1269,1.2696,50.0063,5.9434,5.6466,15.6,3.6,24,2384,142,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.4,-4.3,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",3,"2023-07-15T01:04:53.098Z","2023-07-15T01:04:57.445Z",TRUE,"pitch","3fa1bbc8-085e-4da4-acc3-4b008f5e8f0a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4299,1.7085,NA,83.98,97.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,84.2,12,0.91,0.4052,5.4581,32.7872,-15.4468,3.101,9.0675,0.8662,5.2244,-3.0538,-135.7377,0.8769,1.609,50.0063,5.9811,5.7234,18,3.6,24,2432,144,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.8,-4.9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",1,"2023-07-15T01:04:20.140Z","2023-07-15T01:04:24.557Z",TRUE,"pitch","8b5334f0-6c74-449d-805c-033fb70b8e4b",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.43,1.66,NA,99.34,203.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.7,14,0.91,0.4456,5.9742,24.7314,-26.263,9.9102,3.8639,0.4632,1.3038,-5.565,-122.9812,-5.1494,1.4696,50.0012,5.6564,15.156,27.6,8.4,24,1928,130,NA,NA,NA,NA,NA,NA,FALSE,-32.3,6,-16.6,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",0,"2023-07-15T01:04:03.743Z","2023-07-15T01:04:07.220Z",TRUE,"pitch","b30f4cf0-1850-4c7f-9717-b505f983082b",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.43,1.66,NA,118.24,190.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,79,8,0.91,0.4369,6.1055,26.645,-26.9403,10.2489,3.2866,-0.0324,1.7767,-6.9371,-125.6205,-4.4855,1.4404,50,5.7885,16.295,27.6,8.4,24,2057,127,NA,NA,NA,NA,NA,NA,FALSE,-31.8,5,-16.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",2,"2023-07-15T01:04:29.539Z","2023-07-15T01:04:53.098Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,624413,"/api/v1/people/624413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Pete Alonso strikes out swinging.",0,4,0,49,"bottom",6,"2023-07-15T01:03:44.817Z","2023-07-15T01:05:38.632Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",3,"2023-07-15T01:03:32.445Z","2023-07-15T01:03:38.401Z",TRUE,"pitch","45c95d93-d9dc-40b8-a2e8-cc49c70a72e8",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.3399,1.5365,NA,110.55,192.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Francisco Lindor called out on strikes.",0,4,0,48,"bottom",6,"2023-07-15T01:02:20.868Z","2023-07-15T01:03:38.401Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,596019,"Francisco Lindor","/api/v1/people/596019","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.2,8,0.9,0.4057,5.8362,28.2092,-12.8297,3.0548,10.4669,0.1692,1.7299,-4.0226,-134.8184,-8.3028,1.281,50.0029,5.7468,5.6461,18,3.6,24,2440,153,NA,NA,NA,NA,NA,NA,TRUE,-14.3,17.4,-4.7,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717413,"2023-07-14",2,"2023-07-15T01:03:14.405Z","2023-07-15T01:03:19.261Z",TRUE,"pitch","3dbac1b3-3dfc-4f00-ba0d-1bb235b8b54a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.34,1.55,NA,104.32,194.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Strikeout","strikeout","Francisco Lindor called out on strikes.",0,4,0,48,"bottom",6,"2023-07-15T01:02:20.868Z","2023-07-15T01:03:38.401Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,596019,"Francisco Lindor","/api/v1/people/596019","R","Right",628711,"Julio Urías","/api/v1/people/628711","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,78.2,9,0.89,0.4436,5.6673,23.2406,-27.6216,8.4325,2.9482,0.3326,1.6253,-5.4947,-123.2175,-4.3618,1.4898,50.0051,5.7378,13.0384,22.8,8.4,24,1788,129,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4.6,-14,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
