"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718040,"2023-05-24",3,"2023-05-25T03:27:57.880Z","2023-05-25T03:28:01.631Z",TRUE,"pitch","e2de03f2-c889-42cf-a3d9-9b820d52085d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.77,1.76,NA,115.76,115.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,9,6,78,"bottom",9,"2023-05-25T03:26:21.338Z","2023-05-25T03:28:01.631Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,92.2,12,2,0.3725,6.5164,35.1654,-6.2265,-4.8418,11.8501,0.0325,4.5799,1.585,-147.0997,-5.4073,0.1154,50.0006,6.8119,-10.6005,54,2.4,24,2391,178,NA,NA,NA,NA,NA,NA,TRUE,-6.2,20.5,8.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",1,"2023-05-25T03:27:17.269Z","2023-05-25T03:27:23.230Z",TRUE,"pitch","435e55de-4faf-42fe-a28f-b35b820e22ad",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.77,1.76,NA,146.57,153.81,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,9,6,78,"bottom",9,"2023-05-25T03:26:21.338Z","2023-05-25T03:28:01.631Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100,91.4,1,2,0.3766,6.5425,34.2459,-7.8816,-3.6006,11.3425,-0.7758,3.1471,-1.6307,-145.4518,-8.8257,0.26,50.0029,6.6993,-7.7114,39.6,2.4,24,2585,179,NA,NA,NA,NA,NA,NA,FALSE,-8.4,19,6.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",0,"2023-05-25T03:26:52.252Z","2023-05-25T03:26:55.353Z",TRUE,"pitch","f520e36e-3a5c-40f3-a2dd-fd6af3b74c73",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.77,1.76,NA,91.19,183.38,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,9,6,78,"bottom",9,"2023-05-25T03:26:21.338Z","2023-05-25T03:28:01.631Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.2,90.4,9,2,0.3809,6.8109,34.3184,-4.6686,-2.1739,13.1425,0.677,2.0519,1.5957,-143.9643,-12.0307,0.3972,50.0037,6.5798,-4.5504,28.8,1.2,24,2386,182,NA,NA,NA,NA,NA,NA,FALSE,-6.5,21.5,3.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",2,"2023-05-25T03:27:40.890Z","2023-05-25T03:27:57.880Z",FALSE,"action",NA,NA,"Aaron Judge advances to 2nd on defensive indifference.","Defensive Indiff",9,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,592450,"/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"435e55de-4faf-42fe-a28f-b35b820e22ad","defensive_indiff",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,9,6,78,"bottom",9,"2023-05-25T03:26:21.338Z","2023-05-25T03:28:01.631Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",5,"2023-05-25T03:26:17.291Z","2023-05-25T03:26:21.749Z",TRUE,"pitch","58b89b47-5c59-4cda-a6d0-ea0461e3fb35",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.9891,1.7213,NA,81.76,102.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,88.6,12,2,0.3865,6.6266,34.2332,-9.5721,-5.65,11.1271,0.9245,5.0343,3.5561,-142.029,-3.6803,0.3867,50.007,6.9617,-11.4809,45.6,2.4,24,2256,179,NA,NA,NA,NA,NA,NA,FALSE,-9.4,19.6,9.5,NA,NA,NA,NA,FALSE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",4,"2023-05-25T03:25:58.755Z","2023-05-25T03:26:02.017Z",TRUE,"pitch","a94cb8a4-effc-4bab-a574-ef34654a6d9e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.884,1.8533,NA,91.01,131.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.4,90.7,3,2,0.3788,6.6536,34.0316,-9.8389,-4.6059,10.552,0.6818,3.9836,2.5807,-144.6438,-6.5036,0.376,50.0044,6.8659,-9.7515,38.4,2.4,24,2292,183,NA,NA,NA,NA,NA,NA,FALSE,-9.7,18,7.8,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",3,"2023-05-25T03:25:38.982Z","2023-05-25T03:25:41.982Z",TRUE,"pitch","b3bce00f-2708-407a-8f12-b683c1e93bef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.83,1.8,NA,119.91,160.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90,5,2,0.3834,6.5917,31.9373,-6.1772,-4.4693,12.5695,-0.0763,2.9119,1.0362,-142.6945,-9.7549,0.1373,50.0046,6.759,-9.2441,46.8,2.4,24,2307,185,NA,NA,NA,NA,NA,NA,FALSE,-7.3,21,7.9,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",2,"2023-05-25T03:25:22.446Z","2023-05-25T03:25:26.072Z",TRUE,"pitch","36e1104e-b5e4-4d35-a830-9fb7bfe16c45",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.9891,1.774,NA,69.94,152.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,92.1,12,2,0.3736,6.8075,35.0369,-5.8698,-4.2811,12.0862,1.2346,3.1913,4.1541,-146.6796,-9.1839,0.3555,50.0065,6.7148,-9.3205,45.6,2.4,24,2317,183,NA,NA,NA,NA,NA,NA,FALSE,-6.7,20.2,7,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",1,"2023-05-25T03:25:03.278Z","2023-05-25T03:25:06.581Z",TRUE,"pitch","7ac49302-3a63-4cee-baac-8ba91440116d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.83,1.8,NA,116.78,172.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.1,5,2,0.3866,6.5574,32.9805,-8.0653,-4.063,11.8636,0.0057,2.4387,0.9988,-141.7732,-10.4106,0.1762,50.0011,6.6768,-8.2539,37.2,2.4,24,2340,180,NA,NA,NA,NA,NA,NA,FALSE,-9.4,19.6,7.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718040,"2023-05-24",0,"2023-05-25T03:24:48.479Z","2023-05-25T03:24:52.076Z",TRUE,"pitch","3846e61e-dc32-43e2-871e-8064e46bc41f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.9363,1.8266,NA,46.74,205.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Aaron Judge walks.",0,9,6,77,"bottom",9,"2023-05-25T03:24:21.215Z","2023-05-25T03:26:21.749Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,592450,"Aaron Judge","/api/v1/people/592450","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.4,14,0.9,0.4316,6.6717,27.9046,-29.7426,1.2001,1.4928,1.8432,1.249,4.7516,-127.2694,-7.5048,-0.2095,50.002,6.6151,1.954,4.8,8.4,24,2497,100,NA,NA,NA,NA,NA,NA,FALSE,-34.8,1.1,-3.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
