"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718151,"2023-05-16",1,"2023-05-17T02:40:34.102Z","2023-05-17T02:40:40.615Z",TRUE,"pitch","6cf75e48-aa74-4385-9634-40610766d5e0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.25,1.54,NA,106.44,200.62,"ground_ball","medium","5",109.3,174.8,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Paul DeJong grounds into a force out, fielded by third baseman Brian Anderson. Willson Contreras out at 3rd.",0,3,2,77,"bottom",9,"2023-05-17T02:40:04.704Z","2023-05-17T02:40:40.615Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,78.4,14,0.85,0.4398,7.3169,26.4332,-27.9981,-12.6766,2.6603,0.277,1.4134,9.4543,-124.8067,-3.6029,-1.9238,50.0009,5.1956,-19.8842,32.4,8.4,24,2655,271,68,-18,6,NA,NA,NA,TRUE,-33.2,4.2,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",0,"2023-05-17T02:40:14.752Z","2023-05-17T02:40:19.236Z",TRUE,"pitch","7f092555-06ae-44c1-b19b-21249830a4b5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4262,1.6357,NA,95.42,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Paul DeJong grounds into a force out, fielded by third baseman Brian Anderson. Willson Contreras out at 3rd.",0,3,2,77,"bottom",9,"2023-05-17T02:40:04.704Z","2023-05-17T02:40:40.615Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,657557,"Paul DeJong","/api/v1/people/657557","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.4,9,0.9,0.4028,7.6082,31.0434,-12.7724,-6.6291,10.3734,0.5662,2.0065,7.8648,-136.1849,-6.8603,-1.5035,50.0063,5.4492,-12.4037,37.2,3.6,24,2372,220,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",2,"2023-05-17T02:39:12.080Z","2023-05-17T02:39:18.337Z",TRUE,"pitch","3456405f-a4c2-4c35-a136-ddad43882478",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.4019,1.709,NA,94.86,230.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Intent Walk","intent_walk","Devin Williams intentionally walks Nolan Arenado.",0,3,2,76,"bottom",9,"2023-05-17T02:38:49.706Z","2023-05-17T02:39:49.683Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.2,14,0.87,0.4428,7.433,26.175,-30.4463,-13.0267,1.1174,0.5809,0.3045,10.1121,-123.9756,-5.4547,-1.8704,50.0043,5.093,-20.1582,30,9.6,24,2607,268,NA,NA,NA,NA,NA,NA,FALSE,-37,0.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",3,"2023-05-17T02:39:47.775Z","2023-05-17T02:39:47.820Z",FALSE,"no_pitch","07181516-0776-1003-000c-f08cd117d70a",2,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Intent Walk","intent_walk","Devin Williams intentionally walks Nolan Arenado.",0,3,2,76,"bottom",9,"2023-05-17T02:38:49.706Z","2023-05-17T02:39:49.683Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",4,"2023-05-17T02:39:47.820Z","2023-05-17T02:39:49.683Z",FALSE,"no_pitch","07181516-0776-1013-000c-f08cd117d70a",2,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Intent Walk","intent_walk","Devin Williams intentionally walks Nolan Arenado.",0,3,2,76,"bottom",9,"2023-05-17T02:38:49.706Z","2023-05-17T02:39:49.683Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",571448,"Nolan Arenado","/api/v1/people/571448",NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",1,"2023-05-17T02:38:51.632Z","2023-05-17T02:38:55.933Z",TRUE,"pitch","d8aa7772-cbb4-42d1-ac32-93f0a8b7d481",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4019,1.709,NA,81.83,140.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Intent Walk","intent_walk","Devin Williams intentionally walks Nolan Arenado.",0,3,2,76,"bottom",9,"2023-05-17T02:38:49.706Z","2023-05-17T02:39:49.683Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84,12,0.82,0.4084,7.5654,30.4699,-14.3965,-4.4103,9.77,0.9228,3.6232,8.0347,-134.3639,-2.2808,-1.54,50.0007,5.5121,-8.0242,22.8,3.6,24,2245,216,NA,NA,NA,NA,NA,NA,FALSE,-14.9,17.4,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",0,"2023-05-17T02:38:19.935Z","2023-05-17T02:38:51.632Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Intent Walk","intent_walk","Devin Williams intentionally walks Nolan Arenado.",0,3,2,76,"bottom",9,"2023-05-17T02:38:49.706Z","2023-05-17T02:39:49.683Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",3,"2023-05-17T02:37:35.900Z","2023-05-17T02:37:48.536Z",TRUE,"pitch","9a80e66d-aaad-482a-aa7e-d4170440bf4d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.27,1.57,NA,94.51,171.03,"line_drive","hard","8",135.85,35.05,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Willson Contreras doubles (12) on a sharp line drive to center fielder Joey Wiemer.",0,3,2,75,"bottom",9,"2023-05-17T02:36:23.894Z","2023-05-17T02:37:48.536Z",TRUE,FALSE,FALSE,FALSE,34,1,2,2,575929,"Willson Contreras","/api/v1/people/575929","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.9,6,0.9,0.4007,7.5863,30.5146,-14.1459,-6.1491,9.5306,0.5901,2.5094,7.9047,-136.7598,-5.1618,-1.5405,50.0033,5.3935,-11.6335,32.4,3.6,24,2304,223,111.5,14,357,NA,NA,NA,FALSE,-14.6,16.3,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",2,"2023-05-17T02:37:15.743Z","2023-05-17T02:37:19.806Z",TRUE,"pitch","1fd40f9c-4e73-4555-b506-de1e9a1afbe4",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.27,1.57,NA,145.25,201.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Willson Contreras doubles (12) on a sharp line drive to center fielder Joey Wiemer.",0,3,2,75,"bottom",9,"2023-05-17T02:36:23.894Z","2023-05-17T02:37:48.536Z",TRUE,FALSE,FALSE,FALSE,34,1,2,2,575929,"Willson Contreras","/api/v1/people/575929","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.6,13,0.88,0.4409,7.2296,25.1661,-34.4257,-10.4072,-1.4448,-0.7411,1.3961,6.4351,-124.2932,-2.372,-2.0131,50.0008,5.2245,-16.2637,22.8,9.6,24,2741,278,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-2.9,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718151,"2023-05-16",1,"2023-05-17T02:36:56.983Z","2023-05-17T02:37:00.894Z",TRUE,"pitch","bcaf3302-2311-42c2-9718-a0aeb0a9e562",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4019,1.6112,NA,64.78,195.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Willson Contreras doubles (12) on a sharp line drive to center fielder Joey Wiemer.",0,3,2,75,"bottom",9,"2023-05-17T02:36:23.894Z","2023-05-17T02:37:48.536Z",TRUE,FALSE,FALSE,FALSE,34,1,2,2,575929,"Willson Contreras","/api/v1/people/575929","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.8,14,0.89,0.4399,7.198,24.573,-33.948,-11.2344,-1.1295,1.3701,1.6153,11.236,-124.4299,-2.1449,-1.7408,50.0023,5.2967,-17.6456,24,9.6,24,2665,270,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-2.3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
