"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717284,"2023-07-23",5,"2023-07-23T21:02:20.895Z","2023-07-23T21:02:28.990Z",TRUE,"pitch","b4512484-72a1-481d-b042-0f97305949a1",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.13,1.44,NA,131.17,178.24,"ground_ball","medium","6",119.73,155.56,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.5,4,0.9,0.4095,6.2479,27.6315,-16.134,3.8879,8.8428,-0.3717,2.2422,-4.796,-133.5382,-7.778,0.9389,50.0019,6.3442,7.0512,19.2,3.6,24,2181,148,85.7,8,136,NA,NA,NA,TRUE,-17.8,14.6,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",4,"2023-07-23T21:01:59.148Z","2023-07-23T21:02:03.672Z",TRUE,"pitch","cd137cc3-f281-4ea7-b9eb-1f12b60a3fbd",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1286,1.4065,NA,126.13,124.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.6,11,0.9,0.4075,6.0952,27.9223,-15.0527,2.3878,9.3486,-0.2394,4.2219,-4.1437,-134.1975,-3.3581,1.0115,50.0011,6.5558,4.3726,13.2,3.6,24,2143,151,NA,NA,NA,NA,NA,NA,FALSE,-15.6,16.4,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",3,"2023-07-23T21:01:31.624Z","2023-07-23T21:01:36.837Z",TRUE,"pitch","9a880f42-9622-4b22-9e46-e569592efbfa",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.13,1.44,NA,132.6,175.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,75.6,4,0.91,0.4604,6.4856,21.5942,-30.3523,-4.2374,1.2664,-0.4091,2.3369,-2.7069,-118.7344,-3.1567,1.2941,50.0019,6.4304,-6.0811,12,8.4,24,2238,311,NA,NA,NA,NA,NA,NA,FALSE,-39.1,1.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",2,"2023-07-23T21:01:08.704Z","2023-07-23T21:01:12.216Z",TRUE,"pitch","3df2c12e-5f06-4c17-aed8-d0fd90540a48",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.13,1.44,NA,134.35,149.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,84.2,11,0.9,0.4104,6.373,27.2735,-17.6372,4.1117,8.051,-0.4551,3.306,-5.2334,-133.2023,-4.915,0.9963,50.0056,6.4414,7.4271,19.2,4.8,24,2161,145,NA,NA,NA,NA,NA,NA,FALSE,-18.7,13.8,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",1,"2023-07-23T21:00:48.761Z","2023-07-23T21:00:54.613Z",TRUE,"pitch","07406a09-f007-4e23-b748-ca5a38c462a1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1286,1.4331,NA,137.81,126.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.4,11,0.9,0.408,6.1986,28.5663,-14.7203,3.0576,9.5564,-0.5459,4.168,-5.0975,-134.1682,-3.4651,0.9799,50.0005,6.5228,5.5834,16.8,3.6,24,2171,145,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",0,"2023-07-23T21:00:26.571Z","2023-07-23T21:00:31.108Z",TRUE,"pitch","8871a69c-f37a-43a3-9180-bb1f6d2cd378",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.13,1.44,NA,109.34,154.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Grounded Into DP","grounded_into_double_play","Austin Barnes grounds into a double play, shortstop Ezequiel Duran to second baseman Marcus Semien to first baseman Nathaniel Lowe. Jonny Deluca out at 2nd. Austin Barnes out at 1st.",0,4,8,73,"top",9,"2023-07-23T21:00:02.705Z","2023-07-23T21:02:28.990Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605131,"Austin Barnes","/api/v1/people/605131","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.9,2,0.9,0.4161,6.1366,27.1556,-15.2982,4.125,9.6127,0.2009,3.1063,-3.2872,-131.4843,-5.4244,0.9297,50.0046,6.3263,7.2433,21.6,3.6,24,2177,146,NA,NA,NA,NA,NA,NA,FALSE,-16.9,16.4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",6,"2023-07-23T20:59:47.492Z","2023-07-23T20:59:56.114Z",TRUE,"pitch","77593dcb-8f81-49b1-8571-d774fa55aaa5",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.18,1.54,NA,151.06,157.04,"ground_ball","medium","5",110.01,178.47,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jonny Deluca singles on a ground ball to third baseman Josh Jung.",0,4,8,72,"top",9,"2023-07-23T20:57:22.149Z","2023-07-23T20:59:56.114Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,84,11,0.9,0.4103,6.191,28.5038,-16.2523,3.5398,8.8207,-0.8935,3.0274,-5.7254,-133.4395,-5.8714,0.8192,50.0027,6.4258,6.3896,16.8,3.6,24,2228,147,61.7,-55,3,NA,NA,NA,FALSE,-17.6,14.9,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,676356,"Jonny DeLuca","/api/v1/people/676356",NA,NA,NA
717284,"2023-07-23",5,"2023-07-23T20:59:26.987Z","2023-07-23T20:59:31.806Z",TRUE,"pitch","a6c64d55-44c6-48a1-9332-2e9691aafe49",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.18,1.54,NA,145.79,144.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jonny Deluca singles on a ground ball to third baseman Josh Jung.",0,4,8,72,"top",9,"2023-07-23T20:57:22.149Z","2023-07-23T20:59:56.114Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,84.2,11,0.9,0.41,6.1103,27.2903,-13.9752,2.6406,10.056,-0.7552,3.4755,-5.1568,-133.3233,-5.3738,0.8565,50.0008,6.5172,4.7783,14.4,3.6,24,2176,155,NA,NA,NA,NA,NA,NA,FALSE,-15.1,17.3,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",4,"2023-07-23T20:59:03.384Z","2023-07-23T20:59:07.364Z",TRUE,"pitch","53553c53-90d5-4ec2-a310-96448975cee4",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.18,1.54,NA,132.43,198.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jonny Deluca singles on a ground ball to third baseman Josh Jung.",0,4,8,72,"top",9,"2023-07-23T20:57:22.149Z","2023-07-23T20:59:56.114Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,76.5,7,0.9,0.4599,6.2405,18.0716,-33.9488,-2.1912,-1.2287,-0.4049,1.5027,-3.0223,-118.1565,-4.3873,1.1653,50.0045,6.4335,-3.1628,6,9.6,24,2200,318,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-2.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717284,"2023-07-23",3,"2023-07-23T20:58:46.033Z","2023-07-23T20:58:50.049Z",TRUE,"pitch","863ffc19-e2df-4951-b73c-622307c38f43",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.2488,1.5397,NA,110.36,168.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jonny Deluca singles on a ground ball to third baseman Josh Jung.",0,4,8,72,"top",9,"2023-07-23T20:57:22.149Z","2023-07-23T20:59:56.114Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,676356,"Jonny DeLuca","/api/v1/people/676356","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.3,73.9,5,2,0.4722,6.2601,19.4987,-34.4973,-3.7358,-1.7032,0.1743,2.6088,-1.8858,-115.5438,-1.2888,1.4837,50.0027,6.4589,-5.101,8.4,10.8,24,2182,306,NA,NA,NA,NA,NA,NA,FALSE,-46.2,-3.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
