"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718210,"2023-05-12",0,"2023-05-13T01:02:26.560Z","2023-05-13T01:02:30.236Z",TRUE,"pitch","2310e45a-2567-49de-92df-a855c7f9418c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.907,1.2411,NA,157.34,168.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Flyout","field_out","Jose Trevino flies out to left fielder Randy Arozarena.",0,2,3,56,"bottom",7,"2023-05-13T01:02:20.087Z","2023-05-13T01:02:54.992Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,624431,"Jose Trevino","/api/v1/people/624431","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,82.2,11,0.89,0.4187,7.5212,27.6693,-32.7046,-9.7983,-0.3027,-1.0583,2.6085,5.0454,-130.8374,2.9054,-1.7388,50.0054,3.9349,-16.9857,26.4,8.4,24,2198,242,NA,NA,NA,NA,NA,NA,FALSE,-33.5,0.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",0,"2023-05-13T01:01:41.264Z","2023-05-13T01:01:54.271Z",TRUE,"pitch","50e12035-3c4d-4ce9-847c-1dc8bcc398c4",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.07,1.48,NA,127.5,165.07,"line_drive","medium","7",60.68,111.18,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Anthony Volpe singles on a line drive to left fielder Randy Arozarena. Harrison Bader scores. Jake Bauers to 2nd.",1,2,3,55,"bottom",7,"2023-05-13T01:01:33.893Z","2023-05-13T01:01:54.271Z",TRUE,TRUE,FALSE,FALSE,60,0,0,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.8,68.7,2,0.88,0.4994,7.0757,21.8602,-29.995,11.6101,1.7921,-0.2755,2.7302,0.2023,-110.2099,4.4415,-1.8741,50.0019,3.8793,14.1027,26.4,10.8,24,2413,81,98.3,16,224,NA,NA,NA,FALSE,-43.2,4.9,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,641343,"Jake Bauers","/api/v1/people/641343"
718210,"2023-05-12",6,"2023-05-13T01:00:59.776Z","2023-05-13T01:01:12.741Z",TRUE,"pitch","dde7b086-3bc5-4c02-a5f0-e08b0139be7f",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,1,NA,NA,3.36,1.6,NA,110.33,165.61,"fly_ball","medium","8",117.51,106.62,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87,80.2,5,0.9,0.4305,7.2266,23.6804,-24.3381,-1.3329,4.7704,0.1751,2.7099,4.8154,-126.7733,2.1814,-1.5682,50.0021,3.7695,-2.1896,3.6,6,24,2101,216,77,28,278,NA,NA,NA,FALSE,-26.4,9.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641343,"Jake Bauers","/api/v1/people/641343",NA,NA,NA,664056,"Harrison Bader","/api/v1/people/664056"
718210,"2023-05-12",4,"2023-05-13T01:00:33.608Z","2023-05-13T01:00:37.732Z",TRUE,"pitch","5d757b5c-5a54-4a31-b503-5de050d13323",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4083,1.636,NA,141.63,197.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.4,68.8,7,0.89,0.5006,7.1043,21.0373,-28.6291,11.3234,2.9276,-0.6463,1.5252,-0.3699,-109.7955,1.673,-1.9438,50.002,3.8196,13.7015,25.2,10.8,24,2538,89,NA,NA,NA,NA,NA,NA,FALSE,-42.2,6.1,-20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",3,"2023-05-13T01:00:14.185Z","2023-05-13T01:00:18.004Z",TRUE,"pitch","6971768c-3eab-41bb-b217-30cfbb6c42e9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4082,1.6623,NA,143.68,166.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.3,68.7,4,0.89,0.501,7.1786,20.1508,-27.513,10.4905,3.8503,-0.6999,2.6655,-0.1021,-109.5236,3.7439,-2.0142,50.0007,3.8842,12.6848,25.2,9.6,24,2416,90,NA,NA,NA,NA,NA,NA,FALSE,-40.1,8.3,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",2,"2023-05-13T00:59:55.422Z","2023-05-13T00:59:58.422Z",TRUE,"pitch","3369e4ff-39e4-43e7-8e7f-03fa67f3ea0c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4346,1.6886,NA,186.21,173.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.7,81.2,13,0.89,0.4242,7.1982,27.0863,-34.298,-9.3825,-1.2612,-1.8157,2.4221,3.0389,-129.1669,2.8059,-1.7891,50.0007,3.9602,-15.8398,24,8.4,24,2048,242,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-1.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",0,"2023-05-13T00:58:59.874Z","2023-05-13T00:59:05.704Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jake Bauers replaces Isiah Kiner-Falefa.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641343,"/api/v1/people/641343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,643396,"/api/v1/people/643396",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",1,"2023-05-13T00:59:05.704Z","2023-05-13T00:59:55.422Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",5,"2023-05-13T01:00:43.828Z","2023-05-13T01:00:59.776Z",FALSE,"pickoff",NA,NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"5d757b5c-5a54-4a31-b503-5de050d13323",NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Jake Bauers singles on a fly ball to center fielder Jose Siri. Harrison Bader to 2nd.",0,2,2,54,"bottom",7,"2023-05-13T00:59:53.116Z","2023-05-13T01:01:12.741Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",1,"2023-05-13T00:58:37.357Z","2023-05-13T00:58:46.357Z",TRUE,"pitch","701e938c-3e2d-4a58-9615-bb6e5f514970",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3,1.44,NA,151.96,183.38,"ground_ball","medium","5",119.91,199.1,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Forceout","force_out","Harrison Bader grounds into a force out, third baseman Isaac Paredes to second baseman Brandon Lowe. DJ LeMahieu out at 2nd. Harrison Bader to 1st.",0,2,2,53,"bottom",7,"2023-05-13T00:58:13.537Z","2023-05-13T00:58:46.357Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.3,13,0.9,0.4179,7.2285,29.0982,-35.8215,-10.2634,-2.0986,-0.9171,2.052,5.3866,-131.3196,1.9491,-1.6668,50.0027,3.9743,-17.8361,25.2,9.6,24,2172,246,82,-23,7,NA,NA,NA,TRUE,-36.8,-3.1,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA
718210,"2023-05-12",0,"2023-05-13T00:58:20.455Z","2023-05-13T00:58:25.150Z",TRUE,"pitch","a610cf79-e423-4896-b6f7-538ddd4ae9ae",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,2.9333,1.3464,NA,56.47,164.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Forceout","force_out","Harrison Bader grounds into a force out, third baseman Isaac Paredes to second baseman Brandon Lowe. DJ LeMahieu out at 2nd. Harrison Bader to 1st.",0,2,2,53,"bottom",7,"2023-05-13T00:58:13.537Z","2023-05-13T00:58:46.357Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.6,68.8,12,0.88,0.5004,7.1387,21.2399,-30.4202,8.9231,1.4501,1.5881,2.7638,4.6194,-109.88,4.6197,-1.7076,50.0042,3.884,10.8037,21.6,10.8,24,2388,90,NA,NA,NA,NA,NA,NA,FALSE,-44,4.3,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",3,"2023-05-13T00:57:42.552Z","2023-05-13T00:57:52.249Z",TRUE,"pitch","87289bcb-5b1e-40eb-afbb-2dab1c8b30ee",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,0,NA,NA,3.34,1.59,NA,139.5,165.11,"ground_ball","medium","9",165.39,112.68,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","DJ LeMahieu singles on a ground ball to right fielder Josh Lowe.",0,2,2,52,"bottom",7,"2023-05-13T00:57:10.515Z","2023-05-13T00:57:52.249Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,82.7,4,0.89,0.4162,7.2418,28.034,-33.3685,-9.521,-0.6842,-0.5902,2.7287,6.0788,-131.625,3.1951,-1.6931,50.0003,3.9705,-16.6975,25.2,8.4,24,2099,244,91.9,-6,21,NA,NA,NA,FALSE,-33.7,-0.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,518934,"DJ LeMahieu","/api/v1/people/518934",NA,NA,NA,NA,NA,NA
718210,"2023-05-12",2,"2023-05-13T00:57:25.282Z","2023-05-13T00:57:28.282Z",TRUE,"pitch","a1baaf4f-f237-4f14-9d93-b835d98c4203",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.34,1.59,NA,131.51,169.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","DJ LeMahieu singles on a ground ball to right fielder Josh Lowe.",0,2,2,52,"bottom",7,"2023-05-13T00:57:10.515Z","2023-05-13T00:57:52.249Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90,81.9,4,0.89,0.4192,7.3658,28.5887,-32.2157,-9.8596,-0.0197,-0.3806,2.5613,6.5232,-130.8421,2.5473,-1.6298,50.0055,3.9952,-17.0327,26.4,8.4,24,2084,255,NA,NA,NA,NA,NA,NA,FALSE,-33.1,0.8,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",1,"2023-05-13T00:57:12.724Z","2023-05-13T00:57:17.304Z",TRUE,"pitch","9e4a2894-729a-46ee-9d45-5b6c0cf89f0e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4082,1.557,NA,151.48,141.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","DJ LeMahieu singles on a ground ball to right fielder Josh Lowe.",0,2,2,52,"bottom",7,"2023-05-13T00:57:10.515Z","2023-05-13T00:57:52.249Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76.3,69,11,0.89,0.4962,7.1059,22.0065,-26.0466,10.8711,4.9769,-0.9047,3.5942,-0.5453,-110.8792,5.3186,-2.0637,50.0003,3.8973,13.3737,27.6,9.6,24,2539,87,NA,NA,NA,NA,NA,NA,FALSE,-36.6,10.9,-19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",0,"2023-05-13T00:53:35.999Z","2023-05-13T00:57:12.724Z",FALSE,"action",NA,NA,"Pitching Change: Kevin Kelly replaces Josh Fleming.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,687330,"/api/v1/people/687330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Single","single","DJ LeMahieu singles on a ground ball to right fielder Josh Lowe.",0,2,2,52,"bottom",7,"2023-05-13T00:57:10.515Z","2023-05-13T00:57:52.249Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718210,"2023-05-12",1,"2023-05-13T00:52:56.175Z","2023-05-13T00:53:04.199Z",TRUE,"pitch","b4e69312-de5b-46ac-87ef-a0fb2159e149",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.33,1.54,NA,136.99,170.27,"ground_ball","medium","4",150.24,151.47,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Grounded Into DP","grounded_into_double_play","Brandon Lowe grounds into a double play, second baseman Oswaldo Cabrera to shortstop Anthony Volpe to first baseman Anthony Rizzo. Randy Arozarena out at 2nd. Brandon Lowe out at 1st.",0,2,2,51,"top",7,"2023-05-13T00:52:28.700Z","2023-05-13T00:53:04.199Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,85.7,4,0.9,0.4004,6.4573,33.0105,-25.5376,-10.9083,3.5067,-0.5243,2.5373,7.9822,-137.2807,-3.4196,-2.0661,50.0011,5.5558,-20.6264,36,7.2,24,2285,222,89.4,1,49,NA,NA,NA,TRUE,-25.2,5.8,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
