"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716464,"2023-09-23",7,"2023-09-24T00:33:51.860Z","2023-09-24T00:34:00.372Z",TRUE,"pitch","f65a5eb8-3c97-4b4d-abf3-d5852df663a6",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.21,1.51,NA,157.33,199.94,"ground_ball","medium","3",145.39,164.8,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.9,13,0.9,0.4508,6.1022,25.745,-36.5591,-6.4212,-2.9363,-1.058,1.4384,-3.7899,-121.8873,-1.7518,1.3556,50.0049,5.347,-9.5838,15.6,10.8,24,2460,325,68.8,-20,5,NA,NA,NA,TRUE,-44.8,-5.5,12.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",6,"2023-09-24T00:33:20.615Z","2023-09-24T00:33:24.244Z",TRUE,"pitch","9f7d2bca-b81e-4fe3-a3b1-c6f218d51078",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.51,NA,134.11,188.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.2,7,0.91,0.4481,5.9409,26.1151,-39.709,-8.4545,-4.9849,-0.4489,1.871,-1.9019,-122.6239,-0.3527,1.4366,50.005,5.4283,-12.7704,18,10.8,24,2595,330,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-8.9,15.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",5,"2023-09-24T00:32:59.566Z","2023-09-24T00:33:03.676Z",TRUE,"pitch","575607a5-b8ba-469f-b1e6-6caff43998a1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.21,1.51,NA,144.87,154.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.2,1,0.91,0.3821,6.0493,31.308,-19.1614,9.3425,6.2425,-0.7312,3.104,-8.2395,-143.0504,-3.0699,0.965,50.001,5.3845,19.4668,42,4.8,24,2224,148,NA,NA,NA,NA,NA,NA,FALSE,-17.3,10.9,-15.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",3,"2023-09-24T00:32:19.405Z","2023-09-24T00:32:23.355Z",TRUE,"pitch","9fa25d96-26ca-4a17-b7b7-f167f71b83db",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.1274,1.4977,NA,136.45,200.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.4,7,0.91,0.387,6.0303,30.0356,-18.7817,9.3457,6.5904,-0.5104,1.4227,-7.9008,-141.1412,-7.2673,1.1014,50.0002,5.2258,18.9837,40.8,4.8,24,2310,150,NA,NA,NA,NA,NA,NA,FALSE,-18.2,10.7,-15.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",2,"2023-09-24T00:31:59.819Z","2023-09-24T00:32:03.659Z",TRUE,"pitch","0298c50b-d959-404e-9082-be45c7d63f6b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2081,1.5478,NA,152.1,203.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,89.9,13,0.91,0.385,6.1535,30.1073,-17.799,9.2662,6.9995,-0.9207,1.308,-9.3148,-141.8489,-7.6564,1.1896,50.0007,5.1608,19.0261,42,4.8,24,2238,142,NA,NA,NA,NA,NA,NA,FALSE,-17.3,11.4,-15.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",1,"2023-09-24T00:31:43.426Z","2023-09-24T00:31:47.833Z",TRUE,"pitch","4fb79673-4200-4e0d-90a8-36ac625462ce",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2081,1.5729,NA,115.24,201.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,90.3,14,0.91,0.3833,6.0191,30.3545,-17.1118,9.1922,7.2694,0.0462,1.3905,-6.3156,-142.4719,-7.6416,1.0886,50.0027,5.1733,19.0435,43.2,4.8,24,2235,149,NA,NA,NA,NA,NA,NA,FALSE,-16.4,11.9,-15.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",0,"2023-09-24T00:31:28.024Z","2023-09-24T00:31:32.236Z",TRUE,"pitch","1ec7fc42-3f4b-41c0-9a5f-c0e7d4f35b0c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.21,1.51,NA,143.5,179.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.8,4,0.9,0.4509,6.0823,24.799,-36.3398,-6.3351,-2.7938,-0.6952,2.2117,-3.1769,-121.6587,-0.0827,1.4522,50.0006,5.4068,-9.4548,15.6,10.8,24,2491,328,NA,NA,NA,NA,NA,NA,FALSE,-44,-4.8,12.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",4,"2023-09-24T00:32:39.330Z","2023-09-24T00:32:59.566Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,647304,"/api/v1/people/647304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Josh Naylor grounds out to first baseman Ryan O'Hearn.",0,2,1,70,"bottom",9,"2023-09-24T00:31:06.902Z","2023-09-24T00:34:00.372Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,647304,"Josh Naylor","/api/v1/people/647304","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",1,"2023-09-24T00:30:54.955Z","2023-09-24T00:31:04.018Z",TRUE,"pitch","099e9145-d89b-4a8d-be21-9dfdaa3674dd",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.38,1.56,NA,125.18,183.04,"line_drive","medium","8",116.82,78.42,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Jose Ramirez lines out to center fielder Cedric Mullins.",0,2,1,69,"bottom",9,"2023-09-24T00:30:19.290Z","2023-09-24T00:31:04.018Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,608070,"José Ramírez","/api/v1/people/608070","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.7,8,0.91,0.3853,6.0342,30.4322,-20.5807,9.2366,5.6528,-0.2145,2.0643,-7.2022,-141.8212,-5.5131,1.1496,50.0023,5.3336,18.939,38.4,6,24,2193,149,85.6,21,303,NA,NA,NA,TRUE,-19.3,9.4,-15.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716464,"2023-09-23",0,"2023-09-24T00:30:39.939Z","2023-09-24T00:30:43.647Z",TRUE,"pitch","79450251-d569-4c42-b97a-3f1d37a68237",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5048,1.623,NA,105.72,156.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Jose Ramirez lines out to center fielder Cedric Mullins.",0,2,1,69,"bottom",9,"2023-09-24T00:30:19.290Z","2023-09-24T00:31:04.018Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,608070,"José Ramírez","/api/v1/people/608070","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.5,3,0.9,0.3853,5.9477,30.8049,-19.6018,8.6321,6.1363,0.2958,3.0342,-5.7063,-141.8698,-3.1602,1.2061,50.0059,5.4039,17.6947,39.6,4.8,24,2211,150,NA,NA,NA,NA,NA,NA,FALSE,-18,10.7,-14.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
