"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
746965,"2024-05-12",5,"2024-05-12T19:30:59.582Z","2024-05-12T19:31:28.235Z",FALSE,"action",NA,NA,"Pitcher Zack Kelly picks off Nick Senzel at on throw to first baseman Garrett Cooper.","Pickoff 1B",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,669222,"/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e6fb8df-b2e0-4979-8393-0b4610114be2","pickoff_1b",NA,NA,NA,NA,NA,NA,"51","atBat","Walk","walk","Eddie Rosario walks.",0,2,3,51,"top",7,"2024-05-12T19:28:44.243Z","2024-05-12T19:31:53.967Z",TRUE,FALSE,FALSE,TRUE,0,4,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,592696,"Eddie Rosario","/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",6,"2024-05-12T19:28:33.208Z","2024-05-12T19:28:37.983Z",TRUE,"pitch","c5c9a06a-f3e3-4b61-9394-ef1e0f753957",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.2742,1.5306,NA,75.87,181.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.2,14,0.91,0.3942,7.0406,33.6595,-13.1023,-7.2547,9.773,1.079,2.1099,13.2662,-139.3843,-6.174,-2.8171,50.0064,5.2322,-14.1638,37.2,3.6,24,2123,227,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.3,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",5,"2024-05-12T19:28:14.653Z","2024-05-12T19:28:21.090Z",TRUE,"pitch","5c3dc4ef-b236-4b21-ba24-96bb82c6beca",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2056,1.5336,NA,154.81,119.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.2,11,0.9,0.3928,6.7358,33.4066,-16.8475,-6.7931,7.7937,-0.9919,4.4004,8.0093,-139.7923,-0.2649,-3.0203,50.0014,5.6086,-13.3575,33.6,4.8,24,2093,218,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",4,"2024-05-12T19:27:56.856Z","2024-05-12T19:28:01.192Z",TRUE,"pitch","bdaf7ca2-3052-40c4-8df5-07dc0456bf0e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.35,1.56,NA,123.78,157.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.2,2,0.91,0.3966,7.119,35.1307,-14.4281,-6.9444,9.2149,-0.1779,3.017,10.5397,-138.8594,-3.5752,-3.1449,50.0009,5.2999,-13.3716,34.8,3.6,24,2139,224,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",3,"2024-05-12T19:27:38.834Z","2024-05-12T19:27:42.137Z",TRUE,"pitch","d5bd26f3-74da-43e5-bd9c-a050cbc7cab0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2727,1.4928,NA,82.36,148.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,86.7,12,0.92,0.3938,7.1532,36.6396,-11.763,-6.8406,10.461,0.9089,3.3559,12.4563,-140.0049,-3.5149,-2.7441,50.0027,5.4177,-13.3478,38.4,3.6,24,2190,221,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.1,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",2,"2024-05-12T19:27:20.683Z","2024-05-12T19:27:26.429Z",TRUE,"pitch","c0018c69-a2a3-49c3-b5c4-e37b20763dda",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2666,1.487,NA,104.66,202.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,75.5,14,0.9,0.4555,7.2184,26.7867,-30.2309,-11.5065,1.3293,0.3238,1.359,11.0277,-120.9299,-2.74,-2.8324,50.0014,5.1982,-16.7933,25.2,9.6,24,2286,265,NA,NA,NA,NA,NA,NA,FALSE,-38.2,1.9,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",1,"2024-05-12T19:27:04.132Z","2024-05-12T19:27:08.063Z",TRUE,"pitch","e126c566-c41f-4bfe-b099-1930a0ef536a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2807,1.4648,NA,88.57,167.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.4,6,0.91,0.3965,6.9776,34.4478,-13.044,-6.5887,9.9229,0.7459,2.655,11.9254,-138.7801,-5.172,-2.7739,50.0035,5.4296,-12.7041,34.8,3.6,24,2173,223,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",0,"2024-05-12T19:26:40.486Z","2024-05-12T19:27:04.132Z",FALSE,"action",NA,NA,"Pitching Change: Zack Kelly replaces Cam Booser.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,677161,"/api/v1/people/677161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"50","atBat","Walk","walk","Nick Senzel walks.",0,2,3,50,"top",7,"2024-05-12T19:27:01.929Z","2024-05-12T19:28:37.983Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,669222,"Nick Senzel","/api/v1/people/669222","R","Right",677161,"Zack Kelly","/api/v1/people/677161","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",5,"2024-05-12T19:24:33.068Z","2024-05-12T19:24:39.980Z",TRUE,"pitch","2885de76-4f8a-49f4-af82-1c5f0306df2b",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.41,1.62,NA,167.14,243.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.9,77.2,13,2,0.4513,7.1381,26.6302,-40.5077,1.3176,-5.598,-1.3153,-0.1855,-6.9938,-121.9226,-5.4806,1.4341,50.0048,5.6336,1.9605,1.2,10.8,24,2509,337,NA,NA,NA,NA,NA,NA,TRUE,-50.6,-11.3,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",4,"2024-05-12T19:23:41.284Z","2024-05-12T19:23:46.429Z",TRUE,"pitch","b76f53a3-7cd4-4b25-9255-56d75d3e5fdd",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3071,1.5463,NA,184.86,251.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85.8,13,2,0.4071,7.1217,26.767,-19.7031,0.0674,6.791,-1.7803,-0.4781,-8.514,-134.121,-12.1241,1.4156,50.0041,5.481,0.1237,3.6,4.8,24,2044,150,NA,NA,NA,NA,NA,NA,FALSE,-22,10.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",3,"2024-05-12T19:23:17.050Z","2024-05-12T19:23:20.108Z",TRUE,"pitch","4e058c5c-9eca-4bdb-b7d1-4313c0c218ea",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.62,NA,118.58,164.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,5,2,0.3936,7.0247,33.3802,-12.7826,4.011,9.9036,-0.0414,2.7527,-6.2633,-139.5184,-5.5655,1.7186,50.0045,5.6265,7.8554,24,3.6,24,2247,154,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.8,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",2,"2024-05-12T19:22:55.994Z","2024-05-12T19:22:59.630Z",TRUE,"pitch","b2676569-576b-4cab-ab8e-0ea438960d1f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3883,1.5207,NA,108.35,132.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87,12,2,0.3932,6.8965,34.0832,-11.0815,3.9267,10.7539,0.227,3.9468,-5.6504,-139.7739,-2.7049,1.7728,50.0021,5.6637,7.7019,28.8,2.4,24,2346,155,NA,NA,NA,NA,NA,NA,FALSE,-10.8,19.1,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",1,"2024-05-12T19:22:36.784Z","2024-05-12T19:22:40.760Z",TRUE,"pitch","4e565ca4-ef12-4d72-b6d6-cc54cc34fd27",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3641,1.4259,NA,117.09,170.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,5,2,0.3938,6.9689,33.4029,-9.7995,3.1559,11.4418,-0.0023,2.53,-5.3821,-139.4444,-7.0561,1.549,50.0049,5.7512,6.1729,22.8,2.4,24,2326,161,NA,NA,NA,NA,NA,NA,FALSE,-10.7,19.3,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",0,"2024-05-12T19:21:47.661Z","2024-05-12T19:22:36.784Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Ceddanne Rafaela strikes out swinging, catcher Riley Adams to first baseman Joey Meneses.",0,2,3,49,"bottom",6,"2024-05-12T19:22:34.401Z","2024-05-12T19:24:39.980Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,678882,"Ceddanne Rafaela","/api/v1/people/678882","R","Right",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",2,"2024-05-12T19:21:15.189Z","2024-05-12T19:21:22.512Z",TRUE,"pitch","6305839d-fbde-49b0-bb99-3d24fcb368f4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.44,1.7,NA,87.76,165.59,"bunt_grounder","medium","4",143.72,159.71,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Bunt Groundout","field_out","Jarren Duran bunt grounds out, second baseman Luis García Jr. to first baseman Joey Meneses. Vaughn Grissom to 3rd.",0,2,3,48,"bottom",6,"2024-05-12T19:20:18.907Z","2024-05-12T19:21:22.512Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.1,6,2,0.3893,6.9291,33.5912,-9.1996,3.0326,11.4715,0.7672,2.7106,-3.5183,-140.9824,-6.5699,1.6403,50.003,5.6726,6.0736,26.4,2.4,24,2323,154,44.5,16,85,NA,NA,NA,TRUE,-9.7,19.6,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",687093,"Vaughn Grissom","/api/v1/people/687093",NA,NA,NA,NA,NA,NA,NA
746965,"2024-05-12",0,"2024-05-12T19:20:43.769Z","2024-05-12T19:20:52.534Z",TRUE,"pitch","439b0e13-ef93-4457-9734-7a175ff39779",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4036,1.5516,NA,183.58,244.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Bunt Groundout","field_out","Jarren Duran bunt grounds out, second baseman Luis García Jr. to first baseman Joey Meneses. Vaughn Grissom to 3rd.",0,2,3,48,"bottom",6,"2024-05-12T19:20:18.907Z","2024-05-12T19:21:22.512Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",669022,"MacKenzie Gore","/api/v1/people/669022","L","Left","vs_LHP","vs_LHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Washington Nationals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.1,13,2,0.4136,7.1579,27.7938,-19.4707,0.512,7.1502,-1.7468,-0.1938,-8.6125,-132.3358,-11.1817,1.481,50.005,5.5079,0.9115,2.4,4.8,24,2142,157,NA,NA,NA,NA,NA,NA,FALSE,-22.3,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669222,"Nick Senzel","/api/v1/people/669222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
