"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717648,"2023-06-23",1,"2023-06-24T00:55:41.599Z","2023-06-24T00:55:45.758Z",TRUE,"pitch","ed661f45-c20b-4d75-b5c9-cd97a8d66879",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2604,1.4597,NA,54.01,192.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Tyler Freeman grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,6,1,56,"bottom",7,"2023-06-24T00:55:09.797Z","2023-06-24T00:57:44.238Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,75.5,14,2,0.4576,6.5741,25.7001,-28.1998,7.1541,2.7461,1.6524,1.7075,7.8851,-120.1968,-1.3106,-2.6136,50.0024,4.7896,10.3507,22.8,8.4,24,2976,77,NA,NA,NA,NA,NA,NA,FALSE,-35.5,4.9,-15,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",0,"2023-06-24T00:55:28.216Z","2023-06-24T00:55:33.070Z",TRUE,"pitch","fd3165dc-1607-4d92-a4f8-47d44ec2bd2e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2604,1.4846,NA,127.87,165.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Tyler Freeman grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,6,1,56,"bottom",7,"2023-06-24T00:55:09.797Z","2023-06-24T00:57:44.238Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.2,4,0.9,0.4089,6.7239,29.608,-30.4148,-9.9942,0.9707,-0.2851,2.7084,8.3391,-134.0748,-0.7207,-2.1407,50.0049,5.1556,-18.1559,27.6,7.2,24,2228,232,NA,NA,NA,NA,NA,NA,FALSE,-30.5,1.8,16.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",3,"2023-06-24T00:56:05.638Z","2023-06-24T00:56:18.735Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,671289,"/api/v1/people/671289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Tyler Freeman grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,6,1,56,"bottom",7,"2023-06-24T00:55:09.797Z","2023-06-24T00:57:44.238Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671289,"Tyler Freeman","/api/v1/people/671289","R","Right",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",7,"2023-06-24T00:54:59.181Z","2023-06-24T00:55:04.911Z",TRUE,"pitch","ebe30fa2-10a7-4e4c-ab15-e07ac053b9a8",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.5564,1.7338,NA,99.41,169.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,76.4,6,0.91,0.4503,6.3327,25.3639,-32.1934,-11.4372,-0.0098,0.4614,2.5571,10.5586,-121.9222,1.1512,-2.4524,50.0053,4.8703,-17.1147,25.2,9.6,24,1774,278,NA,NA,NA,NA,NA,NA,TRUE,-38.5,0.6,18,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",6,"2023-06-24T00:54:39.935Z","2023-06-24T00:54:45.829Z",TRUE,"pitch","4f0b29ba-12b8-4202-adc8-6f801f3cdd1b",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.6563,1.6839,NA,144.62,199.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78,13,0.9,0.4422,6.7901,26.3415,-34.0584,-11.5345,-1.2129,-0.7245,1.4604,8.0609,-124.1611,-1.2133,-2.5249,50.0043,4.8061,-17.8957,25.2,9.6,24,1681,277,NA,NA,NA,NA,NA,NA,FALSE,-40,-2.3,18.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",5,"2023-06-24T00:54:21.028Z","2023-06-24T00:54:26.108Z",TRUE,"pitch","f636e899-930d-4ce8-81bc-d5df0bac79d6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.82,1.82,NA,106.58,158.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,5,0.91,0.4047,6.7112,28.6139,-19.2219,-7.403,6.9807,0.2735,2.9739,9.0969,-135.1709,-2.0496,-2.169,50.0057,5.0872,-13.7435,31.2,4.8,24,2438,232,NA,NA,NA,NA,NA,NA,FALSE,-19.2,12.4,11.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",4,"2023-06-24T00:54:02.668Z","2023-06-24T00:54:06.852Z",TRUE,"pitch","4e23719a-625c-403e-824f-1d9e0e7d5498",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.7813,1.7587,NA,93.55,134.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.4,3,0.91,0.4076,6.5389,28.4727,-18.3796,-7.3949,7.5397,0.6151,3.8606,9.4543,-134.2659,-0.2557,-1.9874,50.0047,5.2626,-13.5338,32.4,4.8,24,2440,232,NA,NA,NA,NA,NA,NA,FALSE,-18.2,13.8,11.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",3,"2023-06-24T00:53:46.087Z","2023-06-24T00:53:51.511Z",TRUE,"pitch","a683aaeb-79d4-47d1-851a-65ce7466c49a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.6813,1.7587,NA,74.68,165.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84,14,0.91,0.4104,6.6387,28.482,-20.2443,-7.8754,6.6109,1.1103,2.7026,11.0721,-133.4308,-2.542,-2.0682,50.0029,5.1249,-14.2132,30,4.8,24,2389,235,NA,NA,NA,NA,NA,NA,FALSE,-20.9,11.6,11.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",1,"2023-06-24T00:53:20.132Z","2023-06-24T00:53:24.932Z",TRUE,"pitch","749f5157-11a7-45c3-b844-c9e15537c32e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.82,1.82,NA,134.26,145.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84,1,0.91,0.4088,6.7084,29.7083,-19.814,-7.8029,6.8025,-0.4529,3.4562,7.551,-134.1162,-0.4722,-2.2946,50.0019,5.0508,-14.1771,32.4,4.8,24,2352,236,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.5,12.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",0,"2023-06-24T00:53:07.911Z","2023-06-24T00:53:13.246Z",TRUE,"pitch","05ae99d1-faf3-4166-a5b5-b3cefcb42497",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7208,1.7842,NA,153.25,196.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,77.4,13,0.9,0.4478,6.3446,23.9325,-39.1271,-8.2089,-4.5843,-0.9509,1.5559,6.455,-122.2724,0.3745,-2.5575,50.0057,4.756,-12.4417,15.6,10.8,24,1648,283,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-7.9,13.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",2,"2023-06-24T00:53:29.771Z","2023-06-24T00:53:46.087Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,605137,"/api/v1/people/605137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Josh Bell called out on strikes.",0,6,1,55,"bottom",7,"2023-06-24T00:52:46.987Z","2023-06-24T00:55:04.911Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",1,"2023-06-24T00:52:34.105Z","2023-06-24T00:52:42.735Z",TRUE,"pitch","28b3c98d-fb9a-4e6a-89ee-5f3936dc6671",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.09,1.51,NA,145.71,187.65,"fly_ball","medium","8",100.62,54.95,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Josh Naylor flies out to center fielder Joey Wiemer.",0,6,1,54,"bottom",7,"2023-06-24T00:52:02.732Z","2023-06-24T00:52:42.735Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,647304,"Josh Naylor","/api/v1/people/647304","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.7,76,7,0.91,0.4552,6.4395,23.0149,-35.0092,-9.2676,-1.9373,-0.7533,1.8936,7.1478,-120.2743,0.6092,-2.5575,50.0004,4.7382,-13.5958,19.2,10.8,24,1630,282,95.2,29,363,NA,NA,NA,TRUE,-43.1,-3.1,15.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",0,"2023-06-24T00:52:21.461Z","2023-06-24T00:52:26.444Z",TRUE,"pitch","94156066-1a2e-4a3f-b5e8-137c38b09af1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.0905,1.5095,NA,144.38,170.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Flyout","field_out","Josh Naylor flies out to center fielder Joey Wiemer.",0,6,1,54,"bottom",7,"2023-06-24T00:52:02.732Z","2023-06-24T00:52:42.735Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,647304,"Josh Naylor","/api/v1/people/647304","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.2,72.9,4,2,0.4746,6.2631,21.1368,-28.3948,8.0596,2.7986,-0.7182,2.54,2.7605,-115.34,1.3991,-2.977,50.0018,4.6606,10.8739,21.6,9.6,24,2855,75,NA,NA,NA,NA,NA,NA,FALSE,-37.8,5.8,-15.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",3,"2023-06-24T00:51:31.505Z","2023-06-24T00:51:55.638Z",TRUE,"pitch","8056b753-5421-4c51-9ec7-43a9b877ef78",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.36,1.61,NA,119.07,152.47,"fly_ball","medium","89",172.66,39.29,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Home Run","home_run","Jose Ramirez homers (12) on a fly ball to right center field.",1,6,1,53,"bottom",7,"2023-06-24T00:51:02.564Z","2023-06-24T00:51:55.638Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.2,2,0.9,0.4132,6.5319,28.9841,-18.5465,-6.6192,7.6612,-0.0543,3.1965,7.8925,-132.6733,-1.6056,-2.2108,50.0015,5.1643,-11.7728,27.6,4.8,24,2396,236,103.6,30,411,NA,NA,NA,FALSE,-19.2,13.7,10.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",2,"2023-06-24T00:51:17.715Z","2023-06-24T00:51:22.965Z",TRUE,"pitch","3f16063b-c84e-4bdf-8557-669e3abc6feb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1567,1.5095,NA,158.25,188.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Home Run","home_run","Jose Ramirez homers (12) on a fly ball to right center field.",1,6,1,53,"bottom",7,"2023-06-24T00:51:02.564Z","2023-06-24T00:51:55.638Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,76.1,13,0.91,0.4535,6.3618,24.2763,-33.587,-11.1157,-0.9559,-1.0823,1.8718,6.9799,-120.9213,0.4418,-2.5666,50.0033,4.641,-16.4095,24,9.6,24,1712,280,NA,NA,NA,NA,NA,NA,FALSE,-41,-1.3,18.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",1,"2023-06-24T00:51:04.778Z","2023-06-24T00:51:08.846Z",TRUE,"pitch","1bbd7d32-fd35-4724-82c7-6f6a96e69f28",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1072,1.4353,NA,120.63,202.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Home Run","home_run","Jose Ramirez homers (12) on a fly ball to right center field.",1,6,1,53,"bottom",7,"2023-06-24T00:51:02.564Z","2023-06-24T00:51:55.638Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.5,81.8,8,0.79,0.4218,6.8505,28.1798,-29.9891,-11.1627,1.2817,-0.0951,1.3284,9.3006,-130.0472,-3.019,-2.2737,50.0045,4.7876,-19.0541,28.8,8.4,24,2202,243,NA,NA,NA,NA,NA,NA,FALSE,-32.5,1.8,18.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717648,"2023-06-23",0,"2023-06-24T00:50:03.507Z","2023-06-24T00:51:04.778Z",FALSE,"action",NA,NA,"Pitching Change: Peter Strzelecki replaces Wade Miley.","Pitching Substitution",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657265,"/api/v1/people/657265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Home Run","home_run","Jose Ramirez homers (12) on a fly ball to right center field.",1,6,1,53,"bottom",7,"2023-06-24T00:51:02.564Z","2023-06-24T00:51:55.638Z",TRUE,TRUE,FALSE,FALSE,38,1,1,0,608070,"José Ramírez","/api/v1/people/608070","L","Left",657265,"Peter Strzelecki","/api/v1/people/657265","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
