"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718025,"2023-05-26",1,"2023-05-26T03:39:57.858Z","2023-05-26T03:40:06.435Z",TRUE,"pitch","0c7f9899-2040-495e-a841-91ac9c77b202",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.43,1.62,NA,146.63,147.8,"fly_ball","medium","8",110.5,83.09,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Brent Rooker flies out to center fielder Julio Rodriguez.",0,2,3,62,"top",9,"2023-05-26T03:39:33.064Z","2023-05-26T03:40:06.435Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,85.3,1,0.9,0.4057,7.457,24.6827,-19.7298,-7.6027,6.7175,-0.7772,3.3697,9.647,-134.1787,0.9473,-3.4048,50.0024,4.4019,-14.0847,32.4,4.8,24,2498,237,85.5,41,293,NA,NA,NA,TRUE,-19.2,12.6,12.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",0,"2023-05-26T03:39:36.962Z","2023-05-26T03:39:40.340Z",TRUE,"pitch","92c00ba5-d0ab-4bc9-a649-6feedddebd17",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.43,1.62,NA,104.75,175.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Brent Rooker flies out to center fielder Julio Rodriguez.",0,2,3,62,"top",9,"2023-05-26T03:39:33.064Z","2023-05-26T03:40:06.435Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.5,6,0.9,0.4085,6.7169,27.4407,-17.5905,-8.6238,8.0012,0.3214,2.3561,12.6995,-133.812,-1.6745,-3.3541,50.006,4.2434,-15.7263,36,4.8,24,2495,243,NA,NA,NA,NA,NA,NA,FALSE,-17.9,14.4,13.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",6,"2023-05-26T03:39:06.298Z","2023-05-26T03:39:11.115Z",TRUE,"pitch","bf02b9d3-4343-4606-807a-5b2d4eab8fc3",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.33,1.61,NA,126.14,168.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.4,5,0.9,0.4068,6.6449,30.198,-18.7172,-8.3001,7.3308,-0.2397,2.5849,11.228,-134.8278,-1.0773,-3.3859,50.0007,4.3147,-15.2318,33.6,4.8,24,2515,236,NA,NA,NA,NA,NA,NA,TRUE,-18.7,13.2,12.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",5,"2023-05-26T03:38:49.268Z","2023-05-26T03:38:54.041Z",TRUE,"pitch","4e47415b-93a1-4e3f-8936-b2a0c1c7b95f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3313,1.6204,NA,156.74,194.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,76.3,13,0.9,0.4514,6.7202,25.4108,-25.1021,4.4589,4.7473,-1.0425,1.6537,4.7451,-121.6681,-1.3447,-3.6022,50.0013,4.4032,6.6364,16.8,7.2,24,2418,90,NA,NA,NA,NA,NA,NA,FALSE,-30.8,8.5,-9.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",4,"2023-05-26T03:38:34.050Z","2023-05-26T03:38:37.847Z",TRUE,"pitch","dbd922ca-07c9-4615-9439-a4b99a727394",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4303,1.6698,NA,102.72,137.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,83.5,12,0.9,0.4102,6.7728,30.8135,-19.4436,-8.5772,7.0594,0.3747,3.7608,12.9237,-133.9044,1.9848,-3.4154,50.002,4.4071,-15.4677,33.6,4.8,24,2464,243,NA,NA,NA,NA,NA,NA,FALSE,-19,13.6,12.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",2,"2023-05-26T03:38:01.724Z","2023-05-26T03:38:06.164Z",TRUE,"pitch","1f651c23-9e64-4dbc-b4ec-b7bfa55ecc8a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.33,1.61,NA,118.52,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.2,11,0.9,0.4122,6.5367,29.9961,-17.4871,-8.5525,8.2253,-0.0398,3.4548,11.5264,-133.1518,0.817,-3.3244,50.0062,4.4142,-15.2797,36,4.8,24,2447,241,NA,NA,NA,NA,NA,NA,FALSE,-17.5,15.4,12.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",1,"2023-05-26T03:37:46.439Z","2023-05-26T03:37:50.842Z",TRUE,"pitch","6fcb2d24-db46-474f-956a-65f379c44061",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4546,1.6693,NA,117.13,145.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,83.5,2,0.9,0.4105,6.781,30.2931,-19.8487,-8.0552,6.8441,-0.0034,3.4666,11.4476,-133.7123,1.2378,-3.3044,50.0021,4.4272,-14.5065,31.2,4.8,24,2501,240,NA,NA,NA,NA,NA,NA,FALSE,-19.6,13,12,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",0,"2023-05-26T03:37:25.822Z","2023-05-26T03:37:29.323Z",TRUE,"pitch","257d20ca-e055-4367-bf8b-936208e3c9b6",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.33,1.61,NA,101.23,175.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,77.3,6,0.89,0.4479,6.4796,23.3563,-22.7352,3.7612,6.2306,0.4138,2.3414,8.0483,-122.1393,-0.6418,-3.4089,50.0055,4.5573,5.7,16.8,6,24,2541,100,NA,NA,NA,NA,NA,NA,FALSE,-27.4,11.4,-8.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",3,"2023-05-26T03:38:14.100Z","2023-05-26T03:38:34.050Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,676116,"/api/v1/people/676116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Ryan Noda strikes out swinging.",0,2,3,61,"top",9,"2023-05-26T03:37:20.575Z","2023-05-26T03:39:11.115Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,676116,"Ryan Noda","/api/v1/people/676116","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718025,"2023-05-26",5,"2023-05-26T03:36:57.586Z","2023-05-26T03:37:02.191Z",TRUE,"pitch","9a200d8d-0363-440a-88ad-149beaf2469c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,2.92,1.39,NA,101.16,152.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Esteury Ruiz strikes out swinging.",0,2,3,60,"top",9,"2023-05-26T03:35:45.954Z","2023-05-26T03:37:02.191Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,665923,"Esteury Ruiz","/api/v1/people/665923","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.1,12,0.9,0.4148,6.7368,26.9651,-18.4186,-8.7662,7.7794,0.4155,3.2027,12.3453,-131.8537,0.2696,-3.1794,50.0009,4.4538,-15.4976,34.8,4.8,24,2462,198,NA,NA,NA,NA,NA,NA,TRUE,-18.8,14.4,13.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
