"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718583,"2023-04-14",2,"2023-04-15T02:08:55.494Z","2023-04-15T02:09:00.322Z",TRUE,"pitch","e58cb0a8-1fbb-4f1e-84f2-cf530f99c3ad",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.06,1.38,NA,118.48,206.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Elvis Andrus strikes out swinging.",0,6,3,77,"bottom",9,"2023-04-15T02:08:11.582Z","2023-04-15T02:09:00.322Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.9,84.8,13,0.71,0.412,6.4749,24.3002,-22.6221,-2.9305,5.3175,-0.039,1.1787,2.1583,-132.2144,-10.1031,-0.4792,50.0025,6.666,-5.2645,10.8,6,24,1214,230,NA,NA,NA,NA,NA,NA,TRUE,-24.8,7.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",1,"2023-04-15T02:08:35.827Z","2023-04-15T02:08:38.827Z",TRUE,"pitch","9f67a255-223c-49d9-9cf6-c593fcf316f0",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.06,1.38,NA,128.41,130.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Elvis Andrus strikes out swinging.",0,6,3,77,"bottom",9,"2023-04-15T02:08:11.582Z","2023-04-15T02:09:00.322Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,91.8,11,2,0.374,6.6382,35.8003,-7.093,-4.4724,11.5588,-0.2994,4.0058,1.4301,-146.6367,-6.835,-0.2134,50.0057,6.7948,-9.7075,46.8,2.4,24,2401,189,NA,NA,NA,NA,NA,NA,FALSE,-7.3,19.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",0,"2023-04-15T02:08:15.733Z","2023-04-15T02:08:18.733Z",TRUE,"pitch","94088bdf-2f0b-4a0e-8725-b5f2669bd4b6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.06,1.38,NA,101.78,157.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Elvis Andrus strikes out swinging.",0,6,3,77,"bottom",9,"2023-04-15T02:08:11.582Z","2023-04-15T02:09:00.322Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,462101,"Elvis Andrus","/api/v1/people/462101","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.5,92.8,3,2,0.3711,6.2915,34.8183,-6.1508,-5.1846,11.7893,0.3993,3.0211,3.3556,-147.5598,-9.8553,-0.0785,50.0021,6.7652,-11.4428,51.6,2.4,24,2533,195,NA,NA,NA,NA,NA,NA,FALSE,-7,19.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",5,"2023-04-15T02:07:42.653Z","2023-04-15T02:07:49.584Z",TRUE,"pitch","9c7e1ffc-2952-4211-87a7-63c153ea5483",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.264,1.5701,NA,72.18,277.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.4,82.5,14,0.82,0.4239,6.4851,27.6087,-21.9224,-2.8236,6.0631,1.1758,-1.4516,5.0829,-129.3345,-15.7675,-0.4503,50.0009,6.415,-4.7715,8.4,6,24,846,237,NA,NA,NA,NA,NA,NA,FALSE,-27.1,7.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,693049,"Oscar Colás","/api/v1/people/693049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",4,"2023-04-15T02:07:20.124Z","2023-04-15T02:07:23.135Z",TRUE,"pitch","022a6248-d9a1-400c-ba30-b17da1a55667",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.264,1.5701,NA,144.6,214.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.4,83.4,13,0.64,0.4164,6.6659,26.67,-16.6168,-2.8698,8.8723,-0.724,0.8892,0.4641,-131.3053,-11.5792,-0.5296,50.0036,6.5801,-5.0331,14.4,4.8,24,1362,224,NA,NA,NA,NA,NA,NA,FALSE,-19.6,13.9,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",3,"2023-04-15T02:06:51.691Z","2023-04-15T02:06:54.868Z",TRUE,"pitch","6ec409ae-3456-47a6-9556-1f6d4d1c6870",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.35,1.57,NA,114.72,177.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.6,92.6,5,2,0.3718,6.49,36.6278,-9.611,-5.9158,10.2725,0.0597,2.252,3.4468,-147.5969,-10.8874,-0.3575,50.0029,6.5639,-12.9926,44.4,3.6,24,2486,191,NA,NA,NA,NA,NA,NA,FALSE,-10.2,16.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",2,"2023-04-15T02:06:33.445Z","2023-04-15T02:06:36.445Z",TRUE,"pitch","08d3fdd8-e8fc-4856-a15f-afe67e8febe7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2856,1.5701,NA,147.63,94.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.9,81.7,11,0.87,0.4221,6.0905,26.1629,-26.0622,-1.7619,3.5843,-0.8036,5.3588,0.4224,-129.5926,0.6625,-0.7394,50.0057,7.0849,-3.0083,6,6,24,1067,221,NA,NA,NA,NA,NA,NA,FALSE,-27.5,6.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",1,"2023-04-15T02:06:14.170Z","2023-04-15T02:06:17.170Z",TRUE,"pitch","37a9c041-9845-4b25-8548-f594647f8c6c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2856,1.5701,NA,79.07,117.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,92.1,12,2,0.3734,6.4962,34.3525,-7.7259,-4.0746,11.2141,0.9951,4.4926,5.035,-146.6391,-5.7247,-0.2139,50.0009,6.9299,-8.8821,40.8,2.4,24,2424,190,NA,NA,NA,NA,NA,NA,FALSE,-7.6,19.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",0,"2023-04-15T02:05:55.605Z","2023-04-15T02:06:00.276Z",TRUE,"pitch","6ad79737-4f6b-49a3-b083-2a6747c37102",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.35,1.57,NA,96.1,168.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Oscar Colas walks.",0,6,3,76,"bottom",9,"2023-04-15T02:05:42.173Z","2023-04-15T02:07:49.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,693049,"Oscar Colás","/api/v1/people/693049","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,91.3,6,2,0.3765,6.1534,35.6438,-5.7728,-4.3942,12.3285,0.5484,2.6028,4.0913,-145.7225,-10.9554,-0.3059,50.0023,6.768,-9.4089,44.4,2.4,24,2516,191,NA,NA,NA,NA,NA,NA,FALSE,-7.2,20.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718583,"2023-04-14",2,"2023-04-15T02:05:26.268Z","2023-04-15T02:05:29.966Z",TRUE,"pitch","842302e0-f844-4835-bd21-888c4d353d45",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.25,1.55,NA,124.67,196.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Lenyn Sosa strikes out swinging.",0,6,3,75,"bottom",9,"2023-04-15T02:04:39.850Z","2023-04-15T02:05:29.966Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.5,81.7,8,0.84,0.4224,6.4214,29.4821,-22.3087,-4.0384,5.8001,-0.2012,1.5734,2.1576,-130.1052,-8.8546,-0.5203,50.0006,6.7361,-6.863,14.4,6,24,892,235,NA,NA,NA,NA,NA,NA,TRUE,-25.8,8.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
