"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717769,"2023-06-14",4,"2023-06-15T01:41:09.674Z","2023-06-15T01:41:13.024Z",TRUE,"pitch","168e18c4-08db-48c9-808a-731972c5795e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.1,1.44,NA,121.35,152.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,3,1,71,"bottom",9,"2023-06-15T01:40:00.728Z","2023-06-15T01:41:13.024Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.9,2,0.88,0.3877,7.5634,30.8051,-13.3932,-3.0516,9.2818,-0.1142,3.2091,6.7711,-141.0479,-5.0495,-2.1449,50.0031,5.8799,-6.1754,18,3.6,24,2285,199,NA,NA,NA,NA,NA,NA,TRUE,-13,16,4.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",3,"2023-06-15T01:40:44.208Z","2023-06-15T01:40:47.295Z",TRUE,"pitch","30265729-e3dd-457e-af1c-8d967530ad32",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.1,1.44,NA,157.55,211.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,3,1,71,"bottom",9,"2023-06-15T01:40:00.728Z","2023-06-15T01:41:13.024Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,13,0.9,0.4315,7.3926,26.2228,-33.7987,2.1886,-0.9927,-1.0638,0.9994,2.8316,-126.9666,-4.9321,-2.4783,50.0055,5.6598,3.5701,7.2,8.4,24,2286,80,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-2.6,-4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",2,"2023-06-15T01:40:26.568Z","2023-06-15T01:40:29.942Z",TRUE,"pitch","c667b3b7-5f74-4243-8719-511cef6badc6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1959,1.5122,NA,99.63,202.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,3,1,71,"bottom",9,"2023-06-15T01:40:00.728Z","2023-06-15T01:41:13.024Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.6,14,0.87,0.3944,7.5887,30.9864,-12.4593,-3.519,10.0899,0.4557,1.3352,8.551,-138.8616,-9.3278,-2.2058,50.0027,5.5661,-6.8767,19.2,3.6,24,2353,210,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.4,4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",1,"2023-06-15T01:40:03.098Z","2023-06-15T01:40:07.040Z",TRUE,"pitch","c069557c-760f-4953-88d1-bfa199c96623",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2658,1.5356,NA,101.43,187.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,3,1,71,"bottom",9,"2023-06-15T01:40:00.728Z","2023-06-15T01:41:13.024Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88,9,0.87,0.3919,7.6382,31.8535,-11.758,-2.204,10.3248,0.4084,1.884,8.4521,-139.8078,-8.1417,-2.3691,50.0032,5.6078,-4.3592,10.8,2.4,24,2320,202,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.2,2.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",0,"2023-06-15T01:39:56.753Z","2023-06-15T01:40:03.098Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jorge Mateo replaces Aaron Hicks.","Offensive Substitution",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622761,"/api/v1/people/622761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","601","71","atBat","Strikeout","strikeout","Adam Frazier strikes out swinging.",0,3,1,71,"bottom",9,"2023-06-15T01:40:00.728Z","2023-06-15T01:41:13.024Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,543305,"/api/v1/people/543305",1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",3,"2023-06-15T01:39:02.993Z","2023-06-15T01:39:16.339Z",TRUE,"pitch","51692536-a9fd-4257-99d2-c194dd713a0d",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.52,1.75,NA,139.31,168.81,"ground_ball","medium","7",91.28,114.55,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Aaron Hicks singles on a ground ball to left fielder Daulton Varsho. Ryan O'Hearn scores. Austin Hays to 2nd.",1,3,1,70,"bottom",9,"2023-06-15T01:38:17.431Z","2023-06-15T01:39:16.339Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.4,4,0.88,0.3891,7.6571,32.7178,-12.6892,-4.6562,9.7142,-0.5853,2.5914,6.4033,-140.9091,-6.2624,-2.2848,50.0066,5.6665,-9.3436,28.8,3.6,24,2332,198,98.3,-9,14,NA,NA,NA,FALSE,-12.8,16.4,7.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543305,"Aaron Hicks","/api/v1/people/543305",669720,"Austin Hays","/api/v1/people/669720",NA,NA,NA
717769,"2023-06-14",2,"2023-06-15T01:38:41.564Z","2023-06-15T01:38:46.545Z",TRUE,"pitch","913f4853-9670-4af4-8df1-80e797134db8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5198,1.8166,NA,120.78,138.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Aaron Hicks singles on a ground ball to left fielder Daulton Varsho. Ryan O'Hearn scores. Austin Hays to 2nd.",1,3,1,70,"bottom",9,"2023-06-15T01:38:17.431Z","2023-06-15T01:39:16.339Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.4,11,0.86,0.3928,7.4651,32.7084,-14.6043,-0.8042,8.9355,-0.0993,3.703,6.3464,-139.6524,-3.0943,-2.3011,50.0062,5.7915,-1.5823,0,3.6,24,2377,195,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.7,0.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",1,"2023-06-15T01:38:19.724Z","2023-06-15T01:38:23.808Z",TRUE,"pitch","f4f5bd38-88c1-4be7-abad-0da59a70df3f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3589,1.7464,NA,135.7,180.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Aaron Hicks singles on a ground ball to left fielder Daulton Varsho. Ryan O'Hearn scores. Austin Hays to 2nd.",1,3,1,70,"bottom",9,"2023-06-15T01:38:17.431Z","2023-06-15T01:39:16.339Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.4,7,0.91,0.4413,7.4566,25.4957,-32.0627,3.0689,0.0681,-0.4906,2.161,3.4775,-124.2377,-2.5049,-2.3084,50.001,5.8541,4.7834,9.6,8.4,24,2201,70,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-0.2,-6.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",0,"2023-06-15T01:37:46.702Z","2023-06-15T01:38:19.724Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Aaron Hicks singles on a ground ball to left fielder Daulton Varsho. Ryan O'Hearn scores. Austin Hays to 2nd.",1,3,1,70,"bottom",9,"2023-06-15T01:38:17.431Z","2023-06-15T01:39:16.339Z",TRUE,TRUE,FALSE,FALSE,33,1,1,2,543305,"Aaron Hicks","/api/v1/people/543305","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717769,"2023-06-14",0,"2023-06-15T01:37:07.403Z","2023-06-15T01:37:17.262Z",TRUE,"pitch","ad3d851d-9ae0-4355-9a77-d276a4ab9eb0",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.16,1.46,NA,134.43,183.12,"line_drive","medium","7",84.72,80.91,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Austin Hays singles on a line drive to left fielder Daulton Varsho. Ryan O'Hearn to 2nd.",0,3,0,69,"bottom",9,"2023-06-15T01:36:51.476Z","2023-06-15T01:37:17.262Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,669720,"Austin Hays","/api/v1/people/669720","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,79.1,4,0.91,0.4405,7.3294,22.376,-34.1553,3.9202,-1.2615,-0.4572,2.0615,2.967,-123.8541,-2.6886,-2.1758,50.0037,5.9888,6.1522,10.8,9.6,24,2213,53,92.6,14,245,NA,NA,NA,FALSE,-40.1,-2.6,-7.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669720,"Austin Hays","/api/v1/people/669720",656811,"Ryan O'Hearn","/api/v1/people/656811",NA,NA,NA
