"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718055,"2023-05-23",1,"2023-05-24T02:26:08.030Z","2023-05-24T02:26:16.544Z",TRUE,"pitch","a0623039-31df-464e-b857-65b61f485651",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.39,1.58,NA,122.82,167.29,"ground_ball","medium","5",104.12,162.93,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Tommy Pham grounds out, third baseman Patrick Wisdom to first baseman Matt Mervis.",0,2,7,74,"top",9,"2023-05-24T02:25:41.582Z","2023-05-24T02:26:16.544Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,502054,"Tommy Pham","/api/v1/people/502054","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,85.8,5,0.9,0.3987,6.6611,35.251,-23.7931,-8.243,4.3981,-0.1528,2.6477,9.0582,-138.1984,-4.135,-2.4264,50.0007,5.7923,-15.6965,28.8,6,24,2525,203,81.8,-11,14,NA,NA,NA,TRUE,-23.5,7.1,12.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",0,"2023-05-24T02:25:53.704Z","2023-05-24T02:25:56.704Z",TRUE,"pitch","8d6b8cf4-18bd-4939-b0de-10ec15f20ddb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4066,1.6095,NA,71.07,218.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Tommy Pham grounds out, third baseman Patrick Wisdom to first baseman Matt Mervis.",0,2,7,74,"top",9,"2023-05-24T02:25:41.582Z","2023-05-24T02:26:16.544Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,502054,"Tommy Pham","/api/v1/people/502054","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,76.9,14,0.91,0.4515,6.4673,27.1842,-33.8878,8.3364,-1.1537,1.2048,0.7635,6.5699,-121.9736,-4.7568,-2.6204,50.0026,5.7079,12.3814,21.6,10.8,24,2741,54,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-3.1,-16.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",0,"2023-05-24T02:25:19.410Z","2023-05-24T02:25:27.527Z",TRUE,"pitch","42063519-0dc1-4bc7-a101-67cc36ef0e08",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.6,1.68,NA,123.65,180.17,"ground_ball","hard","6",116.84,150.21,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Brett Baty grounds out sharply, shortstop Dansby Swanson to first baseman Matt Mervis.",0,2,7,73,"top",9,"2023-05-24T02:25:11.465Z","2023-05-24T02:25:27.527Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,8,0.9,0.3967,6.6509,30.2158,-15.6001,-0.0863,8.5779,-0.1744,2.1707,6.1869,-137.987,-6.9441,-2.4326,50.0013,5.7677,-0.1688,3.6,3.6,24,2297,200,110.1,-3,27,NA,NA,NA,TRUE,-16.1,14.3,-1.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",5,"2023-05-24T02:24:48.462Z","2023-05-24T02:24:55.988Z",TRUE,"pitch","65a19d4d-9985-4c65-bc37-8c81b7ecd733",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,0,NA,NA,3.4594,1.5995,NA,51.95,224.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.3,76.8,14,0.91,0.4544,6.6367,26.0318,-35.265,8.777,-2.1031,1.7065,0.5176,7.1027,-121.0575,-4.9179,-2.4174,50.0038,5.7,12.886,21.6,10.8,24,2756,55,NA,NA,NA,NA,NA,NA,TRUE,-44.6,-4.8,-17.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",4,"2023-05-24T02:24:30.024Z","2023-05-24T02:24:33.539Z",TRUE,"pitch","a915ae1c-1748-496b-8fb3-4b93363f9679",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.46,1.6,NA,93.39,156.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.3,81.3,3,0.9,0.4258,6.5532,26.3606,-29.8712,4.1508,1.3787,0.6194,3.0534,5.9697,-128.572,-1.722,-2.2711,50.0059,6.0473,6.9593,14.4,7.2,24,2599,131,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.3,-8.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",3,"2023-05-24T02:24:14.887Z","2023-05-24T02:24:18.241Z",TRUE,"pitch","1266fd11-a129-4d0e-b3f0-88002db25a53",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.4288,1.6316,NA,104.62,172.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.6,6,0.91,0.4235,6.6099,27.8413,-29.2745,2.3214,1.7101,0.3247,2.4514,5.8905,-129.4926,-3.2871,-2.2838,50.0012,5.9845,3.9279,9.6,7.2,24,2471,131,NA,NA,NA,NA,NA,NA,FALSE,-32,2.5,-5.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",2,"2023-05-24T02:23:58.954Z","2023-05-24T02:24:01.954Z",TRUE,"pitch","928c59dc-7c0f-4307-8391-36ba0bf8fa75",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.518,1.6316,NA,91.29,208.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.4,14,0.88,0.4,6.6926,31.4811,-22.905,-9.1567,4.8886,0.6744,1.132,11.5762,-137.1371,-7.879,-2.4201,50.0062,5.6152,-17.3738,31.2,6,24,2314,216,NA,NA,NA,NA,NA,NA,FALSE,-23.6,7.2,14,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",1,"2023-05-24T02:23:43.571Z","2023-05-24T02:23:47.004Z",TRUE,"pitch","1d34775d-ae52-43a0-ac7a-f7c390a94ce2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4957,1.6538,NA,163.24,166.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.5,11,0.91,0.3933,6.4523,32.2788,-24.5016,-8.8477,3.9081,-1.213,2.6645,6.4459,-139.4253,-4.3443,-2.4091,50.0005,5.866,-17.3615,32.4,6,24,2356,202,NA,NA,NA,NA,NA,NA,FALSE,-23.5,6.4,14.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",0,"2023-05-24T02:22:10.595Z","2023-05-24T02:23:43.571Z",FALSE,"action",NA,NA,"Pitching Change: Michael Fulmer replaces Mark Leiter Jr.","Pitching Substitution",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605242,"/api/v1/people/605242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"72","atBat","Strikeout","strikeout","Starling Marte strikes out swinging, catcher Yan Gomes to first baseman Matt Mervis.",0,2,7,72,"top",9,"2023-05-24T02:23:41.235Z","2023-05-24T02:24:55.988Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,516782,"Starling Marte","/api/v1/people/516782","R","Right",605242,"Michael Fulmer","/api/v1/people/605242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718055,"2023-05-23",6,"2023-05-24T02:20:56.889Z","2023-05-24T02:21:03.888Z",TRUE,"pitch","d16f3409-53aa-47e7-ac1a-40e0412a4337",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.16,1.42,NA,91.38,193.09,"ground_ball","medium","6",110.18,151.43,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Forceout","force_out","Seiya Suzuki grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil. Ian Happ out at 2nd.",0,2,7,71,"bottom",8,"2023-05-24T02:19:40.220Z","2023-05-24T02:21:03.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",656257,"Jeff Brigham","/api/v1/people/656257","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,76.5,9,0.89,0.4536,6.162,23.6491,-29.238,5.1428,1.9867,0.6722,1.6921,4.4914,-120.7894,-2.9397,-1.8797,50.0018,5.4972,7.5938,15.6,8.4,24,2946,66,85,-4,21,NA,NA,NA,TRUE,-36.6,3.1,-10.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
