"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717248,"2023-07-26",0,"2023-07-27T01:41:46.853Z","2023-07-27T01:41:54.400Z",TRUE,"pitch","c0371277-372c-4a9a-9c75-7b850f5d53d3",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.28,1.59,NA,109.87,181.07,"ground_ball","medium","5",108.42,175.71,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Francisco Alvarez grounds out, third baseman DJ LeMahieu to first baseman Anthony Rizzo.",0,1,3,68,"top",9,"2023-07-27T01:41:20.579Z","2023-07-27T01:41:54.400Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,682626,"Francisco Alvarez","/api/v1/people/682626","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.4,5,0.9,0.3914,6.1585,31.0075,-26.9422,-8.7607,2.6354,0.1871,2.1375,5.2317,-139.8275,-6.674,-0.5683,50.0017,6.3187,-17.3769,30,7.2,24,2243,222,84.5,-38,3,NA,NA,NA,TRUE,-26,3.6,14.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",6,"2023-07-27T01:41:17.001Z","2023-07-27T01:41:22.675Z",TRUE,"pitch","30e941aa-7677-44bb-8ca1-7cf7d66934e7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.65,1.72,NA,92.05,206.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.9,14,0.91,0.4271,6.0351,23.2849,-34.6517,0.9048,-1.4884,0.6544,1.1829,2.6949,-127.6425,-6.2677,-0.5274,50,6.3588,1.5103,3.6,8.4,24,2535,2,NA,NA,NA,NA,NA,NA,TRUE,-39,-3.7,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",5,"2023-07-27T01:40:59.011Z","2023-07-27T01:41:03.251Z",TRUE,"pitch","82b98b73-75f4-45b1-a513-946fbdd10fab",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6049,1.6472,NA,45.1,202.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90.1,14,0.91,0.3848,6.2267,32.4448,-27.7674,-10.013,2.1455,1.8863,1.3499,9.953,-142.3078,-8.623,-0.3544,50.0014,6.1762,-20.55,32.4,7.2,24,2170,228,NA,NA,NA,NA,NA,NA,FALSE,-26.3,2.3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",4,"2023-07-27T01:40:40.996Z","2023-07-27T01:40:44.989Z",TRUE,"pitch","4fc6e878-85f3-4d40-aed0-52237edb6446",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.7369,1.7208,NA,55.76,211.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,88.5,14,0.85,0.3931,6.0824,29.8894,-27.8654,-7.6367,2.1869,1.6066,0.9971,8.3585,-139.094,-9.3579,-0.4387,50.0024,6.2396,-15.0312,24,7.2,24,2134,233,NA,NA,NA,NA,NA,NA,FALSE,-27.6,2.3,12.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",2,"2023-07-27T01:40:13.003Z","2023-07-27T01:40:16.284Z",TRUE,"pitch","0e8a5e74-911a-441e-bfd6-0a09e10d9b56",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.65,1.72,NA,106.16,182.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.2,9,0.9,0.428,6.0304,24.8278,-31.6258,-0.1778,0.3296,0.2845,2.0925,2.5265,-127.6789,-4.6136,-0.6922,50.0032,6.395,-0.2958,0,8.4,24,2461,37,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-0.1,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",1,"2023-07-27T01:39:57.403Z","2023-07-27T01:40:01.524Z",TRUE,"pitch","68024cb0-42c0-4d6a-99e3-2b09a3cbafd6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7385,1.8061,NA,75.04,156.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.3,12,0.92,0.3948,6.0055,32.5694,-32.1009,-9.7591,0.0412,1.1007,3.032,7.9938,-138.9807,-3.4357,-0.5519,50.0051,6.4274,-19.0004,27.6,7.2,24,2101,229,NA,NA,NA,NA,NA,NA,FALSE,-30.6,-0.5,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",0,"2023-07-27T01:39:41.566Z","2023-07-27T01:39:57.403Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Brett Baty replaces Mark Canha.","Offensive Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,592192,"/api/v1/people/592192",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",3,"2023-07-27T01:40:30.588Z","2023-07-27T01:40:40.996Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,1,3,67,"top",9,"2023-07-27T01:39:55.000Z","2023-07-27T01:41:22.675Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683146,"Brett Baty","/api/v1/people/683146","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",9,"2023-07-27T01:39:18.543Z","2023-07-27T01:39:26.552Z",TRUE,"pitch","4eb9e2d9-ecfb-4e10-bd61-be735940a163",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.59,1.73,NA,63.24,189.27,"ground_ball","medium","3",149.63,167.23,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jeff McNeil grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,1,3,66,"top",9,"2023-07-27T01:36:28.087Z","2023-07-27T01:39:26.552Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.7,14,0.89,0.3892,6.2265,33.8249,-30.6662,-7.9088,0.748,1.4102,1.8336,8.0544,-141.0633,-6.7367,-0.4625,50,6.2452,-15.8446,24,7.2,24,2116,226,67.4,-19,6,NA,NA,NA,TRUE,-29.2,0,12.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717248,"2023-07-26",8,"2023-07-27T01:38:56.695Z","2023-07-27T01:39:00.826Z",TRUE,"pitch","eb25d1b5-e9b9-47ea-a454-02c2c9465344",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.59,1.73,NA,107.47,188.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Jeff McNeil grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,1,3,66,"top",9,"2023-07-27T01:36:28.087Z","2023-07-27T01:39:26.552Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.9,8,0.9,0.3893,6.1885,31.9607,-27.4839,-8.7388,2.3394,0.2499,1.8704,5.5506,-140.7011,-7.3416,-0.6131,50.004,6.295,-17.52,28.8,7.2,24,2114,225,NA,NA,NA,NA,NA,NA,FALSE,-26.4,2.9,14.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
