"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717472,"2023-07-06",2,"2023-07-07T01:27:15.557Z","2023-07-07T01:27:23.391Z",TRUE,"pitch","27742c52-dd9a-4917-b633-f8e78ebfd0e9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.43,1.54,NA,119.29,191.29,"ground_ball","hard","6",107.1,156.49,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Wander Franco grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Alec Bohm. Yandy Diaz out at 2nd. Wander Franco out at 1st.",0,3,1,77,"bottom",11,"2023-07-07T01:26:28.544Z","2023-07-07T01:27:23.391Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,677551,"Wander Franco","/api/v1/people/677551","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.7,8,2,0.4061,6.2423,30.3448,-14.2148,9.0137,9.754,-0.0602,1.7589,-7.3713,-135.0476,-6.1269,1.5382,50.0002,5.0629,16.5904,44.4,4.8,24,2377,128,104,5,95,NA,NA,NA,TRUE,-15.4,16.4,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",0,"2023-07-07T01:26:33.392Z","2023-07-07T01:26:36.442Z",TRUE,"pitch","67804efc-6a90-4ed9-9099-a98d587c4d5e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4301,1.4916,NA,66.84,139.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Wander Franco grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Alec Bohm. Yandy Diaz out at 2nd. Wander Franco out at 1st.",0,3,1,77,"bottom",11,"2023-07-07T01:26:28.544Z","2023-07-07T01:27:23.391Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,677551,"Wander Franco","/api/v1/people/677551","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,84.1,12,2,0.4068,6.3193,31.8493,-18.291,11.1001,7.5778,1.316,3.6857,-4.6251,-135.1027,-0.5989,1.6164,50.0049,5.2061,20.3413,46.8,6,24,2382,128,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.8,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",1,"2023-07-07T01:26:48.172Z","2023-07-07T01:27:15.557Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"77","atBat","Grounded Into DP","grounded_into_double_play","Wander Franco grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Alec Bohm. Yandy Diaz out at 2nd. Wander Franco out at 1st.",0,3,1,77,"bottom",11,"2023-07-07T01:26:28.544Z","2023-07-07T01:27:23.391Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,677551,"Wander Franco","/api/v1/people/677551","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",4,"2023-07-07T01:26:00.678Z","2023-07-07T01:26:05.020Z",TRUE,"pitch","b810e75d-f2b5-4b53-bb9e-5146d56c19ee",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.5653,1.6918,NA,79.45,117.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Yandy Diaz walks.",0,3,1,76,"bottom",11,"2023-07-07T01:24:15.432Z","2023-07-07T01:26:05.020Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.4,12,2,0.4052,6.2304,31.9437,-14.3714,8.7465,9.641,0.9852,4.4895,-4.8294,-135.5999,0.5468,1.6607,50.004,5.2942,16.1543,46.8,4.8,24,2496,138,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.8,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",650490,"Yandy Díaz","/api/v1/people/650490",NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",3,"2023-07-07T01:25:39.955Z","2023-07-07T01:25:43.276Z",TRUE,"pitch","87df9e7e-e938-4dbc-85a6-f4e52f21bf47",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4137,1.5911,NA,136.22,158.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Yandy Diaz walks.",0,3,1,76,"bottom",11,"2023-07-07T01:24:15.432Z","2023-07-07T01:26:05.020Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.3,1,2,0.4026,6.2776,30.6177,-15.2269,9.4705,9.0429,-0.5043,2.9915,-8.9146,-136.1881,-2.8956,1.585,50.0002,5.1251,17.7426,44.4,4.8,24,2433,131,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",2,"2023-07-07T01:25:07.044Z","2023-07-07T01:25:10.738Z",TRUE,"pitch","54fb26c9-7c82-4d21-ad4d-ec06452683fa",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.54,1.7421,NA,83.77,163.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Yandy Diaz walks.",0,3,1,76,"bottom",11,"2023-07-07T01:24:15.432Z","2023-07-07T01:26:05.020Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.1,12,2,0.4079,6.121,30.5308,-18.1971,10.2105,7.6661,0.8718,2.7989,-5.4525,-134.5209,-2.7966,1.6037,50.0042,5.1495,18.6219,43.2,6,24,2376,131,NA,NA,NA,NA,NA,NA,FALSE,-18.7,13.4,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",1,"2023-07-07T01:24:48.348Z","2023-07-07T01:24:52.153Z",TRUE,"pitch","e0f4c065-ccc1-4c13-a33b-0094c52ca2ad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4895,1.6414,NA,164.43,168.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Yandy Diaz walks.",0,3,1,76,"bottom",11,"2023-07-07T01:24:15.432Z","2023-07-07T01:26:05.020Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.6,11,2,0.4061,6.2939,30.2422,-11.484,9.7112,11.2401,-1.2443,2.5849,-10.372,-135.0218,-4.455,1.3908,50.0017,5.0685,17.8748,51.6,4.8,24,2577,139,NA,NA,NA,NA,NA,NA,FALSE,-12.4,19.6,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",0,"2023-07-07T01:24:26.653Z","2023-07-07T01:24:30.031Z",TRUE,"pitch","1df8cba5-16e3-4b66-ba11-00ddfb447554",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4895,1.6414,NA,154.49,201.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Yandy Diaz walks.",0,3,1,76,"bottom",11,"2023-07-07T01:24:15.432Z","2023-07-07T01:26:05.020Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.4,13,2,0.403,6.2928,30.4382,-9.5073,8.8328,12.1203,-0.9837,1.3644,-9.6037,-136.0386,-7.8145,1.4484,50.0053,4.9372,16.5227,51.6,3.6,24,2501,134,NA,NA,NA,NA,NA,NA,FALSE,-11,20.4,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",7,"2023-07-07T01:23:58.834Z","2023-07-07T01:24:02.861Z",TRUE,"pitch","2c22befc-db1b-47ee-bd93-b17099e25aea",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.46,1.6,NA,94.92,135.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Taylor Walls strikes out swinging.",0,3,1,75,"bottom",11,"2023-07-07T01:22:49.687Z","2023-07-07T01:24:02.861Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,670764,"Taylor Walls","/api/v1/people/670764","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86,12,2,0.3977,6.1222,32.8907,-11.0887,8.8916,10.9979,0.5793,3.8324,-6.0052,-138.1087,-1.7252,1.6349,50.0037,5.2175,17.0501,54,3.6,24,2551,130,NA,NA,NA,NA,NA,NA,TRUE,-10.8,19.7,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717472,"2023-07-06",6,"2023-07-07T01:23:35.784Z","2023-07-07T01:23:38.935Z",TRUE,"pitch","59180c2e-ef54-4a5c-a906-f5de2212b03c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.6117,1.6522,NA,198.6,168.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Taylor Walls strikes out swinging.",0,3,1,75,"bottom",11,"2023-07-07T01:22:49.687Z","2023-07-07T01:24:02.861Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,670764,"Taylor Walls","/api/v1/people/670764","R","Right",621381,"Matt Strahm","/api/v1/people/621381","L","Left","vs_LHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.9,13,2,0.4009,6.2255,29.6304,-10.8524,8.6292,11.2782,-2.1406,2.6077,-12.5794,-136.5272,-4.9902,1.4023,50.0037,5.204,16.3161,49.2,3.6,24,2571,148,NA,NA,NA,NA,NA,NA,FALSE,-11.5,19.4,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542194,"Christian Bethancourt","/api/v1/people/542194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
