"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717261,"2023-07-25",2,"2023-07-26T03:44:25.916Z","2023-07-26T03:44:33.488Z",TRUE,"pitch","0f73b554-e8d1-4932-892a-3218c8213743",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.11,1.53,NA,115.4,160.58,"fly_ball","medium","8",140.85,81.86,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,1,7,79,"top",9,"2023-07-26T03:43:32.095Z","2023-07-26T03:44:33.488Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,645277,"Ozzie Albies","/api/v1/people/645277","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,84.3,2,2,0.4107,6.3069,26.1695,-23.7556,8.6447,4.662,0.042,2.8961,-12.7912,-132.9379,-1.6045,3.7736,50.0014,5.2173,15.6068,28.8,6,24,2113,119,82.4,30,296,NA,NA,NA,TRUE,-24.2,8.3,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",1,"2023-07-26T03:44:02.158Z","2023-07-26T03:44:05.793Z",TRUE,"pitch","40e75fce-e318-45cd-a75f-c95a3c2a19d2",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.11,1.53,NA,125.99,183.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,1,7,79,"top",9,"2023-07-26T03:43:32.095Z","2023-07-26T03:44:33.488Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,645277,"Ozzie Albies","/api/v1/people/645277","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,81.5,5,0.75,0.4258,6.2541,25.8169,-32.6511,6.1945,-0.2839,-0.2359,2.0387,-12.2822,-128.4675,-1.7413,3.7954,50.004,5.2557,10.3896,13.2,8.4,24,1053,105,NA,NA,NA,NA,NA,NA,FALSE,-35.6,-0.7,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",0,"2023-07-26T03:43:45.307Z","2023-07-26T03:43:49.752Z",TRUE,"pitch","20aff7e8-7959-497e-9c2a-006bb8b0f7f3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2135,1.5653,NA,125.69,174.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Jarren Duran.",0,1,7,79,"top",9,"2023-07-26T03:43:32.095Z","2023-07-26T03:44:33.488Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,645277,"Ozzie Albies","/api/v1/people/645277","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,83.4,5,0.9,0.414,6.3105,27.813,-24.9167,10.3852,4.0933,-0.2279,2.3682,-13.6472,-132.2101,-2.8237,3.6482,50.0012,5.2758,18.4092,31.2,7.2,24,2068,127,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",6,"2023-07-26T03:43:14.564Z","2023-07-26T03:43:17.585Z",TRUE,"pitch","c0c41fad-123c-4648-935b-b468166b94a3",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.5095,1.5653,NA,119.9,148.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.6,2,0.93,0.4123,6.2213,28.1192,-26.8447,10.8885,2.9824,-0.0761,3.3314,-13.4019,-132.7784,-0.0643,3.6193,50.0043,5.3074,19.4675,32.4,7.2,24,2082,126,NA,NA,NA,NA,NA,NA,TRUE,-27.2,5.6,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,671739,"Michael Harris II","/api/v1/people/671739",606115,"Orlando Arcia","/api/v1/people/606115",NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",5,"2023-07-26T03:42:55.870Z","2023-07-26T03:42:59.731Z",TRUE,"pitch","9f4e5e6b-e62d-4e14-b9ce-c074c27ae5e4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5687,1.6245,NA,127.02,213.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88,80.5,13,0.85,0.4302,6.4228,27.2421,-31.7315,8.0647,0.2689,-0.2628,0.9307,-13.0206,-127.5215,-3.5871,3.8711,50.0014,4.8698,13.2262,18,8.4,24,1173,95,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-0.2,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",4,"2023-07-26T03:42:35.934Z","2023-07-26T03:42:39.251Z",TRUE,"pitch","7d99489d-ee68-4f1e-9cb6-97021afc7fc7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.58,NA,124.01,172.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.6,5,0.92,0.4085,6.2842,28.244,-23.9074,10.7861,4.5366,-0.1839,2.4452,-13.6826,-133.9672,-2.9378,3.5822,50.0022,5.26,19.6554,34.8,7.2,24,2059,129,NA,NA,NA,NA,NA,NA,FALSE,-24.5,7.8,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",3,"2023-07-26T03:42:14.581Z","2023-07-26T03:42:17.797Z",TRUE,"pitch","089d9529-5f84-461d-9635-84c22167f8fb",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.58,NA,114.29,156.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,84.4,2,0.94,0.4093,6.3146,27.3359,-24.7716,11.0157,4.0768,0.0712,3.0359,-13.1939,-133.5475,-1.0662,3.6322,50.002,5.2134,20.0019,34.8,7.2,24,1972,120,NA,NA,NA,NA,NA,NA,FALSE,-25,7.3,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",2,"2023-07-26T03:41:53.917Z","2023-07-26T03:41:57.127Z",TRUE,"pitch","bc08625f-8859-411f-a1c1-24fe4af9cf4a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.43,1.58,NA,120.36,214.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.8,80.8,13,0.83,0.4302,6.3983,25.6402,-31.2414,8.8416,0.569,-0.0881,0.9117,-12.1272,-127.2359,-4.7394,3.5871,50.0051,5.269,14.5277,20.4,8.4,24,1078,105,NA,NA,NA,NA,NA,NA,FALSE,-35.6,0.1,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",1,"2023-07-26T03:41:35.437Z","2023-07-26T03:41:40.858Z",TRUE,"pitch","4b6617ed-6a05-49fe-b97c-d6bb8fa01845",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5664,1.6518,NA,141.15,160.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.6,4,0.93,0.4128,6.2763,28.4324,-24.9008,11.4333,4.0828,-0.6336,2.894,-14.7852,-132.6813,-1.7188,3.5261,50.0063,5.3652,20.3869,34.8,7.2,24,2067,128,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.2,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717261,"2023-07-25",0,"2023-07-26T03:40:42.744Z","2023-07-26T03:41:35.437Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Ronald Acuna Jr. called out on strikes.",0,1,7,78,"top",9,"2023-07-26T03:41:33.070Z","2023-07-26T03:43:17.585Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660670,"Ronald Acuña Jr.","/api/v1/people/660670","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
