"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746472,"2024-05-15",5,"2024-05-15T19:35:28.089Z","2024-05-15T19:35:32.064Z",TRUE,"pitch","e4580533-e029-412b-8392-d7be2c339080",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.53,1.66,NA,105.83,137.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.5,12,0.89,0.389,6.5326,30.6208,-13.8735,2.2998,9.1057,0.2931,3.7466,-6.3811,-140.5707,-0.9605,2.2895,50.0016,4.9897,4.623,13.2,2.4,24,2596,151,NA,NA,NA,NA,NA,NA,TRUE,-12.7,16.6,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",4,"2024-05-15T19:35:05.570Z","2024-05-15T19:35:09.098Z",TRUE,"pitch","78ab1318-3ca9-44ed-af4c-66ce6415bca8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.53,1.66,NA,100.47,179.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.1,9,0.89,0.3902,6.4746,32.6951,-16.2444,1.5472,7.9885,0.4338,2.1904,-5.5554,-140.5231,-4.4678,2.2378,50.0031,4.8607,3.0858,6,3.6,24,2589,144,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.7,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",3,"2024-05-15T19:34:49.193Z","2024-05-15T19:34:52.813Z",TRUE,"pitch","ec2de361-f927-4632-bf2a-3b6b8cf44b8b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.729,1.6586,NA,161.7,192.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.4,13,0.89,0.3872,6.4524,30.018,-15.07,0.5376,8.4244,-1.1726,1.7161,-9.493,-141.0818,-5.9376,2.1559,50.0009,4.8077,1.094,2.4,3.6,24,2455,148,NA,NA,NA,NA,NA,NA,FALSE,-14.6,14.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",2,"2024-05-15T19:34:28.945Z","2024-05-15T19:34:32.195Z",TRUE,"pitch","f0ba5faa-c6bb-4a25-a27f-dbb199f7d9ac",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.53,1.66,NA,121.25,179.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.1,8,0.9,0.4276,6.4841,25.0955,-33.5385,-3.4829,-0.8186,-0.1116,2.1836,-5.1838,-127.8467,-0.4988,2.3909,50.0039,5.002,-5.7946,10.8,8.4,24,2665,255,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-1.3,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",1,"2024-05-15T19:34:10.416Z","2024-05-15T19:34:13.670Z",TRUE,"pitch","2da1ecd8-0e6c-4b6d-ad5c-1d8187ad2d60",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.729,1.5044,NA,136.15,229.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.7,13,0.9,0.4264,6.5612,25.4746,-34.529,-3.0547,-1.4056,-0.5025,0.3542,-6.1293,-128.25,-4.6247,2.3114,50.0035,4.8611,-5.1107,9.6,8.4,24,2706,271,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-3.4,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",0,"2024-05-15T19:33:36.440Z","2024-05-15T19:34:10.416Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Zach McKinstry replaces Carson Kelly.","Offensive Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,656716,"/api/v1/people/656716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","901","69","atBat","Strikeout","strikeout","Riley Greene strikes out swinging.",0,2,0,69,"bottom",9,"2024-05-15T19:34:08.141Z","2024-05-15T19:35:32.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,608348,"/api/v1/people/608348",1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746472,"2024-05-15",7,"2024-05-15T19:33:08.907Z","2024-05-15T19:33:19.685Z",TRUE,"pitch","3e90d328-4bda-401d-89f5-13c7200d92d0",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.34,1.64,NA,125.65,185.16,"line_drive","medium","9",158.08,86.82,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Carson Kelly singles on a line drive to right fielder Bryan De La Cruz. Javier Báez to 3rd.",0,2,0,68,"bottom",9,"2024-05-15T19:30:28.920Z","2024-05-15T19:33:19.685Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,82.1,8,0.9,0.4258,6.6306,21.4282,-35.2497,-3.2099,-1.8216,-0.2268,1.9858,-5.4839,-127.6809,-0.5805,2.3498,50.0058,4.9433,-5.4056,9.6,8.4,24,2638,266,89.3,16,235,NA,NA,NA,FALSE,-38.3,-3.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608348,"Carson Kelly","/api/v1/people/608348",NA,NA,NA,595879,"Javier Báez","/api/v1/people/595879"
746472,"2024-05-15",6,"2024-05-15T19:32:48.290Z","2024-05-15T19:32:51.707Z",TRUE,"pitch","f3232660-7013-4196-a860-0def8e48044e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.64,NA,156.28,171.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Carson Kelly singles on a line drive to right fielder Bryan De La Cruz. Javier Báez to 3rd.",0,2,0,68,"bottom",9,"2024-05-15T19:30:28.920Z","2024-05-15T19:33:19.685Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.4,13,0.89,0.3904,6.5446,30.5213,-15.7275,1.7467,8.2424,-1.0305,2.4835,-9.6546,-140.0959,-3.7141,2.2277,50.0027,4.8491,3.4867,4.8,3.6,24,2656,154,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.4,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608348,"Carson Kelly","/api/v1/people/608348",NA,NA,NA,NA,NA,NA
746472,"2024-05-15",5,"2024-05-15T19:32:24.086Z","2024-05-15T19:32:27.676Z",TRUE,"pitch","b3b93552-3936-4958-b58c-c135aacde7d0",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.64,NA,126.95,146.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Carson Kelly singles on a line drive to right fielder Bryan De La Cruz. Javier Báez to 3rd.",0,2,0,68,"bottom",9,"2024-05-15T19:30:28.920Z","2024-05-15T19:33:19.685Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89.7,2,0.89,0.3859,6.4739,28.425,-16.2884,1.2809,7.7629,-0.261,3.417,-7.2246,-141.2719,-1.9069,2.1495,50.0041,5.1336,2.6229,3.6,3.6,24,2427,154,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.9,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608348,"Carson Kelly","/api/v1/people/608348",NA,NA,NA,NA,NA,NA
746472,"2024-05-15",4,"2024-05-15T19:32:02.504Z","2024-05-15T19:32:06.197Z",TRUE,"pitch","7251f76c-dc4d-4502-856c-41a6789476a8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.64,NA,145.82,198.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Carson Kelly singles on a line drive to right fielder Bryan De La Cruz. Javier Báez to 3rd.",0,2,0,68,"bottom",9,"2024-05-15T19:30:28.920Z","2024-05-15T19:33:19.685Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,83.3,13,0.9,0.421,6.6344,20.1328,-32.0968,-2.3568,0.044,-0.756,1.4754,-7.0312,-128.8291,-2.3473,2.2863,50.0021,4.816,-4.0651,8.4,7.2,24,2753,278,NA,NA,NA,NA,NA,NA,FALSE,-34.3,-0.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608348,"Carson Kelly","/api/v1/people/608348",NA,NA,NA,NA,NA,NA
