"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746729,"2024-04-19",5,"2024-04-20T00:52:45.230Z","2024-04-20T00:52:50.816Z",TRUE,"pitch","ab4ebfa7-044d-40fb-9d0d-15ac36503aa7",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,2,NA,NA,3.16,1.46,NA,111.39,188.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.8,75.3,8,0.9,0.4598,5.8312,23.1884,-27.5224,3.1927,3.2327,0.1471,1.8605,1.8232,-119.1952,-3.0151,-1.0427,50.0008,5.6304,4.5865,9.6,8.4,24,2671,65,NA,NA,NA,NA,NA,NA,TRUE,-35.4,5.4,-6.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",4,"2024-04-20T00:52:28.787Z","2024-04-20T00:52:32.166Z",TRUE,"pitch","a498a99e-e8cc-4c1b-bbe8-935e6f3119d5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.128,1.3988,NA,109.13,110.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.7,12,2,0.4049,5.9225,30.4375,-19.4486,-7.9279,6.8702,0.2066,4.7525,4.9523,-135.4427,0.2588,-0.6185,50.0019,6.0191,-14.683,34.8,4.8,24,2360,227,NA,NA,NA,NA,NA,NA,FALSE,-19,12.7,13.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",3,"2024-04-20T00:52:06.758Z","2024-04-20T00:52:10.537Z",TRUE,"pitch","18fede53-98d9-4988-b120-f9a752e04eac",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.16,1.46,NA,141.92,178.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.4,4,2,0.43,6.0655,25.9145,-29.2685,-10.5831,1.7678,-0.6537,2.2446,4.424,-127.3352,-2.916,-1.0378,50.002,5.7178,-17.3948,28.8,8.4,24,1808,243,NA,NA,NA,NA,NA,NA,FALSE,-32.9,2.8,18.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",2,"2024-04-20T00:51:52.452Z","2024-04-20T00:51:58.937Z",TRUE,"pitch","8f3d14af-3831-4b3e-815b-9b2bc18b02f5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1646,1.4275,NA,185.49,159.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.5,80,11,2,0.4332,5.925,23.775,-32.0356,-7.7851,0.0871,-1.7967,2.9231,1.1909,-126.0741,-0.6932,-1.2608,50.0049,5.7698,-12.6301,21.6,8.4,24,1386,246,NA,NA,NA,NA,NA,NA,FALSE,-36,0.2,13.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",1,"2024-04-20T00:51:35.983Z","2024-04-20T00:51:39.842Z",TRUE,"pitch","773afea8-691a-4d44-91ee-9ac3bdf801fd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1378,1.4837,NA,119.6,177.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.6,5,2,0.4037,6.0181,27.8945,-17.5434,-7.8277,7.8384,-0.0681,2.2727,4.8716,-135.3683,-5.9183,-0.8685,50.0048,5.7039,-14.616,36,4.8,24,2369,228,NA,NA,NA,NA,NA,NA,FALSE,-18.2,13.2,13.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",0,"2024-04-20T00:51:37.300Z","2024-04-20T00:51:38.300Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,650859,"/api/v1/people/650859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Luis Rengifo strikes out on a foul tip.",0,1,7,69,"top",9,"2024-04-20T00:51:33.619Z","2024-04-20T00:52:50.816Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,650859,"Luis Rengifo","/api/v1/people/650859","L","Left",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",1,"2024-04-20T00:50:45.356Z","2024-04-20T00:50:54.047Z",TRUE,"pitch","db45a9b6-3a6b-4d12-91ed-8f10309959ab",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.18,1.52,NA,150.87,154.71,"popup","medium","3",134,175.24,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Logan O'Hoppe pops out to first baseman Spencer Steer.",0,1,7,68,"top",9,"2024-04-20T00:50:30.622Z","2024-04-20T00:50:54.047Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,85.5,11,2,0.4048,6.1651,26.6562,-22.9176,-8.6068,4.9801,-0.8885,3.1139,3.1373,-134.8141,-2.7567,-0.9426,50.003,5.7503,-15.9953,33.6,6,24,2339,223,67.7,72,72,NA,NA,NA,TRUE,-22.9,8.8,15,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",0,"2024-04-20T00:50:30.622Z","2024-04-20T00:50:34.882Z",TRUE,"pitch","d299db2d-0bb0-493e-8532-faf1f9f64e49",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3467,1.5837,NA,129.43,142.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Logan O'Hoppe pops out to first baseman Spencer Steer.",0,1,7,68,"top",9,"2024-04-20T00:50:30.622Z","2024-04-20T00:50:54.047Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.8,75.6,11,0.89,0.4581,5.847,21.1637,-25.826,4.2126,4.3742,-0.3262,3.5613,0.9675,-119.2062,0.352,-1.284,50.0022,5.728,6.1113,13.2,7.2,24,2775,82,NA,NA,NA,NA,NA,NA,FALSE,-32.3,8.3,-7.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",4,"2024-04-20T00:49:58.020Z","2024-04-20T00:50:06.473Z",TRUE,"pitch","0a2a24f1-61e4-40e2-bd35-c6d231297162",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.63,1.72,NA,95.48,187.57,"ground_ball","medium","6",106.13,151.41,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Brandon Drury grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,1,7,67,"top",9,"2024-04-20T00:49:08.527Z","2024-04-20T00:50:06.473Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,75,9,0.9,0.4604,5.8511,24.9046,-30.1852,3.4726,1.3882,0.5645,1.8968,2.6258,-119.3795,-2.4397,-1.0042,50.0004,5.6733,4.9666,9.6,8.4,24,2848,77,103.8,-5,19,NA,NA,NA,TRUE,-38.8,2.2,-7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746729,"2024-04-19",3,"2024-04-20T00:49:40.409Z","2024-04-20T00:49:44.572Z",TRUE,"pitch","22ba6949-cce0-4629-8bd7-26c8ef191a1e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.63,1.72,NA,64.29,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Brandon Drury grounds out, shortstop Elly De La Cruz to first baseman Spencer Steer.",0,1,7,67,"top",9,"2024-04-20T00:49:08.527Z","2024-04-20T00:50:06.473Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",571656,"Buck Farmer","/api/v1/people/571656","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,74.7,14,0.9,0.4615,5.9283,24.9942,-27.7153,2.9614,3.1324,1.3827,2.1772,4.7637,-119.1402,-2.3724,-1.0351,50.0034,5.7157,4.2144,10.8,8.4,24,2868,58,NA,NA,NA,NA,NA,NA,FALSE,-35.8,5.3,-6.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
