"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745023,"2024-05-02",7,"2024-05-02T01:43:53.921Z","2024-05-02T01:44:05.223Z",TRUE,"pitch","f2052a8f-fc86-42e7-8ce5-ef02c99894d7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,2,NA,NA,3.33,1.48,NA,130.24,135.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88,11,0.9,0.3897,6.3248,33.2437,-14.7016,-4.0716,8.7403,-0.3473,3.8372,6.179,-140.7941,-2.564,-2.0457,50.0012,5.716,-8.1385,24,3.6,24,1824,212,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.5,6,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",6,"2024-05-02T01:43:34.906Z","2024-05-02T01:43:39.752Z",TRUE,"pitch","b61ebb57-2d88-4bd4-9697-f35edf554548",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3756,1.4495,NA,178.09,132.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.1,11,2,0.4291,6.5274,27.489,-29.3836,-5.1042,1.6915,-1.6027,3.9263,3.247,-127.8819,1.3131,-2.2287,50.0025,5.7189,-8.4156,14.4,7.2,24,1043,234,NA,NA,NA,NA,NA,NA,FALSE,-31.9,3.6,8.5,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",4,"2024-05-02T01:42:54.882Z","2024-05-02T01:42:59.146Z",TRUE,"pitch","4a6acd1d-70a0-47be-9f08-ce60ef99778a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2976,1.5086,NA,76.35,166.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.8,12,0.89,0.3911,6.5851,33.8117,-13.9349,-4.7545,9.1972,1.0665,2.6603,9.3571,-140.4217,-5.7398,-1.7016,50.0054,5.6485,-9.4322,25.2,3.6,24,1973,208,NA,NA,NA,NA,NA,NA,FALSE,-14,15.5,6.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",3,"2024-05-02T01:42:36.939Z","2024-05-02T01:42:42.961Z",TRUE,"pitch","b0f7ca8e-34d4-439e-943f-170bb18ef3c9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4202,1.5854,NA,142.27,164.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.5,4,0.9,0.3875,6.4776,34.6726,-13.8994,-4.3792,9.0471,-0.6628,2.738,5.4131,-141.7499,-5.681,-2.035,50.0005,5.6674,-8.8439,26.4,3.6,24,2008,209,NA,NA,NA,NA,NA,NA,FALSE,-13.7,15.2,6.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",2,"2024-05-02T01:42:21.556Z","2024-05-02T01:42:26.441Z",TRUE,"pitch","c17ec744-a7d5-4cdc-81c0-a5fcba8ad4da",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4594,1.4882,NA,111.57,118.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.5,12,0.9,0.3913,6.2543,33.9539,-13.8263,-3.7306,9.2607,0.1426,4.4704,6.9875,-140.3853,-1.4561,-1.9023,50.0047,5.9029,-7.3937,21.6,3.6,24,1895,207,NA,NA,NA,NA,NA,NA,FALSE,-13,16.6,5.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",0,"2024-05-02T01:39:57.795Z","2024-05-02T01:41:55.375Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",1,"2024-05-02T01:41:55.375Z","2024-05-02T01:42:21.556Z",FALSE,"action",NA,NA,"Pitching Change: Hunter Harvey replaces Dylan Floro.","Pitching Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,640451,"/api/v1/people/640451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",5,"2024-05-02T01:43:14.514Z","2024-05-02T01:43:17.514Z",FALSE,"pickoff","881d5ee7-f104-454a-a67f-a6d4c0f9b8c1",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",8,"2024-05-02T01:44:05.223Z","2024-05-02T01:44:22.617Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,663993,"/api/v1/people/663993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Nathaniel Lowe walks. Marcus Semien to 2nd.",0,1,0,52,"bottom",7,"2024-05-02T01:42:19.350Z","2024-05-02T01:44:30.152Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663993,"Nathaniel Lowe","/api/v1/people/663993","L","Left",640451,"Hunter Harvey","/api/v1/people/640451","R","Right","vs_RHP","vs_LHB","RISP",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",5,"2024-05-02T01:39:28.248Z","2024-05-02T01:39:40.064Z",TRUE,"pitch","0994cb88-23ad-457a-b657-81a032e56299",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,0,1,NA,NA,3.39,1.43,NA,142.76,159.84,"line_drive","medium","8",126.41,47.63,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.8,82,1,2,0.4204,6.4236,27.9003,-25.6072,-11.6596,3.8231,-0.6757,2.9237,10.4029,-130.3823,-2.6137,-3.2062,50.0053,5.8756,-20.0396,34.8,7.2,24,2144,226,103.5,24,397,NA,NA,NA,TRUE,-27.6,6.5,18.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA
745023,"2024-05-02",4,"2024-05-02T01:39:04.128Z","2024-05-02T01:39:09.351Z",TRUE,"pitch","09ac8804-e7b3-4d2c-9417-ef4ddf8b988c",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,0,1,NA,NA,3.6067,1.5296,NA,59.72,199.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,77.8,14,2,0.447,6.5778,23.6492,-31.2381,-10.6971,0.6112,1.5027,1.4726,14.2578,-122.4425,-3.6757,-2.9996,50.0013,5.6597,-16.2806,22.8,9.6,24,1927,249,NA,NA,NA,NA,NA,NA,FALSE,-38.2,0.5,16.1,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",3,"2024-05-02T01:38:44.197Z","2024-05-02T01:38:53.438Z",TRUE,"pitch","13de5839-940e-4a9b-9f8f-dea9b4621c46",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.6133,1.5361,NA,127.95,201.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.8,82.4,13,2,0.4202,6.6049,26.4388,-21.2964,-10.8739,6.3135,-0.2873,1.3876,10.9803,-130.1677,-7.0416,-3.1406,50.0009,5.7318,-18.7236,36,7.2,24,2113,226,NA,NA,NA,NA,NA,NA,FALSE,-24,10.1,17.4,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",1,"2024-05-02T01:38:11.595Z","2024-05-02T01:38:20.071Z",TRUE,"pitch","b55f108f-da90-4de5-8454-9137374aed58",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6788,1.6479,NA,100.47,214.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,82.8,14,2,0.4192,6.5036,26.2716,-20.124,-11.0291,6.9634,0.4338,0.8963,12.8213,-130.4324,-8.4971,-3.1022,50.0055,5.7021,-19.0933,37.2,6,24,2087,228,NA,NA,NA,NA,NA,NA,FALSE,-23,10.8,17.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",0,"2024-05-02T01:37:33.965Z","2024-05-02T01:38:11.595Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",2,"2024-05-02T01:38:26.174Z","2024-05-02T01:38:31.865Z",FALSE,"pickoff","5c3db435-d5f8-4430-848b-6a8dd45e55f3",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Lineout","field_out","Corey Seager lines out to center fielder Jacob Young.",0,1,0,51,"bottom",7,"2024-05-02T01:38:09.265Z","2024-05-02T01:39:40.064Z",TRUE,FALSE,FALSE,TRUE,0,3,0,2,608369,"Corey Seager","/api/v1/people/608369","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745023,"2024-05-02",1,"2024-05-02T01:36:54.462Z","2024-05-02T01:37:05.684Z",TRUE,"pitch","ddceffba-dbbe-4fa7-9147-37905eed4b57",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.3,1.62,NA,112.27,170.13,"ground_ball","medium","3",145.75,173.95,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Forceout","force_out","Marcus Semien grounds into a force out, first baseman Joey Meneses to shortstop CJ Abrams. Leody Taveras out at 2nd. Marcus Semien to 1st.",0,1,0,50,"bottom",7,"2024-05-02T01:36:52.257Z","2024-05-02T01:37:05.684Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,76.7,5,2,0.4519,6.3519,22.7526,-25.3317,0.7743,4.5921,0.1242,2.5427,7.3548,-121.0276,-2.405,-3.0495,50.0001,5.7588,1.1527,4.8,7.2,24,1968,222,54.9,-20,9,NA,NA,NA,TRUE,-31.4,8,-3.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,543760,"Marcus Semien","/api/v1/people/543760",NA,NA,NA
745023,"2024-05-02",0,"2024-05-02T01:36:38.465Z","2024-05-02T01:36:41.674Z",FALSE,"pickoff","43112186-8e2a-457f-871f-935af6157ffa",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Forceout","force_out","Marcus Semien grounds into a force out, first baseman Joey Meneses to shortstop CJ Abrams. Leody Taveras out at 2nd. Marcus Semien to 1st.",0,1,0,50,"bottom",7,"2024-05-02T01:36:52.257Z","2024-05-02T01:37:05.684Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543760,"Marcus Semien","/api/v1/people/543760","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
