"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717707,"2023-06-18",5,"2023-06-18T21:21:40.263Z","2023-06-18T21:21:49.818Z",TRUE,"pitch","e86d4c8f-1496-4fa6-bf75-f58e29cdf4fc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.5,1.64,NA,86.58,176.38,"popup","medium","5",97.91,169.96,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,80.5,6,0.84,0.4304,6.0925,24.6211,-28.1609,6.1077,2.4481,0.798,2.3112,-4.2911,-126.9855,-3.568,1.7114,50.006,5.961,10.0333,18,7.2,24,1495,121,82.5,75,93,NA,NA,NA,TRUE,-31.9,3.8,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",4,"2023-06-18T21:21:19.525Z","2023-06-18T21:21:24.181Z",TRUE,"pitch","698ec791-8c36-4d10-b5b8-33c4ea92777c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.36,1.5536,NA,163.81,194.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.7,76.7,13,0.91,0.4516,5.8926,25.3918,-30.1864,-1.7196,1.336,-1.2281,1.6563,-7.1222,-121.6122,-3.2434,1.9701,50.0022,5.6446,-2.5575,7.2,8.4,24,2556,289,NA,NA,NA,NA,NA,NA,FALSE,-37.6,1.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",3,"2023-06-18T21:20:55.503Z","2023-06-18T21:20:59.109Z",TRUE,"pitch","729eb0ca-b1bf-47f8-ae4c-3633ddcf1775",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.5,1.64,NA,116.77,190.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,80.8,8,0.88,0.429,6.0274,25.925,-29.676,8.5141,1.5151,0.0061,1.7909,-6.7754,-127.6074,-4.5695,1.5877,50.0046,5.9391,14.0619,22.8,8.4,24,1400,123,NA,NA,NA,NA,NA,NA,FALSE,-33.6,1.9,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",2,"2023-06-18T21:20:34.299Z","2023-06-18T21:20:37.648Z",TRUE,"pitch","4cef7f7d-a8b1-4884-9ecc-ed70d7f1ad7a",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.4443,1.5536,NA,217.53,214.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,75.7,13,0.92,0.4579,5.8483,27.557,-31.3755,-7.5165,0.5528,-2.6373,0.8818,-8.6813,-120.4882,-4.4995,2.0149,50.0024,5.6058,-10.8399,21.6,9.6,24,2593,308,NA,NA,NA,NA,NA,NA,FALSE,-40.4,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",0,"2023-06-18T21:20:16.264Z","2023-06-18T21:20:21.211Z",TRUE,"pitch","0a25e854-2f19-4be7-8559-e6c1417a8c70",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,2,NA,NA,3.5,1.64,NA,168.77,216.31,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.7,75.4,13,0.91,0.4589,6.071,27.2346,-32.5931,-6.414,-0.2967,-1.3581,0.8321,-6.4459,-120.1907,-4.3258,2.2097,50.0006,5.608,-9.2103,16.8,9.6,24,2475,299,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-1.4,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",1,"2023-06-18T21:20:26.031Z","2023-06-18T21:20:34.299Z",FALSE,"action",NA,NA,"Alex Bregman advances to 2nd on defensive indifference.","Defensive Indiff",9,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,608324,"/api/v1/people/608324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a25e854-2f19-4be7-8559-e6c1417a8c70","defensive_indiff",NA,NA,NA,NA,NA,NA,"89","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Nick Senzel.",0,9,7,89,"bottom",10,"2023-06-18T21:19:53.975Z","2023-06-18T21:21:49.818Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",2,"2023-06-18T21:19:37.903Z","2023-06-18T21:19:47.552Z",TRUE,"pitch","d6f7df39-7a93-4121-8046-4e4b8c6862f8",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,2,NA,NA,3.18,1.52,NA,78.41,176.65,"line_drive","medium","9",154.08,78.87,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Alex Bregman singles on a line drive to right fielder Stuart Fairchild. Jake Meyers scores.",1,9,7,88,"bottom",10,"2023-06-18T21:19:10.007Z","2023-06-18T21:19:47.552Z",TRUE,TRUE,FALSE,FALSE,33,2,0,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.4,14,0.9,0.4127,5.9691,30.7452,-27.2377,10.8019,2.7741,1.0124,2.3012,-5.5353,-133.1431,-3.9939,1.7239,50.0057,5.8105,19.2395,32.4,7.2,24,2444,138,91.6,12,224,NA,NA,NA,FALSE,-28.6,4.3,-18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,608324,"Alex Bregman","/api/v1/people/608324",NA,NA,NA
717707,"2023-06-18",1,"2023-06-18T21:19:24.076Z","2023-06-18T21:19:31.905Z",TRUE,"pitch","43c0dabf-9f06-4bf1-b131-64e6c89c53e5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1802,1.4906,NA,80.38,199.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Alex Bregman singles on a line drive to right fielder Stuart Fairchild. Jake Meyers scores.",1,9,7,88,"bottom",10,"2023-06-18T21:19:10.007Z","2023-06-18T21:19:47.552Z",TRUE,TRUE,FALSE,FALSE,33,2,0,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.8,14,0.91,0.434,5.9558,26.1294,-28.9964,8.3266,1.9715,0.9608,1.4525,-4.9216,-126.2943,-5.2561,1.8547,50.0035,5.8975,13.4285,22.8,8.4,24,1481,122,NA,NA,NA,NA,NA,NA,FALSE,-33.8,2.5,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",0,"2023-06-18T21:19:11.952Z","2023-06-18T21:19:19.620Z",TRUE,"pitch","a528a105-ef19-4e41-88ea-7f66c7707657",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.152,1.4906,NA,94.16,207.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Single","single","Alex Bregman singles on a line drive to right fielder Stuart Fairchild. Jake Meyers scores.",1,9,7,88,"bottom",10,"2023-06-18T21:19:10.007Z","2023-06-18T21:19:47.552Z",TRUE,TRUE,FALSE,FALSE,33,2,0,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.5,14,0.91,0.4126,6.1075,30.6794,-22.9432,10.6348,5.1854,0.5992,1.1419,-6.8753,-133.138,-7.19,1.8437,50.0046,5.5578,18.9441,36,7.2,24,2405,132,NA,NA,NA,NA,NA,NA,FALSE,-25,7.9,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717707,"2023-06-18",1,"2023-06-18T21:18:42.811Z","2023-06-18T21:18:50.362Z",TRUE,"pitch","c98d5626-a6d8-4b94-968c-ec4336bd83b8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.25,1.57,NA,106.79,163.24,"ground_ball","medium","4",143.08,152.16,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Groundout","field_out","Mauricio Dubon grounds out, second baseman Matt McLain to first baseman Spencer Steer. Jake Meyers to 3rd.",0,9,6,87,"bottom",10,"2023-06-18T21:18:29.742Z","2023-06-18T21:18:50.362Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622065,"Alex Young","/api/v1/people/622065","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","Cincinnati Reds","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.5,79.5,14,0.91,0.4351,5.9467,25.899,-29.0751,7.2181,1.928,1.2599,1.9878,-3.5458,-125.9517,-4.1094,1.7492,50.0008,5.9952,11.5801,20.4,8.4,24,1443,121,86.5,-21,5,NA,NA,NA,TRUE,-33.7,2.8,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,676694,"Jake Meyers","/api/v1/people/676694"
