"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718396,"2023-04-27",0,"2023-04-28T01:55:29.321Z","2023-04-28T01:55:38.104Z",TRUE,"pitch","12e40af7-e459-4fdc-9601-fc748ef78cdc",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.41,1.7,NA,131.18,179.62,"popup","medium","4",123,133.77,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Pop Out","field_out","Eloy Jimenez pops out to second baseman Taylor Walls.",0,14,5,87,"bottom",9,"2023-04-28T01:55:24.960Z","2023-04-28T01:55:38.104Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",57.8,53.9,7,2,0.651,5.4944,11.658,-29.6727,-0.0809,3.4891,-0.3721,2.1912,0.9247,-84.1986,0.9502,-0.9184,50.0022,6.9979,-0.0581,0,16.8,24,1185,189,75,56,169,NA,NA,NA,TRUE,-74.6,7.2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",4,"2023-04-28T01:55:05.862Z","2023-04-28T01:55:16.782Z",TRUE,"pitch","0858c6e7-844d-4e96-890a-cb4802ee478b",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.09,1.54,NA,134.21,161.04,"line_drive","hard","9",174.14,98.47,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Adam Haseley singles on a sharp line drive to right fielder Manuel Margot. Romy Gonzalez scores.",1,14,5,86,"bottom",9,"2023-04-28T01:54:19.443Z","2023-04-28T01:55:16.782Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",57.2,53.4,1,2,0.6568,5.5638,10.7744,-28.8425,2.2486,4.7278,-0.4515,2.8792,0.7278,-83.2649,1.7961,-1.1859,50.0028,7.1079,1.585,3.6,16.8,24,1280,188,103,12,230,NA,NA,NA,FALSE,-73.6,9.7,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656514,"Adam Haseley","/api/v1/people/656514",NA,NA,NA,NA,NA,NA
718396,"2023-04-27",3,"2023-04-28T01:54:52.819Z","2023-04-28T01:54:57.139Z",TRUE,"pitch","2641e625-be4a-45c2-946d-5707f20bc9ea",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.09,1.54,NA,156.72,140.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Adam Haseley singles on a sharp line drive to right fielder Manuel Margot. Romy Gonzalez scores.",1,14,5,86,"bottom",9,"2023-04-28T01:54:19.443Z","2023-04-28T01:55:16.782Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",59.2,55.3,11,2,0.633,5.3622,10.9366,-27.2672,1.3361,6.4573,-1.0421,3.6285,0.0398,-86.227,1.9025,-1.2392,50.0037,7.1835,1.0155,2.4,14.4,24,1434,199,NA,NA,NA,NA,NA,NA,FALSE,-64.6,12.7,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",2,"2023-04-28T01:54:39.882Z","2023-04-28T01:54:44.059Z",TRUE,"pitch","4e21000c-73a1-451a-8026-9630ef6715c7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.09,1.54,NA,95.42,177.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Adam Haseley singles on a sharp line drive to right fielder Manuel Margot. Romy Gonzalez scores.",1,14,5,86,"bottom",9,"2023-04-28T01:54:19.443Z","2023-04-28T01:55:16.782Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",60.4,56,6,2,0.623,5.5866,12.7899,-26.0094,0.7557,7.8792,0.5662,2.2577,2.8985,-88.0043,-0.5729,-1.2021,50.0019,6.9051,0.5912,2.4,13.2,24,1363,206,NA,NA,NA,NA,NA,NA,FALSE,-60.4,14.5,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",1,"2023-04-28T01:54:30.003Z","2023-04-28T01:54:34.653Z",TRUE,"pitch","56c6eb34-1eae-489e-9049-94a91968a275",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.09,1.54,NA,121.02,202.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Adam Haseley singles on a sharp line drive to right fielder Manuel Margot. Romy Gonzalez scores.",1,14,5,86,"bottom",9,"2023-04-28T01:54:19.443Z","2023-04-28T01:55:16.782Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",57.8,54.2,13,2,0.6494,5.4782,11.2091,-27.4968,-1.6283,6.4899,-0.1056,1.3298,2.1434,-84.2676,-0.9721,-1.1811,50.0038,6.8719,-1.174,2.4,15.6,24,1317,198,NA,NA,NA,NA,NA,NA,FALSE,-69.5,12,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",0,"2023-04-28T01:54:20.067Z","2023-04-28T01:54:23.893Z",TRUE,"pitch","0c186b38-f800-428c-b444-038411a6dc9a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.09,1.54,NA,74.3,206.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Adam Haseley singles on a sharp line drive to right fielder Manuel Margot. Romy Gonzalez scores.",1,14,5,86,"bottom",9,"2023-04-28T01:54:19.443Z","2023-04-28T01:55:16.782Z",TRUE,TRUE,FALSE,FALSE,33,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",56.4,52.4,14,2,0.6701,5.5168,11.7167,-26.7486,-0.5903,8.0323,1.1203,1.196,3.5724,-82.0058,-0.8826,-1.0176,50.002,6.8826,-0.3989,0,15.6,24,1286,202,NA,NA,NA,NA,NA,NA,FALSE,-71.9,14.8,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",0,"2023-04-28T01:53:57.418Z","2023-04-28T01:54:05.806Z",TRUE,"pitch","611cf08b-4ee8-4d8b-8ffd-dab07aa1896e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.27,1.55,NA,94.11,161.06,"ground_ball","medium","3",157.43,164.14,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Andrew Vaughn grounds out to first baseman Yandy Diaz.",0,14,4,85,"bottom",9,"2023-04-28T01:53:50.261Z","2023-04-28T01:54:05.806Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",55.5,51.2,3,2,0.6817,5.3401,11.7609,-28.5088,0.5857,5.6184,0.6005,2.8787,2.3711,-80.7427,2.1811,-0.9708,50.0009,7.1728,0.3816,1.2,18,24,1277,189,99.2,3,85,NA,NA,NA,TRUE,-78,11.6,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,663853,"Romy Gonzalez","/api/v1/people/663853"
718396,"2023-04-27",3,"2023-04-28T01:53:20.525Z","2023-04-28T01:53:37.603Z",TRUE,"pitch","594bf195-3a03-4fe7-8f4c-6b9b8a48c9dd",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.34,1.57,NA,64.45,180.25,"fly_ball","medium","9",219.21,104.18,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Triple","triple","Romy Gonzalez triples (1) on a fly ball to right fielder Manuel Margot. Oscar Colas scores.",1,14,4,84,"bottom",9,"2023-04-28T01:52:59.598Z","2023-04-28T01:53:37.603Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,663853,"Romy Gonzalez","/api/v1/people/663853","R","Right",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",57.6,53.5,14,2,0.6544,5.5278,11.6939,-27.5316,0.6367,6.5421,1.3787,2.1677,3.6072,-83.8115,0.3916,-0.8872,50.0007,6.9733,0.4508,1.2,15.6,24,1341,190,92.1,29,309,NA,NA,NA,FALSE,-70.1,12.6,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,663853,"Romy Gonzalez","/api/v1/people/663853"
718396,"2023-04-27",2,"2023-04-28T01:53:11.785Z","2023-04-28T01:53:15.465Z",TRUE,"pitch","0f8ca089-f8e3-4bae-b864-555abc851a47",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.34,1.57,NA,90.69,150.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Triple","triple","Romy Gonzalez triples (1) on a fly ball to right fielder Manuel Margot. Oscar Colas scores.",1,14,4,84,"bottom",9,"2023-04-28T01:52:59.598Z","2023-04-28T01:53:37.603Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,663853,"Romy Gonzalez","/api/v1/people/663853","R","Right",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",57.3,52.9,3,2,0.6591,5.5145,12.0253,-28.8894,1.3056,4.6983,0.6902,3.2584,2.7248,-83.3571,2.4943,-1.1403,50.001,7.1066,0.9109,2.4,16.8,24,1363,187,NA,NA,NA,NA,NA,NA,FALSE,-73.8,10.1,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718396,"2023-04-27",1,"2023-04-28T01:53:01.689Z","2023-04-28T01:53:05.055Z",TRUE,"pitch","66ee28a3-faa5-43e3-a7ef-f342d675a1f0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.34,1.57,NA,51.73,174.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Triple","triple","Romy Gonzalez triples (1) on a fly ball to right fielder Manuel Margot. Oscar Colas scores.",1,14,4,84,"bottom",9,"2023-04-28T01:52:59.598Z","2023-04-28T01:53:37.603Z",TRUE,TRUE,FALSE,FALSE,35,1,1,1,663853,"Romy Gonzalez","/api/v1/people/663853","R","Right",670042,"Luke Raley","/api/v1/people/670042","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(186, 1, 0, 1.0)","FA","Fastball",56.9,53.1,14,2,0.6616,5.3316,10.9655,-27.395,0.4662,6.8832,1.7123,2.3973,4.2198,-82.7654,0.8226,-0.93,50.0029,7.0211,0.3233,1.2,15.6,24,1276,199,NA,NA,NA,NA,NA,NA,FALSE,-71.2,13.3,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
