"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717726,"2023-06-17",2,"2023-06-17T23:22:49.638Z","2023-06-17T23:22:59.829Z",TRUE,"pitch","37f48597-6c0a-468c-bf5d-7110be9f6058",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.26,1.481,NA,124.71,185.11,"fly_ball","medium","8",136.07,23.58,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Samad Taylor singles on a fly ball to center fielder Mike Trout. Maikel Garcia scores.",1,9,10,85,"bottom",9,"2023-06-17T23:22:05.154Z","2023-06-17T23:22:59.829Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,669392,"Samad Taylor","/api/v1/people/669392","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,78,8,0.92,0.4442,6.549,25.0351,-28.9207,-9.7227,2.1166,-0.2022,1.9878,2.2113,-123.3946,-4.4669,0.1521,50.004,6.264,-14.9629,26.4,8.4,24,1402,238,98.5,29,401,NA,NA,NA,FALSE,-35,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",0,"2023-06-17T23:22:18.430Z","2023-06-17T23:22:21.722Z",TRUE,"pitch","cf74fb57-2fe2-4e4f-af87-277d4306c8ab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3895,1.4925,NA,107.26,165.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Samad Taylor singles on a fly ball to center fielder Mike Trout. Maikel Garcia scores.",1,9,10,85,"bottom",9,"2023-06-17T23:22:05.154Z","2023-06-17T23:22:59.829Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,669392,"Samad Taylor","/api/v1/people/669392","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,73.9,5,0.9,0.4686,6.3698,22.914,-33.9856,8.0095,-1.3108,0.2555,2.7137,-1.5085,-117.0732,-1.044,-0.1307,50.0035,6.3576,11.0742,18,10.8,24,2136,77,NA,NA,NA,NA,NA,NA,FALSE,-44.8,-2.4,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",1,"2023-06-17T23:22:37.353Z","2023-06-17T23:22:49.638Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,1,669392,"/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Samad Taylor singles on a fly ball to center fielder Mike Trout. Maikel Garcia scores.",1,9,10,85,"bottom",9,"2023-06-17T23:22:05.154Z","2023-06-17T23:22:59.829Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,669392,"Samad Taylor","/api/v1/people/669392","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",3,"2023-06-17T23:21:20.789Z","2023-06-17T23:21:28.007Z",TRUE,"pitch","848cb80f-4804-48eb-be5f-d237eb664ddb",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,2.96,1.36,NA,117.82,187.44,"bunt_grounder","medium","1",124.81,192.84,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Sac Bunt","sac_bunt","Nicky Lopez out on a sacrifice bunt, pitcher Chris Devenski to second baseman Brandon Drury. Maikel Garcia to 3rd.",0,9,9,84,"bottom",9,"2023-06-17T23:20:33.276Z","2023-06-17T23:21:28.007Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,77,5,0.87,0.451,6.42,23.0652,-27.2129,-6.7027,3.3191,-0.0215,1.9017,1.855,-121.3136,-4.6594,0.0762,50.0026,6.2109,-10.0203,19.2,8.4,24,1444,236,34.5,-71,3,NA,NA,NA,TRUE,-34.1,5.2,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA
717726,"2023-06-17",1,"2023-06-17T23:20:50.340Z","2023-06-17T23:20:55.928Z",TRUE,"pitch","0ba950c4-e4e8-4a37-a80e-38de2b1fb2d9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.6533,1.2844,NA,128.2,163.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"84","atBat","Sac Bunt","sac_bunt","Nicky Lopez out on a sacrifice bunt, pitcher Chris Devenski to second baseman Brandon Drury. Maikel Garcia to 3rd.",0,9,9,84,"bottom",9,"2023-06-17T23:20:33.276Z","2023-06-17T23:21:28.007Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.9,11,0.7,0.4058,6.1989,29.2886,-13.9479,-1.4322,9.8784,-0.2938,2.7902,0.0583,-134.9576,-6.7049,-0.1297,50.0041,6.2887,-2.6428,9.6,3.6,24,2235,211,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.7,2.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",0,"2023-06-17T23:20:33.276Z","2023-06-17T23:20:37.892Z",FALSE,"stepoff","a786731b-2b45-479c-97eb-19b955b80b91",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Sac Bunt","sac_bunt","Nicky Lopez out on a sacrifice bunt, pitcher Chris Devenski to second baseman Brandon Drury. Maikel Garcia to 3rd.",0,9,9,84,"bottom",9,"2023-06-17T23:20:33.276Z","2023-06-17T23:21:28.007Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",2,"2023-06-17T23:21:02.446Z","2023-06-17T23:21:20.789Z",FALSE,"action",NA,NA,"Maikel Garcia steals (6) 2nd base.","Stolen Base 2B",9,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,0,672580,"/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0ba950c4-e4e8-4a37-a80e-38de2b1fb2d9","stolen_base_2b",NA,NA,NA,NA,NA,NA,"84","atBat","Sac Bunt","sac_bunt","Nicky Lopez out on a sacrifice bunt, pitcher Chris Devenski to second baseman Brandon Drury. Maikel Garcia to 3rd.",0,9,9,84,"bottom",9,"2023-06-17T23:20:33.276Z","2023-06-17T23:21:28.007Z",TRUE,FALSE,FALSE,TRUE,4,0,1,1,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669392,"Samad Taylor","/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",9,"2023-06-17T23:19:53.469Z","2023-06-17T23:20:05.069Z",TRUE,"pitch","9a0c37e6-abd7-4bfc-a53b-e953b4c877df",7,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,0,NA,NA,3.46,1.69,NA,98.93,197.95,"ground_ball","medium","7",104,92.16,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Maikel Garcia singles on a ground ball to left fielder Taylor Ward. Dairon Blanco scores.",1,9,9,83,"bottom",9,"2023-06-17T23:16:11.147Z","2023-06-17T23:20:05.069Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,78.6,14,0.87,0.443,6.2526,22.6601,-25.9558,-7.3368,4.0116,0.4741,1.5123,2.4,-123.2633,-6.217,0.4457,50.0046,6.2357,-11.3818,21.6,7.2,24,1510,244,94.5,3,61,NA,NA,NA,FALSE,-31.7,6.1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",8,"2023-06-17T23:19:30.037Z","2023-06-17T23:19:33.817Z",TRUE,"pitch","c6967360-2fc7-4603-821d-4be0142ff4f3",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,0,NA,NA,3.4735,1.7598,NA,102.02,220.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Maikel Garcia singles on a ground ball to left fielder Taylor Ward. Dairon Blanco scores.",1,9,9,83,"bottom",9,"2023-06-17T23:16:11.147Z","2023-06-17T23:20:05.069Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,79,14,0.87,0.4423,6.6513,21.8794,-25.5335,-7.4561,4.2646,0.3929,0.6853,2.3408,-123.3022,-8.127,0.4064,50.0034,6.1423,-11.6129,22.8,7.2,24,1639,229,NA,NA,NA,NA,NA,NA,FALSE,-31.4,6.2,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717726,"2023-06-17",7,"2023-06-17T23:19:01.316Z","2023-06-17T23:19:09.001Z",TRUE,"pitch","e58e9e5d-4bb3-407d-9729-5551e41cfbb7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.46,1.69,NA,125.15,193.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Maikel Garcia singles on a ground ball to left fielder Taylor Ward. Dairon Blanco scores.",1,9,9,83,"bottom",9,"2023-06-17T23:16:11.147Z","2023-06-17T23:20:05.069Z",TRUE,TRUE,FALSE,FALSE,70,3,2,0,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,77.4,8,0.9,0.4492,5.9056,22.5934,-26.7484,-7.7237,3.5948,-0.2138,1.684,1.0099,-121.6804,-5.4641,0.3712,50.0015,6.2599,-11.6469,22.8,8.4,24,1542,238,NA,NA,NA,NA,NA,NA,FALSE,-33.4,5.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
