"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718275,"2023-05-07",7,"2023-05-07T03:57:08.016Z","2023-05-07T03:57:17.849Z",TRUE,"pitch","a57df653-cb53-4882-ba8b-0fe7864250fc",8,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.33,1.6,NA,103.93,184.73,"fly_ball","medium","9",210.3,116.59,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.4,9,2,0.388,6.7301,35.0769,-15.8465,-8.2285,8.108,0.3429,2.002,8.3843,-141.647,-6.9001,-1.5993,50.0036,5.4998,-16.5711,39.6,4.8,24,2478,232,90.1,41,292,NA,NA,NA,TRUE,-15.8,13.3,13,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",6,"2023-05-07T03:56:48.417Z","2023-05-07T03:56:51.651Z",TRUE,"pitch","1573b0f6-7699-4034-b715-c886247d2212",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.33,1.6,NA,113.56,164.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,88.9,5,2,0.3861,6.8268,34.3968,-15.2623,-8.1202,8.3073,0.0902,2.7517,8.0911,-142.1961,-5.1377,-1.7452,50.003,5.5595,-16.5314,42,4.8,24,2493,232,NA,NA,NA,NA,NA,NA,FALSE,-14.6,14,13,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",5,"2023-05-07T03:56:27.646Z","2023-05-07T03:56:31.076Z",TRUE,"pitch","5e84d41f-2ef9-4a8c-bbe4-cc08a288e9cb",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.33,1.6,NA,120.23,186.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.3,8,2,0.3938,6.7244,33.2235,-21.0149,-11.7232,5.7061,-0.0847,1.9355,8.9118,-139.4239,-5.7079,-1.8097,50.0059,5.4093,-22.9364,43.2,6,24,2319,228,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.2,19.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",4,"2023-05-07T03:56:09.046Z","2023-05-07T03:56:14.848Z",TRUE,"pitch","05538523-4866-4f9c-93b3-063b5dcc6964",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2972,1.6642,NA,59.7,198.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,74.5,14,2,0.4654,6.8189,22.8787,-22.8393,9.7954,6.658,1.5033,1.4956,4.3422,-117.8027,-4.0337,-1.6378,50.003,5.3473,13.7336,31.2,8.4,24,2613,84,NA,NA,NA,NA,NA,NA,FALSE,-30.5,11.3,-18.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",3,"2023-05-07T03:55:52.361Z","2023-05-07T03:55:55.740Z",TRUE,"pitch","759fbe19-cb1f-4b2d-a9a4-54d38db7c6e3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3539,1.7316,NA,30.95,198.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.3,75.5,14,2,0.4588,6.6481,24.3257,-21.3763,8.2808,7.4895,2.2575,1.4988,6.7876,-119.6565,-4.3145,-1.6976,50.004,5.2543,11.9372,31.2,7.2,24,2650,85,NA,NA,NA,NA,NA,NA,FALSE,-28,12.7,-16.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",2,"2023-05-07T03:55:37.136Z","2023-05-07T03:55:40.998Z",TRUE,"pitch","c02bd01c-2df5-4714-afa9-6808c246ff54",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4094,1.7541,NA,98.31,208.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.2,14,2,0.3935,6.5764,35.3712,-18.8494,-11.0624,6.8126,0.4904,1.108,9.3827,-139.8946,-8.4134,-1.4913,50.0064,5.4203,-21.6473,43.2,6,24,2307,229,NA,NA,NA,NA,NA,NA,FALSE,-19.4,10.4,17.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",1,"2023-05-07T03:55:22.069Z","2023-05-07T03:55:25.395Z",TRUE,"pitch","4163cefe-667b-4340-9c8a-823331e86c5a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4094,1.7541,NA,112.11,165.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,88.7,5,2,0.3859,6.7221,36.6152,-16.5829,-10.1473,7.6667,0.1282,2.6978,8.5141,-142.6117,-5.2895,-1.5962,50.0054,5.6435,-20.6438,45.6,4.8,24,2370,229,NA,NA,NA,NA,NA,NA,FALSE,-16,12.8,16.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",0,"2023-05-07T03:55:10.613Z","2023-05-07T03:55:13.979Z",TRUE,"pitch","f11e658c-bd0e-4a6a-a376-2583f0b8767c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1535,1.5653,NA,83.16,175.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Gio Urshela flies out to right fielder Adolis Garcia.",0,10,1,80,"bottom",9,"2023-05-07T03:55:04.242Z","2023-05-07T03:57:17.849Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,570482,"Gio Urshela","/api/v1/people/570482","R","Right",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,88.4,14,2,0.3881,6.6973,35.7713,-22.8444,-11.0056,4.6357,0.8878,2.3548,10.9658,-141.7439,-4.8362,-1.6222,50.0022,5.5635,-22.1446,38.4,6,24,2493,235,NA,NA,NA,NA,NA,NA,FALSE,-21.6,7.4,17.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",2,"2023-05-07T03:54:39.139Z","2023-05-07T03:54:46.395Z",TRUE,"pitch","8b77b211-30e7-407a-aaaa-86b9f0583971",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.42,1.61,NA,122.85,181.4,"ground_ball","medium","3",148.81,163.94,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Jake Lamb grounds out, first baseman Brad Miller to pitcher Yerry Rodriguez.",0,10,1,79,"bottom",9,"2023-05-07T03:54:02.074Z","2023-05-07T03:54:46.395Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,571875,"Jake Lamb","/api/v1/people/571875","L","Left",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78,8,2,0.4415,7.2025,26.3301,-27.2311,-9.0804,3.1772,-0.1534,2.1253,6.8522,-124.3521,-2.357,-1.773,50.0041,5.3582,-14.137,25.2,8.4,24,1781,243,65.4,-27,7,NA,NA,NA,TRUE,-32.2,5.4,14.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718275,"2023-05-07",1,"2023-05-07T03:54:24.990Z","2023-05-07T03:54:28.572Z",TRUE,"pitch","890bc45d-4bb3-45cb-aa9f-99c76a02ca8c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3645,1.5967,NA,99.67,164.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Jake Lamb grounds out, first baseman Brad Miller to pitcher Yerry Rodriguez.",0,10,1,79,"bottom",9,"2023-05-07T03:54:02.074Z","2023-05-07T03:54:46.395Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,571875,"Jake Lamb","/api/v1/people/571875","L","Left",666720,"Yerry Rodríguez","/api/v1/people/666720","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.9,6,2,0.3906,6.6427,34.0002,-25.8718,-8.9526,3.1679,0.4547,2.7592,9.9145,-140.6004,-2.8245,-1.9662,50.0009,5.4688,-17.7953,30,6,24,2428,216,NA,NA,NA,NA,NA,NA,FALSE,-24.1,5.3,14,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
