"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716661,"2023-09-09",1,"2023-09-09T21:28:11.198Z","2023-09-09T21:28:18.228Z",TRUE,"pitch","06378cd7-a194-4e25-a37c-121ef92fe051",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.31,1.64,NA,116.26,176.19,"ground_ball","medium","3",151.45,167.23,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","MJ Melendez grounds out, first baseman Vladimir Guerrero Jr. to pitcher Jordan Hicks.",0,1,5,63,"top",9,"2023-09-09T21:27:38.158Z","2023-09-09T21:28:18.228Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.2,90.8,5,0.9,0.3801,6.5506,33.5086,-25.5295,-9.8837,3.16,0.0195,2.3183,8.3752,-144.1202,-5.1762,-1.64,50.0059,5.7147,-20.7946,34.8,6,24,2037,220,80.2,-18,8,NA,NA,NA,TRUE,-23,4.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",0,"2023-09-09T21:27:55.711Z","2023-09-09T21:27:59.605Z",TRUE,"pitch","5a563988-4b34-4367-a271-c17cbb4a37f2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2647,1.5044,NA,96.16,211.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Groundout","field_out","MJ Melendez grounds out, first baseman Vladimir Guerrero Jr. to pitcher Jordan Hicks.",0,1,5,63,"top",9,"2023-09-09T21:27:38.158Z","2023-09-09T21:28:18.228Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,92.2,14,0.9,0.3755,6.5915,33.5389,-23.3171,-9.6246,4.1078,0.5468,1.0051,9.8098,-145.7583,-9.2192,-1.6083,50.003,5.6113,-20.7562,36,6,24,2024,223,NA,NA,NA,NA,NA,NA,FALSE,-21.5,5.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",3,"2023-09-09T21:27:18.751Z","2023-09-09T21:27:28.757Z",TRUE,"pitch","73a250b3-ab7e-4a2e-b73e-3806f0abd485",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.59,1.7,NA,117.55,169.67,"fly_ball","medium","8",162.24,57.04,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Kevin Kiermaier.",0,1,5,62,"top",9,"2023-09-09T21:26:14.675Z","2023-09-09T21:27:28.757Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.2,92.1,5,0.91,0.3751,6.5093,32.1506,-19.9734,-9.7008,5.6399,-0.0144,2.5596,8.0748,-145.6807,-5.7843,-1.5529,50.0047,5.7665,-20.9886,42,4.8,24,2033,221,97,29,364,NA,NA,NA,TRUE,-17.9,9.2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",2,"2023-09-09T21:27:00.146Z","2023-09-09T21:27:03.622Z",TRUE,"pitch","5a3e4ca2-8ec3-4983-a5ad-4fdff7a165b4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.5002,1.6094,NA,117.29,174.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Kevin Kiermaier.",0,1,5,62,"top",9,"2023-09-09T21:26:14.675Z","2023-09-09T21:27:28.757Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.4,91.7,5,0.9,0.3776,6.5026,30.8134,-21.3582,-8.3006,5.0652,-0.0077,2.3743,7.8728,-144.5462,-6.0242,-1.6762,50.002,5.7789,-17.7241,36,4.8,24,1912,217,NA,NA,NA,NA,NA,NA,FALSE,-19.3,8.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",1,"2023-09-09T21:26:42.468Z","2023-09-09T21:26:46.258Z",TRUE,"pitch","f34b2c57-4bf6-4ae0-a448-0f5d0476446c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3439,1.5643,NA,87.1,179.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Kevin Kiermaier.",0,1,5,62,"top",9,"2023-09-09T21:26:14.675Z","2023-09-09T21:27:28.757Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,90.9,6,0.9,0.3802,6.5214,31.7182,-19.1585,-9.456,6.1824,0.7845,2.1857,10.527,-143.7804,-6.3956,-1.6867,50.0007,5.6178,-19.8993,40.8,4.8,24,1966,219,NA,NA,NA,NA,NA,NA,FALSE,-17.8,10.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",0,"2023-09-09T21:26:23.567Z","2023-09-09T21:26:26.701Z",TRUE,"pitch","90691b6b-65a9-4034-997f-9c2f8418e36d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4556,1.6094,NA,55.26,180.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Salvador Perez flies out to center fielder Kevin Kiermaier.",0,1,5,62,"top",9,"2023-09-09T21:26:14.675Z","2023-09-09T21:27:28.757Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.7,14,0.89,0.3895,6.5251,31.0467,-21.5818,-10.1571,5.2875,1.6197,2.1648,12.6731,-140.4814,-5.8026,-1.6248,50.0047,5.6547,-20.3567,37.2,6,24,1896,229,NA,NA,NA,NA,NA,NA,FALSE,-20.8,8.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",3,"2023-09-09T21:25:45.367Z","2023-09-09T21:25:55.394Z",TRUE,"pitch","d72feb16-76b9-4bb5-b938-ef69a1729e87",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.52,1.7,NA,134.73,150.71,"popup","medium","6",121.23,118.75,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Pop Out","field_out","Bobby Witt Jr. pops out to shortstop Ernie Clement.",0,1,5,61,"top",9,"2023-09-09T21:25:42.958Z","2023-09-09T21:25:55.394Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.1,1,0.9,0.3863,6.4818,32.3007,-24.1503,-10.0293,3.9418,-0.4652,3.2618,7.3203,-141.7528,-2.6569,-1.7776,50.0024,5.7524,-20.4168,37.2,6,24,1959,222,90.1,58,206,NA,NA,NA,TRUE,-22.1,6.7,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",0,"2023-09-09T21:24:22.849Z","2023-09-09T21:24:22.904Z",FALSE,"action",NA,NA,"Defensive Substitution: Santiago Espinal replaces second baseman Davis Schneider, batting 4th, playing third base.","Defensive Sub",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669289,"/api/v1/people/669289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"5","Third Base","Infielder","3B","401","61","atBat","Pop Out","field_out","Bobby Witt Jr. pops out to shortstop Ernie Clement.",0,1,5,61,"top",9,"2023-09-09T21:25:42.958Z","2023-09-09T21:25:55.394Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,676914,"/api/v1/people/676914",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",1,"2023-09-09T21:24:22.904Z","2023-09-09T21:24:22.906Z",FALSE,"action",NA,NA,"Defensive switch from third base to second base for Cavan Biggio.","Defensive Switch",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,624415,"/api/v1/people/624415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","500","61","atBat","Pop Out","field_out","Bobby Witt Jr. pops out to shortstop Ernie Clement.",0,1,5,61,"top",9,"2023-09-09T21:25:42.958Z","2023-09-09T21:25:55.394Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716661,"2023-09-09",2,"2023-09-09T21:24:22.906Z","2023-09-09T21:25:45.367Z",FALSE,"action",NA,NA,"Pitching Change: Jordan Hicks replaces Kevin Gausman.","Pitching Substitution",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663855,"/api/v1/people/663855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Pop Out","field_out","Bobby Witt Jr. pops out to shortstop Ernie Clement.",0,1,5,61,"top",9,"2023-09-09T21:25:42.958Z","2023-09-09T21:25:55.394Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
