"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717199,"2023-07-30",5,"2023-07-30T21:34:38.663Z","2023-07-30T21:34:49.146Z",TRUE,"pitch","ec730cc3-222d-4803-a5f1-5a0cc682de22",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.27,1.5,NA,114.66,164.9,"fly_ball","medium","8",152.58,83.39,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,77.5,2,0.9,0.4487,6.575,21.5271,-32.1964,6.5551,-0.019,0.0615,2.7362,4.9771,-121.6014,2.0878,-2.8557,50.0001,4.6397,9.9152,18,8.4,24,NA,NA,94,48,297,NA,NA,NA,TRUE,-38.2,0.7,-13,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",4,"2023-07-30T21:34:19.445Z","2023-07-30T21:34:24.433Z",TRUE,"pitch","06fcaa3c-ae01-4844-bbdd-058b0f9cdf3a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3004,1.2694,NA,86.83,198.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,90.7,9,0.9,0.3835,5.5829,27.5548,-32.5599,-9.2594,-0.1828,0.7915,1.5074,12.8464,-141.9672,-2.1374,-2.5554,50.0061,4.3099,-19.212,27.6,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-28.9,-0.6,14.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",3,"2023-07-30T21:34:01.128Z","2023-07-30T21:34:06.129Z",TRUE,"pitch","83db2eff-9233-4bba-862a-85ec49dd0e70",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2852,1.4916,NA,73.81,184.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,78.4,14,0.9,0.4446,6.3402,21.9549,-32.3991,6.3957,-0.1432,1.1332,2.0041,7.5746,-122.7268,0.574,-2.8125,50.0046,4.5043,9.8566,19.2,8.4,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-38,0.1,-13.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",1,"2023-07-30T21:33:34.518Z","2023-07-30T21:33:38.301Z",TRUE,"pitch","6ecab4c1-2797-479c-a257-5820c2eb38bf",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.191,1.4916,NA,96.46,187.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,78.1,9,0.9,0.4454,5.8961,22.4083,-30.0283,7.6187,1.3984,0.5387,1.895,5.8243,-122.5927,-0.2606,-2.851,50.0027,4.5485,11.6886,22.8,8.4,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-35.6,2.8,-15.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",0,"2023-07-30T21:33:18.586Z","2023-07-30T21:33:22.392Z",TRUE,"pitch","cc9e5b36-0f5d-4be5-9fdc-f4cac75994c8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.191,1.3527,NA,126.07,178.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,90.1,5,0.91,0.3862,5.7117,25.4098,-34.5583,-7.8838,-1.1672,-0.2378,2.2283,10.1466,-140.6585,0.2446,-2.8314,50.001,4.3421,-16.1398,22.8,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-30.7,-1.9,12.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",2,"2023-07-30T21:33:45.053Z","2023-07-30T21:34:01.128Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,669127,"/api/v1/people/669127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Flyout","field_out","Shea Langeliers flies out to center fielder Brenton Doyle.",0,0,2,66,"top",9,"2023-07-30T21:32:56.628Z","2023-07-30T21:34:49.146Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669127,"Shea Langeliers","/api/v1/people/669127","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",3,"2023-07-30T21:32:49.465Z","2023-07-30T21:32:54.170Z",TRUE,"pitch","a699b19d-b83c-4c30-a63b-5f106a0ee780",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.5205,1.7718,NA,151.48,157.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,0,2,65,"top",9,"2023-07-30T21:31:59.303Z","2023-07-30T21:32:54.170Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,90.1,11,0.9,0.3854,5.8065,26.1001,-34.9632,-6.4877,-1.355,-0.9046,2.9974,7.9953,-141.0452,2.2942,-2.9069,50.0047,4.3982,-13.3334,19.2,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-30.6,-1.9,10.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",2,"2023-07-30T21:32:29.775Z","2023-07-30T21:32:33.286Z",TRUE,"pitch","86c95092-3564-4ee5-9050-a63cfd134055",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.54,1.78,NA,87.92,173.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,0,2,65,"top",9,"2023-07-30T21:31:59.303Z","2023-07-30T21:32:54.170Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,78.8,6,0.9,0.4427,5.6639,20.685,-34.1611,4.6736,-1.2798,0.7629,2.4256,7.5825,-122.976,2.1833,-2.9482,50.0014,4.3917,7.2705,14.4,9.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-1.7,-10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",1,"2023-07-30T21:32:01.682Z","2023-07-30T21:32:04.929Z",TRUE,"pitch","3f3f81d6-c5f5-43a9-9af9-eb9a5e36c3ea",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.54,1.78,NA,120.12,172.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,0,2,65,"top",9,"2023-07-30T21:31:59.303Z","2023-07-30T21:32:54.170Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,89.8,5,0.89,0.3881,5.6327,23.7837,-30.7678,-6.8125,0.6916,-0.0819,2.4556,9.8056,-139.7512,0.3893,-2.7092,50.0007,4.2941,-13.8252,21.6,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-27.6,1.4,10.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717199,"2023-07-30",0,"2023-07-30T21:31:38.854Z","2023-07-30T21:32:01.682Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter JJ Bleday replaces Ramon Laureano.","Offensive Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,668709,"/api/v1/people/668709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","65","atBat","Strikeout","strikeout","JJ Bleday called out on strikes.",0,0,2,65,"top",9,"2023-07-30T21:31:59.303Z","2023-07-30T21:32:54.170Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,657656,"/api/v1/people/657656",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
