"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716970,"2023-08-16",1,"2023-08-17T01:08:10.919Z","2023-08-17T01:08:17.552Z",TRUE,"pitch","9a02697c-9900-44fc-a9fb-2d4310b94d31",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.46,1.6,NA,155.81,178.38,"fly_ball","medium","7",55.46,77.66,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Orlando Arcia flies out to left fielder Billy McKinney.",0,0,2,52,"bottom",7,"2023-08-17T01:07:28.027Z","2023-08-17T01:08:17.552Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.2,13,0.91,0.3963,6.3845,29.4838,-23.8551,-9.8105,4.2933,-1.0181,2.2371,6.6338,-137.9774,-4.7805,-2.1739,50.0009,5.5909,-18.9936,34.8,6,24,2338,222,90.4,30,347,NA,NA,NA,TRUE,-23.3,7,16.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",0,"2023-08-17T01:07:49.240Z","2023-08-17T01:07:53.453Z",TRUE,"pitch","04222fed-4763-453c-94ec-0ee6dd8c39a3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.46,1.6,NA,156.92,157.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Orlando Arcia flies out to left fielder Billy McKinney.",0,0,2,52,"bottom",7,"2023-08-17T01:07:28.027Z","2023-08-17T01:08:17.552Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.3,11,0.91,0.3989,6.3037,30.6063,-25.9868,-9.8606,3.242,-1.0472,3.0041,6.9539,-137.3502,-2.4606,-2.3314,50.0056,5.68,-18.8306,33.6,7.2,24,2279,220,NA,NA,NA,NA,NA,NA,FALSE,-25.2,5.5,16.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",1,"2023-08-17T01:07:13.063Z","2023-08-17T01:07:21.343Z",TRUE,"pitch","3fdd7ef8-c1b1-44ec-b9d8-abdc06ee60e3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.44,1.57,NA,149.3,171.31,"ground_ball","medium","4",143,162,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Travis d'Arnaud grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",0,0,2,51,"bottom",7,"2023-08-17T01:06:29.339Z","2023-08-17T01:07:21.343Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.9,13,0.91,0.4004,6.3384,32.016,-27.6754,-11.6016,2.3811,-0.8473,2.499,8.182,-137.1094,-2.8853,-2.3718,50.0062,5.4657,-21.9603,34.8,7.2,24,2353,228,54.9,6,54,NA,NA,NA,TRUE,-27.1,3.8,19.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",0,"2023-08-17T01:06:56.504Z","2023-08-17T01:06:59.615Z",TRUE,"pitch","07d47ac3-6ac1-4707-a1bb-8464afee991e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3034,1.5238,NA,59.15,185.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Travis d'Arnaud grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",0,0,2,51,"bottom",7,"2023-08-17T01:06:29.339Z","2023-08-17T01:07:21.343Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,518595,"Travis d'Arnaud","/api/v1/people/518595","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,76.6,14,0.88,0.4522,6.0784,26.2392,-31.526,8.8044,0.4346,1.5177,1.9625,6.5826,-121.6279,-1.8888,-2.3777,50.0017,5.5112,13.0467,24,9.6,24,2828,59,NA,NA,NA,NA,NA,NA,FALSE,-38.9,0.6,-17.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",5,"2023-08-17T01:06:15.703Z","2023-08-17T01:06:24.161Z",TRUE,"pitch","e3d68bc5-b4c2-46d2-b44b-99ebd389ebad",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.36,1.62,NA,119.39,198.81,"ground_ball","medium","3",160.96,163.79,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,82,13,0.87,0.4233,6.2611,25.0616,-25.8679,-11.0636,3.7162,-0.0628,1.4804,9.0042,-129.0443,-5.0903,-2.1477,50.0053,5.4537,-18.7949,32.4,7.2,24,2132,244,72.3,-10,10,NA,NA,NA,TRUE,-28.8,5.9,18.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",4,"2023-08-17T01:05:52.699Z","2023-08-17T01:06:01.767Z",TRUE,"pitch","39edfe3b-c60d-4cc9-9278-e2c9643aa21a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.178,1.5057,NA,161.36,128.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.8,11,0.9,0.3919,6.1909,30.6934,-15.675,-3.9603,8.3357,-1.1637,4.0664,4.0842,-139.6127,-2.3355,-2.1292,50.0013,5.9424,-7.8374,22.8,3.6,24,2458,220,NA,NA,NA,NA,NA,NA,FALSE,-14.9,14.9,6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",3,"2023-08-17T01:05:34.810Z","2023-08-17T01:05:37.810Z",TRUE,"pitch","d1612819-8412-41d1-b992-c765aaf2133d",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.36,1.62,NA,138.88,172.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.5,4,0.91,0.3994,6.2343,28.9522,-25.5532,-9.1732,3.4707,-0.5741,2.4541,8.2199,-136.8957,-3.4615,-2.4173,50.0006,5.4752,-17.4869,31.2,6,24,2357,227,NA,NA,NA,NA,NA,NA,FALSE,-25.1,5.8,15,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",2,"2023-08-17T01:05:17.977Z","2023-08-17T01:05:20.977Z",TRUE,"pitch","07be49e7-066f-421b-9eb0-a7c1198fee9f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.1326,1.5057,NA,135.88,124.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87,11,0.9,0.396,6.0522,29.3869,-16.5717,-4.1534,8.0427,-0.4952,4.2331,6.4297,-138.0635,-1.3543,-2.3096,50,5.84,-8.0553,21.6,3.6,24,2467,220,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.5,6.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",1,"2023-08-17T01:04:58.299Z","2023-08-17T01:05:02.265Z",TRUE,"pitch","0f3d9166-1ead-4920-8545-138f28a5f77a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4506,1.7144,NA,129.85,151.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.3,1,0.9,0.395,5.9256,29.7537,-15.1899,-5.3587,8.7148,-0.3372,3.2376,6.9145,-138.4463,-4.1982,-2.1662,50.0019,5.7843,-10.4434,28.8,3.6,24,2432,224,NA,NA,NA,NA,NA,NA,FALSE,-15,15.1,8.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",0,"2023-08-17T01:04:42.009Z","2023-08-17T01:04:45.169Z",TRUE,"pitch","ace4897d-709f-4e65-9225-82c28787da82",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1326,1.5284,NA,177.9,191.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Groundout","field_out","Eddie Rosario grounds out to first baseman DJ LeMahieu.",0,0,2,50,"bottom",7,"2023-08-17T01:04:11.298Z","2023-08-17T01:06:24.161Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.8,13,0.91,0.4333,6.3894,25.5026,-25.5406,-10.7102,4.0975,-1.5976,1.7606,5.5529,-126.3434,-3.9885,-2.4314,50.0005,5.4098,-17.3297,31.2,7.2,24,2213,244,NA,NA,NA,NA,NA,NA,FALSE,-29.5,6.7,18.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",1,"2023-08-17T01:01:58.020Z","2023-08-17T01:02:06.454Z",TRUE,"pitch","756cf0e2-c534-43e3-bafc-5c549d584fa8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.17,1.54,NA,104.41,180.14,"ground_ball","medium","5",96.12,168.64,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Anthony Volpe grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,2,49,"top",7,"2023-08-17T01:01:15.090Z","2023-08-17T01:02:06.454Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85,78.2,6,2,0.443,5.8589,25.8042,-35.3623,7.0213,-2.0649,0.3304,2.172,2.2731,-123.8583,-2.4933,-1.5123,50.0008,6.1621,10.8565,18,9.6,24,3146,46,83.3,-14,10,NA,NA,NA,TRUE,-42,-4.1,-13.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",0,"2023-08-17T01:01:37.179Z","2023-08-17T01:01:40.182Z",TRUE,"pitch","a4742482-791c-41d6-93ea-f636adc3e0ba",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.17,1.54,NA,109.38,167.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Anthony Volpe grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,0,2,49,"top",7,"2023-08-17T01:01:15.090Z","2023-08-17T01:02:06.454Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,80.6,5,2,0.4276,5.6176,28.8238,-31.6588,3.3113,0.3131,0.2,2.6226,3.7865,-128.5296,-1.959,-1.7275,50.0049,5.8741,5.4916,10.8,8.4,24,2595,65,NA,NA,NA,NA,NA,NA,FALSE,-34.9,0.4,-7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",1,"2023-08-17T01:00:58.898Z","2023-08-17T01:01:06.863Z",TRUE,"pitch","3ef2cbde-6c08-4b51-88db-26f6acd30a65",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,2.99,1.4,NA,83.21,167.48,"ground_ball","medium","4",124.6,148.04,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Harrison Bader grounds out, second baseman Nicky Lopez to first baseman Matt Olson.",0,0,2,48,"top",7,"2023-08-17T01:00:20.430Z","2023-08-17T01:01:06.863Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,80.3,12,2,0.4299,5.879,28.0184,-31.3526,4.0322,0.505,0.8864,2.6406,5.0893,-127.7361,-1.7446,-1.6611,50.0062,5.8138,6.6179,13.2,8.4,24,2728,66,89.3,-37,5,NA,NA,NA,TRUE,-34.9,0.7,-8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",0,"2023-08-17T01:00:42.903Z","2023-08-17T01:00:46.900Z",TRUE,"pitch","b50e2e6b-efa6-48a5-baa4-de43c3038c1d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.9667,1.4219,NA,100.84,177.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Harrison Bader grounds out, second baseman Nicky Lopez to first baseman Matt Olson.",0,0,2,48,"top",7,"2023-08-17T01:00:20.430Z","2023-08-17T01:01:06.863Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.7,6,0.9,0.393,5.7966,31.0328,-15.6684,-7.2934,8.3901,0.424,2.2864,7.6162,-139.3067,-7.0229,-1.3967,50.0034,5.8742,-14.3486,36,4.8,24,2328,222,NA,NA,NA,NA,NA,NA,FALSE,-16,13.9,11.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",6,"2023-08-17T01:00:12.680Z","2023-08-17T01:00:17.376Z",TRUE,"pitch","a28cf769-9fd6-4cd0-a506-d36746c16a4c",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,2.8779,1.2276,NA,131.91,189.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Billy McKinney called out on strikes.",0,0,2,47,"top",7,"2023-08-17T00:58:44.168Z","2023-08-17T01:00:17.376Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641856,"Billy McKinney","/api/v1/people/641856","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.3,79,4,2,0.4403,5.7714,24.1134,-33.4167,5.8316,-0.7946,-0.3912,1.8122,1.6757,-124.2435,-3.4234,-1.8314,50.0014,5.9754,9.146,15.6,9.6,24,2845,46,NA,NA,NA,NA,NA,NA,TRUE,-39.4,-1.9,-10.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",5,"2023-08-17T00:59:53.832Z","2023-08-17T00:59:57.819Z",TRUE,"pitch","702b4ae5-9c19-4ad1-b335-f3ebf2d30502",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.104,1.5555,NA,117.14,201.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Billy McKinney called out on strikes.",0,0,2,47,"top",7,"2023-08-17T00:58:44.168Z","2023-08-17T01:00:17.376Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641856,"Billy McKinney","/api/v1/people/641856","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.6,78,13,2,0.4453,5.7705,25.3445,-34.1839,5.8694,-1.3097,-0.0036,1.3922,2.1711,-123.1678,-4.2889,-1.6601,50.0049,6.0589,8.984,14.4,9.6,24,2762,36,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-3.1,-11.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716970,"2023-08-16",3,"2023-08-17T00:59:21.813Z","2023-08-17T00:59:24.813Z",TRUE,"pitch","a3c08595-03ef-4104-9b53-7803cd6f986c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.06,1.41,NA,82.83,176.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Billy McKinney called out on strikes.",0,0,2,47,"top",7,"2023-08-17T00:58:44.168Z","2023-08-17T01:00:17.376Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,641856,"Billy McKinney","/api/v1/people/641856","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85,78.8,12,2,0.4416,5.692,23.7019,-34.1094,3.0852,-1.2395,0.8964,2.3082,5.1065,-123.823,-2.3192,-1.5899,50.0043,6.0988,4.8112,9.6,9.6,24,2938,47,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-2.5,-6.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
