"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716998,"2023-08-15",5,"2023-08-15T02:59:35.988Z","2023-08-15T02:59:40.693Z",TRUE,"pitch","badb5c03-44da-4eb1-a15c-f14cd8ee9586",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.23,1.49,NA,69.68,217.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,77.5,14,0.9,0.4501,6.1976,22.862,-30.2875,8.7114,1.2583,1.2415,0.8012,6.5868,-121.4863,-3.1252,-2.6328,50.0033,4.7253,13.0764,24,9.6,24,3087,81,NA,NA,NA,NA,NA,NA,TRUE,-37.3,1.8,-17.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",4,"2023-08-15T02:59:12.103Z","2023-08-15T02:59:18.756Z",TRUE,"pitch","5cc1ea4b-a0ac-4acd-832c-1d2d860c1192",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.23,1.49,NA,89.6,177.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,79.4,6,0.9,0.4385,5.9332,21.9165,-26.3016,6.6938,3.7049,0.7188,2.268,6.5524,-124.3003,-0.2563,-2.8088,50.0022,4.5326,10.6077,24,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-30.2,7,-13.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",2,"2023-08-15T02:58:40.002Z","2023-08-15T02:58:43.765Z",TRUE,"pitch","1053ca2a-81d3-4fc2-8366-8dd13e297f6a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.2153,1.5191,NA,147.35,194.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,77.7,7,0.9,0.4474,5.6891,21.0842,-28.9843,4.7286,2.0946,-0.7962,1.6546,3.9983,-121.8299,-0.4388,-3.0656,50.0032,4.3151,7.1969,15.6,8.4,24,2758,55,NA,NA,NA,NA,NA,NA,FALSE,-34.7,4,-9.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",1,"2023-08-15T02:58:22.743Z","2023-08-15T02:58:26.523Z",TRUE,"pitch","c520ebc4-a3b1-48c3-9090-0a3ccae70881",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3498,1.5588,NA,150.27,197.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,87.1,13,0.9,0.3993,6.022,25.3086,-34.217,-8.764,-1.0655,-0.8728,1.5212,8.4553,-136.3179,-0.9574,-2.8515,50.0044,4.2046,-16.7693,24,8.4,24,2425,252,NA,NA,NA,NA,NA,NA,FALSE,-32.8,-1.9,14.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",0,"2023-08-15T02:58:06.700Z","2023-08-15T02:58:10.223Z",TRUE,"pitch","b3bdf7e2-502d-4d57-ba94-3ac2550e665b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3095,1.5191,NA,83.06,185.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,88.7,14,0.91,0.392,5.9699,26.4021,-35.3452,-9.1257,-1.5968,0.8903,1.9828,12.6473,-138.8789,-0.3659,-2.5033,50.0037,4.4352,-18.1155,24,8.4,24,2486,254,NA,NA,NA,NA,NA,NA,FALSE,-32.4,-2.8,14.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",3,"2023-08-15T02:58:54.369Z","2023-08-15T02:59:12.103Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,607054,"/api/v1/people/607054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jace Peterson strikes out swinging.",0,4,6,67,"top",9,"2023-08-15T02:57:51.849Z","2023-08-15T02:59:40.693Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,607054,"Jace Peterson","/api/v1/people/607054","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",4,"2023-08-15T02:57:34.898Z","2023-08-15T02:57:39.440Z",TRUE,"pitch","af3f0ee6-3fde-45e4-a040-d5f67086176d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.42,1.65,NA,74.44,195.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Kyle Lewis strikes out swinging.",0,4,6,66,"top",9,"2023-08-15T02:55:56.990Z","2023-08-15T02:57:39.440Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84,78.9,14,0.9,0.4442,5.8157,19.3821,-28.0066,5.2006,2.6909,1.1165,1.5996,8.1756,-122.3448,-1.4863,-2.9171,50.0008,4.5688,8.0483,18,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-33.2,4.8,-11,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",3,"2023-08-15T02:57:14.685Z","2023-08-15T02:57:17.714Z",TRUE,"pitch","85c56541-d8a4-44f6-b0db-6a1058828f3b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.42,1.65,NA,116.58,163.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Kyle Lewis strikes out swinging.",0,4,6,66,"top",9,"2023-08-15T02:55:56.990Z","2023-08-15T02:57:39.440Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87.4,5,0.91,0.3963,6.0822,27.352,-35.449,-8.1192,-1.6913,0.0111,2.7894,10.4055,-137.6181,1.7453,-2.7445,50.0005,4.5291,-15.7457,21.6,8.4,24,2471,238,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-2.5,12.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",2,"2023-08-15T02:56:54.725Z","2023-08-15T02:56:57.725Z",TRUE,"pitch","8641a427-c0e7-4058-bd11-b5e6e9726d19",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3095,1.6137,NA,19.96,193.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Kyle Lewis strikes out swinging.",0,4,6,66,"top",9,"2023-08-15T02:55:56.990Z","2023-08-15T02:57:39.440Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,78,14,0.9,0.4453,6.0526,26.0994,-31.1827,6.3543,0.6503,2.5457,1.674,10.7806,-123.3381,-0.7018,-2.7194,50.0054,4.6079,9.7213,20.4,8.4,24,2919,81,NA,NA,NA,NA,NA,NA,FALSE,-37,1.3,-14.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",1,"2023-08-15T02:56:37.040Z","2023-08-15T02:56:40.509Z",TRUE,"pitch","7125774a-5dcb-4f44-ad48-48dfbf5331c6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3095,1.59,NA,135.59,187.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Kyle Lewis strikes out swinging.",0,4,6,66,"top",9,"2023-08-15T02:55:56.990Z","2023-08-15T02:57:39.440Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.1,7,0.89,0.3961,6.0475,30.2575,-33.7277,-10.064,-0.804,-0.4877,1.8868,9.7964,-138.1917,-0.7311,-2.7679,50.0011,4.4167,-19.4997,27.6,8.4,24,2302,262,NA,NA,NA,NA,NA,NA,FALSE,-31.7,-1.4,16.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716998,"2023-08-15",0,"2023-08-15T02:56:20.958Z","2023-08-15T02:56:24.556Z",TRUE,"pitch","84d7b5ed-3ff3-41cd-a4ae-6f9e37824c13",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4507,1.6609,NA,78.46,215.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Kyle Lewis strikes out swinging.",0,4,6,66,"top",9,"2023-08-15T02:55:56.990Z","2023-08-15T02:57:39.440Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Colorado Rockies","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.4,14,0.9,0.448,6.1889,25.3629,-30.8027,4.1421,0.9076,1.0112,0.8627,8.1733,-122.4971,-2.4095,-2.9136,50.004,4.5061,6.2608,14.4,8.4,24,2790,85,NA,NA,NA,NA,NA,NA,FALSE,-37.4,1.3,-9.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
