"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716629,"2023-09-11",9,"2023-09-12T02:52:37.000Z","2023-09-12T02:52:46.861Z",TRUE,"pitch","7ab6576b-c0a9-42aa-aa54-4043b25f274f",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.39,1.64,NA,79.08,134.89,"line_drive","medium","8",154.92,60.36,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.7,12,0.88,0.3888,6.3166,31.1162,-13.0581,1.4367,9.5045,0.9947,3.8477,2.8329,-140.7334,-5.7858,-0.2106,50.0039,6.7717,2.8897,13.2,2.4,24,2534,175,93.3,25,352,NA,NA,NA,TRUE,-13,16.2,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",8,"2023-09-12T02:52:14.751Z","2023-09-12T02:52:18.179Z",TRUE,"pitch","d2d00c01-4a03-489a-b55d-5c3f44c5f37d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.64,NA,127.21,188.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.8,8,0.91,0.3803,6.5349,33.45,-10.0337,1.3814,10.5375,-0.268,1.8682,-0.2388,-144.0227,-11.5931,-0.3634,50.0001,6.566,2.9014,13.2,2.4,24,2390,187,NA,NA,NA,NA,NA,NA,FALSE,-10.9,16.9,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",7,"2023-09-12T02:51:53.245Z","2023-09-12T02:51:56.866Z",TRUE,"pitch","310ba2cd-bdea-414f-90e5-12bacc9b13b7",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.64,NA,135.43,135.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90,11,0.91,0.3812,6.4807,34.9164,-9.7811,0.3351,10.7185,-0.4835,3.8304,-0.3187,-143.9621,-6.5303,-0.4146,50.0016,6.7406,0.6999,3.6,2.4,24,2345,186,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",4,"2023-09-12T02:50:51.207Z","2023-09-12T02:50:59.775Z",TRUE,"pitch","0b65e0bc-dc1f-48aa-bdf1-029f6cb49382",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2452,1.62,NA,138.57,219.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.4,13,0.91,0.3831,6.5014,32.1771,-7.9303,-1.1623,11.7017,-0.5659,0.7246,-0.1335,-142.8425,-14.8738,-0.3676,50.0001,6.4915,-2.4068,12,2.4,24,2544,187,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",3,"2023-09-12T02:50:22.496Z","2023-09-12T02:50:26.311Z",TRUE,"pitch","7dc6620a-c17f-4c07-bbae-6c61f4e7ca8b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.39,1.64,NA,141.32,177.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.5,4,0.91,0.3815,6.5528,32.1213,-8.5848,-0.4989,11.2886,-0.6381,2.2554,-0.5317,-143.4015,-10.8258,-0.3857,50.0061,6.6086,-1.0424,6,2.4,24,2580,185,NA,NA,NA,NA,NA,NA,FALSE,-9.6,18.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",2,"2023-09-12T02:49:56.815Z","2023-09-12T02:50:07.233Z",TRUE,"pitch","3cdd5ea9-15b0-4092-9e8b-e43d00414d2e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.39,1.64,NA,131.98,188.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.1,7,0.9,0.4353,6.5343,24.2718,-34.353,3.1611,-1.361,-0.3929,1.8563,-1.2623,-125.5988,-5.5434,-0.2958,50.0009,6.8698,5.0744,8.4,8.4,24,2312,62,NA,NA,NA,NA,NA,NA,FALSE,-40,-3.5,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",1,"2023-09-12T02:49:38.371Z","2023-09-12T02:49:42.295Z",TRUE,"pitch","4404a87f-9de1-45c7-a2bc-5618b66c3d0a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3617,1.6781,NA,158.37,143.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.5,11,0.9,0.3831,6.5372,35.7912,-10.72,-1.6226,10.3836,-1.0854,3.5267,-0.7731,-143.439,-7.0324,-0.601,50.0023,6.692,-3.3525,15.6,2.4,24,2370,188,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",0,"2023-09-12T02:49:01.169Z","2023-09-12T02:49:38.371Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,680777,"/api/v1/people/680777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",5,"2023-09-12T02:51:09.264Z","2023-09-12T02:51:24.454Z",FALSE,"action",NA,NA,"Passed ball by catcher Rene Pinto. Donovan Solano to 2nd.","Passed Ball",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,456781,"/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0b65e0bc-dc1f-48aa-bdf1-029f6cb49382","passed_ball",NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716629,"2023-09-11",6,"2023-09-12T02:51:24.454Z","2023-09-12T02:51:53.245Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Lineout","field_out","Ryan Jeffers lines out to center fielder Josh Lowe.",0,7,4,80,"bottom",9,"2023-09-12T02:49:36.057Z","2023-09-12T02:52:46.861Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
