"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717081,"2023-08-08",5,"2023-08-08T04:24:03.651Z","2023-08-08T04:24:16.627Z",TRUE,"pitch","f25f5004-f71e-48d3-8a2a-aa0bb8b02593",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.14,1.46,NA,118.16,170.69,"ground_ball","medium","5",99.33,163.59,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,83.2,5,0.9,0.4134,6.127,30.0829,-13.5047,2.4999,10.5178,-0.0305,2.522,-3.3562,-132.7995,-7.7675,0.9285,50.0028,6.4799,4.4377,13.2,3.6,24,2242,149,93,-10,15,NA,NA,NA,TRUE,-15.6,17.4,-3.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",4,"2023-08-08T04:23:44.684Z","2023-08-08T04:23:52.495Z",TRUE,"pitch","80acfe0a-7515-4a9a-b13e-72c52161a7f1",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.3521,1.4869,NA,156.03,216.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.7,13,0.91,0.4664,5.9892,23.6964,-30.3052,-5.37,1.3399,-1.024,0.8158,-3.0654,-117.7345,-6.6479,0.9953,50.004,6.5037,-7.4896,14.4,9.6,24,2398,325,NA,NA,NA,NA,NA,NA,FALSE,-41,1,10.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",3,"2023-08-08T04:23:28.788Z","2023-08-08T04:23:33.034Z",TRUE,"pitch","9123ecf7-4766-44ac-af18-23177d62e53b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2566,1.4869,NA,103.14,178.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,84.2,6,0.89,0.411,6.0651,27.052,-15.2878,3.1972,9.3728,0.3636,2.2182,-2.3752,-133.0051,-8.2737,0.8503,50.0046,6.4658,5.7606,16.8,3.6,24,2138,148,NA,NA,NA,NA,NA,NA,FALSE,-17,15.5,-5.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",2,"2023-08-08T04:23:13.897Z","2023-08-08T04:23:18.561Z",TRUE,"pitch","eb87ae6c-20a5-43bb-9f6d-073a6a0547ae",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2247,1.5186,NA,76.02,186.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.8,71.4,14,0.91,0.489,5.8736,19.9069,-36.9863,-4.6795,-3.7823,1.0752,1.9456,1.0764,-111.9417,-2.256,1.1966,50.0055,6.7474,-5.9489,8.4,12,24,2040,338,NA,NA,NA,NA,NA,NA,FALSE,-53.3,-7.1,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",0,"2023-08-08T04:22:31.281Z","2023-08-08T04:22:37.915Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jonah Bride replaces Cody Thomas.","Offensive Substitution",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,681146,"/api/v1/people/681146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","101","77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,642137,"/api/v1/people/642137",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",1,"2023-08-08T04:22:37.915Z","2023-08-08T04:23:13.897Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Jonah Bride grounds into a force out, third baseman Ezequiel Duran to second baseman Marcus Semien. Shea Langeliers out at 2nd.",0,5,3,77,"bottom",9,"2023-08-08T04:23:11.639Z","2023-08-08T04:24:16.627Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,681146,"Jonah Bride","/api/v1/people/681146","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",8,"2023-08-08T04:22:03.485Z","2023-08-08T04:22:08.576Z",TRUE,"pitch","f2af3deb-eb82-4a79-b054-1258dc42fc5d",9,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.02,1.39,NA,160.14,230.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,5,3,76,"bottom",9,"2023-08-08T04:18:48.746Z","2023-08-08T04:22:08.576Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669397,"Nick Allen","/api/v1/people/669397","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,75.6,13,0.91,0.4637,6.1168,21.564,-31.4085,-5.3431,0.5438,-1.1317,0.2922,-3.7062,-117.9297,-7.3305,1.1523,50.0053,6.3231,-7.5569,14.4,9.6,24,2261,318,NA,NA,NA,NA,NA,NA,TRUE,-42,-0.5,10.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA
717081,"2023-08-08",7,"2023-08-08T04:21:39.495Z","2023-08-08T04:21:42.495Z",TRUE,"pitch","98ee1e1a-b18d-480b-af90-eeaa000233cc",8,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.0974,1.4168,NA,178.19,236.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,5,3,76,"bottom",9,"2023-08-08T04:18:48.746Z","2023-08-08T04:22:08.576Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669397,"Nick Allen","/api/v1/people/669397","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.2,76.3,13,0.91,0.4616,6.1138,19.6146,-27.1691,-5.7452,3.4956,-1.6052,0.0714,-4.5577,-118.0577,-8.7836,1.0873,50.001,6.2917,-8.2184,16.8,8.4,24,2472,314,NA,NA,NA,NA,NA,NA,FALSE,-36.4,4.7,11.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",6,"2023-08-08T04:21:17.903Z","2023-08-08T04:21:21.566Z",TRUE,"pitch","86c05b63-1164-418a-b5ab-1cfd389ad2a3",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.02,1.39,NA,151.31,175.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,5,3,76,"bottom",9,"2023-08-08T04:18:48.746Z","2023-08-08T04:22:08.576Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669397,"Nick Allen","/api/v1/people/669397","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,83.9,11,0.9,0.4112,6.141,28.6292,-12.1415,2.6279,11.1512,-0.9002,2.3347,-5.1888,-133.1925,-8.6684,0.7318,50.0046,6.5098,4.7222,14.4,3.6,24,2258,151,NA,NA,NA,NA,NA,NA,FALSE,-14.2,18.5,-3.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717081,"2023-08-08",5,"2023-08-08T04:20:55.401Z","2023-08-08T04:20:58.401Z",TRUE,"pitch","e6912c37-c292-4ec5-9361-4432394baa26",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.0655,1.4168,NA,155.01,245.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Nick Allen strikes out swinging.",0,5,3,76,"bottom",9,"2023-08-08T04:18:48.746Z","2023-08-08T04:22:08.576Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669397,"Nick Allen","/api/v1/people/669397","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Texas Rangers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.5,13,0.9,0.468,6.1061,25.4419,-33.7945,-4.8062,-1.1708,-0.9973,-0.2353,-3.4885,-117.7082,-7.8645,1.1363,50.0045,6.3387,-6.6437,12,10.8,24,2395,335,NA,NA,NA,NA,NA,NA,FALSE,-46.3,-4.1,9.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
