"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716742,"2023-09-03",5,"2023-09-03T20:31:46.228Z","2023-09-03T20:31:52.779Z",TRUE,"pitch","00df54b3-7309-4902-bc58-880a83b0f1e0",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.28,1.53,NA,138.29,167.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.7,4,0.87,0.401,7.2349,30.8317,-16.9654,-6.6233,8.0534,-0.5584,2.6276,7.2375,-136.7317,-3.8894,-2.3823,50.0052,5.2366,-12.5125,31.2,4.8,24,2431,222,NA,NA,NA,NA,NA,NA,TRUE,-17.2,13.9,10.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",4,"2023-09-03T20:31:14.491Z","2023-09-03T20:31:19.162Z",TRUE,"pitch","e37038b6-f3a3-4e27-a2fa-0e0d339f9679",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.28,1.53,NA,97.39,185.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.7,71,9,0.91,0.4837,6.8757,26.5721,-33.7341,8.8327,-1.2092,0.5144,1.957,4.5563,-114.459,0.1526,-2.6678,50.0029,5.27,11.3943,20.4,10.8,24,2902,71,NA,NA,NA,NA,NA,NA,FALSE,-46.9,-1.8,-17.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",3,"2023-09-03T20:30:50.883Z","2023-09-03T20:30:57.337Z",TRUE,"pitch","b226b0b8-3200-464c-92ce-039cddaa54b9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2785,1.4907,NA,171.86,140.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,72.2,11,0.91,0.4739,6.8183,25.8029,-28.4053,9.8203,2.7961,-1.4391,3.6563,0.3627,-116.451,2.0925,-2.8697,50.0005,5.4696,13.2254,25.2,9.6,24,2825,74,NA,NA,NA,NA,NA,NA,FALSE,-37.3,6,-17.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",2,"2023-09-03T20:30:29.605Z","2023-09-03T20:30:35.187Z",TRUE,"pitch","5aefad47-a0eb-464e-ac79-3fca2f535dda",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3563,1.548,NA,146.81,159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.4,1,0.84,0.4059,6.9557,32.1899,-22.3633,-4.9062,5.3326,-0.7822,2.9328,6.747,-135.4221,-1.7001,-2.6795,50.003,5.148,-9.0269,18,4.8,24,2647,219,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9.5,7.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",1,"2023-09-03T20:30:10.180Z","2023-09-03T20:30:15.209Z",TRUE,"pitch","5c53995b-980f-4980-bbb3-5599cfa55f49",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2785,1.5193,NA,81.55,201.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,72.5,14,0.91,0.4752,6.9348,26.7462,-32.701,10.041,-0.393,0.9301,1.3877,5.22,-116.3483,-1.516,-2.665,50.0035,5.2172,13.433,24,10.8,24,2852,69,NA,NA,NA,NA,NA,NA,FALSE,-44.4,-0.8,-19.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",0,"2023-09-03T20:29:13.932Z","2023-09-03T20:30:10.180Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,3,6,72,"top",9,"2023-09-03T20:30:07.871Z","2023-09-03T20:31:52.779Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",4,"2023-09-03T20:28:52.557Z","2023-09-03T20:29:01.409Z",TRUE,"pitch","22a38e1c-7582-4c14-aba5-a8f02dba7b28",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.11,1.43,NA,123.28,194.67,"ground_ball","soft","5",113.38,190.07,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Sam Haggerty singles on a soft ground ball to third baseman Brett Baty. Mike Ford to 2nd.",0,3,6,71,"top",9,"2023-09-03T20:26:22.819Z","2023-09-03T20:29:01.409Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664059,"Sam Haggerty","/api/v1/people/664059","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.3,71.2,8,0.91,0.4813,7.0922,27.8362,-37.2824,9.8243,-3.9278,-0.1647,1.6336,2.9949,-115.2423,0.2285,-2.7683,50.0019,5.2326,12.786,19.2,12,24,2804,73,34.2,-49,5,NA,NA,NA,FALSE,-51.2,-6.6,-18.6,NA,NA,NA,NA,NA,FALSE,TRUE,664059,"Sam Haggerty","/api/v1/people/664059",645801,"Mike Ford","/api/v1/people/645801"
716742,"2023-09-03",3,"2023-09-03T20:28:31.826Z","2023-09-03T20:28:37.429Z",TRUE,"pitch","d13f4a20-adaa-4190-9cce-30fb46e800ba",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1086,1.4907,NA,232.34,144.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Sam Haggerty singles on a soft ground ball to third baseman Brett Baty. Mike Ford to 2nd.",0,3,6,71,"top",9,"2023-09-03T20:26:22.819Z","2023-09-03T20:29:01.409Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664059,"Sam Haggerty","/api/v1/people/664059","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,83.7,11,0.91,0.4059,6.9657,36.8322,-17.7713,-4.0905,7.8575,-3.0258,3.4755,0.5734,-136.2315,-1.5889,-2.7121,50.0022,5.3268,-7.498,21.6,4.8,24,2491,220,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.9,7.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",2,"2023-09-03T20:28:10.523Z","2023-09-03T20:28:17.531Z",TRUE,"pitch","845631aa-cbac-4af3-8b12-80cd44738ba2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1842,1.548,NA,51.76,175.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Sam Haggerty singles on a soft ground ball to third baseman Brett Baty. Mike Ford to 2nd.",0,3,6,71,"top",9,"2023-09-03T20:26:22.819Z","2023-09-03T20:29:01.409Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664059,"Sam Haggerty","/api/v1/people/664059","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,82.7,14,0.9,0.4128,7.2244,34.8928,-28.4119,-11.52,2.1204,1.7116,2.361,13.842,-133.8314,-1.6922,-2.0859,50.0014,5.081,-20.4292,30,7.2,24,2289,233,NA,NA,NA,NA,NA,NA,FALSE,-29.3,3.6,17,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
716742,"2023-09-03",1,"2023-09-03T20:27:47.849Z","2023-09-03T20:27:53.687Z",TRUE,"pitch","53181906-5e51-4bf6-aa1d-b09e71d1230d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1086,1.4047,NA,115.13,176.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Sam Haggerty singles on a soft ground ball to third baseman Brett Baty. Mike Ford to 2nd.",0,3,6,71,"top",9,"2023-09-03T20:26:22.819Z","2023-09-03T20:29:01.409Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,664059,"Sam Haggerty","/api/v1/people/664059","L","Left",493603,"Adam Ottavino","/api/v1/people/493603","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79,69.8,5,0.92,0.486,6.7857,30.1054,-26.5602,12.6022,4.4086,0.0491,2.3205,2.4926,-114.7096,-0.7888,-2.6973,50.0013,5.3663,16.0344,32.4,9.6,24,2775,65,NA,NA,NA,NA,NA,NA,FALSE,-37.6,8,-23.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
