"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718122,"2023-05-18",1,"2023-05-18T19:34:17.811Z","2023-05-18T19:34:26.628Z",TRUE,"pitch","00447190-b988-4ae3-9a0c-d7fbfcc2ad07",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.33,1.52,NA,123.98,194.88,"ground_ball","medium","3",154.61,161.03,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Brandon Lowe grounds out, first baseman Pete Alonso to pitcher David Robertson.",0,2,3,66,"top",9,"2023-05-18T19:33:35.918Z","2023-05-18T19:34:26.628Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84,77.2,8,0.9,0.4494,6.5346,26.1294,-42.1735,7.0547,-6.6604,-0.1831,1.626,3.0848,-122.2899,-1.2264,-2.3809,50.0033,5.7807,10.5895,14.4,12,24,2737,37,104.3,-21,6,NA,NA,NA,TRUE,-51,-12.1,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718122,"2023-05-18",0,"2023-05-18T19:34:01.207Z","2023-05-18T19:34:04.429Z",TRUE,"pitch","0b54174c-9016-4ab4-88f0-1d35f9a8f9f8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3741,1.4791,NA,209.51,132.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Brandon Lowe grounds out, first baseman Pete Alonso to pitcher David Robertson.",0,2,3,66,"top",9,"2023-05-18T19:33:35.918Z","2023-05-18T19:34:26.628Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,664040,"Brandon Lowe","/api/v1/people/664040","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",79.7,72.5,11,0.9,0.4749,6.4077,23.8151,-43.9648,7.1655,-8.7776,-2.4268,3.9495,-1.7919,-115.8143,4.9996,-2.5687,50.0008,5.9959,9.6274,12,13.2,24,2369,49,NA,NA,NA,NA,NA,NA,FALSE,-57.7,-14.2,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718122,"2023-05-18",2,"2023-05-18T19:33:26.360Z","2023-05-18T19:33:34.246Z",TRUE,"pitch","e8b636d4-4a3e-4f5f-8673-644579f1418d",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.1,1.43,NA,68.22,155.16,"ground_ball","medium","1",127.05,178.87,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Harold Ramirez grounds out, pitcher David Robertson to first baseman Pete Alonso.",0,2,3,65,"top",9,"2023-05-18T19:32:07.212Z","2023-05-18T19:33:34.246Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,86,12,0.89,0.4032,6.6465,26.9886,-19.6761,1.7497,6.6711,1.2798,3.0971,8.5457,-135.366,-3.4506,-2.1333,50.0007,5.7504,3.2751,13.2,4.8,24,2673,190,61.5,-43,5,NA,NA,NA,TRUE,-19.8,11.6,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",1,"2023-05-18T19:32:59.561Z","2023-05-18T19:33:05.594Z",TRUE,"pitch","f4665e2e-bf21-47ee-b83a-9f664c91cd24",2,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,2,1,NA,NA,3.1,1.43,NA,84.57,208.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Harold Ramirez grounds out, pitcher David Robertson to first baseman Pete Alonso.",0,2,3,65,"top",9,"2023-05-18T19:32:07.212Z","2023-05-18T19:33:34.246Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.7,77.3,14,0.9,0.4509,6.7001,25.3715,-43.1399,5.9344,-7.3513,0.8509,1.1078,5.5063,-121.7715,-2.1039,-2.216,50.003,5.738,8.8522,13.2,12,24,2670,42,NA,NA,NA,NA,NA,NA,FALSE,-52.8,-13.6,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",0,"2023-05-18T19:32:40.727Z","2023-05-18T19:32:44.017Z",TRUE,"pitch","6ab40fd6-6c67-49ba-bc7b-121ad7ba8517",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.1,1.43,NA,82.01,191.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Harold Ramirez grounds out, pitcher David Robertson to first baseman Pete Alonso.",0,2,3,65,"top",9,"2023-05-18T19:32:07.212Z","2023-05-18T19:33:34.246Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.4,76.3,14,0.9,0.4543,6.5305,27.0359,-43.5703,5.7499,-7.771,0.918,1.7631,5.427,-121.2621,-0.389,-2.1084,50.002,5.7759,8.4329,12,12,24,2717,46,NA,NA,NA,NA,NA,NA,FALSE,-53.6,-13.8,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",1,"2023-05-18T19:31:52.927Z","2023-05-18T19:32:06.452Z",TRUE,"pitch","e462c7ee-0306-49ac-a08a-6f9d5512e282",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,3.23,1.5,NA,102.68,185.64,"line_drive","hard","8",163.21,61.57,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Randy Arozarena doubles (6) on a sharp line drive to center fielder Brandon Nimmo.",0,2,3,64,"top",9,"2023-05-18T19:31:14.838Z","2023-05-18T19:32:06.452Z",TRUE,FALSE,FALSE,FALSE,34,1,0,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82.4,76.4,9,0.9,0.4562,6.4382,22.9515,-41.8494,3.0046,-6.6244,0.3758,1.9681,5.0792,-120.0024,-0.3296,-2.1576,50.0032,5.8313,4.3875,7.2,12,24,2541,50,104.7,18,302,NA,NA,NA,FALSE,-52,-11.8,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",0,"2023-05-18T19:31:37.457Z","2023-05-18T19:31:41.563Z",TRUE,"pitch","4aac4de6-1a69-420c-b385-09f0ef21b2c5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.288,1.4791,NA,70.38,214.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Randy Arozarena doubles (6) on a sharp line drive to center fielder Brandon Nimmo.",0,2,3,64,"top",9,"2023-05-18T19:31:14.838Z","2023-05-18T19:32:06.452Z",TRUE,FALSE,FALSE,FALSE,34,1,0,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85.1,14,2,0.4073,6.7955,27.7073,-11.585,-1.7014,11.2276,1.223,0.9151,9.294,-134.2289,-9.8388,-2.056,50.0061,5.4423,-3.1229,6,3.6,24,2583,197,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",9,"2023-05-18T19:31:09.664Z","2023-05-18T19:31:14.258Z",TRUE,"pitch","cb5c7927-28ef-49cc-8a19-54472221ff3d",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.73,1.81,NA,128.06,204.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,2,3,63,"top",9,"2023-05-18T19:30:08.272Z","2023-05-18T19:31:14.258Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84,77,13,0.9,0.4505,6.5129,27.4348,-45.1578,5.4742,-8.7012,-0.2901,1.2829,3.3084,-122.2803,-1.3359,-2.3786,50.0041,5.7624,8.1669,10.8,13.2,24,2735,49,NA,NA,NA,NA,NA,NA,TRUE,-55,-15.7,-10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",7,"2023-05-18T19:30:38.573Z","2023-05-18T19:30:41.717Z",TRUE,"pitch","d5dd2d29-8f50-4189-8a8c-59284838b58a",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,0,NA,NA,3.73,1.81,NA,122.89,151.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,2,3,63,"top",9,"2023-05-18T19:30:08.272Z","2023-05-18T19:31:14.258Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,84.3,2,2,0.4076,6.6266,30.0695,-11.0647,-2.2637,11.5551,-0.1546,3.2344,6.2719,-134.5299,-4.255,-2.2254,50.0035,5.6251,-4.136,13.2,2.4,24,2591,202,NA,NA,NA,NA,NA,NA,FALSE,-11.9,20.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
718122,"2023-05-18",6,"2023-05-18T19:30:24.033Z","2023-05-18T19:30:28.218Z",TRUE,"pitch","16e70999-f495-4709-9efd-ce92b118fcd4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.8333,1.8803,NA,145.54,154.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,2,3,63,"top",9,"2023-05-18T19:30:08.272Z","2023-05-18T19:31:14.258Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Mets",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83,76.4,4,0.9,0.4535,6.3857,24.0781,-43.4679,4.828,-7.6475,-0.7489,3.1232,2.3714,-120.8871,2.3834,-2.3705,50.0038,5.9467,7.1287,9.6,12,24,2499,54,NA,NA,NA,NA,NA,NA,FALSE,-52.7,-13,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,668227,"Randy Arozarena","/api/v1/people/668227",NA,NA,NA,NA,NA,NA
